time [s],flow rate [kg],fill mass [kg],fill temperature [K],fill pressure [Pa],run temperature [K],run mass [kg],run pressure [Pa],head loss [Pa]
0.0,6.143473181222799,99.93816925030877,293.23216021195685,5069567.710882555,200.0,0.06183074969122717,63901.99474556818,0
0.01,6.104427651956404,99.87673451849655,293.2193153138504,5068091.065149529,200.0,0.12326548150345515,126476.34303830548,0
0.02,6.0659343550029705,99.81569024197698,293.2065516132875,5066624.081342316,200.0,0.1843097580230192,187747.3967444663,0
0.03,6.03628933494936,99.75503089842695,293.1938679577653,5065166.620743076,200.0,0.2449691015730489,234463.50072323167,0
0.04,6.035757715537889,99.69466800507746,293.1812458400399,5063716.551243223,200.0,0.3053319949225425,234463.50072323167,0
0.05,6.035225885031671,99.63431042792209,293.16862435560654,5062266.873507511,200.0,0.36568957207792135,234463.50072323167,0
0.060000000000000005,6.034693843574256,99.57395816907177,293.1560034992608,5060817.586822185,200.0,0.42604183092823805,234463.50072323167,0
0.07,6.022105881841589,99.51361123063603,293.1433832658072,5059368.6904750895,201.59666330827446,0.4863887693639806,253723.6903732981,0
0.08,6.003024010471381,99.45339017181762,293.13078887369636,5057923.07866138,203.87482353308854,0.5466098281823966,283274.3330099476,0
0.09,5.984180710603809,99.39335993171291,293.1182339077087,5056482.308137899,205.94529036421443,0.6066400682871104,312345.33277634357,0
0.09999999999999999,5.965565452269475,99.33351812460687,293.1057178676574,5055046.318485749,207.84441524602516,0.6664818753931485,340957.089062057,0
0.10999999999999999,5.947168615445024,99.27386247008417,293.0932402754105,5053615.05187614,209.5995242471434,0.7261375299158432,369128.3070343254,0
0.11999999999999998,5.9289813944118945,99.21439078392972,293.08080067298863,5052188.452849104,211.23171411680323,0.7856092160702934,396876.17700799386,0
0.12999999999999998,5.910995705361761,99.1551009699856,293.06839862086235,5050766.468115387,212.75763609830983,0.8448990300144124,424216.544851766,0
0.13999999999999999,5.893204102842617,99.09599101293198,293.056033696442,5049349.046380702,214.19067940574968,0.90400898706803,451164.0649950652,0
0.15,5.875599706314446,99.03705897190355,293.04370549274347,5047936.138190372,215.54178258300368,0.9629410280964562,477732.33452243084,0
0.16,5.858176136389215,98.9783029748404,293.03141361720634,5046527.69579168,216.8200054781816,1.0216970251596007,503934.00949114887,0
0.17,5.8409274597380705,98.9197212134765,293.01915769064567,5045123.673011704,218.0329422607328,1.0802787865234929,529780.9054813916,0
0.18000000000000002,5.823848141518894,98.86131193887913,293.0069373463191,5043724.025148524,219.1870259555252,1.1386880611208736,555284.0845273932,0
0.19000000000000003,5.806933004234275,98.80307345746394,292.99475222909336,5042328.708873987,220.28775714882102,1.1969265425360627,580453.9304294306,0
0.20000000000000004,5.7901771920525915,98.7450041274216,292.9826019946963,5040937.682146395,221.3398785628691,1.2549958725784054,605300.2142029116,0
0.21000000000000005,5.773576139761244,98.68710235550107,292.97048630904465,5039550.904131957,222.34751025803502,1.3128976444989313,629832.1511645163,0
0.22000000000000006,5.757125545649678,98.62936659410346,292.95840484763494,5038168.3351336345,223.31425571439848,1.3706334058965437,654058.4509190146,0
0.23000000000000007,5.740821347733329,98.57179533864696,292.94635729499294,5036789.936526732,224.24328604886483,1.4282046613530406,677987.3613044629,0
0.24000000000000007,5.724659702825969,98.51438712516963,292.93434334417145,5035415.670700124,225.137407590956,1.4856128748303739,701626.7071793836,0
0.25000000000000006,5.708636968049068,98.45714052814138,292.9223626962927,5034045.501002689,225.99911663510113,1.5428594718586335,724983.9247901107,0
0.26000000000000006,5.692749684433713,98.40005415846089,292.9104150601289,5032679.391694165,226.83064419919657,1.5999458415391241,748066.0923363626,0
0.2700000000000001,5.676994562326173,98.34312666161655,292.89850015171714,5031317.307899974,227.63399291375094,1.6568733383834613,770879.9572537648,0
0.2800000000000001,5.661368468354136,98.28635671599329,292.8866176940053,5029959.215569729,228.4109676551069,1.713643284006723,793431.9606501649,0
0.2900000000000001,5.64586841374823,98.22974303130975,292.87476741652426,5028605.081438733,229.16320116151917,1.7702569686902645,815728.2592649745,0
0.3000000000000001,5.630491543845058,98.17328434717227,292.86294905508544,5027254.872992439,229.89217559269213,1.8267156528277468,837774.7452647425,0
0.3100000000000001,5.615235128623847,98.11697943173382,292.8511623515002,5025908.558433514,230.59924078458113,1.8830205682661973,859577.0641416888,0
0.3200000000000001,5.6000965541504035,98.06082708044758,292.83940705331804,5024566.106651021,231.28562979291598,1.9391729195524359,881140.6309431767,0
0.3300000000000001,5.585073314820336,98.00482611490608,292.8276829135841,5023227.487191896,231.95247219767583,1.99517388509394,902470.6450277879,0
0.34000000000000014,5.570163006308503,97.94897538175788,292.815989690612,5021892.670234213,232.60080554709413,2.051024618242143,923572.1035164243,0
0.35000000000000014,5.555363319144434,97.89327375169479,292.80432714777135,5020561.62656213,233.23158524682952,2.106726248305228,944449.8135840669,0
0.36000000000000015,5.540672032844363,97.83772011850334,292.79269505328955,5019234.327542557,233.8456931426739,2.1622798814966724,965108.4037184546,0
0.37000000000000016,5.526087010539381,97.78231339817489,292.78109318006454,5017910.745103049,234.44394499988346,2.217686601825116,985552.3340555468,0
0.38000000000000017,5.51160619404728,97.72705252806949,292.76952130549046,5016590.851711234,235.0270970461617,2.2729474719305096,1005785.9058877506,0
0.3900000000000002,5.497227599341973,97.67193646612903,292.75797921129197,5015274.620355256,235.59585171642016,2.3280635338709823,1025813.270428856,0
0.4000000000000002,5.482949312380277,97.6169641901356,292.7464666833688,5013962.024525411,236.15086271413884,2.383035809864402,1045638.4369095126,0
0.4100000000000002,5.468769485250622,97.5621346970118,292.73498351164983,5012653.038196904,236.6927394852463,2.437865302988205,1065265.2800682716,0
0.4200000000000002,5.454686332612281,97.5074470021593,292.7235294899532,5011347.635813273,237.22205118501876,2.4925529978407113,1084697.5470955689,0
0.4300000000000002,5.440698128397749,97.45290013883317,292.7121044158563,5010045.792271044,237.73933020586213,2.547099861166834,1103938.864081582,0
0.4400000000000002,5.426803202753442,97.3984931575492,292.7007080905702,5008747.482904833,238.24507532342437,2.6015068424508114,1122992.742013111,0
0.45000000000000023,5.412999939197304,97.34422512552166,292.68934031882293,5007452.683473534,238.73975450986546,2.655774874478346,1141862.5823597123,0
0.46000000000000024,5.399286771973598,97.29009512612969,292.67800090874664,5006161.370146924,239.22380745594387,2.7099048738703186,1160551.6822849934,0
0.47000000000000025,5.385662183587806,97.23610225840994,292.66668967177156,5004873.519493121,239.69764783759166,2.7638977415900547,1179063.239515181,0
0.48000000000000026,5.3721247025060075,97.18224563657407,292.6554064225247,5003589.108466521,240.16166535763102,2.8177543634259328,1197400.3568937648,0
0.49000000000000027,5.358672901004896,97.128524389549,292.64415097873336,5002308.114396374,240.61622758905833,2.8714756104509926,1215566.0466480763,0
0.5000000000000002,5.345305393159906,97.07493766053895,292.6329231611328,5001030.514975799,241.06168164275175,2.9250623394610415,1233563.234391098,0
0.5100000000000002,5.332020832960312,97.02148460660734,292.62172279337915,4999756.288251449,241.49835567943074,2.9785153933926405,1251394.762879509,0
0.5200000000000002,5.318817912540958,96.96816439827774,292.61054970196517,4998485.412613474,241.9265602831199,3.0318356017222436,1269063.3955470119,0
0.5300000000000002,5.305695360521654,96.91497621915232,292.59940371614005,4997217.866785998,242.34658971116767,3.0850237808476533,1286571.8198300502,0
0.5400000000000003,5.292651940445829,96.8619192655471,292.5882846678335,4995953.629818066,242.75872303399058,3.1380807344528696,1303922.6503016215,0
0.5500000000000003,5.279686449310876,96.80899274614265,292.5771923915813,4994692.681074806,243.16322517609188,3.191007253857328,1321118.4316272843,0
0.5600000000000003,5.266797716183452,96.75619588164955,292.566126724456,4993435.000229122,243.56034786851296,3.243804118350437,1338161.6413563413,0
