,alpha around [rad s^-2],stability [m],x position [m],theta down [rad],omega around [rad s^-1],y acceleration [m s^-2],y lift [N],heading [rad],z position [m],thrust [N],time [s],z net force [N],CD [],x velocity [m s^-1],theta around [rad],z drag [N],stability [cal],x lift [N],z velocity [m s^-1],alpha down [rad s^-2],x acceleration [m s^-2],omega down [rad s^-1],y velocity [m s^-1],x drag [N],z acceleration [m s^-2],y net force [N],z lift [N],AOA [rad],mass [kg],x net force [N],y position [m],y drag [N],CL []
13,0.0,0.1007246901786832,0.0,0.0,0.0,0.0,0.0,0.0,8.008186795396016,6276.239282578804,0.65,0.0,0.8832524535465174,0.0,1.5707963267948966,-9.125491255461267,2.870653670092471,0.0,26.468246386704198,0.0,0.0,0.0,0.0,-0.0,43.24951317094172,0.0,-0.0,0.0,118.12503535076375,0.0,0.0,-0.0,0.0
14,0.0,0.10083718927034921,0.0,0.0,0.0,0.0,0.0,0.0,9.385668344040308,6270.598096152174,0.7000000000000001,0.0,0.8832524535465174,0.0,1.5707963267948966,-10.819865210638962,2.8738598942049527,0.0,28.63101555906752,0.0,0.0,0.0,0.0,-0.0,43.261253723591196,0.0,-0.0,0.0,117.96067691013123,0.0,0.0,-0.0,0.0
15,0.0,0.10094990060237827,0.0,0.0,0.0,0.0,0.0,0.0,10.871302240029209,6264.9569097255435,0.7500000000000001,0.0,0.8832524535465174,0.0,1.5707963267948966,-12.658610761611637,2.877072167167781,0.0,30.79434028048853,0.0,0.0,0.0,0.0,-0.0,43.27173513324916,0.0,-0.0,0.0,117.79646633045074,0.0,0.0,-0.0,0.0
16,0.0,0.10106282463873739,0.0,0.0,0.0,0.0,0.0,0.0,12.46511468385139,6259.315723298912,0.8000000000000002,0.0,0.8832524535465174,0.0,1.5707963267948966,-14.64167412606475,2.8802905022040157,0.0,32.95815747239865,0.0,0.0,0.0,0.0,-0.0,43.28095254315588,0.0,-0.0,0.0,117.6324036117223,0.0,0.0,-0.0,0.0
17,0.0,0.10117596184438112,0.0,0.0,0.0,0.0,0.0,0.0,14.167128716125264,6253.674536872282,0.8500000000000002,0.0,0.8832524535465174,0.0,1.5707963267948966,-16.768975184712904,2.883514912564862,0.0,35.12240381855629,0.0,0.0,0.0,0.0,-0.0,43.28890130314959,0.0,-0.0,0.0,117.4684887539459,0.0,0.0,-0.0,0.0
18,0.0,0.10128931268525306,0.0,0.0,0.0,0.0,0.0,0.0,15.97736420597493,6248.033350445652,0.9000000000000002,0.0,0.8832524535465174,0.0,1.5707963267948966,-19.040407406235577,2.8867454115297124,0.0,37.28701577543028,0.0,0.0,0.0,0.0,-0.0,43.295576971809844,0.0,-0.0,0.0,117.30472175712157,0.0,0.0,-0.0,0.0
19,0.0,0.10140287762828643,0.0,0.0,0.0,0.0,0.0,0.0,17.89583783992791,6242.392164019021,0.9500000000000003,0.0,0.8832524535465174,0.0,1.5707963267948966,-21.45583778113179,2.8899820124061635,0.0,39.45192958268899,0.0,0.0,0.0,0.0,-0.0,43.30097531853858,0.0,-0.0,0.0,117.14110262124927,0.0,0.0,-0.0,0.0
20,0.0,0.10151665714140526,0.0,0.0,0.0,0.0,0.0,0.0,19.922563111339933,6236.750977592391,1.0000000000000002,0.0,0.8832524535465174,0.0,1.5707963267948966,-24.0151067645755,2.89322472853005,0.0,41.61708127379191,0.0,0.0,0.0,0.0,-0.0,43.30509232557809,0.0,-0.0,0.0,116.97763134632902,0.0,0.0,-0.0,0.0
21,0.0,0.1016306516935255,0.0,0.0,0.0,0.0,0.0,0.0,22.057550310351743,6231.109791165761,1.0500000000000003,0.0,0.8832524535465174,0.0,1.5707963267948966,-26.718028228348096,2.8964735732654767,0.0,43.78240668668046,0.0,0.0,0.0,0.0,-0.0,43.307924189963806,0.0,-0.0,0.0,116.8143079323608,0.0,0.0,-0.0,0.0
22,0.0,0.10174486175455597,0.0,0.0,0.0,0.0,0.0,0.0,24.300806514382877,6225.468604739131,1.1000000000000003,0.0,0.8832524535465174,0.0,1.5707963267948966,-29.564389421919515,2.8997285600048452,0.0,45.94784147456484,0.0,0.0,0.0,0.0,-0.0,43.30946732541133,0.0,-0.0,0.0,116.65113237934465,0.0,0.0,-0.0,0.0
23,0.0,0.10185928779539925,0.0,0.0,0.0,0.0,0.0,0.0,26.652335579167087,6219.8274183124995,1.1500000000000004,0.0,0.8832524535465174,0.0,1.5707963267948966,-32.553950942743924,2.902989702168879,0.0,48.11332111680352,0.0,0.0,0.0,0.0,-0.0,43.30971836413592,0.0,-0.0,0.0,116.48810468728054,0.0,0.0,-0.0,0.0
24,0.0,0.10197393028795305,0.0,0.0,0.0,0.0,0.0,0.0,29.112138130333975,6214.186231885869,1.2000000000000004,0.0,0.8832524535465174,0.0,1.5707963267948966,-35.68644671583081,2.906257013206662,0.0,50.278780929872006,0.0,0.0,0.0,0.0,-0.0,43.30867415860351,0.0,-0.0,0.0,116.32522485616848,0.0,0.0,-0.0,0.0
25,0.0,0.1020887897051104,0.0,0.0,0.0,0.0,0.0,0.0,31.68021155554121,6208.545045459239,1.2500000000000004,0.0,0.8832524535465174,0.0,1.5707963267948966,-38.96158398264662,2.9095305065956465,0.0,52.44415607841739,0.0,0.0,0.0,0.0,-0.0,43.30633178321188,0.0,-0.0,0.0,116.16249288600845,0.0,0.0,-0.0,0.0
26,0.0,0.10220386652076156,0.0,0.0,0.0,0.0,0.0,0.0,34.35654999716152,6202.903859032608,1.3000000000000005,0.0,0.8832524535465174,0.0,1.5707963267948966,-42.379043299396955,2.9128101958417045,0.0,54.609381586395216,0.0,0.0,0.0,0.0,-0.0,43.3026885359009,0.0,-0.0,0.0,115.99990877680048,0.0,0.0,-0.0,0.0
27,0.0,0.10231916120979448,0.0,0.0,0.0,0.0,0.0,0.0,37.14114434552853,6197.262672605978,1.3500000000000005,0.0,0.8832524535465174,0.0,1.5707963267948966,-45.938478544733236,2.9160960944791428,0.0,56.774392348285005,0.0,0.0,0.0,0.0,-0.0,43.297741939690816,0.0,-0.0,0.0,115.83747252854455,0.0,0.0,-0.0,0.0
28,0.0,0.10243467424809585,0.0,0.0,0.0,0.0,0.0,0.0,40.03398223274518,6191.621486179348,1.4000000000000006,0.0,0.8832524535465174,0.0,1.5707963267948966,-49.63951693692242,2.919388216070732,0.0,58.93912314038096,0.0,0.0,0.0,0.0,-0.0,43.291489744147185,0.0,-0.0,0.0,115.67518414124068,0.0,0.0,-0.0,0.0
29,0.0,0.1025504061125518,0.0,0.0,0.0,0.0,0.0,0.0,43.03504802705855,6185.980299752717,1.4500000000000006,0.0,0.8832524535465174,0.0,1.5707963267948966,-53.48175906051281,2.9226865742077264,0.0,61.10350863215393,0.0,0.0,0.0,0.0,-0.0,43.28392992677183,0.0,-0.0,0.0,115.51304361488884,0.0,0.0,-0.0,0.0
30,0.0,0.10266635728104914,0.0,0.0,0.0,0.0,0.0,0.0,46.14432282780443,6180.339113326087,1.5000000000000007,0.0,0.8832524535465174,0.0,1.5707963267948966,-57.46477890252242,2.9259911825099008,0.0,63.26748339768119,0.0,0.0,0.0,0.0,-0.0,43.275060694318526,0.0,-0.0,0.0,115.35105094948905,0.0,0.0,-0.0,0.0
31,0.0,0.10278252823247604,0.0,0.0,0.0,0.0,0.0,0.0,49.36178446092496,6174.697926899456,1.5500000000000007,0.0,0.8832524535465174,0.0,1.5707963267948966,-61.5881238981717,2.9293020546255675,0.0,65.43098192713997,0.0,0.0,0.0,0.0,-0.0,43.264880484032446,0.0,-0.0,0.0,115.18920614504131,0.0,0.0,-0.0,0.0
32,0.0,0.10289891944672346,0.0,0.0,0.0,0.0,0.0,0.0,52.687407475062486,6169.056740472826,1.6000000000000008,0.0,0.8832524535465174,0.0,1.5707963267948966,-65.85131498617551,2.9326192042316186,0.0,67.5939386383611,0.0,0.0,0.0,0.0,-0.0,43.25338796481274,0.0,-0.0,0.0,115.02750920154563,0.0,0.0,-0.0,0.0
33,0.0,0.10301553140468511,0.0,0.0,0.0,0.0,0.0,0.0,56.12116313823248,6163.415554046195,1.6500000000000008,0.0,0.8832524535465174,0.0,1.5707963267948966,-70.25384667360353,2.9359426450335255,0.0,69.75628788843883,0.0,0.0,0.0,0.0,-0.0,43.24058203829693,0.0,-0.0,0.0,114.86596011900198,0.0,0.0,-0.0,0.0
34,0.0,0.10313236458825915,0.0,0.0,0.0,0.0,0.0,0.0,59.663019435078276,6157.774367619565,1.7000000000000008,0.0,0.8832524535465174,0.0,1.5707963267948966,-74.79518711031335,2.9392723907653857,0.0,71.91796398539293,0.0,0.0,0.0,0.0,-0.0,43.22646183986678,0.0,-0.0,0.0,114.70455889741038,0.0,0.0,-0.0,0.0
35,0.0,0.10324941948034873,0.0,0.0,0.0,0.0,0.0,0.0,63.312941064710074,6152.133181192935,1.7500000000000009,0.0,0.8832524535465174,0.0,1.5707963267948966,-79.47477817295223,2.942608455189939,0.0,74.07890119987896,0.0,0.0,0.0,0.0,-0.0,43.211026739574365,0.0,-0.0,0.0,114.54330553677082,0.0,0.0,-0.0,0.0
36,0.0,0.10336669656486279,0.0,0.0,0.0,0.0,0.0,0.0,67.07088943290535,6146.491994766304,1.800000000000001,0.0,0.8832643916405679,0.0,1.5707963267948966,-84.2931748548159,2.9459508520985893,0.0,76.23903352793218,0.0,0.0,0.0,0.0,-0.0,43.19426638255457,0.0,-0.0,0.0,114.38220003708331,0.0,0.0,-0.0,0.0
37,0.0,0.10348419632671695,0.0,0.0,0.0,0.0,0.0,0.0,70.93682260402144,6140.850808339674,1.850000000000001,0.0,0.8833489108225644,0.0,1.5707963267948966,-89.25609462296251,2.949299595311433,0.0,78.39829331671201,0.0,0.0,0.0,0.0,-0.0,43.17612516863859,0.0,-0.0,0.0,114.22124239834785,0.0,0.0,-0.0,0.0
38,0.0,0.10360191925183454,0.0,0.0,0.0,0.0,0.0,0.0,74.91069526051618,6135.2096219130435,1.900000000000001,0.0,0.8834333958648444,0.0,1.5707963267948966,-94.3564012951302,2.9526546986772844,0.0,80.55661294307734,0.0,0.0,0.0,0.0,-0.0,43.15665988597439,0.0,-0.0,0.0,114.06043262056444,0.0,0.0,-0.0,0.0
39,0.0,0.1037198658271469,0.0,0.0,0.0,0.0,0.0,0.0,78.9924587391764,6129.568435486412,1.950000000000001,0.0,0.8835178441215268,0.0,1.5707963267948966,-99.5934657471538,2.9560161760736867,0.0,82.7139262033313,0.0,0.0,0.0,0.0,-0.0,43.13587052418389,0.0,-0.0,0.0,113.89977070373307,0.0,0.0,-0.0,0.0
40,0.0,0.10383803654059484,0.0,0.0,0.0,0.0,0.0,0.0,83.18206106672376,6123.927249059782,2.000000000000001,0.0,0.8836022530022694,0.0,1.5707963267948966,-104.966635887013,2.959384041406953,0.0,84.87016689856303,0.0,0.0,0.0,0.0,-0.0,43.11375728508555,0.0,-0.0,0.0,113.73925664785375,0.0,0.0,-0.0,0.0
41,0.0,0.10395643188112905,0.0,0.0,0.0,0.0,0.0,0.0,87.47944696033744,6118.286062633152,2.0500000000000007,0.0,0.8836866199169171,0.0,1.5707963267948966,-110.475233523023,2.962758308612178,0.0,87.02526884598433,0.0,0.0,0.0,0.0,-0.0,43.09032061176646,0.0,-0.0,0.0,113.57889045292647,0.0,0.0,-0.0,0.0
42,0.0,0.10407505233871103,0.0,0.0,0.0,0.0,0.0,0.0,91.88455782876223,6112.644876206522,2.1000000000000005,0.0,0.8837709422759457,0.0,1.5707963267948966,-116.11855449221117,2.9661389916532643,0.0,89.17916589100729,0.0,0.0,0.0,0.0,-0.0,43.06556118915213,0.0,-0.0,0.0,113.41867211895125,0.0,0.0,-0.0,0.0
43,0.0,0.10419389840431356,0.0,0.0,0.0,0.0,0.0,0.0,96.39733177402111,6107.003689779891,2.1500000000000004,0.0,0.8838552174909341,0.0,1.5707963267948966,-121.89586880001796,2.9695261045229366,0.0,91.33179191934799,0.0,0.0,0.0,0.0,-0.0,43.0394799444762,0.0,-0.0,0.0,113.25860164592807,0.0,0.0,-0.0,0.0
44,0.0,0.10431297056992171,0.0,0.0,0.0,0.0,0.0,0.0,101.0177035937336,6101.362503353261,2.2,0.0,0.8839394429750385,0.0,1.5707963267948966,-127.80642076961466,2.9729196612427686,0.0,93.48308086915151,0.0,0.0,0.0,0.0,-0.0,43.0120780476645,0.0,-0.0,0.0,113.09867903385693,0.0,0.0,-0.0,0.0
45,0.0,0.10443226932853349,0.0,0.0,0.0,0.0,0.0,0.0,105.74560478347634,6095.721316926631,2.25,0.0,0.8840236161434663,0.0,1.5707963267948966,-133.8495311886531,2.9763196758632042,0.0,95.63296672055804,0.0,0.0,0.0,0.0,-0.0,42.983356008597134,0.0,-0.0,0.0,112.93890428273784,0.0,0.0,-0.0,0.0
46,0.0,0.10455179517416092,0.0,0.0,0.0,0.0,0.0,0.0,110.58096353754061,6090.0801305,2.3,0.0,0.8841077344130681,0.0,1.5707963267948966,-140.02469010590224,2.9797261624635865,0.0,97.78138344201311,0.0,0.0,0.0,0.0,-0.0,42.95331284960563,0.0,-0.0,0.0,112.7792773925708,0.0,0.0,-0.0,0.0
47,0.0,0.10467154860183009,0.0,0.0,0.0,0.0,0.0,0.0,115.52370475110439,6084.438944073369,2.3499999999999996,0.0,0.884191795200237,0.0,1.5707963267948966,-146.33072384351638,2.9831391351521575,0.0,99.92826510053808,0.0,0.0,0.0,0.0,-0.0,42.9219534913931,0.0,-0.0,0.0,112.61979836335581,0.0,0.0,-0.0,0.0
48,0.0,0.1047915301075823,0.0,0.0,0.0,0.0,0.0,0.0,120.57375002709507,6078.797757646739,2.3999999999999995,0.0,0.8842757959252229,0.0,1.5707963267948966,-152.766778371797,2.9865586080660953,0.0,102.07354593908913,0.0,0.0,0.0,0.0,-0.0,42.889280050648644,0.0,-0.0,0.0,112.46046719509286,0.0,0.0,-0.0,0.0
49,0.0,0.10491174018847477,0.0,0.0,0.0,0.0,0.0,0.0,125.73101768337065,6073.156571220109,2.4499999999999993,0.0,0.8843597475566858,0.0,1.5707963267948966,-159.33197757353372,2.989984595371531,0.0,104.21716031193372,0.0,0.0,0.0,0.0,-0.0,42.85529486313514,0.0,-0.0,0.0,112.30128388778195,0.0,0.0,-0.0,0.0
