,time,altitude,velocity,acceleration,drag,thrust
0,0.0,0.0,0.0,7.380000806894285,1.0433821533079632e-05,291.5122590372169
1,0.01,0.0,0.0,2.94789969481875,1.0334786939615696e-05,828.1762564084452
2,0.02,0.0,0.0,1.4856736011271492,1.023622482984806e-05,1364.8402537796735
3,0.03,7.437620713733209e-05,0.01488128164804122,12.288166332702646,1.3038238291619367e-05,2671.9985167913237
4,0.04,0.0008377316007861931,0.1378110211208474,20.344813882108806,5.979213984000772e-05,3646.208148250806
5,0.05,0.003233162895549242,0.3413247931936555,25.951664752178285,0.0002728688220374687,4323.544242651389
6,0.060000000000000005,0.007943947277578293,0.6009192919136567,30.478297473048148,0.0009289308426226493,4869.880937954422
7,0.07,0.015476833120972148,0.9057899695439015,33.097299395925454,0.0025002123726200975,5185.277283396486
8,0.08,0.026189156815242986,1.236856342520599,35.21140442125702,0.005527907388068476,5439.4774423735935
9,0.09,0.040317662496066206,1.5890819446086215,36.693275205679996,0.010666916375402817,5616.937376532121
10,0.09999999999999999,0.05804231510364992,1.9561439403748244,37.72849708039061,0.018571084678491785,5740.125924800028
11,0.10999999999999999,0.07948907705333383,2.333560966220936,38.44969271683709,0.02936512526808626,5825.310864792467
12,0.11999999999999998,0.10474578708481418,2.7181918629517785,38.95254251097555,0.043633148611640304,5884.081658618252
13,0.12999999999999998,0.13387365947910693,3.107852549651018,39.304396648322644,0.06171773225606022,5924.5931028811865
14,0.13999999999999999,0.16691543737962464,3.5010326370778646,39.55223675529545,0.08390252333862137,5952.53174487525
15,0.15,0.20390111061847033,3.8966916850797926,39.728624074194116,0.11042181544953664,5971.837366978538
16,0.16,0.2448518935760306,4.2941149121393565,39.85600605390555,0.1426666500885295,5985.22631406563
17,0.17,0.2897829761256944,4.692812145213093,39.94983030621595,0.18014947457428068,5994.565798099399
18,0.18000000000000002,0.33870541919499525,5.092447704301987,40.02069208061487,0.22308320341953852,6001.136620074528
19,0.19000000000000003,0.39162744679369804,5.49278933809838,40.07554369794248,0.2716524900578901,6005.816034465573
