,time,altitude,velocity,acceleration,drag,thrust
0,0.0,0.0,0.0,7.609521766984937,0.0003172130344369464,262.8651050996299
1,0.01,0.0,0.0,4.635084752266688,0.00030488660494132217,623.0268351150286
2,0.02,0.0,0.0,1.65958722397991,0.0002928045455414687,983.1885651304273
3,0.03,0.0,0.0,7.089482636048136,0.0002809668475570529,2041.903798964748
4,0.04,0.0003543396337952832,0.07093155976078425,13.740748228520067,0.0004026516212887259,2846.217659618014
5,0.05,0.0017497891927893776,0.20839026292463148,18.703043026373273,0.000753553697750256,3445.7878972660146
6,0.060000000000000005,0.004766695913007492,0.39548272218233377,22.347327213756476,0.001527796112696209,3885.640103575811
7,0.07,0.009835143726505773,0.6190259545644888,24.98264885595395,0.0029883040543795254,4203.267114106246
8,0.08,0.017268934172351716,0.86892812601258,26.857331252402247,0.005471055550762826,4428.7823291545865
9,0.09,0.027293483349331814,1.1375922688410771,28.16725681208656,0.009345685389152033,4585.763764993822
10,0.09999999999999999,0.04006804488727518,1.419370373761645,29.061796134495825,0.014987039131958316,4692.300077466342
11,0.10999999999999999,0.05570285250813624,1.710096318551723,29.652224888256573,0.02266296261368411,4762.040751423278
12,0.11999999999999998,0.07427211671601874,2.0067281396267798,30.022252888122612,0.03265384148133565,4805.128617655645
13,0.12999999999999998,0.09582383562555018,2.3070612060702675,30.23335607911524,0.045185215011230344,4829.009685050943
14,0.13999999999999999,0.12038705058571403,2.6095058191266243,30.33042701565959,0.06043956622797004,4839.119329555287
15,0.15,0.14797716192509613,2.912921332075877,30.345973203830802,0.07856052612915425,4839.391975603458
16,0.16,0.17859979710602353,3.2164922954443687,30.348080339265195,0.09886641450221187,4838.045319973513
17,0.17,0.2122558377679929,3.5200842616712387,30.350166476550683,0.12187463981500782,4836.6986643435675
18,0.18000000000000002,0.24894549271549782,3.8236970183125445,30.35223113629288,0.1476404135761083,4835.352008713623
19,0.19000000000000003,0.28866896038096124,4.127328290216992,30.354026987415722,0.17620995268410813,4834.005353083678
20,0.20000000000000004,0.33142641232276976,4.4309753846417985,30.355553408581507,0.20762208367935187,4832.658697453732
21,0.21000000000000005,0.3772180010500953,4.734637556192969,30.260255299027918,0.2446044184148059,4819.6634075359625
22,0.22000000000000006,0.42603903903565604,5.037346375792039,30.16486575122698,0.28517265538365155,4806.668117618194
23,0.23000000000000007,0.4778799957481141,5.339100926291165,30.069384237589603,0.329379573544874,4793.672827700424
24,0.24000000000000007,0.5327313314672608,5.6399002857709215,29.973810330416896,0.37726585830840903,4780.677537782654
25,0.25000000000000006,0.5905834972412173,5.9397435285055025,29.878143695167616,0.42886093027666616,4767.6822478648855
26,0.26000000000000006,0.6514269345948466,6.2386296468200255,29.867271973312977,0.48615791037873585,4764.889766272683
27,0.2700000000000001,0.715256317345289,6.537406871091009,29.856356844740553,0.547824420609679,4762.09728468048
28,0.2800000000000001,0.7820705552385794,6.836074764581067,29.845397799103893,0.613916678905466,4759.304803088277
29,0.2900000000000001,0.8518685536332946,7.13463288603482,29.834394443440285,0.6844767316562761,4756.512321496074
30,0.3000000000000001,0.9246492134612914,7.433080790857357,29.82334650299417,0.7595323777120063,4753.719839903872
31,0.3100000000000001,1.0004114317435824,7.731418197583166,29.785379411536468,0.8350277591600984,4747.69906684317
32,0.3200000000000001,1.0791527587479632,8.029375705347517,29.74735587651414,0.9143387779544957,4741.678293782469
33,0.3300000000000001,1.1608693956809648,8.326952750098503,29.709275986046556,0.9974482756341113,4735.6575207217675
34,0.34000000000000014,1.245557538118082,8.624148768845226,29.67113986356237,1.084334875395933,4729.636747661066
35,0.35000000000000014,1.3332133760160758,8.920963199991977,29.632947664052608,1.1749734379104222,4723.615974600365
36,0.36000000000000015,1.423833092648574,9.217395156418403,29.598576327165304,1.2773180948043394,4718.067538431721
37,0.37000000000000016,1.5174130581999927,9.5134831495362,29.564144737621568,1.3842033714643742,4712.519102263078
38,0.38000000000000017,1.6139498327685944,9.809226580472666,29.529653661026707,1.4955305861098718,4706.970666094435
39,0.3900000000000002,1.7134399705097731,10.104624858868794,29.49510403454717,1.6111806467573155,4701.422229925791
40,0.4000000000000002,1.8158800197297116,10.39967740459925,29.460496967607583,1.7310140012203874,4695.873793757148
41,0.4100000000000002,1.9212665249393182,10.694384235415033,29.426005139835297,1.8407360791201366,4690.331719525674
42,0.4200000000000002,2.029596035668818,10.988745953665132,29.39146411126937,1.9536564572897217,4684.789645294201
43,0.4300000000000002,2.140865101075678,11.282762068065114,29.35687403019755,2.0697516669107996,4679.247571062729
44,0.4400000000000002,2.255070265415793,11.57643208880259,29.322235042672894,2.1889985292108403,4673.705496831255
45,0.45000000000000023,2.372208068058079,11.869755527513798,29.287547292311494,2.3113741792163713,4668.163422599782
46,0.46000000000000024,2.4922750422911197,12.162731533674997,29.25208839742465,2.445584730909362,4662.543815156459
47,0.47000000000000025,2.615267652979707,12.45534619073564,29.21579266459063,2.5831246970768533,4656.924207713134
48,0.48000000000000026,2.7411822477202805,12.747591138043447,29.17866226396299,2.7239053255362733,4651.30460026981
49,0.49000000000000027,2.8700151168504764,13.03946458503755,29.141484208707265,2.8678387903187907,4645.684992826486
50,0.5000000000000002,3.0017625459461508,13.330966058659648,29.104259202872925,3.014836253667202,4640.065385383163
51,0.5100000000000002,3.1364208159818747,13.622095119986017,29.066920030114588,3.164164778478586,4634.437036489168
52,0.5200000000000002,3.2739862000058135,13.9128506032086,29.029535186019487,3.316390638786047,4628.808687595174
