index,speed
72758,-0.026611842
72759,0.120495565
72760,0.18964696
72761,0.012980722
72762,-0.07357913
72763,0.4361248
72764,0.693753
72765,0.8002236
72766,0.93584883
72767,0.7650255
72768,0.75169796
72769,0.89037293
72770,0.96461844
72771,1.0652987
72772,0.6946724
72773,1.0612458
72774,0.74671096
72775,0.6298424
72776,0.50678235
72777,0.4289343
72778,0.65553355
72779,0.7288578
72780,0.4841888
72781,0.4379509
72782,0.41431823
72783,0.45280433
72784,0.38939634
72785,0.25463578
72786,0.2870375
72787,0.36112913
72788,0.3930427
72789,0.4536334
72790,0.5651203
72791,0.40058035
72792,0.3515213
72793,0.45679516
72794,0.3917199
72795,0.30594262
72796,0.55815876
72797,0.6290917
72798,0.58948797
72799,0.6305918
72800,0.26781002
72801,0.34791455
72802,0.45907894
72803,0.41077003
72804,0.5003985
72805,0.75650483
72806,0.7556916
72807,0.42756146
72808,0.7406238
72809,0.4596594
72810,0.6960577
72811,0.5902529
72812,0.6493313
72813,0.81172335
72814,0.8677755
72815,0.8687532
72816,0.73308295
72817,0.78882945
72818,0.6617548
72819,0.70485055
72820,0.63256013
72821,0.80652004
72822,0.7253348
72823,0.77083284
72824,0.98666394
72825,0.9932181
72826,1.1791396
72827,1.1305606
72828,1.0812502
72829,0.9325467
72830,1.0413476
72831,0.908845
72832,0.967184
72833,0.9858407
72834,0.8334498
72835,0.84031963
72836,0.763411
72837,0.7857456
72838,1.0139914
72839,0.91316783
72840,0.87643737
72841,0.85307384
72842,0.65629303
72843,0.7249767
72844,0.8904584
72845,0.65946656
72846,0.88267106
72847,1.1101966
72848,1.0155084
72849,0.98985994
72850,0.96156836
72851,0.87108105
72852,0.6303482
72853,0.69073325
72854,0.7978042
72855,0.83433026
72856,0.9008943
72857,0.7895992
72858,0.6568634
72859,0.8449507
72860,1.0288333
72861,0.59441143
72862,0.25550044
72863,0.72450197
72864,0.4850885
72865,0.5971428
72866,0.68196595
72867,0.6565417
72868,0.48079902
72869,0.5543288
72870,0.40125754
72871,0.39516717
72872,0.35277316
72873,0.31235954
72874,0.43451214
72875,0.14960417
72876,0.021548295
72877,0.00822089
72878,0.027261619
72879,-0.2537983
72880,-0.026047084
72881,-0.022536747
72882,-0.058787506
72883,0.19309184
72884,0.58402056
72885,0.43974984
72886,0.8293084
72887,1.2075548
72888,1.1787181
72889,0.65223044
72890,0.30687848
72891,0.5137468
72892,0.45528764
72893,0.312108
72894,0.29325995
72895,0.4197259
72896,0.7432754
72897,0.31959015
72898,0.48971274
72899,0.685571
72900,0.28383327
72901,0.49429995
72902,0.34552777
72903,0.20995641
72904,0.2835543
72905,0.35283038
72906,0.3935515
72907,0.65056866
72908,1.0154085
72909,1.2940497
72910,1.2850153
72911,1.0609181
72912,0.49557883
72913,0.12827511
72914,-0.12837435
72915,0.20020677
72916,0.36780286
72917,0.25465637
72918,0.2661366
72919,0.3008781
72920,0.3840885
72921,0.5359895
72922,0.6980621
72923,0.4688098
72924,0.36133757
72925,0.72349447
72926,0.45689553
72927,0.5231577
72928,0.43822393
72929,1.2868105
72930,1.0044624
72931,0.5258296
72932,0.8899595
72933,1.3244543
72934,0.8374158
72935,1.0250579
72936,1.1875086
72937,1.0096552
72938,0.83843875
72939,0.571436
72940,0.49826327
72941,0.2856351
72942,0.3405222
72943,0.30693147
72944,0.46874377
72945,0.5025933
72946,0.53431517
72947,0.47325093
72948,0.2805083
72949,0.32971793
72950,0.21923998
72951,0.79364884
72952,0.65915185
72953,0.738247
72954,0.61313534
72955,0.66564196
72956,0.4819035
72957,0.55816865
72958,0.50342727
72959,0.6269729
72960,0.6754462
72961,0.33698693
72962,0.23794365
72963,0.3258119
72964,0.5713306
72965,0.7328298
72966,0.919555
72967,1.1235682
72968,1.1543463
72969,1.1719897
72970,0.63415563
72971,0.42312932
72972,0.1929298
72973,0.503712
72974,0.6056274
72975,0.79472893
72976,0.5481923
72977,0.62418634
72978,0.5014618
72979,0.63630974
72980,0.4195775
72981,0.7390137
72982,0.8823935
72983,0.5218584
72984,0.51253325
72985,0.31370667
72986,0.2046469
72987,0.30605996
72988,0.5092281
72989,0.64711505
72990,0.56092656
72991,0.51751107
72992,0.64061505
72993,0.69930583
72994,0.48650008
72995,0.3718921
72996,0.18223494
72997,0.48211628
72998,0.54205054
72999,0.5432625
73000,0.4928238
73001,0.74327606
73002,0.48720962
73003,0.29874247
73004,0.61088395
73005,0.83289015
73006,0.9044005
73007,0.8431414
73008,0.7136066
73009,0.7879349
73010,0.6058393
73011,0.5718425
73012,0.67131734
73013,0.9163212
73014,0.9084742
73015,0.9348474
73016,1.2565105
73017,1.314418
73018,0.8250745
73019,0.7208369
73020,0.8403243
73021,0.85570586
73022,0.7019505
73023,0.6706605
73024,0.34854287
73025,0.5497776
73026,0.523839
73027,0.9815824
73028,0.77000546
73029,0.69126314
73030,0.9405148
73031,0.5709961
73032,0.45014995
73033,0.20716773
73034,0.604665
73035,0.7612754
73036,0.56932986
73037,0.43966508
73038,0.5684353
73039,0.27369002
73040,0.101091735
73041,0.109359905
73042,-0.0894948
73043,-0.04710579
73044,0.0828832
73045,0.11611128
73046,0.22737095
73047,0.35292378
73048,0.5053905
73049,0.41599983
73050,0.4934974
73051,0.13063084
73052,0.06435331
73053,0.05263799
73054,0.1115542
73055,0.15492086
73056,-0.0006231674
73057,0.098634
73058,0.3278992
73059,0.31821543
73060,0.29321757
73061,0.12623751
73062,0.5451124
73063,0.75575495
73064,0.6065659
73065,0.39799803
73066,0.34216484
73067,0.56443965
73068,0.7509051
73069,0.44148123
73070,0.28755802
73071,0.2487288
73072,0.1725199
73073,0.022795621
73074,0.27764282
73075,0.296869
73076,0.1732456
73077,0.08553087
73078,0.25261787
73079,0.7014633
73080,0.72505885
73081,0.56071436
73082,0.5376017
73083,0.8441196
73084,1.2943159
73085,1.4910737
73086,1.1933194
73087,1.2375801
73088,1.163068
73089,0.9108986
73090,0.910627
73091,1.0950427
73092,0.92196995
73093,1.1340668
73094,1.6231657
73095,1.8640388
73096,1.6657904
73097,1.4615076
73098,1.094744
73099,0.83733064
73100,0.71121675
73101,0.87522274
73102,0.8711467
73103,0.6321689
73104,0.19505224
73105,0.31234217
73106,0.6558522
73107,0.68200135
73108,0.2727352
73109,1.2082175
73110,1.1285201
73111,0.8664411
73112,1.2780489
73113,1.7677308
73114,1.8094932
73115,1.7759116
73116,1.5982057
73117,1.3136865
73118,1.5015393
73119,1.6391681
73120,1.7270631
73121,1.744856
73122,1.6506182
73123,1.6716903
73124,1.9122219
73125,1.6128161
73126,1.9500718
73127,1.829748
73128,1.6248392
73129,1.8874205
73130,2.0342853
73131,2.306874
73132,2.0129216
73133,2.0137122
73134,2.3156238
73135,2.0456724
73136,2.220824
73137,1.6811218
73138,1.5770591
73139,1.3720386
73140,1.6067281
73141,1.968729
73142,1.901987
73143,1.921395
73144,1.5295093
73145,1.5101173
73146,1.746733
73147,1.3485036
73148,1.5394535
73149,2.0079968
73150,2.5038538
73151,2.2038538
73152,2.1147723
73153,1.4735516
73154,1.4562811
73155,1.2274809
73156,1.2712699
73157,1.3291566
73158,1.6525233
73159,1.2422746
73160,1.3230462
73161,1.235113
73162,1.0897408
73163,1.0921906
73164,1.2970253
73165,1.183664
73166,1.5343819
73167,1.8933469
73168,1.8942147
73169,1.1010088
73170,1.640699
73171,1.6587988
73172,1.2800032
73173,1.4034153
73174,1.4061573
73175,1.2332265
73176,1.2224821
73177,1.4700388
73178,1.6453608
73179,1.8155209
73180,1.5494329
73181,1.5217667
73182,1.2687504
73183,1.178854
73184,1.6198032
73185,1.2402337
73186,1.3258352
73187,1.4441043
73188,1.3853407
73189,1.3840816
73190,1.5007485
73191,1.7104367
73192,1.5837855
73193,1.5742522
73194,1.8639547
73195,2.1855223
73196,2.5568593
73197,2.6507285
73198,2.6225352
73199,2.4291148
73200,2.4381027
73201,2.3197243
73202,2.3079736
73203,2.5024533
73204,2.7100806
73205,2.8041716
73206,2.130017
73207,2.5157042
73208,2.4610727
73209,1.9163172
73210,1.8231643
73211,1.7438792
73212,2.0353732
73213,1.9121732
73214,1.8938861
73215,1.7971432
73216,1.7877557
73217,1.6426731
73218,1.6789538
73219,1.9164708
73220,1.7705487
73221,1.5714306
73222,1.8132632
73223,1.2615513
73224,1.7404622
73225,1.4724259
73226,1.5442436
73227,1.2632743
73228,0.9153798
73229,0.95610994
73230,1.0155755
73231,1.0648552
73232,1.0334208
73233,0.7448758
73234,0.62187743
73235,0.563817
73236,0.52452254
73237,0.64347655
73238,0.795304
73239,1.073223
73240,0.8975206
73241,0.6374673
73242,0.9245821
73243,0.74489546
73244,0.8267535
73245,0.97515714
73246,0.9370122
73247,0.98789364
73248,0.88279825
73249,0.84465325
73250,0.71125376
73251,1.1265595
73252,1.2790723
73253,1.2006508
73254,1.4030923
73255,1.3005012
73256,1.3941505
73257,1.200625
73258,1.1056968
73259,1.3221195
73260,1.1651411
73261,0.87140083
73262,0.79155385
73263,0.7462858
73264,0.7981902
73265,0.8311928
73266,0.81835866
73267,0.77946025
73268,0.5979535
73269,0.53959435
73270,0.52438813
73271,0.83301115
73272,1.3982513
73273,1.2460878
73274,1.2796986
73275,1.6541556
73276,1.4648932
73277,1.3770027
73278,1.2835734
73279,1.5539204
73280,1.6002318
73281,1.8361398
73282,1.8383633
73283,1.8246248
73284,1.717804
73285,1.3871763
73286,1.0909841
73287,1.0554234
73288,1.0499595
73289,1.2122154
73290,1.1318673
73291,1.0635071
73292,0.9904133
73293,1.2510512
73294,1.2097844
73295,1.1497302
73296,1.0119016
73297,1.1322554
73298,0.9893505
73299,1.0340754
73300,1.2496698
73301,1.1632679
73302,1.1853195
73303,0.99300885
73304,0.878796
73305,0.9728568
73306,1.1494272
73307,1.1354684
73308,1.263232
73309,1.228136
73310,1.3240378
73311,1.5938028
73312,1.5338726
73313,1.5793508
73314,1.354809
73315,1.1556479
73316,1.420287
73317,1.1933955
73318,1.6030777
73319,1.968933
73320,1.599045
73321,1.6648786
73322,1.6970124
73323,1.6176476
73324,1.7801714
73325,1.7087082
73326,1.5662022
73327,1.601651
73328,1.8508288
73329,1.6542962
73330,1.398755
73331,1.1876212
73332,1.2692292
73333,1.6297944
73334,1.7014272
73335,1.6138234
73336,1.431515
73337,1.2096311
73338,1.1367188
73339,1.252087
73340,1.393376
73341,1.430496
73342,1.4005529
73343,1.2479846
73344,1.3200758
73345,1.0973748
73346,1.4164068
73347,1.0738657
73348,1.2605555
73349,1.6464832
73350,1.8242607
73351,1.8433846
73352,1.8000164
73353,1.7291907
73354,1.7145998
73355,1.7135482
73356,1.676855
73357,1.5946625
73358,1.7075506
73359,1.642528
73360,1.6429132
73361,1.9119303
73362,1.9079936
73363,1.8915652
73364,1.798227
73365,1.992892
73366,1.8069155
73367,1.5953562
73368,1.4438466
73369,1.5368804
73370,1.5498416
73371,1.755296
73372,1.6102151
73373,1.5223364
73374,1.5108392
73375,1.279024
73376,1.147962
73377,1.2642837
73378,1.2994373
73379,1.6692859
73380,1.6702462
73381,1.4821979
73382,1.3547819
73383,1.1314702
73384,0.91869104
73385,1.0313885
73386,0.8486107
73387,0.61744636
73388,0.72329104
73389,0.9505542
73390,1.1794369
73391,0.959984
73392,0.8537463
73393,0.80721354
73394,0.99389726
73395,1.3067614
73396,1.1274171
73397,0.6207208
73398,0.7866913
73399,0.7331545
73400,1.046852
73401,1.0578334
73402,1.079399
73403,1.2079841
73404,1.4887863
73405,1.9897187
73406,1.8208165
73407,1.7726932
73408,2.0550866
73409,2.0020187
73410,2.0025508
73411,2.9542458
73412,2.6751268
73413,2.161542
73414,1.6333418
73415,1.500126
73416,1.5586627
73417,2.0080333
73418,1.9169271
73419,1.4987817
73420,0.9784404
73421,0.9320886
73422,1.3899872
73423,1.853801
73424,1.7669021
73425,1.7064087
73426,1.3180721
73427,1.6628668
73428,1.7183045
73429,1.3016301
73430,1.1521049
73431,0.97558576
73432,1.2079467
73433,1.544922
73434,1.8580587
73435,2.1240494
73436,2.1144633
73437,1.9907684
73438,3.1410315
73439,3.3001287
73440,2.1131372
73441,2.102513
73442,2.3753467
73443,2.4452798
73444,2.4915428
73445,2.6598942
73446,2.8805206
73447,3.032949
73448,2.8150527
73449,2.742554
73450,2.9488971
73451,3.0178528
73452,2.7415407
73453,2.038561
73454,2.0846922
73455,2.0783896
73456,2.200958
73457,1.9749796
73458,1.4566523
73459,1.4742163
73460,1.9988025
73461,1.7841728
73462,1.8527542
73463,2.2656481
73464,2.2523136
73465,2.5592065
73466,2.589058
73467,2.4456167
73468,2.521773
73469,2.751973
73470,2.6762385
73471,2.3348684
73472,2.1317627
73473,2.198587
73474,3.1186502
73475,2.3354826
73476,2.2167273
73477,1.9486088
73478,2.3774345
73479,2.274116
73480,2.3130174
73481,2.08242
73482,2.2399182
73483,2.3453155
73484,2.337145
73485,2.238885
73486,2.2878363
73487,2.084595
73488,2.030869
73489,2.4193113
73490,2.6992366
73491,2.53522
73492,2.5785232
73493,2.3814392
73494,2.2533438
73495,2.08405
73496,2.0140352
73497,2.1105702
73498,1.8152496
73499,1.8522269
73500,1.4334962
73501,1.5462052
73502,1.5129005
73503,1.7397105
73504,1.6693028
73505,2.147262
73506,2.3370874
73507,1.9727569
73508,1.8257372
73509,1.6789904
73510,1.6924592
73511,1.2772148
73512,1.685688
73513,1.5527653
73514,1.5948972
73515,1.7797085
73516,1.6328508
73517,1.3574135
73518,1.4786515
73519,1.3078347
73520,1.2863449
73521,2.194956
73522,2.1577682
73523,1.9788954
73524,1.925076
73525,1.3849694
73526,1.2040157
73527,1.073204
73528,1.3196447
73529,1.2846746
73530,1.536295
73531,1.6852603
73532,1.6938307
73533,1.6080267
73534,1.710551
73535,1.8317419
73536,1.7753091
73537,1.7281258
73538,1.2703184
73539,1.1568463
73540,1.9479383
73541,1.7164448
73542,1.5259377
73543,1.9670124
73544,2.0349903
73545,1.9885746
73546,1.9524012
73547,1.9643574
73548,1.9639436
73549,1.9473244
73550,1.9469713
73551,1.9589406
73552,1.8920456
73553,1.8059579
73554,1.8432288
73555,1.7222657
73556,1.71399
73557,1.571307
73558,1.4930239
73559,1.0238775
73560,1.2334231
73561,1.2669578
73562,1.1549265
73563,0.92433065
73564,1.0369222
73565,1.3097873
73566,1.2370563
73567,1.1634344
73568,1.2308965
73569,1.3878343
73570,1.1641332
73571,1.2694759
73572,1.343998
73573,1.1834555
73574,0.97571427
73575,0.87337154
73576,0.82865846
73577,0.9337921
73578,1.1272204
73579,0.84830767
73580,1.0954416
73581,0.9878457
73582,1.0254905
73583,1.301666
73584,1.5255158
73585,1.4286162
73586,1.0900614
73587,1.2108229
73588,1.3010255
73589,1.0902189
73590,1.4898
73591,1.4627358
73592,1.2292361
73593,1.2338316
73594,0.9956664
73595,0.8962602
73596,0.98854554
73597,1.0585135
73598,0.99438286
73599,0.9546024
73600,0.8508899
73601,0.74881
73602,0.68663615
73603,0.6323085
73604,0.6282521
73605,0.7063441
73606,0.7083136
73607,0.86577725
73608,0.7513754
73609,0.58748496
73610,0.5507377
73611,0.5123243
73612,0.47158796
73613,0.47994176
73614,0.5616898
73615,0.6359615
73616,0.66197664
73617,0.6424541
73618,0.66100353
73619,0.6475173
73620,0.70043737
73621,0.63910127
73622,0.6658985
73623,0.8347065
73624,0.8962856
73625,0.87176055
73626,0.98024833
73627,0.86998
73628,0.91638756
73629,0.96702814
73630,0.90894526
73631,0.79092556
73632,0.79029655
73633,0.7810212
73634,0.6984739
73635,0.7207446
73636,0.7388987
73637,0.55282825
73638,0.5736736
73639,0.6856281
73640,0.66184425
73641,0.6608069
73642,0.5874999
73643,0.53321826
73644,0.68628293
73645,0.67349243
73646,0.7495255
73647,0.8075795
73648,0.74099857
73649,0.8115708
73650,0.7603785
73651,0.7622768
73652,0.7642748
73653,0.59037954
73654,0.74642813
73655,0.7927104
73656,0.70884407
73657,0.3264887
73658,0.6512415
73659,0.7133232
73660,0.6810495
73661,0.6703474
73662,0.34281614
73663,0.6201376
73664,0.51967204
73665,0.73417723
73666,0.5662886
73667,0.466538
73668,0.57199544
73669,0.4895144
73670,0.5978884
73671,0.54570556
73672,0.52202874
73673,0.36777237
73674,0.31665042
73675,0.5257627
73676,0.67545617
73677,0.7837298
73678,0.5198407
73679,0.5544946
73680,0.5506088
73681,0.52934617
73682,0.5195928
73683,0.5840466
73684,0.67317784
73685,0.69200087
73686,0.72820807
73687,0.75134075
73688,0.73967344
73689,0.6755348
73690,0.68783915
73691,0.90950227
73692,1.1419653
73693,1.0652353
73694,1.0046824
73695,1.1562057
73696,1.0699476
73697,0.995794
73698,0.8772871
73699,0.918185
73700,1.1400757
73701,1.2271295
73702,1.2963196
73703,1.2919266
73704,1.2622818
73705,1.1628298
73706,1.2257484
73707,1.4547299
73708,1.4545842
73709,1.3665822
73710,1.2795897
73711,1.6889468
73712,1.7154611
73713,1.6125904
73714,1.5654871
73715,1.4561846
73716,1.3650427
73717,1.3354231
73718,1.0961636
73719,1.1732086
73720,1.259068
73721,1.037139
73722,0.8290733
73723,1.1533834
73724,0.9666482
73725,1.0433459
73726,0.9445873
73727,1.096967
73728,1.1238577
73729,1.2237486
73730,1.2421186
73731,1.24136
73732,0.85947055
73733,1.0143054
73734,0.67565733
73735,0.86241055
73736,0.66071284
73737,0.8055082
73738,0.82255983
73739,0.5641326
73740,0.711055
73741,0.81808203
73742,0.9768428
73743,0.80189204
73744,1.0933453
73745,0.9619281
73746,0.6171831
73747,1.0546787
73748,0.91365784
73749,1.0747126
73750,0.8995165
73751,0.96794045
73752,1.2171508
73753,1.1628888
73754,1.0216085
73755,0.9658557
73756,1.1437914
73757,1.0589231
73758,0.9189921
73759,1.0089548
73760,1.089642
73761,1.3082918
73762,1.2380103
73763,1.441486
73764,1.4410788
73765,1.8312598
73766,1.841423
73767,1.677127
73768,1.807509
73769,1.8727974
73770,1.8368467
73771,2.0058737
73772,1.4865019
73773,1.5280105
73774,1.2071772
73775,1.1376245
73776,1.0053084
73777,0.83658385
73778,0.80611354
73779,0.97409517
73780,0.72571194
73781,0.78006184
73782,0.8496182
73783,0.8866
73784,0.82615006
73785,0.8098461
73786,0.9382185
73787,0.91812605
73788,0.8387038
73789,1.0261773
73790,0.9486432
73791,1.5339072
73792,1.1708045
73793,1.1855729
73794,1.4291582
73795,1.3626777
73796,1.3959746
73797,1.2786765
73798,1.283802
73799,1.3980849
73800,1.140525
73801,0.9938704
73802,0.97488993
73803,1.4273031
73804,1.0501074
73805,1.3483435
73806,1.3769076
73807,1.1077546
73808,1.0625432
73809,1.0772401
73810,0.9390428
73811,0.65152615
73812,0.92745143
73813,0.69699645
73814,0.42558306
73815,0.44087937
73816,0.33288863
73817,0.54720366
73818,0.839641
73819,0.65019476
73820,0.67487836
73821,0.69461596
73822,0.52115685
73823,0.8219987
73824,1.5167232
73825,1.6846311
73826,1.4863476
73827,1.1895198
73828,1.2630792
73829,1.5356773
73830,1.2884793
73831,1.1697623
73832,1.2618275
73833,1.59457
73834,1.6225827
73835,1.3611363
73836,1.4505513
73837,1.0654436
73838,0.80113876
73839,1.1817765
73840,1.7397892
73841,1.5132121
73842,1.316146
73843,1.3032563
73844,1.5685309
73845,1.120775
73846,1.4024681
73847,1.4299064
73848,1.4137458
73849,1.4311528
73850,1.1278778
73851,1.0902265
73852,1.2580211
73853,1.5168782
73854,1.6451597
73855,1.6101295
73856,1.7312691
73857,1.5046377
73858,1.3881603
73859,1.2153506
73860,1.2887043
73861,1.5731674
73862,1.5596898
73863,1.4923301
73864,1.4629824
73865,1.5199246
73866,1.6477323
73867,1.6402364
73868,1.7660406
73869,1.775862
73870,1.6057903
73871,1.497116
73872,1.1614243
73873,1.359832
73874,1.7183877
73875,1.9200921
73876,1.6241446
73877,1.8852837
73878,1.7944418
73879,1.8338622
73880,1.7008406
73881,1.4367712
73882,1.3616163
73883,1.2081128
73884,1.140925
73885,1.3305113
73886,1.4274902
73887,1.6052076
73888,1.5571283
73889,1.4227567
73890,1.8953973
73891,2.2764423
73892,1.9142779
73893,2.1973822
73894,2.147049
73895,2.195058
73896,2.443507
73897,2.6064072
73898,2.672709
73899,2.5688903
73900,2.5444813
73901,2.70389
73902,2.7957222
73903,2.770318
73904,2.6755078
73905,2.785537
73906,2.7196665
73907,2.7059236
73908,3.0520744
73909,3.0387945
73910,2.8711183
73911,2.8317564
73912,2.6025617
73913,2.6135628
73914,2.240078
73915,2.3070912
73916,2.191555
73917,2.508449
73918,2.113715
73919,2.152277
73920,2.4186606
73921,1.9741426
73922,1.757913
73923,2.0265021
73924,2.1739647
73925,1.9655454
73926,1.9287353
73927,1.9362203
73928,2.0513716
73929,2.202617
73930,2.0564303
73931,1.883004
73932,1.8948768
73933,3.1355612
73934,3.2101216
73935,2.977997
73936,2.9945567
73937,3.104489
73938,3.1117368
73939,2.5497875
73940,2.765469
73941,2.840161
73942,2.7929883
73943,2.5785446
73944,2.686581
73945,2.8416684
73946,2.9528255
73947,2.858775
73948,2.757129
73949,2.7024662
73950,2.8809183
73951,2.646404
73952,2.5056791
73953,2.8484251
73954,2.7621768
73955,2.6344757
73956,2.8601959
73957,2.305236
73958,2.3103821
73959,2.1250465
73960,1.9682826
73961,2.457155
73962,2.581049
73963,2.4051692
73964,2.3106334
73965,2.479999
73966,2.2270207
73967,2.182532
73968,2.3614168
73969,2.6159625
73970,2.0853555
73971,2.4685383
73972,2.288428
73973,2.1288536
73974,2.2105427
73975,2.586899
73976,2.91497
73977,2.982796
73978,2.8779225
73979,2.7389429
73980,2.329457
73981,2.1832407
73982,2.5686982
73983,2.5849152
73984,2.1947792
73985,1.8877841
73986,1.489279
73987,1.5593348
73988,1.4169561
73989,1.2144355
73990,1.7425371
73991,1.6040488
73992,1.232288
73993,1.4756192
73994,1.330346
73995,1.1844721
73996,1.421622
73997,1.4738394
73998,1.135354
73999,1.2084843
74000,0.88265634
74001,1.110426
74002,1.063692
74003,1.4412651
74004,1.5576434
74005,1.7607656
74006,1.7887907
74007,1.8203306
74008,2.0588276
74009,2.0663233
74010,2.0665123
74011,1.5021676
74012,1.3010086
74013,1.3663981
74014,1.94841
74015,2.3936648
74016,2.067986
74017,1.6961128
74018,1.7052581
74019,1.7710487
74020,1.5238563
74021,1.204998
74022,1.3582071
74023,1.3863723
74024,1.4531345
74025,1.2876174
74026,1.3329626
74027,1.0622436
74028,1.0052222
74029,1.1700523
74030,1.0593522
74031,1.0039558
74032,1.120472
74033,0.9718511
74034,1.2577239
74035,1.2926179
74036,1.4105086
74037,1.1209311
74038,1.0587896
74039,1.7276653
74040,1.2938795
74041,1.0976684
74042,0.73825026
74043,0.77765656
74044,0.8575492
74045,0.57420504
74046,0.41966307
74047,0.5098798
74048,0.8004887
74049,0.8459411
74050,1.2342505
74051,1.6266446
74052,1.3955885
74053,1.5959105
74054,1.6429123
74055,1.4372275
74056,1.6345723
74057,1.373052
74058,1.9671586
74059,1.3449808
74060,1.1456611
74061,1.3019682
74062,1.7423381
74063,1.7187915
74064,1.976169
74065,1.6167688
74066,1.4717606
74067,1.008756
74068,1.3630742
74069,1.521608
74070,1.5457104
74071,1.392098
74072,1.0927368
74073,1.1215047
74074,1.2826728
74075,1.2284565
74076,1.1218717
74077,1.1041139
74078,0.99471843
74079,1.0589893
74080,1.1019247
74081,0.9200252
74082,0.8197655
74083,0.60877746
74084,1.1944085
74085,1.0003363
74086,0.99159646
74087,0.9831731
74088,1.1190193
74089,1.3995022
74090,1.0283643
74091,1.2528166
74092,1.3152761
74093,1.7766961
74094,1.4206434
74095,1.2765424
74096,1.3094139
74097,1.0408022
74098,1.0310246
74099,1.0295041
74100,1.0781147
74101,0.9258292
74102,1.2203381
74103,1.3442607
74104,1.267471
74105,1.1024065
74106,1.1802542
74107,1.4017984
74108,1.7038879
74109,1.7264782
74110,1.3876623
74111,1.2058058
74112,1.4716866
74113,1.6885195
74114,1.181466
74115,1.9752057
74116,1.6989751
74117,2.1424298
74118,1.91471
74119,1.5119994
74120,1.4227502
74121,1.5845433
74122,1.4920878
74123,1.3223662
74124,0.8976878
74125,0.9438782
74126,1.0600815
74127,0.83799964
74128,0.6143958
74129,0.7837548
74130,0.9622243
74131,0.9342206
74132,0.6076919
74133,0.8475466
74134,0.8929134
74135,1.7882597
74136,2.303136
74137,2.1913733
74138,1.8178467
74139,1.6914964
74140,1.3826869
74141,1.8947601
74142,1.9655263
74143,2.0061197
74144,2.0058553
74145,1.8006492
74146,2.3515537
74147,2.3482125
74148,2.272361
74149,2.425702
74150,2.5342095
74151,2.475454
74152,2.4744155
74153,2.4526868
74154,2.4992456
74155,2.4341285
74156,2.2798278
74157,2.1263037
74158,2.2243605
74159,2.1348734
74160,2.1175907
74161,2.0433831
74162,2.0403767
74163,1.9063945
74164,1.995319
74165,2.0105128
74166,1.9998587
74167,1.6872184
74168,1.5885272
74169,1.4828632
74170,1.5716113
74171,1.5262121
74172,1.556434
74173,1.748843
74174,1.5772551
74175,1.6136367
74176,1.5247436
74177,1.3071208
74178,1.2678212
74179,1.2656991
74180,1.4141994
74181,1.826382
74182,1.7176956
74183,1.7564627
74184,1.7558508
74185,1.5514159
74186,1.6350269
74187,1.6883346
74188,1.5078363
74189,1.7686014
74190,1.7254586
74191,1.2533218
74192,1.3938115
74193,1.4871664
74194,1.4096662
74195,1.0008368
74196,1.3590225
74197,1.6063751
74198,1.5912106
74199,1.8245586
74200,1.8250705
74201,1.3879081
74202,1.3534176
74203,1.5130141
74204,1.9834486
74205,2.0227315
74206,1.7784828
74207,1.6861086
74208,1.7773852
74209,1.7160329
74210,1.8523291
74211,1.944532
74212,2.2768397
74213,1.9636537
74214,1.639747
74215,1.9342111
74216,1.6018721
74217,1.7932856
74218,1.8438532
74219,1.554544
74220,1.4181932
74221,1.4961576
74222,1.4835281
74223,1.4425411
74224,1.4504914
74225,1.6764234
74226,1.385167
74227,1.3187944
74228,1.3754394
74229,1.2545396
74230,1.3816785
74231,0.899749
74232,0.9770346
74233,0.95190996
74234,1.0706342
74235,1.0952648
74236,1.2255852
74237,1.7099893
74238,1.4787722
74239,1.390018
74240,1.1443524
74241,1.58565
74242,1.5515896
74243,1.5319858
74244,1.4643606
74245,1.4233503
74246,1.5852628
74247,1.4328268
74248,1.4882485
74249,1.5681165
74250,1.4764297
74251,1.3863115
74252,1.462999
74253,1.3596286
74254,1.3999542
74255,1.4919055
74256,1.6261022
74257,1.591491
74258,1.3948159
74259,1.3746816
74260,1.3490875
74261,1.3773879
74262,1.5110596
74263,1.6138045
74264,1.5299913
74265,1.5265453
74266,1.4723266
74267,1.4077076
74268,1.3802425
74269,1.308554
74270,1.2119877
74271,0.9107233
74272,0.70418316
74273,1.1883662
74274,1.0971545
74275,1.0614878
74276,1.2353761
74277,1.367953
74278,1.0860335
74279,1.0611819
74280,0.9888665
74281,1.2780892
74282,1.3720301
74283,1.3228676
74284,1.3257313
74285,1.5391107
74286,1.7117457
74287,1.5376418
74288,1.5566667
74289,1.4725435
74290,1.21173
74291,1.2650479
74292,1.5460587
74293,1.3546543
74294,1.4824091
74295,1.424571
74296,1.4276108
74297,1.4892741
74298,1.5659796
74299,1.6133503
74300,1.5720353
74301,1.5418191
74302,1.505746
74303,1.4069304
74304,1.3818201
74305,1.1025201
74306,1.0076488
74307,1.0549306
74308,1.0925874
74309,1.0721413
74310,1.0581964
74311,1.0835685
74312,1.2003909
74313,1.274582
74314,1.281569
74315,1.3152586
74316,1.3688486
74317,1.3655324
74318,1.2849321
74319,1.1620271
74320,1.1221274
74321,1.0741498
74322,1.0483444
74323,0.97043765
74324,0.83729625
74325,0.72954214
74326,0.6518747
74327,0.64400357
74328,0.68097067
74329,0.63516325
74330,0.681751
74331,0.87156093
74332,0.9634432
