Time,Thrust,x-Thrust,y-Thrust,Acceleration,x-Acceleration,y-Acceleration,Acceleration Total,x-Acceleration Total,y-Acceleration Total,Velocity,x-Velocity,y-Velocity,Mach number,Altitude,Range,Cd,Drag force,x-Drag force,y-Drag force,Longitudinal moment of inertia,Radial moment of inertia,Flight angle,Gamma - Velocity tangent angle,Wind angle of attack,CG,Mass,CP,CNa - normal force coefficient,Static stability margin,Angular acceleration,Torque,Pitch rate,Pitch force,x-Wind velocity,Cross wind drag,Cross wind lift,X Wind induced acceleration,Y Wind induced lift,X Wind drift velocity,Y Wind drift velocity,Thermal rise velocity,Gravity,Pressure,Temperature,Density,Viscosity,Kinematic viscosity,Sound velocity,Corrective moment coefficient,Damping moment coefficient,Nat. Freq. at zero roll rate,Damping Ratio,Prec. Freq.,Nat. Coupled Frequency,Coupled Damping Ratio,Booster 2 Velocity,Booster 2 x-Velocity,Booster 2 y-Velocity,Booster 2 range,Booster 2 altitude,Booster 2 flight angle,Booster 1 Velocity,Booster 1 x-Velocity,Booster 1 y-Velocity,Booster 1 range,Booster 1 altitude,Booster 1 flight angle
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.669398, 0.000000, 0.000000, 0.000000,213211685.682416,75779268.263120,89.999999, 0.000000, 0.000000,150.443000,120000.000000,171.140000,10.684626, 2.587152, 0.000000, 0.000000, 0.000000, 0.000000, 8.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000,97503.998185,58.179000, 1.180674, 0.000018, 0.000163,760.613000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.070000,4906.663654,-0.000000,4906.663654, 4.176000, 0.000000, 4.176000, 3.176000, 0.000000, 3.176000, 3.850000, 0.000000, 3.850000, 0.005062, 0.175000, 0.000000, 0.669398, 0.036270, 0.000000,-0.036270,212949202.705808,75553181.640229,89.999999,89.999999, 0.000000,150.457000,119819.929256,171.140000,10.684626, 2.585357, 0.000000, 0.000000, 0.000000, 0.000000, 8.000000, 8.512431, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000,97503.405580,58.178000, 1.180668, 0.000018, 0.000163,760.613000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.140000,6053.241814,-0.000000,6053.241814, 5.160000, 0.000000, 5.160000, 4.160000, 0.000000, 4.160000, 9.496000, 0.000000, 9.496000, 0.012484, 0.852000, 0.000000, 0.669398, 0.225402, 0.000000,-0.225402,212660328.621874,75304479.204499,89.999999,89.999999, 0.000000,150.473000,119621.845743,171.140000,10.684626, 2.583375, 0.000000, 0.000000, 0.000000, 0.000000, 8.000000, 8.512264, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000,97501.051870,58.176000, 1.180645, 0.000018, 0.000163,760.611000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.210000,6829.666924,-0.000000,6829.666924, 5.832000, 0.000000, 5.832000, 4.832000, 0.000000, 4.832000,16.581000, 0.000000,16.581000, 0.021800, 2.188000, 0.000000, 0.669398, 0.692861, 0.000000,-0.692861,212353151.784224,75040152.932771,89.999999,89.999999, 0.000000,150.490000,119411.318346,171.140000,10.684626, 2.581263, 0.000000, 0.000000, 0.000000, 0.000000, 8.000000, 8.511934, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000,97496.386264,58.171000, 1.180599, 0.000018, 0.000163,760.607000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.280000,6680.709407,-0.066807,6680.709407, 5.715000,-0.000000, 5.715000, 4.715000,-0.000000, 4.715000,23.909000,-0.000000,23.909000, 0.031435, 4.274000, 0.000000, 0.948098, 2.050934, 0.000000,-2.050934,212000384.952131,74736767.071048,90.000377,90.000014,18.593513,150.510000,119169.681238,157.975000,10.684626, 0.933150, 0.010299, 1.422236, 0.000337, 7.500607, 8.000000, 8.498689, 0.000000, 0.007000, 0.000000, 0.006000, 0.000000, 0.000000, 1.000000,97489.070446,58.164000, 1.180527, 0.000018, 0.000163,760.602000, 4.382610,41.894582, 0.179005, 0.855578, 0.000000, 0.153918, 0.735675, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.350000,6531.751890,-0.391905,6531.751890, 5.598000,-0.000000, 5.598000, 4.598000,-0.000000, 4.598000,31.058000,-0.000000,31.058000, 0.040834, 7.104000, 0.001000, 0.837597, 3.065392, 0.000031,-3.065392,211647404.801644,74433381.209325,90.003605,90.000461,14.497771,150.529000,118928.044130,160.815000,10.684626, 1.285675, 0.018500, 2.584900, 0.001350, 9.894391, 8.000000, 8.474272, 0.000000, 0.007000, 0.000000, 0.017000, 0.000000, 0.000000, 1.000000,97479.132557,58.154000, 1.180430, 0.000018, 0.000163,760.595000,10.215631,44.296945, 0.273522, 0.593022, 0.000000, 0.235263, 0.510074, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.420000,6382.794372,-1.340387,6382.794372, 5.480000,-0.001000, 5.480000, 4.480000,-0.001000, 4.480000,38.026000,-0.001000,38.026000, 0.049996,10.658000, 0.004000, 0.782061, 4.297299, 0.000129,-4.297299,211294209.952412,74129995.347602,90.012061,90.001969,11.908080,150.549000,118686.407021,162.635000,10.684626, 1.510830, 0.026489, 3.746042, 0.002932,12.202065, 8.000000, 8.449732, 0.000000, 0.007000, 0.000000, 0.029000, 0.000000, 0.000000, 1.000000,97466.638338,58.141000, 1.180307, 0.000018, 0.000163,760.585000,18.024099,46.629804, 0.363621, 0.470359, 0.000000, 0.312858, 0.404695, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.490000,6294.291079,-3.021260,6294.291079, 5.414000,-0.003000, 5.414000, 4.414000,-0.003000, 4.414000,44.832000,-0.004000,44.832000, 0.058944,14.919000, 0.007000, 0.750398, 5.736550, 0.000516,-5.736550,210952185.022506,73836380.910756,90.027985,90.005200,10.121950,150.568000,118452.552540,163.900000,10.684626, 1.666513, 0.034101, 4.886436, 0.005059,14.429779, 8.000000, 8.425075, 0.000000, 0.007000, 0.000000, 0.040000, 0.000000, 0.000000, 1.000000,97451.653130,58.126000, 1.180160, 0.000018, 0.000163,760.574000,27.659902,48.902539, 0.450816, 0.398520, 0.000000, 0.387999, 0.342990, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.560000,6286.393418,-5.783482,6286.393418, 5.416000,-0.005000, 5.416000, 4.416000,-0.005000, 4.416000,51.611000,-0.010000,51.611000, 0.067858,19.876000, 0.011000, 0.730255, 7.402659, 0.001407,-7.402659,210625146.485171,73555795.040411,90.053513,90.010855, 8.789176,150.586000,118229.074894,164.847000,10.684626, 1.782623, 0.041407, 6.018405, 0.007709,16.614921, 8.000000, 8.400304, 0.000000, 0.007000, 0.000000, 0.051000, 0.000000, 0.000000, 1.000000,97434.213677,58.108000, 1.179989, 0.000018, 0.000163,760.561000,39.233393,51.162443, 0.537328, 0.350352, 0.000000, 0.462591, 0.301621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.630000,6278.495757,-9.857238,6278.495757, 5.417000,-0.009000, 5.417000, 4.417000,-0.009000, 4.417000,58.392000,-0.020000,58.392000, 0.076777,25.529000, 0.015000, 0.716537, 9.301509, 0.003163,-9.301509,210297920.833679,73275209.170066,90.090694,90.019602, 7.746535,150.605000,118005.597247,165.590000,10.684626, 1.873189, 0.048358, 7.137795, 0.010857,18.752487, 8.000000, 8.375415, 0.000000, 0.007000, 0.000000, 0.062000, 0.000000, 0.000000, 1.000000,97414.322028,58.088000, 1.179794, 0.000018, 0.000163,760.547000,52.793351,53.419490, 0.623790, 0.315594, 0.000000, 0.537184, 0.271778, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.700000,6270.598096,-15.362965,6270.598096, 5.419000,-0.013000, 5.419000, 4.419000,-0.013000, 4.419000,65.177000,-0.037000,65.177000, 0.085699,31.878000, 0.019000, 0.706721,11.432577, 0.006402,-11.432577,209970506.939239,72994623.299722,90.141474,90.032097, 6.901736,150.623000,117782.119601,166.193000,10.684626, 1.946253, 0.054862, 8.234062, 0.014477,20.820504, 8.000000, 8.350398, 0.000000, 0.007000, 0.000000, 0.073000, 0.000000, 0.000000, 1.000000,97391.978408,58.065000, 1.179575, 0.000018, 0.000163,760.530000,68.356282,55.673354, 0.710356, 0.289278, 0.000000, 0.611912, 0.249189, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.770000,6262.700435,-22.545722,6262.637808, 5.420000,-0.020000, 5.420000, 4.420000,-0.020000, 4.420000,71.964000,-0.062000,71.964000, 0.094625,38.924000, 0.022000, 0.699403,13.795120, 0.011864,-13.795120,209642903.663995,72714037.429377,90.207675,90.048960, 6.195993,150.641000,117558.641955,166.697000,10.684626, 2.006974, 0.060813, 9.294186, 0.018533,22.790083, 8.000000, 8.325237, 0.000000, 0.007000, 0.000000, 0.084000, 0.000000, 0.000000, 1.000000,97367.183305,58.040000, 1.179332, 0.000018, 0.000163,760.512000,85.945488,57.923509, 0.797146, 0.268621, 0.000000, 0.686876, 0.231462, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.840000,6254.802774,-31.586754,6254.740226, 5.422000,-0.027000, 5.422000, 4.422000,-0.027000, 4.422000,78.752000,-0.098000,78.752000, 0.103555,46.667000, 0.023000, 0.693755,16.388274, 0.020321,-16.388274,209315109.860929,72433451.559033,90.290962,90.070785, 5.590071,150.660000,117335.164309,167.131000,10.684626, 2.058814, 0.066085,10.302005, 0.022982,24.625271, 8.000000, 8.299908, 0.000000, 0.007000, 0.000000, 0.095000, 0.000000, 0.000000, 1.000000,97339.937482,58.013000, 1.179065, 0.000018, 0.000163,760.491000,105.591035,60.169301, 0.884259, 0.251940, 0.000000, 0.762165, 0.217154, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.910000,6246.905113,-42.603893,6246.780175, 5.423000,-0.037000, 5.423000, 4.423000,-0.037000, 4.423000,85.543000,-0.147000,85.543000, 0.112487,55.107000, 0.021000, 0.689268,19.211157, 0.032851,-19.211157,208987124.373772,72152865.688688,90.392807,90.098133, 5.056780,150.679000,117111.686662,167.512000,10.684626, 2.104179, 0.070534,11.237826, 0.027771,26.283063, 8.000000, 8.274377, 0.000000, 0.007000, 0.000000, 0.106000, 0.000000, 0.000000, 1.000000,97310.241959,57.983000, 1.178773, 0.000018, 0.000163,760.469000,127.330044,62.410033, 0.971789, 0.238158, 0.000000, 0.837858, 0.205335, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.980000,6239.007452,-55.776727,6238.757892, 5.423000,-0.049000, 5.423000, 4.424000,-0.049000, 4.423000,92.335000,-0.213000,92.334000, 0.121422,64.244000, 0.014000, 0.685615,22.262895, 0.051205,-22.262895,208658946.036910,71872279.818344,90.514452,90.131528, 4.576737,150.697000,116888.209016,167.856000,10.684626, 2.144790, 0.073997,12.078200, 0.032838,27.713652, 8.000000, 8.248602, 0.000000, 0.007000, 0.000000, 0.117000, 0.000000, 0.000000, 1.000000,97278.098034,57.950000, 1.178458, 0.000018, 0.000163,760.445000,151.205971,64.644951, 1.059820, 0.226552, 0.000000, 0.914029, 0.195387, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.050000,6231.109791,-71.159274,6230.735925, 5.424000,-0.062000, 5.424000, 4.424000,-0.062000, 4.424000,99.127000,-0.298000,99.127000, 0.130359,74.079000, 0.001000, 0.682581,25.542710, 0.076373,-25.542710,208330573.675289,71591693.947999,90.656858,90.171440, 4.135823,150.716000,116664.731370,168.171000,10.684626, 2.181903, 0.076290,12.795884, 0.038107,28.860980, 8.000000, 8.222527, 0.000000, 0.007000, 0.000000, 0.128000, 0.000000, 0.000000, 1.000000,97243.507280,57.915000, 1.178119, 0.000018, 0.000163,760.420000,177.268258,66.873295, 1.148432, 0.216619, 0.000000, 0.990748, 0.186877, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.120000,6223.212130,-88.805237,6222.589809, 5.425000,-0.078000, 5.424000, 4.425000,-0.078000, 4.424000,105.921000,-0.405000,105.920000, 0.139298,84.611000,-0.022000, 0.680023,29.049974, 0.110680,-29.049684,208002006.104322,71311108.077654,90.820658,90.218294, 3.723656,150.735000,116441.253724,168.467000,10.684626, 2.216444, 0.077215,13.360069, 0.043489,29.663900, 8.000000, 8.196089, 0.000000, 0.007000, 0.000000, 0.139000, 0.000000, 0.000000, 1.000000,97206.471558,57.878000, 1.177756, 0.000018, 0.000163,760.392000,205.570967,69.094313, 1.237694, 0.208000, 0.000000, 1.068074, 0.179495, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.190000,6215.314469,-108.768003,6214.382172, 5.425000,-0.095000, 5.424000, 4.425000,-0.095000, 4.424000,112.715000,-0.538000,112.713000, 0.148238,95.840000,-0.055000, 0.677843,32.784297, 0.156053,-32.783969,207673242.129790,71030522.207310,91.006101,90.272440, 3.332590,150.754000,116217.776078,168.747000,10.684626, 2.249094, 0.076563,13.736829, 0.048881,30.057660, 8.000000, 8.169214, 0.000000, 0.007000, 0.000000, 0.150000, 0.000000, 0.000000, 1.000000,97166.993021,57.838000, 1.177368, 0.000018, 0.000163,760.363000,236.171341,71.307299, 1.327668, 0.200432, 0.000000, 1.146063, 0.173016, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.260000,6207.416808,-130.976495,6206.051176, 5.425000,-0.115000, 5.424000, 4.425000,-0.115000, 4.424000,119.508000,-0.699000,119.506000, 0.157179,107.767000,-0.102000, 0.675976,36.745574, 0.214227,-36.744839,207344280.547744,70749936.336965,91.212989,90.334157, 2.957093,150.773000,115994.298431,169.016000,10.684626, 2.280348, 0.074120,13.889936, 0.054164,29.976121, 8.000000, 8.141821, 0.000000, 0.007000, 0.000000, 0.161000, 0.000000, 0.000000, 1.000000,97125.074129,57.795000, 1.176957, 0.000018, 0.000163,760.331000,269.127343,73.511613, 1.418401, 0.193717, 0.000000, 1.224755, 0.167270, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.330000,6199.519147,-155.421945,6197.597296, 5.425000,-0.137000, 5.423000, 4.425000,-0.137000, 4.423000,126.301000,-0.893000,126.298000, 0.166121,120.391000,-0.167000, 0.674377,40.934031, 0.288585,-40.933213,207015120.144409,70469350.466621,91.440622,90.403636, 2.593329,150.792000,115770.820785,169.276000,10.684626, 2.310548, 0.069680,13.782081, 0.059207,29.354589, 8.000000, 8.113830, 0.000000, 0.007000, 0.000000, 0.172000, 0.000000, 0.000000, 1.000000,97080.717654,57.750000, 1.176522, 0.000018, 0.000163,760.298000,304.494766,75.706715, 1.509924, 0.187707, 0.000000, 1.304178, 0.162129, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.400000,6191.621486,-181.847923,6188.959089, 5.424000,-0.160000, 5.422000, 4.425000,-0.160000, 4.422000,133.094000,-1.121000,133.089000, 0.175063,133.713000,-0.252000, 0.673016,45.350250, 0.380489,-45.348890,206685759.696078,70188764.596276,91.687739,90.480970, 2.238875,150.811000,115547.343139,169.531000,10.684626, 2.339912, 0.063057,13.376547, 0.063861,28.133304, 8.000000, 8.085161, 0.000000, 0.007000, 0.000000, 0.183000, 0.000000, 0.000000, 1.000000,97033.926697,57.703000, 1.176062, 0.000018, 0.000163,760.264000,342.323531,77.892203, 1.602247, 0.182287, 0.000000, 1.384341, 0.157496, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.470000,6183.723825,-210.184773,6180.137265, 5.424000,-0.185000, 5.420000, 4.424000,-0.185000, 4.420000,139.885000,-1.386000,139.878000, 0.184004,147.731000,-0.361000, 0.671873,49.995141, 0.493952,-49.992641,206356197.969019,69908178.725932,91.952465,90.566142, 1.892543,150.830000,115323.865493,169.779000,10.684626, 2.368546, 0.054101,12.639461, 0.067970,26.261714, 8.000000, 8.055745, 0.000000, 0.007000, 0.000000, 0.194000, 0.000000, 0.000000, 1.000000,96984.704696,57.653000, 1.175579, 0.000018, 0.000164,760.227000,382.653225,80.067843, 1.695353, 0.177371, 0.000000, 1.465232, 0.153295, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.540000,6175.826164,-239.992605,6171.194295, 5.423000,-0.212000, 5.419000, 4.424000,-0.212000, 4.419000,146.674000,-1.691000,146.665000, 0.192945,162.447000,-0.498000, 0.670933,54.869878, 0.631004,-54.866037,206026433.719364,69627592.855587,92.232273,90.659018, 1.554237,150.850000,115100.387846,170.021000,10.684626, 2.396458, 0.042719,11.542571, 0.071366,23.703314, 8.000000, 8.025534, 0.000000, 0.007000, 0.000000, 0.205000, 0.000000, 0.000000, 1.000000,96933.055441,57.600000, 1.175072, 0.000018, 0.000164,760.188000,425.508066,82.233613, 1.789199, 0.172890, 0.000000, 1.546814, 0.149468, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.610000,6167.928503,-271.080458,6161.945613, 5.422000,-0.240000, 5.417000, 4.423000,-0.240000, 4.417000,153.462000,-2.039000,153.448000, 0.201884,177.859000,-0.668000, 0.670183,59.975763, 0.794679,-59.970365,205696465.693011,69347006.985242,92.523953,90.759332, 1.224846,150.869000,114876.910200,170.258000,10.684626, 2.423568, 0.028898,10.066523, 0.073878,20.440922, 8.000000, 7.994506, 0.000000, 0.007000, 0.000000, 0.216000, 0.000000, 0.000000, 1.000000,96878.983073,57.545000, 1.174542, 0.000018, 0.000164,760.148000,470.891398,84.389733, 1.883707, 0.168792, 0.000000, 1.629018, 0.145970, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.680000,6160.030842,-302.888717,6152.577205, 5.421000,-0.269000, 5.414000, 4.422000,-0.269000, 4.414000,160.247000,-2.429000,160.228000, 0.210821,193.967000,-0.875000, 0.669611,65.314047, 0.988202,-65.306862,205366292.625514,69066421.114898,92.823616,90.866673, 0.906137,150.889000,114653.432554,170.486000,10.684626, 2.449719, 0.012728, 8.204541, 0.075338,16.482165, 8.000000, 7.962678, 0.000000, 0.007000, 0.000000, 0.227000, 0.000000, 0.000000, 1.000000,96822.492102,57.488000, 1.173987, 0.000018, 0.000164,760.106000,518.780028,86.536698, 1.978761, 0.165037, 0.000000, 1.711749, 0.142767, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.750000,6152.133181,-334.983652,6143.028024, 5.419000,-0.297000, 5.411000, 4.421000,-0.297000, 4.411000,167.029000,-2.864000,167.004000, 0.219756,210.771000,-1.123000, 0.669203,70.885686, 1.212854,-70.875053,205035913.241982,68785835.244553,93.126716,90.980493, 0.600675,150.908000,114429.954908,170.706000,10.684626, 2.474680,-0.005571, 5.966501, 0.075589,11.865250, 8.000000, 7.930110, 0.000000, 0.007000, 0.000000, 0.238000, 0.000000, 0.000000, 1.000000,96763.587393,57.428000, 1.173409, 0.000018, 0.000164,760.062000,569.118279,88.675304, 2.074209, 0.161593, 0.000000, 1.794872, 0.139831, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.820000,6144.235520,-366.810861,6133.298781, 5.418000,-0.326000, 5.408000, 4.420000,-0.326000, 4.408000,173.807000,-3.344000,173.775000, 0.228689,228.271000,-1.416000, 0.668942,76.691071, 1.472469,-76.677267,204705326.256966,68505249.374209,93.428114,91.100095, 0.311691,150.928000,114206.477261,170.913000,10.684626, 2.498162,-0.025629, 3.382687, 0.074493, 6.663732, 8.000000, 7.896919, 0.000000, 0.007000, 0.000000, 0.249000, 0.000000, 0.000000, 1.000000,96702.274170,57.366000, 1.172807, 0.000018, 0.000164,760.016000,621.813062,90.806661, 2.169860, 0.158438, 0.000000, 1.878224, 0.137144, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.890000,6136.337859,-397.818783,6123.451550, 5.416000,-0.354000, 5.404000, 4.418000,-0.354000, 4.404000,180.582000,-3.867000,180.541000, 0.237618,246.465000,-1.761000, 0.668806,82.729747, 1.767935,-82.710719,204374530.374353,68224663.503864,93.722184,91.224634, 0.042937,150.947000,113982.999615,171.106000,10.684626, 2.519828,-0.046904, 0.507132, 0.071947, 0.990437, 8.000000, 7.863270, 0.000000, 0.007000, 0.000000, 0.260000, 0.000000, 0.000000, 1.000000,96638.557997,57.301000, 1.172181, 0.000018, 0.000164,759.968000,676.729933,92.932185, 2.265482, 0.155554, 0.000000, 1.961606, 0.134689, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.960000,6128.440198,-427.274851,6113.548089, 5.414000,-0.381000, 5.400000, 4.417000,-0.381000, 4.400000,187.353000,-4.432000,187.301000, 0.246543,265.354000,-2.159000, 0.668770,89.000196, 2.101295,-88.975276,204043524.287254,67944077.633520,94.002968,91.353129,-0.201491,150.967000,113759.521969,170.999000,10.684626, 2.503926,-0.068473,-2.544200, 0.067892,-5.000415, 8.000000, 7.829386, 0.000000, 0.007000, 0.000000, 0.270000, 0.000000, 0.000000, 1.000000,96572.444757,57.234000, 1.171531, 0.000018, 0.000164,759.919000,723.467454,95.174573, 2.344306, 0.154201, 0.000000, 2.030492, 0.133559, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 2.030000,6120.542537,-454.633900,6103.649840, 5.412000,-0.406000, 5.396000, 4.415000,-0.406000, 4.396000,194.120000,-5.037000,194.054000, 0.255465,284.937000,-2.617000, 0.668805,95.499769, 2.474399,-95.467299,203712306.677894,67663491.763175,94.264449,91.484473,-0.417429,150.987000,113536.044323,170.843000,10.684626, 2.482041,-0.088969,-5.606022, 0.062359,-11.115327, 8.000000, 7.795530, 0.000000, 0.007000, 0.000000, 0.281000, 0.000000, 0.000000, 1.000000,96503.940628,57.164000, 1.170858, 0.000018, 0.000164,759.867000,769.475533,97.435528, 2.419664, 0.153196, 0.000000, 2.096419, 0.132730, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 2.100000,6112.644876,-479.292485,6093.817930, 5.409000,-0.429000, 5.392000, 4.413000,-0.429000, 4.392000,200.882000,-5.679000,200.802000, 0.264383,305.212000,-3.138000, 0.668882,102.224617, 2.885801,-102.183727,203380876.217495,67382905.892830,94.500897,91.617462,-0.600999,151.007000,113312.566677,170.711000,10.684626, 2.463041,-0.107566,-8.572580, 0.055456,-17.128377, 8.000000, 7.761986, 0.000000, 0.007000, 0.000000, 0.292000, 0.000000, 0.000000, 1.000000,96433.052040,57.092000, 1.170162, 0.000018, 0.000164,759.814000,817.260850,99.684527, 2.495695, 0.152205, 0.000000, 2.162974, 0.131913, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 2.170000,6104.747215,-500.589272,6084.174217, 5.406000,-0.448000, 5.388000, 4.411000,-0.448000, 4.388000,207.640000,-6.353000,207.543000, 0.273297,326.180000,-3.726000, 0.668971,109.169881, 3.335140,-109.118571,203049231.566166,67102320.022486,94.707124,91.750823,-0.748837,151.027000,113089.089030,170.605000,10.684626, 2.447230,-0.123459,-11.332292, 0.047342,-22.788684, 8.000000, 7.729046, 0.000000, 0.007000, 0.000000, 0.303000, 0.000000, 0.000000, 1.000000,96359.785643,57.017000, 1.169442, 0.000018, 0.000164,759.759000,867.067750,101.919181, 2.572718, 0.151205, 0.000000, 2.230432, 0.131088, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 2.240000,6096.849554,-518.232212,6074.778959, 5.403000,-0.465000, 5.383000, 4.408000,-0.465000, 4.383000,214.393000,-7.054000,214.277000, 0.282206,347.840000,-4.383000, 0.669047,116.330052, 3.822606,-116.267234,202717371.372784,66821734.152141,94.878699,91.883250,-0.858299,151.047000,112865.611384,170.526000,10.684626, 2.434846,-0.135860,-13.769106, 0.038235,-27.829834, 8.000000, 7.696980, 0.000000, 0.007000, 0.000000, 0.313000, 0.000000, 0.000000, 1.000000,96284.148258,56.940000, 1.168699, 0.000018, 0.000164,759.703000,919.156861,104.137226, 2.651036, 0.150177, 0.000000, 2.299060, 0.130238, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
