time,thrust,OF,ox_tank.pressure,ox_tank.temperature,combustion_chamber.temperature,propellant_mass,propellant_CG,combustion_chamber.fuel_grain.geometry.length_regressed,nozzle.exit_pressure,ox_tank.ox_mass,ox_tank.oxidizer_center_of_mass,fuel_grain.fuel_mass,fuel_grain.total_CG
4.328000000000003,4602.193067989611,5.790895394612384,3280346.159875697,275.03420543567614,3106.6002305627526,23.263659537352698,2.476340541140342,0.005133563367248545,72274.4195615594,13.885782159689406,1.9943647462136331,9.377877377663292,3.19
4.368000000000003,4594.009541818396,5.7985494221110825,3274810.4254029733,274.96750141012086,3106.6317398910837,23.168409690787783,2.4773249936994155,0.005174419370803201,72222.91790463917,13.803427505258515,1.9938082196565665,9.364982185529266,3.19
4.408000000000003,4585.778423881822,5.806290458916521,3269262.0337511804,274.900561662028,3106.6622771414354,23.07329604706253,2.4783044878245573,0.005215184424529198,72171.23618766354,13.721180347591972,1.9932253179536663,9.35211569947056,3.19
4.448000000000003,4577.5426530607165,5.813949154781571,3263700.840681255,274.83338363748373,3106.6877296036255,22.97831827329554,2.4792790388353434,0.005255858941995695,72118.69510840271,13.639040484341303,1.9926157362100743,9.339277788954236,3.19
4.488000000000003,4569.282395429471,5.821598829425036,3258126.760062629,274.76596547133784,3106.712234029764,22.883477021460003,2.4802486508815376,0.0052964430140369735,72065.60586559869,13.557008596149306,1.9919791701603125,9.326468425310697,3.19
4.528000000000003,4561.007538542332,5.8292044716288585,3252539.6775272773,274.6983049451503,3106.7351542115243,22.78877250751964,2.481213333805872,0.005336936871490112,72011.8461894798,13.475084971837742,1.9913153070263447,9.313687535681897,3.19
4.568000000000003,4552.713350072091,5.836783176970698,3246939.49113521,274.63039997830265,3106.7568037399124,22.694205178452524,2.4821730952760364,0.00537734066820096,71957.47771648876,13.393270106942348,1.9906238298510754,9.300935071510176,3.19
4.608000000000003,4543.0089595341315,5.844327107251439,3241326.0911083766,274.56224838260505,3106.670834823736,22.59977538165647,2.4831279446948633,0.005417654588528708,71902.92423388654,13.311564407049374,1.989904415065895,9.288210974607095,3.19
4.648000000000003,4532.8627278046615,5.8519106798069895,3235699.368940501,274.4938479723624,3106.554983142757,22.50548351376414,2.484077891466331,0.005457878799019956,71847.68378748692,13.229968321357822,1.9891567334323315,9.275515192406319,3.19
4.688000000000003,4522.746303028806,5.859392845057342,3230059.144421654,274.42519567550613,3106.4382547904393,22.41132885245983,2.4850229585561663,0.005498013826573613,71791.4317399022,13.14848129385466,1.988380439829479,9.26284755860517,3.19
4.728000000000003,4512.625240820351,5.866859877959475,3224405.3205357064,274.3562894168583,3106.320863073492,22.31731204800404,2.4859631535233575,0.0055380597511729655,71734.60688232377,13.067104000045145,1.9875751937033896,9.250208047958896,3.19
4.768000000000003,4502.509550372128,5.874288078564014,3218737.7774958746,274.2871268305295,3106.2027670258117,22.22343341491925,2.4868984884548646,0.0055780167598196905,71677.10136698718,12.98583681347423,1.9867406451974359,9.237596601445018,3.19
4.808000000000003,4492.394929407068,5.881685811705379,3213056.40114348,274.2177056052017,3106.083972599755,22.129693388294484,2.487828974682673,0.0056178849987495085,71618.94757417927,12.904680215386657,1.9858764388528292,9.225013172907829,3.19
4.848000000000003,4482.282491610754,5.889049648761653,3207361.072768974,274.14802335979016,3105.9644718624586,22.03609236172975,2.4887546246760777,0.0056576646258960795,71560.12872014243,12.823634649230295,1.9849822120204197,9.212457712499456,3.19
4.8880000000000035,4472.171208506178,5.896380808439859,3201651.6730497647,274.0780776911889,3105.8442619369707,21.94263075061008,2.489675451329026,0.0056973557904478975,71500.64708208639,12.74270057747786,1.9840575952765265,9.19993017313222,3.19
4.9280000000000035,4462.060907893797,5.903678641808308,3195928.0804218855,274.00786615406304,3105.7233378528786,21.849308966909717,2.4905914682676356,0.005736958641007144,71440.49724382188,12.661878459006218,1.9831022120147168,9.187430507903501,3.19
4.9680000000000035,4451.951074472042,5.910943248532121,3190190.1716850647,273.9373862679309,3105.60169539301,21.756127429378324,2.49150268975172,0.005776473322318168,71379.67680983356,12.581168758250014,1.9821156783725258,9.17495867112831,3.19
5.008000000000004,4441.841330163609,5.918174423213325,3184437.821706086,273.8666355132017,3105.479329942714,21.663086559521542,2.4924091307395546,0.005815899976581358,71318.18209258567,12.500571941596952,1.9810976030117267,9.16251461792459,3.19
5.048000000000004,4431.731241543032,5.925372079824059,3178670.9034844474,273.79561133164384,3105.356236953606,21.570186783290943,2.4933108068880103,0.005855238742925193,71256.00984788706,12.420088478911085,1.9800475869521819,9.150098304379856,3.19
5.088000000000004,4421.620396826563,5.932536080696638,3172889.288070396,273.72431112503256,3105.2324117539274,21.477428530481895,2.494207734579352,0.005894489757616827,71193.15657464965,12.339718842997147,1.978965223375835,9.137709687484746,3.19
5.128000000000004,4411.508542367416,5.939666305327863,3167092.8445409476,273.6527322545002,3105.104952199579,21.384812235053623,2.495099930938162,0.005933653153975435,71129.55824948984,12.259463509893289,1.9778500974352553,9.125348725160332,3.19
5.168000000000004,4401.393915654527,5.946764037283978,3161281.4399509327,273.5808720395694,3104.974446826264,21.292338335080768,2.495987413853048,0.005972729062403952,71065.22147106926,12.179322958832627,1.9767017860521805,9.113015376248141,3.19
5.208000000000004,4391.277002369596,5.953827171320165,3155454.9378982126,273.50872774000396,3104.8431705265116,21.20000725167489,2.4968702022330165,0.006011717617161315,71000.1846649246,12.099297653302244,1.9755198574273034,9.100709598372646,3.19
5.248000000000004,4381.157871973037,5.96085557792702,3149613.2007863265,273.43629658338426,3104.7111279301803,21.107819424386687,2.4977483156335087,0.00605061894501209,70934.45076442276,12.019388072862961,1.9743038712739611,9.088431351523726,3.19
5.288000000000004,4371.035674709031,5.967849998963744,3143756.0895369225,273.3635757612192,3104.5783138113547,21.01577530733712,2.4986217743247163,0.006089433166498109,70868.01897585305,11.939594709681797,1.9730533785711386,9.076180597655322,3.19
