Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
35.577,15937,384.79,-14.001,389.12,14.013,1807.8,2.5139,1807.8,0.079677,57.895,0.57356,32,-105.98,9.7424,0.15894,1.0256e-8,-0.0022737,9.1952e-6,60107,0,178.52,0.5302,445.04,340.27,5.156,1.3126,2.073e7,0,257.3,0.75649,0.75655,0.45625,0.10977,0.19047,0.031666,0.16377,-3.1114e-4,0,0,0,0,-4.6311e-5,0.048324,20.32,324.29,80.551,0.12854,5.0459,-56.5,85.8,297.06,0.05,0.58144
35.627,15956,384.09,-13.983,388.43,13.993,1810.7,2.5211,1810.7,0.079778,57.868,0.53386,32,-105.98,9.7423,0.19458,1.011e-8,-0.0016099,8.8344e-6,60107,0,178.52,0.5302,444.55,340.27,5.1317,1.3102,2.063e7,0,255.81,0.75711,0.7572,0.45664,0.10966,0.19082,0.038757,0.19876,2.8228e-4,0,0,0,0,-2.3303e-5,0.048238,20.32,324.29,80.516,0.12893,4.9523,-56.5,85.544,297.06,0.05,0.5817
35.677,15976,383.4,-13.956,387.73,13.967,1813.6,2.5284,1813.6,0.079879,57.841,0.55302,32,-105.98,9.7422,0.17696,1.0149e-8,-0.0010745,7.8548e-6,60107,0,178.52,0.5302,444.47,340.27,5.128,1.3079,20533786,0,254.38,0.75769,0.75776,0.457,0.10955,0.19114,0.035126,0.18049,-8.2829e-5,0,0,0,0,-1.0416e-5,0.048152,20.32,324.29,80.492,0.12943,5.1576,-56.5,85.288,297.06,0.05,0.58195
35.727,15995,382.7,-13.926,387.04,13.938,1816.4,2.5356,1816.4,0.07998,57.812,0.58731,32,-105.98,9.7422,0.14442,1.0422e-8,-5.5334e-4,5.6504e-6,60107,0,178.52,0.5302,444.51,340.27,5.13,1.3057,20437875,0,252.94,0.75827,0.75832,0.45737,0.10944,0.19146,0.028544,0.14628,-9.0062e-5,0,0,0,0,-2.7716e-6,0.048067,20.32,324.29,80.477,0.13001,5.393,-56.5,85.033,297.06,0.05,0.58223
35.777,16014,382,-13.896,386.35,13.91,1819.3,2.5428,1819.3,0.080081,57.782,0.61996,32,-105.98,9.7421,0.11216,1.0292e-8,-1.9417e-4,6.6544e-6,60107,0,178.52,0.5302,444.55,340.27,5.1318,1.3035,20341902,0,251.51,0.75885,0.75888,0.45773,0.10933,0.19179,0.022072,0.11351,2.3536e-4,0,0,0,0,-3.4243e-7,0.047981,20.32,324.29,80.471,0.13062,5.5755,-56.5,84.778,297.06,0.05,0.5825
35.827,16033,381.31,-13.87,385.66,13.884,1822.2,2.5501,1822.2,0.080182,57.751,0.62947,32,-105.98,9.7421,0.10046,1.037e-8,1.2645e-4,5.7443e-6,60107,0,178.52,0.5302,444.41,340.27,5.1252,1.3012,20244736,0,250.07,0.75946,0.75949,0.45811,0.10921,0.19213,0.019707,0.10132,4.8461e-4,0,0,0,0,1.4576e-7,0.047896,20.32,324.29,80.471,0.13123,5.5735,-56.5,84.524,297.06,0.05,0.58276
35.877,16052,380.62,-13.845,384.97,13.859,1825.1,2.5574,1825.1,0.080283,57.719,0.63434,32,-105.98,9.742,0.092566,1.0295e-8,4.1749e-4,5.2623e-6,60107,0,178.52,0.5302,444.25,340.27,5.1169,1.2988,20147433,0,248.62,0.76008,0.7601,0.4585,0.1091,0.19248,0.018103,0.093124,-9.1613e-5,0,0,0,0,1.5946e-6,0.047811,20.32,324.29,80.476,0.13181,5.5095,-56.5,84.27,297.06,0.05,0.58303
35.927,16071,379.92,-13.823,384.28,13.837,1828,2.5646,1828,0.080384,57.687,0.61177,32,-105.98,9.742,0.11037,1.0386e-8,6.8008e-4,4.3563e-6,60107,0,178.52,0.5302,443.86,340.27,5.0982,1.2964,20048749,0,247.14,0.76073,0.76076,0.45891,0.10898,0.19285,0.02155,0.11012,-4.8242e-4,0,0,0,0,4.2474e-6,0.047726,20.32,324.29,80.485,0.13234,5.2374,-56.5,84.017,297.06,0.05,0.58332
35.977,16090,379.23,-13.799,383.59,13.813,1830.9,2.5719,1830.9,0.080485,57.658,0.60813,32,-105.98,9.7419,0.1099,1.0433e-8,0.0010612,3.8945e-6,60107,0,178.52,0.5302,443.63,340.27,5.0865,1.294,19951170,0,245.69,0.76137,0.7614,0.4593,0.10886,0.19321,0.021401,0.10872,4.644e-4,0,0,0,0,1.038e-5,0.047641,20.32,324.29,80.501,0.13284,5.0477,-56.5,83.764,297.06,0.05,0.58361
36.027,16109,378.54,-13.771,382.91,13.785,1833.8,2.5792,1833.8,0.080586,57.626,0.637,32,-105.98,9.7418,0.077449,9.9799e-9,0.0013078,4.0484e-6,60107,0,178.52,0.5302,443.65,340.27,5.0876,1.2916,19855546,0,244.26,0.76198,0.76199,0.45968,0.10874,0.19355,0.015013,0.076161,1.7647e-4,0,0,0,0,1.5821e-5,0.047556,20.32,324.29,80.523,0.13328,5.0424,-56.5,83.512,297.06,0.05,0.5839
36.077,16128,377.86,-13.74,382.22,13.757,1836.6,2.5865,1836.6,0.080687,57.594,0.67526,32,-105.98,9.7418,0.034736,9.9405e-9,0.0014864,6.7792e-6,60107,0,178.52,0.5302,443.75,340.27,5.0927,1.2894,19760658,0,242.86,0.76258,0.76259,0.46006,0.10863,0.19389,0.0066985,0.033664,-3.3535e-5,0,0,0,0,2.0511e-5,0.047471,20.32,324.29,80.548,0.13374,5.0787,-56.5,83.26,297.06,0.05,0.58416
36.127,16147,377.17,-13.709,381.54,13.728,1839.5,2.5938,1839.5,0.080788,57.559,0.721,32,-105.98,9.7417,0.016521,1.0505e-8,-0.0015046,8.2097e-6,60107,0,178.52,0.5302,443.67,340.27,5.0885,1.2871,19666564,0,241.47,0.76318,0.76318,0.46043,0.10852,0.19423,0.0031743,0.016614,9.0234e-5,0,0,0,0,-2.109e-5,0.047387,20.32,324.29,80.575,0.1342,5.1638,-56.5,83.008,297.06,0.05,0.58447
36.177,16165,376.49,-13.677,380.85,13.699,1842.4,2.6011,1842.4,0.080889,57.522,0.77431,32,-105.98,9.7417,0.075982,1.0029e-8,-0.0013907,1.7538e-6,60107,0,178.52,0.5302,442.97,340.27,5.0543,1.2849,19573374,0,240.1,0.76377,0.76378,0.46079,0.10841,0.19457,0.014617,0.073693,4.7571e-4,0,0,0,0,-1.808e-5,0.047303,20.32,324.29,80.601,0.13456,5.3112,-56.5,82.757,297.06,0.05,0.5848
36.227,16184,375.8,-13.647,380.17,13.672,1845.3,2.6084,1845.3,0.08099,57.481,0.81591,32,-105.98,9.7416,0.124,1.0516e-8,-0.0010861,1.6456e-7,60107,0,178.52,0.5302,442.36,340.27,5.0243,1.2827,1.948e7,0,238.73,0.76437,0.7644,0.46116,0.1083,0.19491,0.023866,0.12009,-4.0446e-4,0,0,0,0,-1.1066e-5,0.047219,20.32,324.29,80.624,0.13483,5.41,-56.5,82.506,297.06,0.05,0.58507
36.277,16203,375.12,-13.623,379.49,13.648,1848.1,2.6157,1848.1,0.081091,57.44,0.817,32,-105.98,9.7415,0.13134,1.0256e-8,-7.2244e-4,1.2433e-6,60107,0,178.52,0.5302,442.06,340.27,5.0093,1.2803,19385333,0,237.33,0.765,0.76504,0.46155,0.10818,0.19527,0.025224,0.12683,2.0594e-4,0,0,0,0,-4.914e-6,0.047134,20.32,324.29,80.64,0.13494,5.2749,-56.5,82.256,297.06,0.05,0.58536
36.327,16222,374.44,-13.604,378.81,13.627,1851,2.623,1851,0.081192,57.4,0.78771,32,-105.98,9.7415,0.10733,1.0422e-8,-3.9827e-4,-1.0605e-6,60107,0,178.52,0.5302,441.99,340.27,5.0058,1.2779,19289491,0,235.9,0.76565,0.76568,0.46195,0.10806,0.19564,0.020524,0.10247,-7.5489e-5,0,0,0,0,-1.4991e-6,0.047051,20.32,324.29,80.65,0.13499,4.9712,-56.5,82.007,297.06,0.05,0.58563
36.377,16241,373.76,-13.586,378.14,13.607,1853.9,2.6303,1853.9,0.081293,57.362,0.74935,32,-105.98,9.7414,0.072943,1.0319e-8,-1.6337e-4,3.7895e-7,60107,0,178.52,0.5302,442,340.27,5.0063,1.2754,19193757,0,234.48,0.76631,0.76632,0.46236,0.10794,0.19602,0.013878,0.069844,-1.3041e-4,0,0,0,0,-2.5323e-7,0.046967,20.32,324.29,80.655,0.13503,4.6324,-56.5,81.757,297.06,0.05,0.58588
36.427,16259,373.08,-13.56,377.46,13.582,1856.8,2.6377,1856.8,0.081394,57.325,0.76852,32,-105.98,9.7414,0.097727,1.0366e-8,-7.7234e-6,-1.6675e-7,60107,0,178.52,0.5302,441.56,340.27,4.9849,1.2732,19101888,0,233.13,0.76691,0.76693,0.46272,0.10783,0.19636,0.018575,0.092436,-1.6608e-4,0,0,0,0,0,0.046883,20.32,324.29,80.657,0.13503,4.7131,-56.5,81.509,297.06,0.05,0.58614
36.477,16278,372.4,-13.535,376.78,13.558,1859.6,2.645,1859.6,0.081495,57.285,0.78636,32,-105.98,9.7413,0.1211,1.0276e-8,3.5616e-4,-4.7217e-7,60107,0,178.52,0.5302,441.14,340.27,4.9641,1.2709,19010605,0,231.8,0.7675,0.76754,0.46308,0.10772,0.1967,0.022992,0.11447,-2.8488e-4,0,0,0,0,1.212e-6,0.0468,20.32,324.29,80.653,0.13507,4.8202,-56.5,81.26,297.06,0.05,0.58642
36.527,16296,371.73,-13.517,376.11,13.538,1862.5,2.6524,1862.5,0.081596,57.246,0.75439,32,-105.98,9.7413,0.091516,1.037e-8,6.1533e-4,-6.3726e-7,60107,0,178.52,0.5302,441.12,340.27,4.9629,1.2686,18920662,0,230.45,0.76815,0.76817,0.46348,0.1076,0.19707,0.017295,0.085392,1.7579e-4,0,0,0,0,3.6312e-6,0.046716,20.32,324.29,80.645,0.13516,4.6043,-56.5,81.028,297.06,0.05,0.58673
36.577,16315,371.05,-13.498,375.44,13.518,1865.3,2.6597,1865.3,0.081696,57.209,0.74155,32,-105.98,9.7412,0.081476,1.0297e-8,8.0293e-4,-1.8439e-7,60107,0,178.52,0.5302,440.94,340.27,4.9545,1.2663,18833133,0,229.16,0.76877,0.76878,0.46385,0.10748,0.19743,0.015346,0.07609,-2.4422e-4,0,0,0,0,6.2054e-6,0.046633,20.32,324.29,80.632,0.13537,4.5475,-56.5,80.799,297.06,0.05,0.58701
36.627,16334,370.38,-13.474,374.76,13.495,1868.2,2.6671,1868.2,0.081797,57.172,0.75352,32,-105.98,9.7412,0.097819,1.0498e-8,0.0010338,-1.1238e-6,60107,0,178.52,0.5302,440.58,340.27,4.9363,1.2641,18747606,0,227.9,0.76935,0.76938,0.46421,0.10737,0.19777,0.018396,0.090307,-9.0646e-5,0,0,0,0,1.0322e-5,0.04655,20.32,324.29,80.615,0.13562,4.6928,-56.5,80.571,297.06,0.05,0.58728
36.677,16352,369.7,-13.456,374.09,13.476,1871.1,2.6745,1871.1,0.081898,57.134,0.7335,32,-105.98,9.7411,0.079165,1.0675e-8,0.0012938,2.1709e-7,60107,0,178.52,0.5302,440.47,340.27,4.9312,1.2618,18660736,0,226.61,0.76997,0.76999,0.46459,0.10726,0.19813,0.014831,0.072956,-3.1016e-4,0,0,0,0,1.6225e-5,0.046467,20.32,324.29,80.594,0.13591,4.6336,-56.5,80.343,297.06,0.05,0.58755
36.727,16371,369.03,-13.437,373.42,13.456,1873.9,2.6819,1873.9,0.081999,57.099,0.71979,32,-105.98,9.741,0.066846,1.051e-8,0.0014164,-8.9821e-7,60107,0,178.52,0.5302,440.32,340.27,4.9237,1.2595,18574711,0,225.34,0.77058,0.7706,0.46495,0.10715,0.19848,0.01248,0.061766,5.4499e-5,0,0,0,0,1.9517e-5,0.046385,20.32,324.29,80.57,0.13623,4.6356,-56.5,80.116,297.06,0.05,0.5878
36.777,16389,368.36,-13.418,372.75,13.436,1876.8,2.6892,1876.8,0.0821,57.063,0.70173,32,-105.98,9.741,0.049162,1.0493e-8,0.0016122,-6.1198e-8,60107,0,178.52,0.5302,440.21,340.27,4.9183,1.2573,18488920,0,224.08,0.7712,0.7712,0.46532,0.10703,0.19884,0.0091431,0.044832,1.2183e-5,0,0,0,0,2.5375e-5,0.046302,20.32,324.29,80.542,0.13662,4.6254,-56.5,79.889,297.06,0.05,0.58806
36.827,16407,367.69,-13.403,372.09,13.42,1879.6,2.6966,1879.6,0.0822,57.029,0.65983,32,-105.98,9.7409,0.0039191,1.0044e-8,0.0016562,5.6195e-5,60107,0,178.52,0.5302,440.31,340.27,4.9233,1.2549,18402050,0,222.79,0.77184,0.77184,0.46571,0.10691,0.19921,7.2473e-4,0.0035872,8.6535e-5,0,0,0,0,2.688e-5,0.046219,20.32,324.29,80.513,0.13702,4.4411,-56.5,79.662,297.06,0.05,0.58832
36.877,16426,367.02,-13.383,371.42,13.399,1882.5,2.704,1882.5,0.082301,56.996,0.65622,32,-105.98,9.7409,0.0016233,1.0326e-8,0.0016251,6.0646e-5,60107,0,178.52,0.5302,440.08,340.27,4.9121,1.2528,18317842,0,221.56,0.77243,0.77243,0.46607,0.1068,0.19956,2.9935e-4,0.0011609,-1.8271e-4,0,0,0,0,2.5972e-5,0.046137,20.32,324.29,80.483,0.13742,4.5422,-56.5,79.436,297.06,0.05,0.5886
36.927,16444,366.35,-13.365,370.75,13.38,1885.3,2.7114,1885.3,0.082402,56.963,0.63517,32,-105.98,9.7408,0.020922,1.0318e-8,-0.0016712,7.3909e-6,60107,0,178.52,0.5302,439.67,340.27,4.8919,1.2505,18232898,0,220.31,0.77305,0.77305,0.46644,0.10669,0.19992,0.0038527,0.01937,2.7243e-4,0,0,0,0,-2.7564e-5,0.046055,20.32,324.29,80.454,0.13779,4.5121,-56.5,79.21,297.06,0.05,0.58886
36.977,16462,365.68,-13.347,370.09,13.361,1888.2,2.7188,1888.2,0.082502,56.932,0.62254,32,-105.98,9.7408,0.033908,1.0137e-8,-0.001534,4.5304e-6,60107,0,178.52,0.5302,439.32,340.27,4.8743,1.2483,18148698,0,219.07,0.77366,0.77366,0.4668,0.10658,0.20028,0.0062325,0.030409,-2.063e-4,0,0,0,0,-2.3305e-5,0.045973,20.32,324.29,80.425,0.1381,4.5325,-56.5,78.985,297.06,0.05,0.58911
37.027,16481,365.02,-13.325,369.43,13.34,1891,2.7263,1891,0.082603,56.901,0.62989,32,-105.98,9.7407,0.023544,1.073e-8,-0.0015125,-1.6714e-6,60107,0,178.52,0.5302,439.16,340.27,4.8664,1.2461,18066039,0,217.87,0.77424,0.77424,0.46715,0.10647,0.20062,0.0043135,0.020799,4.484e-4,0,0,0,0,-2.2735e-5,0.045891,20.32,324.29,80.397,0.13841,4.7025,-56.5,78.76,297.06,0.05,0.58941
37.077,16499,364.35,-13.305,368.76,13.32,1893.9,2.7337,1893.9,0.082704,56.87,0.62655,32,-105.98,9.7406,0.025573,1.0525e-8,-0.0014416,-3.2298e-6,60107,0,178.52,0.5302,438.89,340.27,4.8533,1.244,17982962,0,216.65,0.77484,0.77484,0.46751,0.10636,0.20097,0.0046736,0.022246,-9.0215e-5,0,0,0,0,-2.0726e-5,0.045809,20.32,324.29,80.371,0.1387,4.7805,-56.5,78.535,297.06,0.05,0.5897
37.127,16517,363.69,-13.285,368.1,13.299,1896.7,2.7411,1896.7,0.082804,56.838,0.6251,32,-105.98,9.7406,0.025313,1.0415e-8,-0.0013925,-4.8049e-6,60107,0,178.52,0.5302,438.64,340.27,4.8411,1.2418,1.79e7,0,215.45,0.77544,0.77544,0.46786,0.10625,0.20132,0.0046138,0.022221,-2.6101e-4,0,0,0,0,-1.9407e-5,0.045727,20.32,324.29,80.345,0.13903,4.8679,-56.5,78.311,297.06,0.05,0.59002
37.177,16535,363.02,-13.261,367.44,13.277,1899.5,2.7486,1899.5,0.082905,56.807,0.64756,32,-105.98,9.7405,0.0040184,1.0356e-8,0.0013311,-9.4434e-5,60107,0,178.52,0.5302,438.58,340.27,4.8379,1.2397,17819418,0,214.27,0.77601,0.77601,0.4682,0.10615,0.20166,7.2959e-4,0.0031786,2.91e-4,0,0,0,0,1.7794e-5,0.045646,20.32,324.29,80.321,0.13941,5.1374,-56.5,78.087,297.06,0.05,0.59033
37.227,16553,362.36,-13.239,366.78,13.256,1902.4,2.756,1902.4,0.083006,56.774,0.65753,32,-105.98,9.7405,0.01856,1.0289e-8,0.0014117,-3.0884e-5,60107,0,178.52,0.5302,438.21,340.27,4.82,1.2376,17738118,0,213.09,0.77659,0.77659,0.46855,0.10604,0.202,0.0033643,0.016156,-2.8258e-4,0,0,0,0,2.008e-5,0.045564,20.32,324.29,80.296,0.13976,5.3142,-56.5,77.864,297.06,0.05,0.59075
37.277,16571,361.7,-13.22,366.12,13.236,1905.2,2.7635,1905.2,0.083106,56.741,0.65428,32,-105.98,9.7404,0.017059,1.0472e-8,0.0014151,-3.5818e-5,60107,0,178.52,0.5302,437.97,340.27,4.8081,1.2354,17656291,0,211.9,0.77719,0.77719,0.46891,0.10593,0.20236,0.0030838,0.014583,-2.1146e-4,0,0,0,0,2.025e-5,0.045483,20.32,324.29,80.271,0.14004,5.3867,-56.5,77.641,297.06,0.05,0.59117
37.327,16590,361.04,-13.203,365.47,13.218,1908.1,2.771,1908.1,0.083207,56.708,0.63042,32,-105.98,9.7404,0.010217,1.0356e-8,-0.0014699,-5.1629e-5,60107,0,178.52,0.5302,437.76,340.27,4.7979,1.2332,17573481,0,210.69,0.77782,0.77782,0.46927,0.10581,0.20273,0.0018411,0.0091221,-4.9248e-4,0,0,0,0,-2.1928e-5,0.045402,20.32,324.29,80.245,0.14028,5.2988,-56.5,77.418,297.06,0.05,0.59155
37.377,16608,360.38,-13.189,364.81,13.203,1910.9,2.7784,1910.9,0.083308,56.678,0.59111,32,-105.98,9.7403,0.057193,1.0482e-8,-0.0013695,-5.8155e-6,60107,0,178.52,0.5302,437.11,340.27,4.7656,1.2308,1.749e7,0,209.47,0.77847,0.77847,0.46966,0.10569,0.20311,0.010308,0.049497,-2.6068e-4,0,0,0,0,-1.9106e-5,0.045321,20.32,324.29,80.219,0.14045,5.0757,-56.5,77.196,297.06,0.05,0.59198
37.427,16626,359.72,-13.17,364.15,13.183,1913.7,2.7859,1913.7,0.083408,56.649,0.58684,32,-105.98,9.7403,0.060578,1.0375e-8,-0.0012288,-5.6087e-6,60107,0,178.52,0.5302,436.82,340.27,4.7516,1.2287,17408836,0,208.29,0.77907,0.77908,0.47001,0.10558,0.20347,0.010892,0.052208,3.2689e-4,0,0,0,0,-1.5438e-5,0.04524,20.32,324.29,80.195,0.14056,5.1226,-56.5,76.975,297.06,0.05,0.59227
37.477,16644,359.06,-13.148,363.5,13.162,1916.6,2.7934,1916.6,0.083509,56.619,0.59946,32,-105.98,9.7402,0.042344,1.0043e-8,-0.0011342,-7.5584e-6,60107,0,178.52,0.5302,436.72,340.27,4.7468,1.2266,17329100,0,207.13,0.77966,0.77966,0.47036,0.10548,0.20382,0.0075853,0.036048,4.1748e-4,0,0,0,0,-1.3197e-5,0.045159,20.32,324.29,80.174,0.14054,5.2953,-56.5,76.753,297.06,0.05,0.59255
37.527,16661,358.41,-13.13,362.85,13.143,1919.4,2.8009,1919.4,0.08361,56.589,0.59293,32,-105.98,9.7401,0.048254,1.0592e-8,-0.0010611,-7.9395e-6,60107,0,178.52,0.5302,436.42,340.27,4.7317,1.2244,17248329,0,205.96,0.78027,0.78027,0.47071,0.10536,0.20419,0.0086243,0.041167,-2.8414e-5,0,0,0,0,-1.1592e-5,0.045078,20.32,324.29,80.154,0.14041,5.3008,-56.5,76.532,297.06,0.05,0.59281
37.577,16679,357.75,-13.113,362.19,13.125,1922.2,2.8084,1922.2,0.083711,56.56,0.57575,32,-105.98,9.7401,0.067915,1.0273e-8,-9.3243e-4,-3.1912e-6,60107,0,178.52,0.5302,435.99,340.27,4.7106,1.2221,17167059,0,204.78,0.78089,0.78091,0.47108,0.10525,0.20456,0.012121,0.057298,-3.2278e-4,0,0,0,0,-8.9838e-6,0.044998,20.32,324.29,80.137,0.14023,5.2048,-56.5,76.312,297.06,0.05,0.59306
37.627,16697,357.09,-13.095,361.54,13.107,1925,2.8159,1925,0.083811,56.532,0.56348,32,-105.98,9.74,0.08131,1.0485e-8,-7.8394e-4,-2.4055e-6,60107,0,178.52,0.5302,435.62,340.27,4.6922,1.2199,17086309,0,203.61,0.78152,0.78154,0.47145,0.10514,0.20494,0.014485,0.067644,-2.5781e-4,0,0,0,0,-6.3736e-6,0.044917,20.32,324.29,80.121,0.1401,5.1339,-56.5,76.092,297.06,0.05,0.59337
37.677,16715,356.44,-13.077,360.89,13.089,1927.9,2.8235,1927.9,0.083912,56.504,0.55368,32,-105.98,9.74,0.091468,1.0387e-8,-6.1419e-4,-1.4573e-6,60107,0,178.52,0.5302,435.27,340.27,4.6751,1.2177,17005889,0,202.44,0.78214,0.78216,0.47181,0.10502,0.20531,0.016262,0.075639,2.8704e-4,0,0,0,0,-3.9265e-6,0.044837,20.32,324.29,80.108,0.13997,5.0647,-56.5,75.872,297.06,0.05,0.59363
37.727,16733,355.79,-13.061,360.24,13.071,1930.7,2.831,1930.7,0.084013,56.476,0.53395,32,-105.98,9.7399,0.11469,1.0313e-8,-4.2863e-4,-7.304e-7,60107,0,178.52,0.5302,434.81,340.27,4.6523,1.2154,16924951,0,201.27,0.78278,0.78282,0.47218,0.10491,0.2057,0.020364,0.094432,3.1124e-4,0,0,0,0,-1.9196e-6,0.044757,20.32,324.29,80.099,0.13983,4.8909,-56.5,75.653,297.06,0.05,0.59388
37.777,16751,355.13,-13.043,359.59,13.053,1933.5,2.8385,1933.5,0.084114,56.45,0.52331,32,-105.98,9.7399,0.12586,1.0344e-8,-1.7421e-4,-5.7786e-7,60107,0,178.52,0.5302,434.45,340.27,4.6346,1.2131,16844735,0,200.11,0.78342,0.78346,0.47255,0.10479,0.20608,0.022304,0.10298,4.5542e-4,0,0,0,0,-3.1825e-7,0.044677,20.32,324.29,80.094,0.1397,4.7675,-56.5,75.434,297.06,0.05,0.59414
37.827,16768,354.48,-13.023,358.94,13.034,1936.3,2.8461,1936.3,0.084214,56.424,0.52503,32,-105.98,9.7398,0.12024,1.0327e-8,4.5778e-5,6.631e-8,60107,0,178.52,0.5302,434.23,340.27,4.6239,1.2109,16765478,0,198.96,0.78404,0.78407,0.47291,0.10468,0.20645,0.021245,0.098175,3.2121e-5,0,0,0,0,2.2057e-8,0.044597,20.32,324.29,80.092,0.13961,4.7255,-56.5,75.215,297.06,0.05,0.59446
37.877,16786,353.83,-13,358.3,13.012,1939.2,2.8536,1939.2,0.084315,56.397,0.54776,32,-105.98,9.7398,0.085607,1.0314e-8,2.6662e-4,-1.5685e-6,60107,0,178.52,0.5302,434.26,340.27,4.6255,1.2088,16688843,0,197.86,0.78463,0.78465,0.47325,0.10457,0.20681,0.015052,0.069921,4.7905e-5,0,0,0,0,7.5082e-7,0.044517,20.32,324.29,80.095,0.1396,4.8415,-56.5,75.002,297.06,0.05,0.59472
37.927,16804,353.18,-12.979,357.65,12.991,1942,2.8612,1942,0.084416,56.369,0.56567,32,-105.98,9.7397,0.05678,1.0276e-8,3.6024e-4,-1.4063e-6,60107,0,178.52,0.5302,434.24,340.27,4.6246,1.2067,16614701,0,196.78,0.78524,0.78525,0.4736,0.10446,0.20718,0.0099389,0.046092,1.8933e-4,0,0,0,0,1.3755e-6,0.044437,20.32,324.29,80.101,0.13966,4.9052,-56.5,74.801,297.06,0.05,0.59498
37.977,16821,352.53,-12.962,357.01,12.974,1944.8,2.8688,1944.8,0.084517,56.341,0.55609,32,-105.98,9.7397,0.065537,1.0374e-8,4.7661e-4,-1.6372e-6,60107,0,178.52,0.5302,433.9,340.27,4.6076,1.2044,16538844,0,195.67,0.78588,0.78589,0.47397,0.10434,0.20757,0.011447,0.053001,-4.4401e-6,0,0,0,0,2.4168e-6,0.044358,20.32,324.29,80.109,0.13975,4.7157,-56.5,74.6,297.06,0.05,0.59523
38.027,16839,351.89,-12.944,356.36,12.955,1947.6,2.8763,1947.6,0.084617,56.314,0.55329,32,-105.98,9.7396,0.064794,1.0323e-8,6.0884e-4,-1.5089e-6,60107,0,178.52,0.5302,433.63,340.27,4.5947,1.2022,16463653,0,194.58,0.78652,0.78653,0.47434,0.10423,0.20796,0.011286,0.051667,-3.0984e-4,0,0,0,0,3.9585e-6,0.044278,20.32,324.29,80.118,0.13994,4.5737,-56.5,74.4,297.06,0.05,0.59555
38.077,16857,351.24,-12.925,355.72,12.937,1950.4,2.8839,1950.4,0.084718,56.286,0.55338,32,-105.98,9.7396,0.059791,1.0346e-8,7.0835e-4,-2.5606e-6,60107,0,178.52,0.5302,433.41,340.27,4.5835,1.1999,16388871,0,193.49,0.78715,0.78716,0.4747,0.10411,0.20835,0.010384,0.047966,3.9486e-4,0,0,0,0,5.3782e-6,0.044199,20.32,324.29,80.13,0.14026,4.447,-56.5,74.2,297.06,0.05,0.59581
38.127,16874,350.59,-12.903,355.08,12.916,1953.2,2.8915,1953.2,0.084818,56.258,0.57758,32,-105.98,9.7395,0.019886,1.036e-8,8.1433e-4,-1.2445e-5,60107,0,178.52,0.5302,433.49,340.27,4.5874,1.1978,16316000,0,192.42,0.78771,0.78771,0.47504,0.10395,0.20871,0.0034355,0.016142,-3.0221e-4,0,0,0,0,7.133e-6,0.04412,20.32,324.29,80.144,0.14066,4.5276,-56.5,74,297.06,0.05,0.59606
38.177,16892,349.95,-12.88,354.44,12.895,1956.1,2.8991,1956.1,0.084919,56.228,0.6043,32,-105.98,9.7394,0.024532,1.0284e-8,-7.7399e-4,-1.5052e-5,60107,0,178.52,0.5302,433.2,340.27,4.5732,1.1957,16243624,0,191.37,0.78826,0.78826,0.47538,0.1038,0.20908,0.0042289,0.019474,-2.01e-4,0,0,0,0,-6.4665e-6,0.044041,20.32,324.29,80.158,0.14116,4.6361,-56.5,73.801,297.06,0.05,0.59635
38.227,16909,349.31,-12.859,353.8,12.874,1958.9,2.9067,1958.9,0.08502,56.197,0.62516,32,-105.98,9.7394,0.060898,1.0327e-8,-7.2418e-4,-8.9712e-6,60107,0,178.52,0.5302,432.64,340.27,4.5457,1.1936,16171151,0,190.31,0.78882,0.78883,0.47573,0.10364,0.20945,0.010497,0.047582,-2.9423e-4,0,0,0,0,-5.681e-6,0.043962,20.32,324.29,80.172,0.14176,4.6964,-56.5,73.602,297.06,0.05,0.5966
