Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
20.20037,S,20.20037,2.439681,0.003062043,0.7779887,0.000400161,589.8508,129.7692,683.9469,0.3516404,123.6303,157.7301,4.262469,-55.1739802982298,-54.94052,-5.070243,2553.22044375337,2470.425,630.2602,75.37195,75.68787,26046.96,5630.756
20.30037,S,20.30037,2.425241,0.003345692,0.8581987,0.0004296472,0,129.7223,737.0778,0.3683871,123.6107,157.8253,4.276822,-214.111199024031,-209.2576,-45.33059,2534.03940017098,2451.638,626.2877,75.35184,75.66988,26293.06,5693.607
20.40037,S,20.40037,2.407295,0.003433478,0.8606233,0.0004467232,0,129.7223,720.0298,0.3731222,123.6107,157.9424,4.291457,-209.883938865862,-205.147,-44.33933,2512.87985821138,2430.938,621.8091,75.33134,75.65197,26537.08,5756.011
20.50037,S,20.50037,2.389697,0.003267934,0.8630241,0.0004270179,0,129.7223,703.5284,0.3475269,123.6107,158.0559,4.305655,-205.792540871948,-201.1701,-43.37235,2492.13824731291,2410.644,617.4285,75.31043,75.63389,26779.05,5817.972
20.60038,S,20.60038,2.372436,0.003210605,0.8654013,0.0004176149,0,129.7223,687.5496,0.3312488,123.6107,158.1652,4.319312,-201.830628785863,-197.3186,-42.43787,2471.79831649123,2390.74,613.143,75.28944,75.61562,27019.02,5879.5
20.70038,S,20.70038,2.355501,0.003381672,0.8677557,0.0004382941,0,129.7223,672.072,0.3389093,123.6107,158.2697,4.332372,-197.992888229973,-193.5866,-41.53808,2451.84851197778,2371.215,608.9489,75.26852,75.59718,27257.01,5940.604
20.80038,S,20.80038,2.338882,0.003530593,0.8700876,0.0004595033,0,129.7223,657.0742,0.3464553,123.6107,158.3701,4.344924,-194.274130096547,-189.9703,-40.66599,2432.2755312514,2352.056,604.8434,75.24741,75.57856,27493.08,6001.293
20.90038,S,20.90038,2.322566,0.003513136,0.872398,0.0004599273,0,129.7223,642.5369,0.3382106,123.6107,158.467,4.357036,-190.669615455725,-186.4659,-39.81671,2413.06705482343,2333.251,600.8236,75.22596,75.55978,27727.25,6061.576
21.00039,S,21.00039,2.306549,0.003430152,0.8746865,0.0004490835,0,129.7223,628.442,0.3221527,123.6107,158.5603,4.368695,-187.175032983287,-183.0688,-38.99112,2394.21483345735,2314.792,596.8876,75.20428,75.5408,27959.55,6121.46
21.10039,S,21.10039,2.29082,0.003481176,0.876954,0.0004539705,0,129.7223,614.7715,0.3177558,123.6107,158.6493,4.379825,-183.785665018785,-179.7734,-38.19287,2375.70661038147,2296.667,593.0327,75.18256,75.52164,28190.03,6180.955
21.20039,S,21.20039,2.275371,0.003637425,0.8792007,0.0004742549,0,129.7223,601.509,0.3239678,123.6107,158.7343,4.390445,-180.497237653872,-176.5756,-37.42072,2357.53296683877,2278.867,589.2562,75.16079,75.50233,28418.72,6240.069
21.30039,S,21.30039,2.260162,0.003719191,0.8814317,0.000486903,0,129.7223,600.7397,0.3313384,123.6107,158.8158,4.400632,-180.304474892816,-176.3779,-37.42379,2339.62175109092,2261.322,585.5406,75.13876,75.48283,28645.64,6298.809
21.40039,S,21.40039,2.244959,0.003707879,0.8836812,0.0004871809,0,129.7223,587.9513,0.3236491,123.6107,158.8952,4.410563,-177.133882561693,-173.2955,-36.67536,2321.79000297399,2243.855,581.8395,75.11645,75.46317,28870.81,6357.177
21.5004,S,21.5004,2.230017,0.003680234,0.8859113,0.0004829104,0,129.7223,575.5015,0.3132332,123.6107,158.971,4.420033,-174.047255173456,-170.2949,-35.94571,2304.26938368459,2226.69,578.212,75.09393,75.44332,29094.25,6415.179
21.6004,S,21.6004,2.215333,0.003730827,0.8881215,0.0004883975,0,129.7223,563.3801,0.3093528,123.6107,159.0428,4.429015,-171.042093067848,-167.3732,-35.23648,2287.05661749782,2209.824,574.6566,75.07134,75.4233,29315.99,6472.822
21.7004,S,21.7004,2.200896,0.003832985,0.890313,0.0005032968,0,129.7223,551.5744,0.3113462,123.6107,159.1109,4.437524,-168.115074179378,-164.5272,-34.54676,2270.13949602751,2193.245,571.171,75.04862,75.4031,29536.05,6530.112
21.8004,S,21.8004,2.186701,0.003912678,0.8924857,0.0005146235,0,129.7223,540.0737,0.3109609,123.6107,159.1754,4.445588,-165.263808942068,-161.755,-33.87398,2253.51081557198,2176.946,567.7535,75.02571,75.38271,29754.48,6587.058
21.90041,S,21.90041,2.172741,0.003939509,0.8946401,0.0005175254,0,129.7223,528.8683,0.3054928,123.6107,159.2366,4.453233,-162.485894568256,-159.0544,-33.21692,2237.16246973887,2160.919,564.4025,75.00256,75.36214,29971.29,6643.665
22.00041,S,22.00041,2.159013,0.003928782,0.8967761,0.0005175503,0,129.7223,517.9479,0.2984909,123.6107,159.2943,4.460446,-159.778644200236,-156.4226,-32.57584,2221.09010548425,2145.16,561.1163,74.9792,75.34138,30186.51,6699.941
22.10041,S,22.10041,2.145508,0.003984911,0.8988944,0.0005229053,0,129.7223,507.3031,0.2946891,123.6107,159.3484,4.467208,-157.139727854392,-153.8571,-31.95132,2205.28365324596,2129.659,557.8931,74.95573,75.32045,30400.17,6755.891
22.20041,S,22.20041,2.132221,0.00407076,0.9009951,0.0005347913,0,129.7223,496.9248,0.2945375,123.6107,159.399,4.473538,-154.566910077516,-151.3557,-31.34297,2189.73787299733,2114.411,554.7315,74.93212,75.29934,30612.3,6811.521
22.30042,S,22.30042,2.119149,0.00412685,0.9030782,0.0005434159,0,129.7223,486.8044,0.2925199,123.6107,159.4463,4.479445,-152.058151590082,-148.9167,-30.74895,2174.4475241202,2099.411,551.6298,74.90832,75.27805,30822.91,6866.839
22.40042,S,22.40042,2.106286,0.00415267,0.9051441,0.0005478174,0,129.7223,476.9339,0.2882544,123.6107,159.4902,4.484944,-149.611380620927,-146.5381,-30.1687,2159.40548239589,2084.652,548.5867,74.88432,75.25659,31032.04,6921.849
22.50042,S,22.50042,2.093625,0.004201496,0.9071934,0.0005530354,0,129.7223,467.3045,0.2844841,123.6107,159.5309,4.490027,-147.224382585114,-144.2176,-29.60241,2144.60380241961,2070.126,545.6012,74.86014,75.23492,31239.7,6976.558
22.60042,S,22.60042,2.081162,0.004261537,0.9092263,0.0005610324,0,129.7223,457.909,0.2821667,123.6107,159.5684,4.494708,-144.895350921197,-141.9534,-29.04987,2130.03906310063,2055.83,542.6714,74.83581,75.21309,31445.93,7030.972
22.70042,S,22.70042,2.068894,0.00431632,0.9112427,0.0005682225,0,129.7223,448.7399,0.2794442,123.6107,159.6026,4.498982,-142.622636596846,-139.744,-28.51019,2115.70420491978,2041.757,539.7961,74.81129,75.19106,31650.73,7085.095
22.80043,S,22.80043,2.056815,0.004364557,0.9132429,0.0005747198,0,129.7223,439.7903,0.276399,123.6107,159.6336,4.502868,-140.404305507025,-137.5875,-27.98301,2101.59403517141,2027.902,536.9739,74.78661,75.16887,31854.15,7138.933
22.90043,S,22.90043,2.04492,0.004417926,0.9152276,0.0005808909,0,129.7223,431.0527,0.2732261,123.6107,159.6616,4.506364,-138.238615422907,-135.4822,-27.46795,2087.70255652675,2014.259,534.204,74.76173,75.14646,32056.19,7192.492
23.00043,S,23.00043,2.033206,0.004471366,0.9171965,0.0005882961,0,129.7223,422.5211,0.2706534,123.6107,159.6865,4.509471,-136.12396966136,-133.4265,-26.96487,2074.02657056509,2000.825,531.4852,74.73667,75.12389,32256.87,7245.776
23.10043,S,23.10043,2.021669,0.004518094,0.9191502,0.000593544,0,129.7223,414.1897,0.2671174,123.6107,159.7083,4.5122,-134.059132783151,-131.4193,-26.47298,2060.56082013654,1987.595,528.816,74.71145,75.10114,32456.22,7298.791
23.20044,S,23.20044,2.010306,0.004568405,0.9210885,0.0006000921,0,129.7223,406.0522,0.2642041,123.6107,159.7271,4.514552,-132.042351675951,-129.4588,-25.99234,2047.300257038,1974.564,526.1954,74.68606,75.0782,32654.26,7351.541
23.30044,S,23.30044,1.999108,0.004640877,0.9230103,0.0006094021,0,129.7223,398.1001,0.2625041,123.6107,159.7429,4.516528,-130.071501383179,-127.5429,-25.52262,2034.23674688606,1961.724,523.6218,74.6605,75.05508,32851.02,7404.032
23.40044,S,23.40044,1.988074,0.004710552,0.9250084,0.0006179824,0,129.7223,390.3684,0.2604689,123.6107,159.7559,4.518146,-128.15538220664,-125.6802,-25.0657,2021.36723617811,1949.072,521.0947,74.63475,75.03175,33046.49,7456.268
23.50044,S,23.50044,1.9772,0.004765361,0.926985,0.0006247048,0,129.7223,382.8085,0.2576553,123.6107,159.766,4.51941,-126.281898908466,-123.859,-24.61841,2008.68756166058,1936.604,518.6129,74.6088,75.00824,33240.71,7508.252
23.60044,S,23.60044,1.966482,0.00480763,0.9289405,0.0006305689,0,129.7223,375.4151,0.2545168,123.6107,159.7732,4.520318,-124.449735229496,-122.078,-24.18054,1996.19357603517,1924.316,516.1753,74.58266,74.98454,33433.7,7559.993
23.70045,S,23.70045,1.955919,0.004847791,0.9308751,0.0006353739,0,129.7223,368.1844,0.2509968,123.6107,159.7777,4.520877,-122.657961323807,-120.3363,-23.75185,1983.88307583535,1912.206,513.7808,74.55636,74.96068,33625.46,7611.491
23.80045,S,23.80045,1.945504,0.004918351,0.9327896,0.0006445313,0,129.7223,361.1111,0.2492127,123.6107,159.7793,4.521077,-120.905245595068,-118.6325,-23.33256,1971.7481066415,1900.266,511.4286,74.52989,74.93661,33816.03,7662.75
23.90045,S,23.90045,1.935237,0.005006941,0.9346837,0.0006540563,0,129.7223,354.1905,0.2475487,123.6107,159.7783,4.520949,-119.190382125113,-116.9655,-22.92202,1959.78658763664,1888.494,509.118,74.50325,74.91235,34005.42,7713.777
24.00045,S,24.00045,1.925113,0.005068748,0.9365584,0.0006626131,0,129.7223,347.4192,0.245503,123.6107,159.7746,4.520482,-117.512619974069,-115.3346,-22.5199,1947.99629890414,1876.888,506.848,74.47642,74.88792,34193.64,7764.575
24.10046,S,24.10046,1.91513,0.005126116,0.9384136,0.0006697241,0,129.7223,340.7934,0.2429265,123.6107,159.7682,4.519692,-115.870933257141,-113.7388,-22.12597,1936.37225202444,1865.443,504.6179,74.44939,74.86328,34380.7,7815.148
24.20046,S,24.20046,1.905285,0.005169291,0.9402495,0.0006745185,0,129.7223,334.3084,0.2395434,123.6107,159.7593,4.518579,-114.264269468761,-112.1771,-21.73986,1924.91126329234,1854.156,502.4266,74.42217,74.83846,34566.62,7865.5
24.30046,S,24.30046,1.895573,0.005239466,0.9420672,0.0006829509,0,129.7223,327.96,0.2374756,123.6107,159.7478,4.517144,-112.691507145778,-110.6483,-21.36187,1913.60836994804,1843.022,500.2736,74.39478,74.81345,34751.43,7915.634
24.40046,S,24.40046,1.885994,0.005295949,0.9438661,0.000688786,0,129.7223,321.7455,0.2345204,123.6107,159.7339,4.515405,-111.151921706753,-109.1518,-20.99129,1902.46134328956,1832.039,498.1577,74.3672,74.78824,34935.12,7965.555
24.50047,S,24.50047,1.876543,0.005375655,0.9456471,0.0006982401,0,129.7223,315.6604,0.232806,123.6107,159.7175,4.51335,-109.644485355215,-107.6865,-20.6284,1891.46719656003,1821.204,496.0786,74.33945,74.76285,35117.73,8015.267
24.60047,S,24.60047,1.867221,0.005437691,0.9474099,0.0007062827,0,129.7223,309.7022,0.230615,123.6107,159.6987,4.510999,-108.168595118094,-106.2519,-20.27261,1880.62472883885,1810.516,494.0354,74.31153,74.73727,35299.26,8064.772
24.70047,S,24.70047,1.858022,0.005510713,0.9491553,0.0007151654,0,129.7223,303.8672,0.2286965,123.6107,159.6775,4.508351,-106.723266435619,-104.847,-19.92391,1869.92800766056,1799.969,492.0275,74.28342,74.7115,35479.73,8114.075
24.80047,S,24.80047,1.848944,0.005591186,0.9508836,0.0007240447,0,129.7223,298.1515,0.2267697,123.6107,159.654,4.505408,-105.307562188527,-103.4709,-19.58202,1859.37293628622,1789.559,490.054,74.25511,74.68552,35659.16,8163.178
24.90047,S,24.90047,1.839985,0.005648118,0.9525949,0.0007315186,0,129.7223,292.5526,0.2244063,123.6107,159.6282,4.502191,-103.920842159256,-102.123,-19.24667,1848.95933389617,1779.286,488.1142,74.22661,74.65936,35837.55,8212.085
25.00048,S,25.00048,1.831143,0.005713966,0.9542894,0.0007380572,0,129.7223,287.0671,0.2217742,123.6107,159.6003,4.498706,-102.562293930315,-100.8025,-18.91772,1838.68323601187,1769.146,486.2077,74.19792,74.633,36014.92,8260.801
25.10048,S,25.10048,1.822415,0.005776988,0.9559675,0.0007452344,0,129.7223,281.6927,0.2193546,123.6107,159.5702,4.494943,-101.231351268214,-99.50883,-18.59514,1828.54255348267,1759.137,484.3339,74.16904,74.60645,36191.28,8309.327
25.20048,S,25.20048,1.8138,0.005846875,0.9576293,0.000753865,0,129.7223,276.4259,0.2173702,123.6107,159.5381,4.49092,-99.9270968986015,-98.24108,-18.27881,1818.5341682774,1749.256,482.4919,74.13999,74.57971,36366.65,8357.669
25.30048,S,25.30048,1.805295,0.005917854,0.9592751,0.0007609131,0,129.7223,271.2646,0.2149381,123.6107,159.5039,4.48665,-98.6490575883424,-96.99884,-17.96835,1808.65597412476,1739.501,480.6811,74.11076,74.55278,36541.04,8405.827
25.40049,S,25.40049,1.796898,0.00599793,0.9609469,0.0007697319,0,129.7223,266.2169,0.2130138,123.6107,159.4677,4.482121,-97.3992244209388,-95.78398,-17.6646,1798.90398302099,1729.868,478.9009,74.08134,74.52566,36714.46,8453.806
25.50049,S,25.50049,1.788605,0.006073303,0.963051,0.0007787194,0,129.7223,261.3899,0.2111329,123.6107,159.4296,4.477359,-96.2040140339648,-94.62208,-17.37453,1789.27600518606,1720.355,477.1504,74.05173,74.49834,36886.93,8501.607
25.60049,S,25.60049,1.780413,0.00615945,0.9651822,0.0007875821,0,129.7223,256.6651,0.2092146,123.6107,159.3896,4.472367,-95.0341996985406,-93.48486,-17.09035,1779.76598773004,1710.956,475.4285,74.02195,74.47083,37058.44,8549.236
25.70049,S,25.70049,1.772317,0.006258871,0.9673398,0.0007988271,0,129.7223,252.039,0.2079136,123.6107,159.3478,4.467135,-93.8888502210209,-92.37138,-16.81203,1770.3709562081,1701.668,473.7349,73.99197,74.44309,37229.03,8596.695
25.8005,S,25.8005,1.764318,0.006329512,0.9695218,0.0008067405,0,129.7223,247.5086,0.2057366,123.6107,159.3042,4.461694,-92.7673213615016,-91.28109,-16.539,1761.09064312647,1692.491,472.0686,73.96178,74.41518,37398.69,8643.985
25.9005,S,25.9005,1.756413,0.006392032,0.9717274,0.0008137341,0,129.7223,243.0711,0.2033384,123.6107,159.2591,4.456048,-91.6688236345302,-90.21319,-16.27125,1751.92213277926,1683.422,470.4295,73.93138,74.38706,37567.43,8691.109
26.0005,S,26.0005,1.7486,0.00646508,0.9739555,0.0008212657,0,129.7223,238.7232,0.2010898,123.6107,159.2123,4.450206,-90.5925922898914,-89.16692,-16.00869,1742.86138924076,1674.457,468.8169,73.90079,74.35874,37735.28,8738.071
26.1005,S,26.1005,1.740877,0.006542593,0.9762048,0.0008303308,0,129.7223,234.4623,0.199222,123.6107,159.164,4.444167,-89.5379393444388,-88.1416,-15.75122,1733.90825373064,1665.596,467.2302,73.87001,74.33022,37902.24,8784.873
26.2005,S,26.2005,1.733247,0.006592686,0.9784728,0.0008344051,0,129.7223,230.2866,0.1961797,123.6107,159.1144,4.437959,-88.5044951861689,-87.13695,-15.49831,1725.06451253878,1656.841,465.6689,73.83906,74.30154,38068.32,8831.518
26.30051,S,26.30051,1.725702,0.006700085,0.9807606,0.0008455759,0,129.7223,226.1924,0.1948172,123.6107,159.0632,4.431565,-87.4912330900016,-86.15183,-15.25051,1716.32051963682,1648.182,464.1329,73.80792,74.27262,38233.52,8878.008
26.40051,S,26.40051,1.718238,0.006845296,0.9830678,0.0008628315,0,129.7223,222.1766,0.1948065,123.6107,159.0106,4.424987,-86.4974015683812,-85.18553,-15.00753,1707.67414521927,1639.617,462.6214,73.7766,74.24348,38397.87,8924.346
26.50051,S,26.50051,1.710861,0.006920543,0.9853909,0.0008712365,0,129.7223,218.2388,0.1927637,123.6107,158.957,4.41829,-85.5230474824336,-84.23825,-14.76851,1699.13098166764,1631.152,461.1338,73.74506,74.21417,38561.37,8970.532
26.60051,S,26.60051,1.70354,0.006986899,0.9877388,0.000877501,0,129.7223,216.0708,0.1917644,123.6107,158.9023,4.411445,-84.9853598534695,-83.71339,-14.64854,1690.65406841234,1622.751,459.6615,73.7133,74.18466,38724.02,9016.572
26.70052,S,26.70052,1.696277,0.007074551,0.9901097,0.0008866711,0,129.7223,212.7873,0.1903677,123.6107,158.8461,4.404431,-84.1725661338924,-82.92251,-14.45262,1682.25287713145,1614.423,458.2075,73.68134,74.15493,38885.84,9062.466
26.80052,S,26.80052,1.68908,0.007167869,0.9924999,0.0008956831,0,129.7223,209.5747,0.1889438,123.6107,158.7891,4.397298,-83.3773215789641,-82.14868,-14.26086,1673.93151527394,1606.172,456.7727,73.64918,74.125,39046.82,9108.214
26.90052,S,26.90052,1.681947,0.007251086,0.9949092,0.0009045877,0,129.7223,206.4309,0.1875055,123.6107,158.7311,4.390052,-82.5991742895605,-81.39146,-14.07316,1665.69096190435,1597.999,455.3572,73.61681,74.09486,39206.99,9153.82
27.00052,S,27.00052,1.674879,0.00733965,0.997336,0.0009132926,0,129.7223,203.3539,0.1860351,123.6107,158.6724,4.382709,-81.8375735057681,-80.65032,-13.88936,1657.52811710211,1589.901,453.9602,73.58423,74.06451,39366.34,9199.286
27.10052,S,27.10052,1.667871,0.007431149,0.9997811,0.0009236412,0,129.7223,200.3415,0.1849036,123.6107,158.6129,4.375274,-81.0919759413698,-79.92471,-13.70946,1649.44095247568,1581.876,452.5813,73.55145,74.03396,39524.9,9244.613
27.20053,S,27.20053,1.660924,0.007524064,1.002243,0.00093321,0,129.7223,197.3919,0.1836172,123.6107,158.5528,4.367761,-80.3619519487774,-79.21424,-13.5332,1641.42738800275,1573.922,451.2199,73.51847,74.0032,39682.64,9289.804
27.30053,S,27.30053,1.654036,0.007620238,1.004722,0.0009428685,0,129.7223,194.5034,0.1823526,123.6107,158.4923,4.360206,-79.6470895346566,-78.5185,-13.36054,1633.48744327799,1566.039,449.8761,73.48528,73.97223,39839.59,9334.858
27.40053,S,27.40053,1.647207,0.007721141,1.007217,0.0009533288,0,129.7223,191.674,0.1812443,123.6107,158.4316,4.352614,-78.9468713090038,-77.83698,-13.1914,1625.61907303204,1558.225,448.5494,73.45189,73.94105,39995.77,9379.78
27.50053,S,27.50053,1.640434,0.007825041,1.009728,0.0009634402,0,129.7223,188.9022,0.1800696,123.6107,158.3707,4.345006,-78.2609242791912,-77.16933,-13.02562,1617.82024093251,1550.478,447.2394,73.41828,73.90965,40151.16,9424.568
27.60054,S,27.60054,1.633716,0.007931484,1.012254,0.0009746382,0,129.7223,186.1861,0.179096,123.6107,158.3098,4.337392,-77.588778891379,-76.51508,-12.86317,1610.08990407636,1542.797,445.9458,73.38447,73.87805,40305.77,9469.227
27.70054,S,27.70054,1.627053,0.008045457,1.014794,0.0009871378,0,129.7223,183.524,0.1783523,123.6107,158.2492,4.329812,-76.9300426324138,-75.87385,-12.70395,1602.42604393827,1535.18,444.6682,73.35044,73.84623,40459.64,9513.758
27.80054,S,27.80054,1.620443,0.008138134,1.01735,0.0009971007,0,129.7223,180.9149,0.177146,123.6107,158.1889,4.322282,-76.284459486381,-75.24542,-12.54773,1594.8295773963,1527.628,443.4065,73.31618,73.81419,40612.74,9558.161
27.90054,S,27.90054,1.613884,0.008241492,1.01992,0.001006705,0,129.7223,178.3571,0.1758798,123.6107,158.1293,4.314822,-75.651576469227,-74.62933,-12.39452,1587.2966054143,1520.137,442.1604,73.28171,73.78194,40765.09,9602.439
28.00055,S,28.00055,1.607377,0.00832359,1.022503,0.001014519,0,129.7223,175.8491,0.1743117,123.6107,158.0705,4.307475,-75.0310490882948,-74.02526,-12.24415,1579.82689394268,1512.707,440.9291,73.247,73.74947,40916.7,9646.595
28.10055,S,28.10055,1.60092,0.008408955,1.0251,0.001023794,0,129.7223,173.3898,0.1730066,123.6107,158.0126,4.300241,-74.4226148506554,-73.43293,-12.09671,1572.42052441644,1505.338,439.7129,73.21209,73.71679,41067.56,9690.626
28.20055,S,28.20055,1.594512,0.008518567,1.02771,0.001033538,0,129.7223,170.9777,0.1717865,123.6107,157.956,4.293168,-73.8258453589832,-72.85193,-11.95206,1565.07351160715,1498.026,438.5112,73.17696,73.68388,41217.7,9734.537
28.30055,S,28.30055,1.588152,0.00863344,1.030332,0.00104543,0,129.7223,168.6115,0.1709228,123.6107,157.9009,4.286281,-73.240473116987,-72.28199,-11.8102,1557.78773762862,1490.773,437.3239,73.14162,73.65075,41367.1,9778.329
28.40055,S,28.40055,1.581839,0.008750515,1.032967,0.001058012,0,129.7223,166.2899,0.1701636,123.6107,157.8477,4.279622,-72.6661356975434,-71.72277,-11.67097,1550.5601834536,1483.576,436.1505,73.10608,73.6174,41515.78,9822.003
28.50056,S,28.50056,1.575572,0.008873302,1.035615,0.001069964,0,129.7223,164.0122,0.1692954,123.6107,157.7964,4.273217,-72.1026827361292,-71.17413,-11.5343,1543.38986863173,1476.434,434.9909,73.0703,73.58383,41663.74,9865.56
28.60056,S,28.60056,1.569349,0.008990232,1.038339,0.001083368,0,129.7223,161.787,0.1686474,123.6107,157.7475,4.267106,-71.5522387991054,-70.63811,-11.40089,1536.27679632383,1469.347,433.8451,73.03429,73.55003,41811,9909.001
28.70056,S,28.70056,1.563171,0.009111659,1.041371,0.001095288,0,129.7223,159.6478,0.1677593,123.6107,157.7014,4.26134,-71.0230184621085,-70.12267,-11.27299,1529.21784196915,1462.312,432.7122,72.99805,73.51601,41957.55,9952.329
28.80056,S,28.80056,1.557033,0.009219071,1.044411,0.001106767,0,129.7223,157.5463,0.1667996,123.6107,157.6583,4.255948,-70.5031775079741,-69.61635,-11.14728,1522.21095339451,1455.327,431.5917,72.96158,73.48175,42103.39,9995.544
28.90057,S,28.90057,1.550936,0.009332458,1.047459,0.00111776,0,129.7223,155.4816,0.1657653,123.6107,157.6186,4.250989,-69.9924177958991,-69.11886,-11.02369,1515.25617869806,1448.392,430.4838,72.92487,73.44727,42248.55,10038.65
29.00057,S,29.00057,1.544881,0.009430748,1.050514,0.00112838,0,129.7223,153.4528,0.1646769,123.6107,157.5828,4.246514,-69.4905857638184,-68.63005,-10.90219,1508.35347645902,1441.507,429.3883,72.88791,73.41254,42393.01,10081.64
29.10057,S,29.10057,1.538866,0.009503582,1.053576,0.001135216,0,129.7223,151.4593,0.1630475,123.6107,157.5513,4.242572,-68.9975158426773,-68.14978,-10.78261,1501.50266077228,1434.672,428.3046,72.85072,73.37762,42536.79,10124.53
29.20057,S,29.20057,1.532889,0.009619332,1.056645,0.001146355,0,129.7223,149.4998,0.1620453,123.6107,157.5243,4.239205,-68.5128565614112,-67.67766,-10.66517,1494.69899314529,1427.882,427.2328,72.8133,73.34243,42679.88,10167.3
29.30058,S,29.30058,1.526952,0.00971722,1.059721,0.001157064,0,129.7223,147.5738,0.1609839,123.6107,157.5026,4.236493,-68.0365051984594,-67.21362,-10.54966,1487.94624472374,1421.141,426.1727,72.77565,73.30703,42822.3,10209.97
29.40058,S,29.40058,1.521051,0.009835012,1.062804,0.001168486,0,129.7223,145.6806,0.1600221,123.6107,157.4865,4.234471,-67.5682832526978,-66.75748,-10.43608,1481.24047128475,1414.445,425.1239,72.73778,73.27139,42964.04,10252.54
29.50058,S,29.50058,1.515187,0.00997443,1.065894,0.001184115,0,129.7223,143.8191,0.1596266,123.6107,157.4765,4.233222,-67.1078944535954,-66.30893,-10.3245,1474.58170381516,1407.794,424.0865,72.69968,73.2355,43105.12,10295
29.60058,S,29.60058,1.509359,0.010109,1.068992,0.001198548,0,129.7223,141.9888,0.1590542,123.6107,157.4731,4.232804,-66.655253183245,-65.86792,-10.21469,1467.9688551868,1401.187,423.06,72.66134,73.19938,43245.54,10337.36
29.70058,S,29.70058,1.503567,0.01022722,1.072095,0.001213034,0,129.7223,140.189,0.1584766,123.6107,157.4772,4.233312,-66.2101612087224,-65.43425,-10.10665,1461.4028741404,1394.625,422.0444,72.62274,73.16302,43385.29,10379.61
29.80059,S,29.80059,1.49781,0.01036309,1.075205,0.001227407,0,129.7223,138.419,0.1578721,123.6107,157.4891,4.234801,-65.7724551795058,-65.00776,-10.00035,1454.88095604527,1388.105,421.0399,72.5839,73.1264,43524.4,10421.76
29.90059,S,29.90059,1.492086,0.01046736,1.078322,0.001239467,0,129.7223,136.6781,0.1569634,123.6107,157.5098,4.237384,-65.341968450705,-64.5883,-9.895673,1448.4028219461,1381.627,420.0455,72.54479,73.08955,43662.86,10463.82
30.00059,S,30.00059,1.486396,0.01057214,1.081444,0.001251249,0,129.7223,134.9655,0.1560184,123.6107,157.5396,4.241115,-64.9185164646662,-64.17568,-9.792644,1441.96768647758,1375.19,419.0618,72.50542,73.05244,43800.66,10505.78
30.10059,S,30.10059,1.48074,0.01065889,1.084573,0.001261889,0,129.7223,133.2808,0.1549331,123.6107,157.5796,4.246108,-64.5019711033548,-63.76978,-9.691204,1435.57540720618,1368.794,418.0883,72.46577,73.01508,43937.83,10547.64
30.2006,S,30.2006,1.475117,0.01072223,1.087708,0.001269924,0,129.7223,131.6235,0.1535374,123.6107,157.6303,4.252446,-64.0922420849351,-63.37052,-9.591282,1429.22688584011,1362.44,417.1248,72.42588,72.9775,44074.36,10589.4
30.3006,S,30.3006,1.469525,0.01080918,1.090849,0.001280286,0,129.7223,129.9926,0.1524324,123.6107,157.6924,4.260219,-63.6890371612778,-62.97759,-9.492977,1422.91831285639,1356.124,416.1713,72.38573,72.93964,44210.26,10631.06
30.4006,S,30.4006,1.463966,0.01088583,1.093995,0.001291027,0,129.7223,128.3879,0.1513773,123.6107,157.7669,4.269525,-63.2923233413257,-62.59097,-9.396205,1416.65150655436,1349.848,415.2275,72.34533,72.90155,44345.52,10672.63
30.5006,S,30.5006,1.458438,0.01095418,1.097147,0.001300592,0,129.7223,126.8087,0.1501907,123.6107,157.8546,4.280484,-62.9019486887572,-62.21052,-9.300879,1410.4253876498,1343.611,414.293,72.30468,72.86322,44480.16,10714.11
30.60061,S,30.60061,1.452938,0.01107224,1.100306,0.001316629,0,129.7223,125.2544,0.1497481,123.6107,157.9562,4.293191,-62.5176838076306,-61.83598,-9.207191,1404.23723216011,1337.41,413.3682,72.26379,72.82461,44614.18,10755.49
30.70061,S,30.70061,1.444857,0.01117338,1.104858,0.001331728,0,129.7223,123.8797,0.1491861,123.6107,158.1344,4.315469,-62.1775543124939,-61.50414,-9.126282,1398.08560890549,1331.244,412.4515,72.22266,72.78576,44747.59,10796.78
30.80061,S,30.80061,1.438536,0.0112846,1.108513,0.001347993,0,129.7223,122.4242,0.1487419,123.6107,158.2999,4.336146,-61.817645018515,-61.15321,-9.039145,1391.96980271688,1325.112,411.5437,72.18124,72.74663,44880.37,10837.98
30.90061,S,30.90061,1.432254,0.01136002,1.112177,0.00136209,0,129.7223,120.9909,0.1480486,123.6107,158.4891,4.359801,-61.4632362457632,-60.80764,-8.95323,1385.89258995319,1319.017,410.6445,72.13954,72.70727,45012.55,10879.09
31.00061,S,31.00061,1.426009,0.01143398,1.11585,0.001375705,0,129.7223,119.5791,0.1472974,123.6107,158.7037,4.38663,-61.1141723518552,-60.46727,-8.868558,1379.85016733204,1312.955,409.7539,72.09756,72.66763,45144.11,10920.11
