time,thrust,OF,ox_tank.pressure,ox_tank.temperature,combustion_chamber.temperature,propellant_mass,propellant_CG,combustion_chamber.fuel_grain.geometry.length_regressed,nozzle.exit_pressure,ox_tank.ox_mass,ox_tank.oxidizer_center_of_mass,fuel_grain.fuel_mass,fuel_grain.total_CG
11.348999999999934,4563.945942393859,9.270614774256035,3536985.422592804,278.03958162558087,2956.623602993143,21.191651455776444,2.4594734428608387,0.010904705366055404,78171.1671452139,13.621417220716397,1.970112300791375,7.570234235060048,3.34
11.388999999999934,4555.1634162819755,9.270586633010346,3529928.956968052,277.95913133010447,2956.472798730436,21.088479063615495,2.46059451528657,0.010934575308280904,78044.87675626019,13.52735598779091,1.9690503355167226,7.561123075824582,3.34
11.428999999999933,4546.34917894814,9.270518541248547,3522854.4397471296,277.87835605938824,2956.3230574161953,20.985475846200902,2.4617079804726325,0.01096439267653111,77918.27406415851,13.433447893093973,1.9679489742035623,7.55202795310693,3.34
11.468999999999932,4537.502947483812,9.27041025514834,3515761.694857988,277.7972524801957,2956.174382541063,20.882642363520247,2.462813864982547,0.01099415744280234,77791.355168436,13.339693488071259,1.9668077028764936,7.542948875448989,3.34
11.508999999999931,4528.624425706304,9.270261547051158,3508650.543383368,277.7158172038256,2956.0267766880393,20.779979181134124,2.463912196461401,0.011023869577572426,77664.11590480547,13.246093329278287,1.9656259965994436,7.533885851855835,3.34
11.54899999999993,4519.713313574138,9.270072168348943,3501520.803479822,277.6340467846419,2955.880243191887,20.67748687006426,2.4650030036746284,0.011053529049822645,77536.55211400149,13.152647978275219,1.964403319183478,7.524838891789041,3.34
11.58899999999993,4510.769306750099,9.26984186884474,3494372.290311967,277.5519377187606,2955.7347853498486,20.575166006927038,2.4660863165449762,0.011083135827010811,77408.65956537495,13.059358001752166,1.963139122887993,7.515808005174872,3.34
11.628999999999929,4501.792096116144,9.269570393720684,3487204.815981222,277.46948644265643,2955.5904065349255,20.473017174021372,2.4671621661913243,0.011112689875053322,77280.4339604898,12.966223971611605,1.961832848111788,7.506793202409769,3.34
11.668999999999928,4492.78136776646,9.269257483208223,3480018.1894522794,277.3866893317258,2955.4471102083885,20.371040959418604,2.468230584968826,0.011142191158306737,77151.87093384669,12.873246465052633,1.960483923074192,7.497794494365971,3.34
11.708999999999927,4483.73680288262,9.268902872677993,3472812.2164774733,277.30354269880655,2955.304899913314,20.269237957056855,2.469291606510366,0.011171639639548361,77022.96605039762,12.780426064659425,1.9590917634858684,7.48881189239743,3.34
