,Total Impulse,Total Specific Impulse,Used Specific Impulse,Burn Time,Average Thrust,Average OF,Average Regression,Length Regressed,Combustion Efficiency,Launch Temperature
0,85627.67812228811,154.15962020345054,177.96757589280614,17.503999999999806,4891.892031666423,12.097779433858403,0.0008801104818368309,0.010376090976286534,0.8481230412631422,294.35310745434623
1,84556.72858192207,152.23153832595168,170.82456309692205,19.701999999999757,4291.784010857939,8.33871976448437,0.0010170691245048244,0.015430403491039673,0.8310161570439764,287.29423934887234
2,85086.1076372397,153.18460485655265,176.53233624336488,17.990999999999794,4729.370665179294,12.042488952880575,0.0008491390377561404,0.010487563877295283,0.8628815742368134,293.38792508512853
3,85117.44466607185,153.24102241415792,176.18722394929264,19.821999999999754,4294.089631019721,9.059703444162208,0.0008989632870520023,0.012979614656687182,0.797687132776176,287.4710354198091
4,102264.50901517244,184.11170565149104,198.45535530904567,21.875999999999713,4674.73528136651,5.596055034892095,0.0012085669062568813,0.022692555881413255,0.8680881953156447,287.9058880537335
5,91743.97365633093,165.17108071781286,182.61257867627748,21.06899999999973,4354.453161342831,7.3695191280604115,0.0010698024187916991,0.01774269534312562,0.8396774558549756,286.58146243003455
6,92543.80674217039,166.61105862499227,183.61920499465097,23.901999999999667,3871.801804960743,6.769039850992225,0.0009883485145864676,0.018871885282520307,0.8129297251491681,280.8789453129508
7,77615.26681490231,139.73449142328664,167.23049662954674,19.44999999999976,3990.5021498664914,13.987184436118618,0.0006464289167887699,0.007456697436589733,0.8233699132762575,284.9538868701478
8,93506.77476385023,168.34473618983554,184.94437565415882,22.148999999999706,4221.715416671248,7.605535018150124,0.0010252915336707508,0.018074873020640744,0.8496214413206001,285.0955446655699
9,94741.48715653084,170.5676481931752,193.34831324075125,21.07599999999973,4495.230933598978,9.849104749003542,0.0008560816345236857,0.013122938397981659,0.889087354445389,287.36740650099125
10,85962.93604292985,154.76320113486992,176.7781401112199,22.068999999999708,3895.18945321179,9.22948043716147,0.0008243584790024564,0.013359890275800904,0.8042611550194184,283.8356391020782
11,84830.40845369242,152.72425733941358,174.6277090761078,16.522999999999826,5134.080279228549,10.414050021405412,0.0010412467804566175,0.012255816907984005,0.8006423714492895,296.25749655788564
12,90265.2553716969,162.50887319162578,182.2930240437765,16.87599999999982,5348.735208088283,8.311016539015004,0.001214764361848431,0.015585968841707367,0.7982442147932143,297.42627816907526
13,90177.82368583012,162.3514657296633,185.26602669755707,17.075999999999816,5280.968826764529,9.809343217094554,0.0010193540275578923,0.012478241184140164,0.8334445156058438,296.309182617866
14,96420.39700854248,173.59027020999918,190.99549932234507,24.381999999999657,3954.5729229982708,6.286144892817997,0.0009838566033066006,0.019839100933066855,0.8589427605978182,280.81529106979497
15,98497.342477245,177.32949485861332,189.32038288162107,20.98899999999973,4692.807779181774,5.321916481640145,0.0013140314874401553,0.023863269434121478,0.7967631701521719,289.46368090935385
16,107892.76227848166,194.24452023326046,211.13046741432998,18.35599999999979,5877.792671523366,5.807035385223935,0.0014002829105104323,0.0214823116524928,0.90687779345478,296.7394390427556
17,94015.37966437916,169.26040201213166,191.98865281443963,18.52999999999978,5073.684817289814,9.3434299232588,0.0009896333039691788,0.013574039318511928,0.8702582851306979,295.21790800660693
18,89744.00676766962,161.5704443028538,179.91740568823516,20.98199999999973,4277.190294903764,8.190894635561248,0.0010112808401863064,0.016371150968090116,0.8413132961794031,286.103265631687
19,104562.51683552959,188.24891946575428,212.10024515124752,22.254999999999704,4698.38314246376,7.30812564037973,0.000928660673478009,0.01625795289941809,0.9645365639758371,286.9525609327038
20,80890.00703340519,145.63016347021986,169.1297718214389,20.209999999999745,4002.4743707771504,10.820506576055244,0.0007943339531498976,0.010954751417467538,0.8229194963114324,285.7911596423581
21,89719.46534358362,161.52626119875345,181.4170931408006,18.18899999999979,4932.622208124947,8.422861611381752,0.0011031031233775814,0.015270289885505635,0.8136520845595567,293.8209236892311
22,102161.46579316266,183.92619199144664,197.20037686521422,22.82899999999969,4475.0740633914775,6.085174788052396,0.0011658633509795714,0.02247099774676524,0.8925959746661939,285.86621670900206
23,93448.06370767167,168.23903585647716,187.32111907629107,22.461999999999698,4160.27351561183,7.211210127249699,0.0009732428958226339,0.01735390518846158,0.8341905832655262,284.0128766074202
24,93186.8676916429,167.76879212789976,185.47952085028732,17.868999999999797,5215.001829517262,7.727169247796209,0.0012332583738639182,0.017280582874710307,0.8392036969630129,295.39184000043554
25,90315.6295342171,162.59956421504805,179.3943196474282,21.50199999999972,4200.336226128653,7.543066036309076,0.0010402194415203533,0.017750797568586323,0.8566216533165272,284.0490906957185
26,92181.31148706657,165.95844101258254,181.7098011291308,21.261999999999723,4335.495790004128,6.9994491249803925,0.0011053337452585318,0.019060458427980268,0.8095560649369266,286.3809790222489
27,93949.114391218,169.14110145923553,187.38034112393203,21.301999999999722,4410.342427528834,8.505849200080178,0.0009892823929326037,0.016241073725808245,0.8543630411070269,286.6014165680529
28,92868.89055295633,167.1963226179442,180.52625001875393,20.388999999999744,4554.852643727378,6.0220923520701195,0.001258628235110682,0.021828807168746814,0.8135082631855641,287.9612494361916
29,98116.7863063856,176.644361312402,195.02701229157907,24.927999999999646,3936.0071528557046,6.614450571874293,0.0009292898114224614,0.018841531954587754,0.8807925028652713,279.4757460486233
30,98750.6738004867,177.78557940315514,190.07045047374504,21.621999999999716,4567.138738344649,5.550358352696452,0.0012619013529121897,0.023511617711557485,0.8271287080732552,287.58626032064757
31,70629.13541635755,127.15702363824421,149.7049677005246,15.390999999999849,4588.989371474124,13.093925766543911,0.0008756686296004457,0.008632505605532309,0.7291994400220922,296.3827610852259
32,113999.13965862922,205.2381246189604,220.35967687164492,22.621999999999694,5039.30420204362,5.908243777446319,0.0011925089767174323,0.022562197172749977,0.9520352978620161,288.19897762396454
33,87726.67282201495,157.93854114133734,177.93533898206073,19.58199999999976,4479.9649076711285,8.11237229448947,0.0010372166936406914,0.015391670025264474,0.8165711322487146,288.42980506338876
34,96794.46981158607,174.26373143784284,195.29408285324357,21.654999999999717,4469.8439072540905,7.2297898488389745,0.0009839031470378536,0.01682025751010491,0.8976722825157346,286.1824055532481
35,84629.57160384151,152.36268111575777,169.60494788877426,15.915999999999839,5317.263860507815,7.601621183080089,0.0013575626439181578,0.01681516237009347,0.7600886700998712,297.8098887817142
36,93966.2436689353,169.17194012034565,188.4082621142995,20.188999999999748,4654.328776508815,8.469627035881196,0.0010051307163384808,0.015846966528088657,0.864724112691562,290.08105630054115
37,89810.58069633304,161.69030054307026,186.3707594011345,16.715999999999823,5372.7315563731745,9.960567611659572,0.0010153774120335482,0.012063237082678943,0.8586598068176096,297.0118912596654
38,99241.39538832214,178.66904903896972,201.789140921544,23.214999999999684,4274.882420345617,7.559727686431524,0.0009075966859797101,0.015887068828357987,0.8820213795884417,283.2412030306865
39,92513.45714587778,166.55641878959798,184.6987303304065,18.428999999999785,5019.993333652334,7.5730554848163,0.0011921168250265388,0.017213578006464857,0.8441733084332234,292.9693386308297
40,92023.28788839113,165.67394354062964,181.3299553958307,21.02199999999973,4377.475401407683,6.994319672607322,0.0011202425346473971,0.019207794574929948,0.8467504400897123,287.449155064115
41,92538.17903546925,166.60092679441263,183.30902434083848,20.861999999999732,4435.729030556536,7.108847901876521,0.0011125205589315578,0.01853197217302381,0.8163607203463147,287.4864765733917
42,100612.5249769509,181.13755947003446,205.67529125797577,18.428999999999785,5459.467414235828,7.86871144409743,0.0010911407585178286,0.015203114272323947,0.8855291983476381,295.3566407889295
43,80819.2872390166,145.50284322888106,169.32575987011288,20.14399999999975,4012.0774046374904,12.428134848373285,0.0007321624870985367,0.009713176244296884,0.8442083599591967,286.13894990670804
44,101238.69191151268,182.2648778667583,199.94269436289082,17.402999999999807,5817.312642160191,6.431251662678176,0.0013924406305780082,0.01970024001783122,0.8602408577090945,299.29367106955897
45,93041.60844773958,167.50727493670377,182.92856952266743,22.4219999999997,4149.567765932603,6.259184388175314,0.001119296388947494,0.02051266784885356,0.8122099368780592,283.5565380981249
46,92248.44836668466,166.07931076043192,185.48593973057888,26.25499999999962,3513.5573554251,7.173127340835866,0.0008202075634747344,0.01719522413676235,0.8520862607106575,276.19637428297347
47,87266.23563058772,157.1095939584347,177.65195606718734,17.148999999999813,5088.706958457558,7.947247863841805,0.001161046354834742,0.015312471822516173,0.7893471299957878,294.54580447763925
48,93912.72829235946,169.0755938184385,189.23987557169286,18.115999999999794,5183.966013047059,8.888746353934422,0.001108889096885264,0.015168030291136147,0.842909400917643,295.2849691723925
49,91456.84565375544,164.65415038877137,187.23436723943306,22.3489999999997,4092.211985044372,9.501946472036103,0.0008096424379437875,0.013215416332551513,0.8774586635013303,284.2256140612077
50,108794.03596556904,195.86712652537935,212.42438144755036,20.10899999999975,5410.216120422218,7.369201107116814,0.001192518330753323,0.019761429769037553,0.9421671531791702,293.46021005266994
51,90684.46835902537,163.26360246057334,178.37675781497614,22.4219999999997,4044.4415466517967,6.445444672466638,0.0010979291825582813,0.02027447930776779,0.8031736977424329,283.44024918266433
52,84847.86880813692,152.7556920538518,180.42204096966444,20.09699999999975,4221.917142266904,11.473327266450505,0.0007477907434272747,0.00973429123812153,0.8407577919294081,286.730216413868
53,86033.66722406955,154.89054187632345,183.71486366350453,16.677999999999823,5158.5122451175475,12.307938741727156,0.0008509693093241016,0.008879446107251178,0.8675778518974762,297.6294743296033
54,81751.78305666528,147.18166022173153,173.744622524216,19.816999999999755,4125.335977023076,12.060700168310829,0.0007071059488520508,0.009239787233600924,0.8580867555895769,286.3626077070394
55,95893.85675070412,172.64231450280056,186.8370910394065,19.828999999999755,4836.040987982516,6.050152254147506,0.001309904798710365,0.021606433557524958,0.840562688868528,290.7063764374159
56,100477.35269722075,180.89420232474933,197.29270456671435,25.29499999999964,3972.221889591705,7.616474513833384,0.0009317396298340277,0.018906525400379192,0.9157237375382453,280.47535629410686
