,time,altitude,velocity,mach,acceleration,drag,thrust,CP,CG,custom CG,RASAero CP
0,0.0,0.0,0.0,0.04435412955437373,7.509382921789006,-0.013010370506974105,235.67069288351817,,3.3949132356894216,3.5132093802340965,4.120895154179999
1,0.01,0.0,0.0,0.044384047645621295,3.4267335908714474,-0.013027935664419604,671.0555443127176,,3.3949673388088626,3.5134198756367256,4.120895154179999
2,0.02,0.0,0.0,0.044413965736868864,6.808114981595147,-0.01304551268128093,1762.1930894529287,,3.3952017338465654,3.513738729895053,4.120895154179999
3,0.03,0.00033808867730524407,0.06812471964030713,0.04442060198840921,18.015478244476007,-0.011713221025809633,2956.226463046916,,3.3955621770958557,3.5140996834636278,4.120895154179999
4,0.04,0.0019088274532959636,0.24835260518296348,0.0443930562427591,26.04859138857708,-0.008601615746932629,3811.2691172047275,,3.3959224207825534,3.5144273230508674,4.120895154179999
5,0.05,0.005667462988539681,0.508932852789068,0.044350513245656274,31.330439777988897,-0.005136874482639,4372.698568876055,,3.396282464716916,3.5147285675472673,4.120895154179999
6,0.060000000000000005,0.01227505542390117,0.8223456038328412,0.04403563212616381,34.95444291294705,-0.002306771910900601,4757.229154643775,,3.396642308708956,3.5150084513094013,4.120895154179999
7,0.07,0.022173761864971126,1.1720080593847428,0.04373499243973702,37.47500045973067,-0.000649181036827146,5024.04676134678,,3.397001952568451,3.515274856297377,4.120895154179999
8,0.08,0.035668647389609544,1.546882848186348,0.04345696750626667,39.06839129000915,-5.1388664760572343e-05,5192.0230623822345,,3.397361396104931,3.515529717488575,4.120895154179999
9,0.09,0.05296396200525191,1.9376958320084032,0.04320738362623846,40.161318542885965,3.349732877628475e-06,5306.648262068603,,3.397720639127689,3.5157781886549957,4.120895154179999
10,0.09999999999999999,0.0741930762653492,2.33944101669638,0.0429899309551642,40.86594792004321,0.00032048387127985007,5379.903077810943,,3.3980796814457745,3.5160216271483256,4.120895154179999
11,0.10999999999999999,0.09944523538634045,2.7482343541476846,0.04284789100994569,41.331841175080655,0.001822175474463853,5427.7291294973165,,3.3984385228679916,3.5162618779148462,4.120895154179999
12,0.11999999999999998,0.12877855317572423,3.161687807776713,0.04274143884638194,41.64190897872764,0.005449134697214379,5458.96378196305,,3.398797163202905,3.5164999645083226,4.120895154179999
13,0.12999999999999998,0.16223155384348575,3.5782426675892407,0.04267144573952045,41.843010789340205,0.012118343143325133,5478.602658052668,,3.3991556022588374,3.5167364614143115,4.120895154179999
14,0.13999999999999999,0.199829614853115,3.99680894402749,0.042638390733117704,41.982934617544345,0.022699335933524602,5491.73363304007,,3.3995138398438614,3.516971968490499,4.120895154179999
15,0.15,0.2415896659383152,4.416774656503684,0.0426425463088284,42.074431713973524,0.0380077227522494,5499.717707617639,,3.3998718757658115,3.5172066283381858,4.120895154179999
16,0.16,0.28752319509928,4.837655457343896,0.043222914136107925,42.14098477314376,0.05683529571769156,5505.051288521597,,3.400229709832276,3.5174407453864194,4.120895154179999
17,0.17,0.3376380477435767,5.259201777960326,0.04383023829919063,42.18873993291238,0.08063008130207809,5508.390561377778,,3.400587341850597,3.5176743852154493,4.120895154179999
18,0.18000000000000002,0.3919398971049557,5.6812255706547266,0.044463430117523434,42.22518441352864,0.10978281238760637,5510.532090864781,,3.4009447716278727,3.5179076450704896,4.120895154179999
19,0.19000000000000003,0.45043292140481966,6.10361368199677,0.045121419020171916,42.24657523107098,0.14463726680101557,5511.080424734187,,3.4013019989709568,3.517986877612631,4.120895154179999
20,0.20000000000000004,0.5131199897958092,6.526215521151358,0.04580308938759867,42.26496418565237,0.18548636972545882,5511.315062735759,,3.4016590236864532,3.518027640222253,4.120895154179999
21,0.21000000000000005,0.580003073433034,6.949000606531263,0.04557350000326384,42.283216006149,0.24253233744473274,5511.550121135002,,3.402015845580723,3.5180683976717657,4.120895154179999
22,0.22000000000000006,0.6510839853997403,7.371967830247521,0.04538989498634138,42.301388165442475,0.30967230263043005,5511.785600113566,,3.4023724644598796,3.518109149960408,4.120895154179999
23,0.23000000000000007,0.7263645297054114,7.795116366878089,0.04525287849504281,42.3084607960718,0.38749556509863625,5510.854932660505,,3.402728880129788,3.518303393462763,4.120895154179999
24,0.24000000000000007,0.8058459551005153,8.218335167277164,0.045162787345634336,42.31268188843674,0.47649932339526757,5509.633044294698,,3.403085092396066,3.5185358588864846,4.120895154179999
25,0.25000000000000006,0.8895288174474871,8.641595687223253,0.04511988381547827,42.31679995779843,0.5771143379353798,5508.41157686976,,3.403441101064085,3.518768155670845,4.120895154179999
26,0.26000000000000006,0.9774135259167904,9.064896940556581,0.04517693606822797,42.32082448707051,0.6883267928654687,5507.1905304266875,,3.4037969059389668,3.51900028367385,4.120895154179999
27,0.2700000000000001,1.0695004800228962,9.488237931481178,0.04527890528377615,42.33491364986646,0.8114423853735722,5507.045746823797,,3.404152506825583,3.519232036098464,4.120895154179999
28,0.2800000000000001,1.1657905738547418,9.911719322221849,0.04542565142577893,42.351444695181634,0.9466730754909559,5507.1703447869495,,3.404507903528558,3.5194635679879744,4.120895154179999
29,0.2900000000000001,1.2662853223438733,10.335365531435889,0.04561681581853109,42.36787453489971,1.0941408699914879,5507.295364013352,,3.4048630958522668,3.5196949308854486,4.120895154179999
30,0.3000000000000001,1.3709863565837421,10.759175543977154,0.04585188164690549,42.384202690513845,1.2538862453704225,5507.420804666424,,3.405218083600833,3.5199261246484808,4.120895154179999
