,Total Impulse,Total Specific Impulse,Used Specific Impulse,Burn Time,Average Thrust,Combustion Efficiency,Launch Temperature,Average OF,Average Regression,Discharge Coefficient
59,105277.38120764676,163.69623201153212,174.64724136252175,22.068999999999708,4770.373882262365,0.8539289847198623,279.9255380367078,5.614700012002955,0.0007095400889977826,0.7822280703130697
60,107843.08243049303,167.68565137046284,181.7918977647992,20.265999999999746,5321.379770576057,0.8422874565283257,286.2338694885197,6.517506493134235,0.000698860159873699,0.8386102665308037
61,126711.41251341334,197.02409523649956,212.56108106807238,18.69499999999978,6777.8236166576535,0.9090124041252738,291.6057514653163,5.260000222760803,0.0008330093798402456,0.945619819099492
62,112344.36071153173,174.68470743919283,185.59087375677925,24.133999999999663,4655.024476321095,0.8536849091436334,285.16491403128055,4.953230682311469,0.0006990428441203475,0.6227491710821469
63,71887.02263957138,111.77742646746997,114.38386133773993,28.98299999999956,2480.316828470913,0.7051129902507176,283.91498169508685,3.623133642796119,0.0006992029810578816,0.3500841215862294
64,85619.39378852605,133.12994671333334,144.25369153673037,18.458999999999783,4638.354937349101,0.7590627134240572,291.48143763986894,5.789488873345392,0.0007713531394931658,0.5656454755931349
65,96885.5969993958,150.64781231314413,176.91995938427337,22.77599999999969,4253.846022102086,0.863636279888876,291.00639524895064,14.586587457941176,0.0002964613363410859,0.5571166205614478
66,95500.51992148938,148.4941502814906,160.8301049152227,21.359999999999722,4470.998123665291,0.7377515950121467,283.75825845276086,5.83363006999084,0.0006989185393258619,0.7152482590982897
67,80003.45096842438,124.39769417914808,145.2885722692472,22.5149999999997,3553.340038570973,0.7389609718911601,284.5098378122432,14.0931091199586,0.00031383266162712825,0.6027039054501617
68,100715.66629303886,156.60320277328316,166.5281961099225,19.705999999999758,5110.91374672892,0.7327552501306632,292.56573469702295,5.9471396984913385,0.0008209965979366777,0.7520798689036566
69,94739.3179341698,147.31055418806065,164.66139061990785,17.632999999999804,5372.841713501438,0.7800380238678513,290.14837433224307,6.529840756950302,0.000698689956331896,0.7451904485262553
70,108843.3807398602,169.24101931609917,184.33432875411935,20.01399999999975,5438.362183464652,0.8330553451102091,290.06302567487387,6.803927442936345,0.0006988458079344652,0.7222867858418086
71,95882.51080640614,149.08810947582398,160.9639973626374,21.03499999999973,4558.236786613138,0.8840776483834554,289.4370406330295,4.965646281778907,0.0006989018302828815,0.5751119923914929
72,93020.66273672562,144.63821016960767,156.23066980494306,19.277999999999768,4825.223712870979,0.7663857771511186,287.7548910733805,5.607781974652374,0.0007746348613764589,0.7136789218172626
73,105167.50524428482,163.52538542526008,175.5912924977844,22.3789999999997,4699.383584802102,0.8718269420890657,281.71563624421964,5.189127843844703,0.0006989677822959215,0.7189253435296585
74,93363.7135748743,145.17162132544348,158.17697853560247,21.58099999999972,4326.199600337126,0.828536892705735,293.919630851099,4.800444981671973,0.0006828222182824262,0.464107728264581
75,101571.18055240008,157.9334454054906,171.35190263381682,19.12499999999977,5310.911401432748,0.8220157018365061,292.25015399392674,5.3639805883736145,0.0007790454601197251,0.7328557205377318
76,89951.4592850079,139.86589312904584,157.31168672942349,14.731999999999863,6105.855232487696,0.8150435292796849,293.94968094185396,8.453482379518444,0.0006984319847950215,0.9050414959212892
77,76566.05854745976,119.05287859955958,143.06306528049342,13.48099999999989,5679.553337842919,0.8596743129560299,286.5228033668264,5.595803417746627,0.0008200753594219859,1.0
78,114268.75790602712,177.67696053305664,195.92537770160448,18.945999999999774,6031.286704635727,0.8989031265631584,291.5022179050573,6.320621353272824,0.0006987807452760665,0.8551099314741566
79,130619.00613290897,203.1000285890028,210.88981261811372,31.679999999999502,4123.074688538858,0.9433186796768811,280.4628623929695,5.224332920941905,0.0005909693220413275,0.5055836944085983
80,126220.14607434925,196.2602230346455,208.0127276556395,23.985999999999667,5262.242394494747,0.9078880668841243,290.3174398163544,5.292966297437246,0.0007100778874638513,0.6436917651107816
81,85982.53126134012,133.69459065982937,156.10463785891548,26.65099999999961,3226.24033849917,0.8379674648581494,288.66178972890344,13.734416388477303,0.0002667971416265284,0.4109867155662671
82,129511.6633982364,201.37821682723686,212.65824876656384,24.629999999999654,5258.289216331231,0.9185831455193141,293.365932762508,5.397936343746735,0.0006990621193666461,0.5580301380498577
83,103431.74521309757,160.82644503063585,177.96136286869606,17.907999999999795,5775.728457287177,0.9011861435841474,296.44232356600844,6.401489935781937,0.0006987100737100931,0.6384612235472668
84,67554.32084152401,105.04049066384238,126.14398521689452,17.103999999999814,3949.6211904539723,0.7162646003681242,278.0903203971593,14.587604182907382,0.00032476602189752187,0.8903967693205277
85,111870.06493942355,173.94722299702218,184.4046746734696,24.35999999999966,4592.367197841753,0.8154156853197326,281.7047321054288,5.188881567716069,0.0006990517241379505,0.6873949647599717
86,137132.50793977216,213.2278992745472,221.48496539893134,31.484999999999506,4355.4869918937375,0.9771755529804612,278.1146612163573,5.011707523425885,0.000591219017004679,0.629312672081946
87,104900.43126712783,163.1101110023268,172.70533835892573,23.583999999999676,4447.949086971221,0.7473004663265727,280.21571777968376,5.091450062888276,0.0007261693161934409,0.7727281736131798
88,107358.95596512487,166.93288114300515,175.57885025605862,25.006999999999646,4293.156154881689,0.7712356954979968,288.07955188217625,5.309551102912504,0.0006984002646080928,0.5045278605812881
89,121823.01202785585,189.42310126353226,201.22890771303648,22.529999999999696,5407.146561378495,0.8913895252986357,285.0376660124177,5.488853360059011,0.0007335448062518816,0.7399238452396126
90,94581.45774285308,147.06509672885392,164.0216291450136,17.16499999999981,5510.134444675451,0.7948288082106725,287.7671990558887,6.839753071004062,0.0006986542382755786,0.9168878510360919
91,120370.9077375553,187.16521834430256,195.66478322113034,25.65599999999963,4691.725434111204,0.8679301131573341,288.12469661931135,5.404755768337265,0.0006990996258185422,0.5462115858659601
92,122093.63598980122,189.8438955723792,202.78631171992566,20.315999999999747,6009.728095579973,0.8469539701611583,288.428630884777,5.447629506457777,0.000810469183683428,0.8921176486536697
93,89507.01583674444,139.1748261877107,149.61064843039125,22.3789999999997,3999.5985449191494,0.8639781783771803,278.7522894867047,4.393594579996443,0.0006989677822959215,0.6457066654142511
94,97808.02052119075,152.08209243205036,167.53312471501508,19.300999999999767,5067.510518687733,0.7422853141811289,291.1866754932352,6.4999061088988865,0.0006988031708201841,0.7208205117841493
95,89554.96985290604,139.2493900842042,163.4811115613447,24.408999999999658,3668.9323549882133,0.9668323393131647,282.8730260437663,13.96998141348621,0.000254842729664888,0.5145595860991469
96,104348.31147856516,162.2516176776453,176.97789491215832,18.479999999999784,5646.553651437574,0.8963253733614012,297.59670895351485,5.358669608074805,0.0007673791512519808,0.6442068090291271
97,116375.86540364473,180.95331062693793,194.24766155686345,16.618999999999822,7002.579301019675,0.872370468141192,301.0360801007853,6.491386674168946,0.000901490261847913,0.8269491489907048
98,102090.30682896708,158.7406369829918,168.6960880314708,27.1929999999996,3754.2862806225344,0.876492802695866,279.906433638579,5.060262005686037,0.0006005133719823384,0.5283594722070991
