,Chamber Pressure [psia],O/F Ratio,C-star [m/s],Specific Impulse [s],Chamber Temperature [K],Chamber Density [kg/m^3],Molar Mass [kg/mol],Throat Velocity [m/s],Exit Pressure [psia],gamma,Exit Velocity [m/s],Thrust Coefficient
748,492.0606060606061,2.214141414141414,1377.7196040587232,206.61531896554064,3728.355344655024,0.25819043799920466,20.994550199004813,957.3411666066213,12.117006910384232,1.2105950064263549,2067.42012987652,1.5006124649216748
749,502.0202020202021,2.214141414141414,1377.7330983185032,207.10419915831017,3728.523274837951,0.26341444399357106,20.995342766222905,957.3371918726068,12.368567362377515,1.2105489903004303,2067.4618974575974,1.5006280833233239
750,511.97979797979804,2.214141414141414,1377.7465622770262,207.574430023048,3728.6904241481407,0.26863840704715225,20.996133521524744,957.3331530931454,12.620248595936499,1.21050404285319,2067.5037453390437,1.5006437927071345
751,521.939393939394,2.214141414141414,1377.7600091636116,208.02707370423047,3728.856786950613,0.27386233401892424,20.996922810714615,957.3290540827438,12.872047922664555,1.210460089442205,2067.5456599407958,1.500659568805431
752,531.89898989899,2.214141414141414,1377.7734387264475,208.46311334622033,3729.0223935845174,0.27908622533484495,20.9977106699797,957.3248983968243,13.12396287477336,1.2104170820979547,2067.587627027829,1.500675401559199
753,541.8585858585859,2.214141414141414,1377.7868507325775,208.8834599556488,3729.187272448333,0.28431008140461983,20.998497133283113,957.3206893554506,13.375991077613874,1.21037497602065,2067.6296334861513,1.5006912817029447
754,551.8181818181819,2.214141414141414,1377.800244970745,209.28895890449445,3729.3514501578757,0.28953390262276857,20.99928223254544,957.3164300625905,13.628130244520387,1.2103337293185876,2067.671667227265,1.500707200692214
755,561.7777777777778,2.214141414141414,1377.8136212462466,209.68039574185119,3729.5149516891743,0.2947576893695118,21.000065997803446,957.3121234235325,13.880378172125736,1.2102933027725347,2067.713717100352,1.5007231506454244
756,571.7373737373738,2.214141414141414,1377.8269793815612,210.0585013986939,3729.6778005071624,0.2999814420117214,21.00084845736103,957.3077721605549,14.132732735914002,1.2102536596225657,2067.7557728146276,1.500739124286793
757,581.6969696969697,2.214141414141414,1377.8403192130843,210.42395685826352,3729.8400186825197,0.3052051609036854,21.001629637919503,957.3033788271093,14.385191886172901,1.2102147653755062,2067.7978248676413,1.5007551148978242
