x,y,x_acc,y_acc
44.98607381446842,48.3162751904924,61.27181401575152,102.28360669108142,
45.857934988429186,49.3331846572147,60.56645625042428,102.16042496366643,
46.73581766903066,50.36030394034222,59.86367656360844,102.0359031406524,
47.61965171445619,51.39762052095865,59.163619917644716,101.9100466374275,
48.50936726222968,52.44512174695422,58.46642704152392,101.78286094553127,
49.40489474307713,53.502794833578676,57.77223443754627,101.65435163204239,
50.30616489436604,54.570626864001675,57.08117439184379,101.52452433895755,
51.21310877312398,55.64860478988075,56.393374988627684,101.39338478256138,
52.12565776863775,56.736715431936595,55.70896012802116,101.26093875278771,
53.04374361463529,57.83494548053571,55.02804954733743,101.1271921125721,
53.96729840105248,58.943281496280306,54.35075884566253,100.99215079719593,
54.89625458538753,60.06170991060545,53.677199511602275,100.85582081362196,
55.83054500364587,61.190217026383266,53.00747895405285,100.71820823982198,
56.770102880878696,62.32878901853427,52.34170053585524,100.57931922409593,
57.71486184131883,63.47741193464571,51.67996361019392,100.43915998438334,
58.66475591811745,64.63607169559674,51.022363559601956,100.29773680756692,
59.61971956268592,65.80475409619059,50.36899183743491,100.15505604876833,
60.57968765364685,66.98344480579341,49.71993601167823,100.01112413063646,
61.54459550539891,68.1721293689799,49.075279810954,99.86594754262835,
62.51437610811086,69.37079043728396,48.3797393868645,99.66415480898996,
63.48895832111565,70.57940592288188,47.652466470009756,99.4241910681989,
64.46826970230347,71.79795176827591,46.930897190417696,99.18300485397819,
65.45223838364032,73.0264037942582,46.2151057900936,98.94060691139292,
66.44079307837106,74.2647377009879,45.505162087850955,98.69700803643276,
67.43386308778415,75.51292906907314,44.80113155923178,98.45221907474026,
68.4313783075461,76.77095336065814,44.10307541787655,98.20625092033653,
69.43326923361386,78.03878592051488,43.411050698186905,97.95911451434483,
70.43946696773348,79.31640197713952,42.72511033912756,97.71082084371244,
71.44990322253351,80.60377664385334,42.04530326901946,97.46138093993079,
72.46451032622154,81.90088491990804,41.37167449118097,97.21080587775435,
73.48322122689265,83.20770169159533,40.70426517027822,96.95910677391832,
74.50596949645823,84.52420173336061,40.04311271925126,96.7062947858557,
75.53268933420412,85.8503597089207,39.38825088668705,96.45238111041346,
76.56331556998657,87.18615017238545,38.73970984451608,96.1973769825687,
77.59778366707503,88.53154756938304,38.09751627591291,95.94129367414453,
78.63602972465046,89.88652623818895,37.46169346328785,95.68414249252612,
79.67799047996786,91.25106041085846,36.83226137625988,95.42593477937724,
80.72360331019205,92.6251242143624,36.20923675950715,95.16668190935745,
81.77280623391523,94.00869167172625,35.59263322039592,94.9063952888401,
82.82553791236525,95.40173670317228,34.982461316293104,94.64508635463145,
83.88173765031316,96.80423312726467,34.378728641472954,94.38276657269144,
84.9413453944495,98.21615466166132,33.781395127254676,94.11943951254185,
86.00430173201352,99.63747492395066,33.19047342626551,93.85511834113352,
87.07054789306613,101.0681674331782,32.60599634581886,93.58982042303376,
88.14002607338905,102.50820593281915,32.03438906008055,93.32998784513372,
89.2126797513956,103.95756471351233,31.475564612463405,93.07563319935434,
90.28845335753006,105.41621829242627,30.922997945922287,92.82033121572475,
91.36729194750568,106.88414109255,30.376678877239897,92.56409298036036,
92.44914120117579,108.36130744380283,29.836595012427708,92.30692960148261,
93.53394742118768,109.84769158414615,29.302731823174863,92.04885220822572,
94.62165753142683,111.34326766069735,28.77507272229533,91.78987194944648,
95.71221907525901,112.84800973084565,28.253599138131563,91.52999999253646,
96.8055802135775,114.36189176336968,27.738290587876918,91.26924752223775,
97.90168972266287,115.88488763955681,27.229124749782223,91.00762573946199,
99.00049699186243,117.4169711543239,26.726077534214703,90.74514586011274,
100.1019520210964,118.9581160173397,26.229123153540947,90.48181911391201,
101.20600541819756,120.50829585414836,25.738234190808303,90.21765674323032,
102.31260839609163,122.06748420729427,25.253381667201904,89.95267000192118,
103.42171276982448,123.63565453744799,24.774535108257208,89.68687015415979,
104.53327095344318,125.21278022453308,24.30166260881106,89.42026847328637,
105.64723595673715,126.79883456885386,23.834730896675804,89.15287624065404,
106.7635613818457,128.3937907922239,23.373705395024434,88.88470474448188,
107.88220141973818,129.99762203909512,22.91855028347638,88.61576527871276,
109.00311084657272,131.61030137768736,22.469228557875777,88.34606914187667,
110.1262450199396,133.23180180111848,22.025702088756656,88.0756276359594,
111.25155987499485,134.86209622853465,21.58793167849092,87.80445206527689,
112.37901192048987,136.50115750624087,21.15587711711701,87.53255373535536,
113.50855823470259,138.14895840883145,20.72949723684929,87.25994395181746,
114.64015646127542,139.80547164032058,20.308749965269456,86.98663401927435,
115.773765839479,141.47067087013318,19.914282649633314,86.7333324500583,
116.90934873776064,143.14453228656848,19.556118911806475,86.51040000387174,
118.04686957808102,144.8270335610371,19.202721862764072,86.2867606624635,
119.18629325712361,146.5181522947248,18.854052581583037,86.06242371975559,
120.32758514237759,148.21786601952238,18.510071646234735,85.8373984771937,
121.4707110681723,149.92615219895595,18.170739168614134,85.61169424286965,
122.61563733166689,151.6429882291182,17.836014828604352,85.38532033064732,
123.76233068879826,153.36835143959996,17.505857907186886,85.15828605929231,
124.91075835019092,155.10221909442225,17.180227318607066,84.93060075160537,
126.0608879770316,156.8445683929688,16.8590816416066,84.70227373356006,
127.21268767691184,158.5953764709187,16.542379149733442,84.47331433344398,
128.3661259996416,160.35462040117932,16.230077840741764,84.24373188100498,
129.52117193303667,162.12227719481933,15.922135465094069,84.01353570660083,
130.67779489868266,163.89832380200167,15.618509553578287,83.78273514035425,
131.83596474767853,165.6827371129166,15.31915744405274,83.55133951131164,
132.99565175636198,167.47549395871445,15.02403630733303,83.3193581466072,
134.1568266220194,169.27657111243815,14.73310317223411,83.08680037063151,
135.3194604585829,171.0859452899556,14.44631494978191,82.85367550420496,
136.48352479231676,172.90359315089142,14.16362845660876,82.61999286375644,
137.6489915574953,174.72949129955848,13.885000437547156,82.38576176050697,
138.81583309207508,176.56361628588854,13.61038758743663,82.15099149965874,
139.98402213336286,178.40594460636257,13.339746572158196,81.91569137958918,
141.1535318136817,180.2564527049401,13.073034048911984,81.67987069105084,
142.32433565603725,182.11511697398802,12.810206685752574,81.44353871637657,
143.49640756978613,183.98191375520818,12.551221180397421,81.20670472869034,
144.66972099445866,185.8568184884215,12.278997292966636,80.95233513455216,
145.84424549896022,187.73980230304818,11.942599287644923,80.62929313190612,
147.01994769273858,189.63083287595592,11.61118624818541,80.30587248949074,
148.19679468085133,191.5298778467646,11.28470043929946,79.98208552962576,
149.37475405819384,193.43690481907643,10.963084156484022,79.65794453326026,
150.55379390373187,195.35188136170188,10.646279753417952,79.33346173899025,
151.73388277474098,197.27477500988138,10.334229668247811,79.00864934208931,
152.91498969649055,199.2055532652866,10.026785141333598,78.6834951720881,
154.09708415420437,201.14418359658399,9.723934143480994,78.35802267173592,
155.2801360919554,203.09063344182445,9.425666600828922,78.03225618974356,
156.46411590931345,205.04487021026128,9.131925539568899,77.70620773773918,
157.64899445565774,207.00686128354897,8.842654185328074,77.37988927948768,
158.8347430245105,208.97657401693715,8.557795983344677,77.05331273000128,
160.0213333478933,210.95397574045955,8.277294617709478,76.72648995466298,
161.20873759070844,212.93903376011812,8.001094029698395,76.39943276836411,
162.39692834514685,214.93171535906183,7.729138435220483,76.07215293465508,
163.58587862512408,216.93198779876053,7.46137234140555,75.74466216490997,
164.7755618607465,218.93981832017334,7.197740562355722,75.41697211750463,
165.96595189280876,220.9551741449119,6.9381882340842616,75.08909439700868,
167.15702296732414,222.97802247639794,6.682660828665217,74.76104055339097,
168.34874973008934,225.00833050101573,6.43110416761747,74.43282208123898,
169.54110722128465,227.04606538925853,6.183464434544813,74.10445041899192,
170.73407087011103,229.0911942968697,5.93968818705602,73.7759369481877,
171.92761648946518,231.14368436597792,5.699722367985591,73.44729299272359,
173.12172027065353,233.20350272622667,5.463514315937924,73.11852981813084,
174.31635904579272,235.2706167636349,5.236364701066512,72.79501337157838,
175.51151268854028,237.34499653220672,5.060987466326241,72.51960989992087,
176.70716379997864,239.4266144833587,4.8883863496152316,72.24404170314288,
177.90329525683342,241.51544305249888,4.718521978759631,71.96831806149444,
179.09989020755526,243.61145465995284,4.551355362629462,71.69244821376294,
180.29693206843993,245.71462171188531,4.3868478937733455,71.41644135670522,
181.49440451978683,247.82491660121786,4.224961350751341,71.14030664448974,
182.69229150209625,249.94231170854204,4.065657900176802,70.86405318814822,
183.89057721230563,252.06677940302836,3.9089000984781666,70.58769005503662,
185.0892461000646,254.19829204333087,3.754650893391329,70.31122626830589,
186.28828286404948,256.3368219784871,3.602873625193271,70.03467080638256,
187.487672448317,258.48234154881374,3.453532027685986,69.75803260245836,
188.68740003869738,260.6348230867977,3.3065902289420577,69.48132054398997,
189.88745105922678,262.7942389179825,3.162012751820028,69.20454347220821,
191.08781116861948,264.96056136185,3.0197645142596756,68.92771018163663,
192.28846625677937,267.13376273269756,2.8798108293662517,68.65082941962014,
193.489402441351,269.3138153405104,2.742117405291978,68.3739098858627,
194.69060606431012,271.5006914918291,2.6066503449239375,68.0969602319751,
195.89206368859377,273.6943634906125,2.473376145386463,67.81998906103203,
197.09376209476955,275.8948036390953,2.3422616973659443,67.54300492713861,
198.2956882777444,278.1019842386412,2.2132742842664275,67.26601633500692,
199.49782944351256,280.3158775905908,2.086381581202983,66.98903173954157,
200.70017300594245,282.53645599710467,1.9615516538408253,66.71205954543503,
201.90270658360288,284.76369176200114,1.8387529570872214,66.43510810677256,
203.10541799662786,286.9975571915893,1.7179543336427263,66.1581857266462,
204.30829526362015,289.2380245954966,1.5991250124195067,65.88130065677876,
205.51132592766956,291.48506561635185,1.4688161299158666,65.5910383022426,
206.71449706387654,293.73865123179866,1.3406270219501109,65.30085352872655,
207.91779595767565,295.99875242766234,1.2145248202807037,65.0107548086896,
209.1212101015692,298.2653401987943,1.090477068873997,64.72075055671375,
210.32472718518008,300.53838554751934,0.9683172775536003,64.4308013038701,
211.52833509214832,302.8178594844379,0.8481498699702559,64.1409625683767,
212.73202190379374,305.10373303161583,0.7299436732594518,63.85124261736039,
213.93577589601497,307.39597722340625,0.6136678432743089,63.56164963260329,
215.13958553622527,309.6945631072651,0.49929193749409034,63.27219173650602,
216.34343948032804,311.99946174456034,0.3867859125761131,62.98287699180319,
217.54732656973255,314.31064421137523,0.27612012180855444,62.693713401288946,
218.75123582840877,316.6280815993056,0.16726531246956747,62.404708907552056,
219.95515645998177,318.9517450162509,0.060192623098928665,62.11587139272117,
221.15907784486495,321.28160558719986,-0.04512641931331527,61.82720867821954,
222.36298953743207,323.6176344550089,-0.14871990221537745,61.5387285245297,
223.56688126322754,325.9598027811757,-0.25061553045448054,61.25043863096771,
224.77074291621503,328.30808174660586,-0.35084062930557935,60.962346635466865,
225.97456455606368,330.66244255237353,-0.44942214756263055,60.67446011437115,
227.17833640547192,333.022856420476,-0.5463866606884793,60.386786582237974,
228.3820488475284,335.38929459458217,-0.6417603740189503,60.09933349165054,
229.58569242310992,337.7617283407746,-0.7355691260169811,59.81210823303915,
230.78925782831553,340.1401289482854,-0.827838391572206,59.52511813451239,
231.9927359119373,342.524467730226,-0.9185932853437955,59.23837046169683,
233.19611767296655,344.9147160243105,-1.0078585651404255,58.95187241758644,
234.39939425813577,347.3108451935731,-1.0956586353361881,58.665631142400855,
235.6025561455916,349.712825812931,-1.198295632879055,58.363370765177,
236.8055929518411,352.12062746794163,-1.3033284929602325,58.057342288611366,
238.00849425923548,354.53421957178375,-1.4066486101473583,57.75163434181008,
239.21124981998847,356.953571570058,-1.5082842175864641,57.44625430018356,
240.41384955337327,359.3786529415206,-1.6082631459683498,57.141209467620754,
241.6162835429594,361.80943319881044,-1.706612827257343,56.83650707641545,
242.81854203388926,364.24588188916846,-1.803360298465362,56.532154287202566,
244.0206154301939,366.68796859515027,-1.8985322054676197,56.22815818890379,
245.22249429214796,369.1356629353315,-1.992154806855606,55.924525798683106,
246.42416933366277,371.58893456500573,-2.0842539778234785,55.621264061911546,
247.625631419718,374.0477531768757,-2.174855214084303,55.31837985214137,
248.8268715638307,376.5120885017368,-2.263983635812478,55.01587997108953,
250.02788092556204,378.9819103091539,-2.351663991608927,54.71377114863023,
251.22865080806068,381.45718840813055,-2.4379206624857277,54.41206004279661,
252.4291726556429,383.9378926477713,-2.5227776658672174,54.11075323979139,
253.62943805140884,386.4239929179368,-2.606258659604262,53.80985725400638,
254.8294387148945,388.9154591498914,-2.6883869459992087,53.50937852805064,
256.02916649975907,391.412261316944,-2.7691854758384897,53.20932343278742,
257.2286133915072,393.91436943508165,-2.8486768524301898,52.90969826737966,
258.42777150524597,396.4217535635956,-2.926883335644408,52.61050925934378,
259.62663308166407,398.9343838049068,-3.0038630780041964,52.31174668651193,
260.82519047590614,401.4522303012192,-3.079780441724215,52.01335333513148,
262.02343615740244,403.97526323588096,-3.154474474477203,51.71541365345646,
263.2213627168677,406.5034528379049,-3.227966145953651,51.4179335897112,
264.41896286422053,409.0367693825593,-3.300276102124829,51.120919020926344,
265.61622922894315,411.57518299430706,-3.37537650248209,50.82042284496405,
266.8131542294188,414.1186635160195,-3.451908437830824,50.51777644955429,
268.0097302737299,416.66718070797305,-3.527214852444691,50.215628371035606,
269.2059498914532,419.22070438056176,-3.601316902857103,49.91398433312773,
270.40180573156056,421.77920439486644,-3.6742354163752506,49.61284998625742,
271.59729056035235,424.3426506632158,-3.7459908952214627,49.31223090770778,
272.79239725942335,426.91101314974065,-3.816603520659478,49.012132601775555,
273.98711882366047,429.4842618709206,-3.8860931571056443,48.71256049993547,
275.1814483592719,432.0623668961236,-3.954479356222146,48.4135199610119,
276.3753790818475,434.6452983481382,-4.021781360991501,48.115016271357845,
277.5689043144495,437.23302640369866,-4.088018109770677,47.81705464504066,
278.7620174857341,439.82552129400256,-4.1532082403234405,47.51964022403487,
279.9547121281019,442.42275330522153,-4.217370093829489,47.22277807842179,
281.1469818758791,445.0246927790048,-4.280521718869744,46.92647320659567,
282.3388204635266,447.63131011297514,-4.342680875385817,46.63073053547669,
283.53022172387836,450.2425757612183,-4.403865038613526,46.33555492073006,
284.7211795864081,452.85846023476483,-4.464091402988594,46.04095114699176,
285.91168807552333,455.4789341020651,-4.52337688602424,45.74692392810029,
287.10174130888765,458.1039679894572,-4.581738132159468,45.45347790733472,
288.29133349576955,460.7335325816275,-4.639191516577165,45.160617657658776,
289.4804589354182,463.3675986220648,-4.695753148991824,44.86834768197038,
290.6691120154655,466.0061369135069,-4.751438877405261,44.57667241335754,
291.85728721035434,468.64911831838043,-4.806264291830482,44.28559621535971,
293.0449790797922,471.29651375923385,-4.8602447279827565,43.99512338223441,
294.2321822672301,473.9482942191633,-4.913395270937327,43.70525813922974,
295.41889213880887,476.6044313828298,-4.952921910986885,43.42881660074156,
296.6051054124475,479.2648982761041,-4.979036892723422,43.16577555575952,
297.7908194957528,481.92966862251984,-5.004769772505665,42.90328727410123,
298.976031834189,484.59871620106566,-5.030127611603081,42.641355326481296,
300.16073991037695,487.2720148465391,-5.055117351787626,42.37998322571829,
301.3449412434065,489.94953844989516,-5.079745817252015,42.11917442697859,
302.52863338815934,492.63126095858894,-5.104019716501631,41.8589323280242,
303.71181393464417,495.31715637691264,-5.127945644219217,41.59926026946415,
304.8944805073426,498.00719876632655,-5.151530083103158,41.34016153501005,
306.0766307577316,500.70136224224166,-5.17491610612962,41.081568488674684,
307.2582623614334,503.39962097311104,-5.1980176369386015,40.82353059732051,
308.43937302457533,506.1019491842651,-5.220793561302705,40.566075096085655,
309.6199604855403,508.80832115942644,-5.243249978411129,40.30920505008318,
310.8000225143621,511.51871124101376,-5.265392883534069,40.052923468869636,
311.97955691213133,514.2330938304399,-5.287228169716961,39.7972333067202,
313.15856151041055,516.9514433884044,-5.308761629450181,39.54213746290694,
314.3370341706605,519.6737344351812,-5.329998956313998,39.28763878198028,
315.51497278367526,522.3999415508998,-5.350945746599171,39.033740054053304,
316.69237526902765,525.1300393758219,-5.3716075009035835,38.78044401508923,
317.8692395745237,527.864002610612,-5.391989625705029,38.527753347191556,
319.04556367566676,530.6018060166035,-5.412097434910396,38.27567067889696,
320.2213455751305,533.3434244160583,-5.4319361513817865,38.02419858547108,
321.39658330224125,536.0888326924218,-5.4515109084393965,37.7733395892067,
322.571274912469,538.8380057905727,-5.4708267513417725,37.52309615972469,
323.74541848692724,541.5909187170672,-5.489888638743757,37.27347071427721,
324.91901388279473,544.3475482916656,-5.473683176760655,37.059491360373876,
326.0920653327074,547.107875770776,-5.405235918615289,36.898598880503776,
327.26457962455873,549.8718850840082,-5.337925308667616,36.738083556807865,
328.4365634335605,552.6395601987583,-5.2717316827257585,36.577946801269235,
329.6080233241911,555.4108851203486,-5.2066357401303005,36.41819000064761,
330.7789657521079,558.1858438921647,-5.14261853633159,36.258814516606364,
331.9493970660241,560.9644205957909,-5.079661475640974,36.0998216858403,
333.11932350955135,563.7465993511424,-5.017746304150311,35.94121282020461,
334.2887512230082,566.5323643165954,-4.956855102816248,35.78298920684434,
335.4576862451959,569.321699689114,-4.896970280703816,35.62515210832489,
336.62613451514113,572.1145897043762,-4.838074568385857,35.46770276276327,
337.7941018738074,574.9110186368957,-4.780151011493842,35.310642383960136,
338.9615940657748,577.7109708001425,-4.723182964415768,35.15397216153246,
340.1286167408898,580.5144305466604,-4.667154084137712,34.997693261047274,
341.2951754558844,583.3213822681826,-4.612048324225142,34.84180682415565,
342.46127567596636,586.1318103957444,-4.557849928939904,34.686313968727625,
343.62692277638047,588.9456993997942,-4.504543427489924,34.531215788987865,
344.7921220439418,591.7630337903012,-4.452113628407739,34.376513355651824,
345.956878678541,594.5837981168617,-4.400545614054686,34.22220771606246,
347.12119779462273,597.4079769688027,-4.34982473524738,34.06829989432788,
348.28508441791143,600.2355549724981,-4.300031125066123,33.914735192671436,
349.4485434821547,603.0665167886468,-4.251149783367854,33.761513874357384,
350.61157983539977,605.9008471151387,-4.203070181690794,33.608692988830285,
351.7741982461983,608.7385306899538,-4.155778748440091,33.45627347308777,
352.9364034049517,611.5795522912546,-4.109262154232802,33.30425624158001,
354.09819809415893,614.4238949060616,-4.100128769154879,33.11601388451396,
355.2595789440417,617.271535460527,-4.176657719544923,32.842779282443516,
356.4205383604739,620.1224466697124,-4.2520112928327825,32.5703151164846,
357.5810688658437,622.9766013258056,-4.326209955353588,32.298623041932615,
358.74116309702316,625.8339722982838,-4.399273850488971,32.027704656442914,
359.90081380337,628.6945325340698,-4.471222802885573,31.757561500485743,
361.06001384476053,631.5582550576838,-4.5420763226534575,31.488195057801963,
362.21875618965447,634.4251129713884,-4.611853609542445,31.2196067558601,
363.3770339131901,637.2950794553292,-4.680573557095424,30.951797966314054,
364.53484019531,640.1681277676685,-4.748254756776976,30.68477000546212,
365.69216831891697,643.0442312447148,-4.814915502076433,30.418524134706367,
366.8490116680592,645.9233633010459,-4.880573792583781,30.153061561013082,
368.0053637261449,648.8054974296269,-4.945247338037977,29.88838343737358,
369.16121807418557,651.6906072019231,-5.008953562345552,29.624490863265923,
370.31656838906775,654.5786662680066,-5.071709607570194,29.361384885116586,
371.47140844185265,657.4696483566591,-5.1335323378905295,29.099066496763317,
372.6257320961035,660.3635272754685,-5.194438343526969,28.837536639917428,
373.7795333062399,663.2602769109202,-5.254443944635607,28.576796204627122,
374.93280611591933,666.1598712284836,-5.313565195169204,28.316846029740503,
376.08554465644465,669.0622842726935,-5.371817886704342,28.057686903369035,
377.23774314519807,671.9674901672269,-5.429217552234101,27.799319563350725,
378.38939588410034,674.8754631149733,-5.48577946992579,27.54174469771356,
379.5404972580958,677.7861773981018,-5.541518666843196,27.28496294513866,
380.6910417336618,680.6996073781224,-5.59644992263284,27.02897489542345,
381.841023857343,683.6157274959423,-5.650587773174032,26.773781089944436,
382.99043612392626,686.5345101411897,-5.7465541848352135,26.47676746107578,
384.13924982643,689.4559064739665,-6.224727406668996,25.796983126204463,
385.2874175186377,692.3798486236852,-6.695478513413905,25.119355713318146,
386.4348924901014,695.3062689356892,-7.158936367097294,24.44388999083339,
387.58162875331703,698.2350999717148,-7.61522859311573,23.770590442589288,
388.7275810236333,701.166274505497,-8.064629394496945,23.099364687955735,
389.87270470451637,704.0997255216693,-8.50715927001041,22.43028311415957,
391.0169558826714,707.0353862209689,-8.942895289559893,21.763379433350465,
392.1602913180675,709.9731900220924,-9.371959890883108,21.098657042623064,
393.30266843176094,712.9130705620214,-9.794474161266233,20.43611906953824,
394.44404529385525,715.8549616963227,-10.210557821038659,19.77576837516787,
395.5843806115981,718.7987974994205,-10.620329209048684,19.117607557143202,
396.72363371761696,721.7445122648439,-11.023905270031454,18.461638952705485,
397.86176455829514,724.692040505447,-11.421401543782347,17.80786464175832,
398.99873368228833,727.6413169536047,-11.812932156052495,17.156286449920785,
400.13450222918317,730.5922765613825,-12.198609811084888,16.50690595158055,
401.2690319182982,733.5448545006815,-12.57854578571226,15.859724472946153,
402.4022850376277,736.4989861633588,-12.952849924941376,15.214743095097445,
403.53422443292897,739.4546071613238,-13.321630638948847,14.571962657033927,
404.66481349695323,742.4116533266096,-13.684994901418639,13.931383758719615,
405.79401615881994,745.3700607114215,-14.04304824915124,13.29300676412414,
406.9217968735351,748.3297655881619,-14.395894782878644,12.656831804259284,
408.0481206116526,751.2907044494315,-14.743637169221074,12.022858780209903,
409.1729528490795,754.2528140080084,-15.086376643723353,11.391087366158969,
410.2962595570234,757.2160311968042,-15.424213014911253,10.761517012405848,
411.4180071920831,760.1802931687981,-15.757244669310575,10.1341469483773,
