,time,altitude,velocity,mach,acceleration,drag,thrust,CP,CG,custom CG,RASAero CP
713,32.53125000000029,12684.665114295274,302.5587003890174,1.0287847601767097,15.803789129139714,348.20047796794665,0.0,4.2511861457547955,3.5457005814520874,3.4784411023451067,4.133205964233871
714,32.58125000000029,12699.032856376645,301.7826601377435,1.0261616907394455,15.736157204417218,344.21186761617724,0.0,4.252366882823809,3.5457005814520874,3.4784411023451067,4.132845306376615
715,32.631250000000286,12713.361617321294,301.01031463853036,1.0232597996867543,15.672367808861877,339.97013968661145,0.0,4.245343997389509,3.5457005814520874,3.4784411023451067,4.132446312055618
716,32.68125000000028,12727.651534941751,300.2417961427556,1.0203941719948268,15.60988814362302,335.84038833538204,0.0,4.238417142284029,3.5457005814520874,3.4784411023451067,4.132052303750547
717,32.73125000000028,12741.902744590685,299.4768362626094,1.01788171473367,15.544796253931572,332.1534934084529,0.0,4.237174801302102,3.5457005814520874,3.4784411023451067,4.131706854469107
718,32.78125000000028,12756.11540209716,298.7151766155895,1.0154171563682841,15.479737765771127,328.5520699505429,0.0,4.236759638003701,3.5457005814520874,3.4784411023451067,4.131367991026711
719,32.831250000000274,12770.2896676005,297.9568532987232,1.0129454893886702,15.415247894122588,324.9732681370541,0.0,4.2362960284298605,3.5457005814520874,3.4784411023451067,4.131028150188315
720,32.88125000000027,12784.425697824414,297.2018451675474,1.010306377876596,15.352947469181581,321.23966735569496,0.0,4.233244004934586,3.5457005814520874,3.4784411023451067,4.130665286632552
721,32.93125000000027,12798.523639433142,296.45029541741167,1.007602924698811,15.291846266819315,317.47022785449195,0.0,4.229289797643598,3.5457005814520874,3.4784411023451067,4.130293576445838
722,32.981250000000266,12812.583632897775,295.7021226789896,1.0050056285744509,15.22999218898562,313.8497170008628,0.0,4.227169510983108,3.5457005814520874,3.4784411023451067,4.1299364622796775
723,33.03125000000026,12826.605823630156,294.9572931986578,1.002167993579887,15.171340584031924,310.0080037717563,0.0,4.221447628334347,3.5457005814520874,3.4784411023451067,4.129546302819058
724,33.08125000000026,12840.590345066968,294.2159335104427,0.9995852617016447,15.109812152902224,306.46815231856397,0.0,4.219997826431868,3.5457005814520874,3.4784411023451067,4.1291911911579495
725,33.13125000000026,12854.537343050546,293.47767649068174,0.9972127591109483,15.045822161998917,303.17560799490207,0.0,4.222098605980629,3.5457005814520874,3.4784411023451067,4.128864984886573
726,33.181250000000254,12868.44698143031,292.74245380955244,0.995048589621843,14.97979566649002,300.12916672362223,0.0,4.227704759392295,3.5457005814520874,3.4784411023451067,4.128567423289618
727,33.23125000000025,12882.31943585766,292.0099715253114,0.9932766826787135,14.91092915901115,297.53381215082265,0.0,4.239729434693735,3.5457005814520874,3.4784411023451067,4.128323795670659
728,33.28125000000025,12896.154900027597,291.280109527744,0.9909078583732568,14.84910074546059,294.33317738238827,0.0,4.240853735881659,3.5457005814520874,3.4784411023451067,4.127998095143604
729,33.331250000000246,12909.953535205132,290.5534643257529,0.9883207244123751,14.790014605294102,290.9267784786853,0.0,4.240619790977472,3.5457005814520874,3.4784411023451067,4.127642378219947
730,33.38125000000024,12923.715482627207,289.8297980379933,0.9860898057039904,14.728651691353255,287.9307087969755,0.0,4.23503947197903,3.5457005814520874,3.4784411023451067,4.127335638966443
731,33.43125000000024,12937.440899607773,289.10898078010496,0.9834726420181605,14.671561558921786,284.54945855932493,0.0,4.2356987134475395,3.5457005814520874,3.4784411023451067,4.126975793118061
732,33.48125000000024,12951.129923930677,288.3913689186131,0.980900462197336,14.614953359364257,281.2463881114548,0.0,4.235869178548472,3.5457005814520874,3.4784411023451067,4.126622132307761
733,33.531250000000234,12964.782686981458,287.6767402283086,0.9781268064265727,14.561071150637089,277.7648749399101,0.0,4.2359957497886205,3.5457005814520874,3.4784411023451067,4.126240769644298
734,33.58125000000023,12978.399312947366,286.9652776886246,0.9757182445373719,14.504512703150741,274.6907046551633,0.0,4.236684831342245,3.5457005814520874,3.4784411023451067,4.125909605414451
735,33.63125000000023,12991.979937955137,286.2565063443553,0.9733481444398336,14.448364156570827,271.6826210781702,0.0,4.2347945383909,3.5457005814520874,3.4784411023451067,4.125583729472887
736,33.681250000000226,13005.524703650484,285.5506300733399,0.970872569468304,14.39398247845647,268.5936344262875,0.0,4.234102071648638,3.5457005814520874,3.4784411023451067,4.12524335130675
737,33.73125000000022,13019.033740312707,284.8476100908763,0.9682511889621794,14.341782671564356,265.3859009207624,0.0,4.233886525521777,3.5457005814520874,3.4784411023451067,4.124882925668386
738,33.78125000000022,13032.507171025625,284.147502302465,0.9659154890232301,14.287506189143146,262.49126800396414,0.0,4.233279899609189,3.5457005814520874,3.4784411023451067,4.124561779562522
739,33.83125000000022,13045.945127969811,283.4500351365519,0.9633833106621598,14.235906758015785,259.4277749034451,0.0,4.233108888889077,3.5457005814520874,3.4784411023451067,4.1242136187365315
740,33.881250000000215,13059.347737143431,282.7554075455241,0.9611955960382476,14.1816022970309,256.7294196435092,0.0,4.229297299497186,3.5457005814520874,3.4784411023451067,4.1239128198109105
741,33.93125000000021,13072.715134775422,282.0631687773203,0.9590308891319494,14.127914871555861,254.0782127008838,0.0,4.224512968968285,3.5457005814520874,3.4784411023451067,4.123615184321995
742,33.98125000000021,13086.047461720036,281.3735091203927,0.9568468719722337,14.075300543567858,251.43165087758803,0.0,4.220318627659723,3.5457005814520874,3.4784411023451067,4.123314893777704
743,34.031250000000206,13099.344850918345,280.6863398930435,0.9544350540017258,14.025762285486055,248.58321147351944,0.0,4.220004542514633,3.5457005814520874,3.4784411023451067,4.122983281854292
744,34.0812500000002,13112.607422683677,280.0019205988736,0.9518322105548763,13.97896847528886,245.57430928463347,0.0,4.222985864710208,3.5457005814520874,3.4784411023451067,4.1226254049613
745,34.1312500000002,13125.835282990765,279.32020041218,0.9494163476121895,13.931170615789803,242.77309082091426,0.0,4.223261041746259,3.5457005814520874,3.4784411023451067,4.122293236876097
746,34.1812500000002,13139.028545331306,278.64097777448507,0.947214235520069,13.882009211563021,240.19931065630047,0.0,4.220375175729613,3.5457005814520874,3.4784411023451067,4.121990458376491
747,34.231250000000195,13152.187332946201,277.964128754243,0.9450664667540263,13.833127612805804,237.69896548803544,0.0,4.216901899718691,3.5457005814520874,3.4784411023451067,4.121695151790231
748,34.28125000000019,13165.311768521286,277.2897220914981,0.9424903079620942,13.789390755649048,234.81569567672813,0.0,4.220487950865121,3.5457005814520874,3.4784411023451067,4.12134094389293
749,34.33125000000019,13178.40195264006,276.61800361320485,0.9400856687210533,13.744695582395135,232.11948419280438,0.0,4.22158615222801,3.5457005814520874,3.4784411023451067,4.121010319005985
750,34.381250000000186,13191.457989558654,275.94857511037344,0.9381768134844021,13.695602006739543,229.9039187359538,0.0,4.215012002941848,3.5457005814520874,3.4784411023451067,4.120747861737534
751,34.43125000000018,13204.480007361022,275.28128336800836,0.9359360700012748,13.650779767817575,227.40192466329557,0.0,4.214009571787093,3.5457005814520874,3.4784411023451067,4.120439771630654
752,34.48125000000018,13217.46811783538,274.61642851423255,0.9336192667328057,13.60814987761037,224.88634213611255,0.0,4.214484930171817,3.5457005814520874,3.4784411023451067,4.12012122371476
753,34.53125000000018,13230.422422905285,273.95376574839685,0.931756997674494,13.561627071364263,222.80690119100197,0.0,4.208070563700831,3.5457005814520874,3.4784411023451067,4.1198651717938075
