time,Gravity1,Gravity2,Gravity3,flipped,position1,position2,position3,velocity1,velocity2,velocity3,acceleration1,acceleration2,acceleration3,air speed,relative velocity1,relative velocity2,relative velocity3,Drag1,Drag2,Drag3,Lift1,Lift2,Lift3
0.0,0.0,0.0,-56.50557632961142,1,0.0,0.0,-0.02453350830566665,0.0,0.0,-0.490670166113333,0.0,0.0,-9.813403322266659,,,,,,,,,,
0.1,0.0,0.0,-56.47771949963526,0,-2.256709744742519e-19,-0.001228495566402617,-0.0981265238171328,-4.513419489485038e-18,-0.02456991132805234,-0.9811901441159898,-9.026838978970076e-17,-0.49139822656104676,0.0030037622135244556,"[0, 0, 0]",0.0,0.0,-0.490670166113333,-0.0,-0.0,0.0012122551841619845,-1.8922173205618112e-19,-0.0010300751323452316,0.0
0.2,0.0,0.0,-56.42200627279814,0,-1.3546172853086928e-18,-0.007374193039450669,-0.17163993388420248,-1.806550672720378e-17,-0.09834403813290869,-0.48907805722540393,-1.8077335496467408e-16,-0.9840843095360804,9.839237975598193,"[0, 0, 0]",-4.513419489485038e-18,-0.02456991132805234,-0.9811901441159898,2.230553397229037e-20,0.00012142567140076826,0.004849088400456388,-7.568974899143751e-19,-0.00412035802454148,0.00010317758684176808
0.30000000000000004,0.0,0.0,-56.33843577553661,0,-4.2914969378919415e-18,-0.0233618212254061,-0.1466790092243335,-4.0672086324461194e-17,-0.22140852558619994,0.9882965504227836,-2.7135823698047406e-16,-1.4772054395297443,19.708254177365557,"[0, 0, 0]",-1.806550672720378e-17,-0.09834403813290869,-0.48907805722540393,4.537910924524161e-20,0.00024703236490628054,0.0012285249964708496,-1.9176129806961969e-19,-0.0010438998858181333,0.00020990786370635175
0.4,0.0,0.0,-56.227006269192245,0,-9.94260325620788e-18,-0.05412501119033018,0.07548577995510822,-7.235004004185755e-17,-0.3938552737122816,3.45499923316605,-3.622008373674529e-16,-1.9717295229918883,29.625799477499775,"[0, 0, 0]",-4.0672086324461194e-17,-0.22140852558619994,0.9882965504227836,2.0741355080080525e-19,0.0011291067810746992,-0.005039970045600856,7.86692335078876e-19,0.004282553607165765,0.0009594224319621514
0.5,0.0,0.0,-56.08771602642536,0,-1.921366338048153e-17,-0.10459431183945625,0.5940483129842835,-1.1307116244361545e-16,-0.6155307392702396,6.916251427417455,-4.52221610667705e-16,-2.461779788167273,39.599244407528325,"[0, 0, 0]",-7.235004004185755e-17,-0.3938552737122816,3.45499923316605,1.2743040033041017e-18,0.006936987895564782,-0.06085303272380969,8.564759029807705e-18,0.046624376572743646,0.0053149813813112
0.6,0.0,0.0,-55.9205633376343,0,-3.3007513389709484e-17,-0.17968453387371552,1.508745981776165,-1.628058377409436e-16,-0.886273701414946,11.377701948420178,-5.424718952788582e-16,-2.953079454726855,49.62976601252612,"[0, 0, 0]",-1.1307116244361545e-16,-0.6155307392702396,6.916251427417455,3.9676991193474356e-18,0.021599147999841816,-0.24269322172604205,2.109804893999713e-17,0.11485242904150765,0.010221606501268877
0.7,0.0,0.0,-55.725546518348544,0,-5.22321977998379e-17,-0.28433884140419907,2.919876526434192,-2.2168785046162471e-16,-1.2068124491947252,16.844908944740364,-6.35168359134764e-16,-3.4576955008687293,59.7143739138776,"[0, 0, 0]",-1.628058377409436e-16,-0.886273701414946,11.377701948420178,9.347885917626456e-18,0.05088752078904066,-0.6532779247622797,4.0512885179555246e-17,0.22054187491861268,0.017179256820683986
0.7999999999999999,0.0,0.0,-55.51591379923073,0,-7.771800753065841e-17,-0.42307712767887423,4.916338632907665,-2.880283441547856e-16,-1.5679532762987778,23.08433318472908,-6.916415147284534e-16,-3.7651210412123244,65.07411088589669,"[0, 0, 0]",-2.2168785046162471e-16,-1.2068124491947252,16.844908944740364,1.8825655784472727e-17,0.10248209686569701,-1.4304638565177583,6.587354874301758e-17,0.3585988971888672,0.0256909440599941
0.8999999999999999,0.0,0.0,-55.29644628724662,0,-1.1012101336592463e-16,-0.5994708756984473,7.559152523405816,-3.600317725505388e-16,-1.9599216840926812,29.771944625233935,-7.48427053186611e-16,-4.074247114665742,68.67811792420042,"[0, 0, 0]",-2.880283441547856e-16,-1.5679532762987778,23.08433318472908,3.348622426057603e-17,0.18229051447808156,-2.6837885007396474,8.944953011477264e-17,0.4869405621117359,0.033074381816276886
