time,position,velocity,acceleration,g-force,mock,imperial position,imperial velocity,imperial acceleration
24.63000000000105,[   0.         3736.26225375],[ 0.         44.57855055],[ 0.         -3.52396774],0.35922199184505604,0.1299666196793003,[    0.         12258.07865259],[  0.         146.25509179],[  0.         -11.56157432]
24.64000000000105,[   0.         3736.70786316],[ 0.        44.5433303],[ 0.         -3.52202523],0.3590239785932722,0.12986393673469387,[    0.         12259.54062577],[  0.         146.13953978],[  0.         -11.55520126]
24.65000000000105,[   0.         3737.15312046],[ 0.         44.50812945],[ 0.         -3.52008546],0.358826244648318,0.12976131034985422,[    0.         12261.00144373],[  0.         146.02405142],[  0.         -11.54883718]
24.660000000001048,[   0.         3737.59802584],[ 0.         44.47294796],[ 0.         -3.51814844],0.35862879102956163,0.12965874040816328,[    0.        12262.4611071],[  0.         145.90862659],[  0.         -11.54248213]
24.67000000000105,[   0.         3738.04257951],[ 0.         44.43778582],[ 0.         -3.51621416],0.3584316167176351,0.12955622688046647,[    0.         12263.91961656],[  0.         145.79326523],[  0.         -11.53613606]
24.68000000000106,[   0.         3738.48678166],[ 0.         44.40264299],[ 0.         -3.51428262],0.3582347217125382,0.12945376965014574,[    0.         12265.37697274],[  0.         145.67796723],[  0.         -11.52979899]
24.69000000000106,[   0.         3738.93063247],[ 0.         44.36751946],[ 0.         -3.51235381],0.35803810499490313,0.12935136868804664,[    0.         12266.83317623],[  0.         145.56273255],[  0.         -11.52347087]
24.700000000001047,[   0.         3739.37413214],[ 0.         44.33241518],[ 0.         -3.51042772],0.35784176554536185,0.12924902384839648,[    0.         12268.28822769],[  0.         145.44756102],[  0.         -11.51715168]
24.710000000001067,[   0.         3739.81728087],[ 0.         44.29733014],[ 0.         -3.50850436],0.3576457043832824,0.1291467351020408,[    0.         12269.74212777],[  0.         145.33245262],[  0.         -11.51084144]
24.72000000000107,[   0.         3740.26007884],[ 0.        44.2622643],[ 0.         -3.50658372],0.35744992048929664,0.1290445023323615,[    0.         12271.19487706],[  0.         145.21740721],[  0.         -11.50454013]
24.73000000000107,[   0.         3740.70252625],[ 0.         44.22721764],[ 0.         -3.50466579],0.35725441284403664,0.12894232548104956,[    0.         12272.64647622],[  0.         145.10242472],[  0.         -11.49824771]
24.740000000001068,[   0.         3741.14462329],[ 0.         44.19219014],[ 0.         -3.50275056],0.35705918042813456,0.1288402044897959,[    0.         12274.09692587],[  0.        144.9875051],[  0.         -11.49196415]
24.75000000000107,[   0.         3741.58637015],[ 0.         44.15718175],[ 0.         -3.50083805],0.3568642252803262,0.12873813921282798,[    0.         12275.54622664],[  0.         144.87264817],[  0.         -11.48568951]
24.760000000001067,[   0.         3742.02776702],[ 0.         44.12219247],[ 0.         -3.49892823],0.35666954434250764,0.1286361296501458,[    0.         12276.99437915],[  0.         144.75785394],[  0.         -11.47942369]
24.77000000000107,[   0.         3742.46881409],[ 0.         44.08722226],[ 0.         -3.49702111],0.35647513863404684,0.12853417568513115,[    0.         12278.44138402],[  0.         144.64312228],[  0.         -11.47316674]
24.780000000001074,[   0.         3742.90951156],[ 0.         44.05227109],[ 0.         -3.49511668],0.3562810071355759,0.1284322772303207,[    0.         12279.88724191],[  0.         144.52845308],[  0.         -11.46691861]
24.79000000000108,[   0.         3743.34985961],[ 0.         44.01733894],[ 0.         -3.49321494],0.3560871498470948,0.12833043422740525,[    0.        12281.3319534],[  0.         144.41384629],[  0.        -11.4606793]
24.800000000001077,[   0.         3743.78985844],[ 0.         43.98242579],[ 0.         -3.49131588],0.3558935657492355,0.1282286466180758,[    0.         12282.77551916],[  0.         144.29930183],[  0.         -11.45444879]
24.81000000000108,[   0.         3744.22950822],[ 0.         43.94753159],[ 0.        -3.4894195],0.3557002548419979,0.12812691425655975,[    0.         12284.21793975],[  0.         144.18481954],[  0.         -11.44822707]
24.820000000001077,[   0.         3744.66880916],[ 0.         43.91265633],[ 0.        -3.4875258],0.35550721712538225,0.12802523711370262,[    0.         12285.65921584],[  0.         144.07039939],[  0.         -11.44201415]
24.83000000000108,[   0.         3745.10776144],[ 0.         43.87779999],[ 0.         -3.48563476],0.3553144505606524,0.12792361513119532,[    0.         12287.09934804],[  0.         143.95604132],[  0.         -11.43580995]
24.84000000000109,[   0.         3745.54636526],[ 0.         43.84296252],[ 0.         -3.48374639],0.35512195616717634,0.1278220481632653,[    0.       12288.538337],[  0.         143.84174515],[  0.         -11.42961451]
24.850000000001092,[   0.         3745.98462079],[ 0.         43.80814391],[ 0.         -3.48186068],0.3549297329255861,0.12772053618075802,[    0.         12289.97618327],[  0.         143.72751087],[  0.         -11.42342779]
24.860000000001094,[   0.         3746.42252823],[ 0.         43.77334414],[ 0.         -3.47997763],0.35473778083588176,0.12761907912536444,[    0.         12291.41288752],[  0.         143.61333839],[  0.         -11.41724981]
24.87000000000109,[   0.         3746.86008776],[ 0.         43.73856317],[ 0.         -3.47809722],0.3545460978593272,0.12751767688046647,[    0.         12292.84845033],[  0.         143.49922759],[  0.         -11.41108048]
24.880000000001093,[   0.         3747.29729959],[ 0.         43.70380097],[ 0.         -3.47621947],0.3543546860346585,0.1274163293586006,[    0.         12294.28287239],[  0.         143.38517837],[  0.         -11.40491989]
24.89000000000109,[   0.         3747.73416388],[ 0.         43.66905753],[ 0.         -3.47434436],0.35416354332313965,0.12731503653061224,[    0.         12295.71615422],[  0.         143.27119071],[  0.         -11.39876795]
24.900000000001093,[   0.         3748.17068083],[ 0.         43.63433281],[ 0.         -3.47247189],0.35397266972477065,0.12721379827988338,[    0.         12297.14829649],[  0.         143.15726446],[  0.         -11.39262468]
24.91000000000109,[   0.         3748.60685063],[ 0.         43.59962679],[ 0.         -3.47060206],0.3537820652395515,0.12711261454810496,[    0.         12298.57929982],[  0.         143.04339956],[  0.         -11.38649006]
24.920000000001092,[   0.         3749.04267346],[ 0.         43.56493944],[ 0.         -3.46873486],0.3535917288481142,0.12701148524781342,[    0.         12300.00916479],[  0.         142.92959591],[  0.         -11.38036408]
24.93000000000109,[   0.         3749.47814951],[ 0.         43.53027074],[ 0.         -3.46687028],0.3534016595310907,0.12691041032069972,[    0.         12301.43789204],[  0.         142.81585345],[  0.         -11.37424669]
24.940000000001106,[   0.         3749.91327897],[ 0.         43.49562065],[ 0.         -3.46500832],0.3532118572884811,0.12680938965014574,[    0.         12302.86548218],[  0.         142.70217205],[  0.        -11.3681379]
