time,position,velocity,acceleration,g-force,mock,imperial position,imperial velocity,imperial acceleration
50.1599999999986,[   0.         3990.99665084],[  0.         -19.99733544],[ 0.         -2.09600988],0.21366053822629968,0.05830126950437318,[    0.         13093.82145194],[  0.       -65.608058],[ 0.         -6.87667305]
50.169999999998595,[   0.         3990.79657271],[  0.        -20.0182906],[ 0.         -2.09551555],0.2136101478083588,0.058362363265306125,[    0.         13093.16502761],[  0.         -65.67680853],[ 0.         -6.87505124]
50.17999999999858,[   0.         3990.59628505],[  0.         -20.03924081],[ 0.         -2.09502078],0.21355971253822628,0.05842344259475218,[    0.         13092.50791584],[  0.         -65.74554282],[ 0.         -6.87342798]
50.18999999999858,[   0.         3990.39578791],[  0.         -20.06018606],[ 0.        -2.0945256],0.2135092354740061,0.05848450746355685,[    0.         13091.85011681],[  0.         -65.81426083],[ 0.         -6.87180337]
50.19999999999858,[   0.         3990.19508135],[  0.         -20.08112636],[ 0.         -2.09402999],0.21345871457696228,0.05854555790087462,[    0.        13091.1916307],[  0.         -65.88296261],[ 0.         -6.87017735]
50.20999999999858,[   0.         3989.99416541],[  0.        -20.1020617],[ 0.         -2.09353396],0.21340815086646275,0.05860659387755102,[    0.         13090.53245764],[  0.         -65.95164811],[ 0.         -6.86854996]
50.21999999999858,[   0.         3989.79304014],[  0.         -20.12299208],[ 0.         -2.09303751],0.2133575443425076,0.058667615393586,[    0.         13089.87259781],[  0.         -66.02031734],[ 0.         -6.86692118]
50.229999999998576,[   0.        3989.5917056],[  0.         -20.14391748],[ 0.         -2.09254064],0.21330689500509686,0.05872862239067055,[    0.        13089.2120514],[  0.         -66.08897023],[ 0.         -6.86529103]
50.23999999999858,[   0.         3989.39016182],[  0.         -20.16483792],[ 0.         -2.09204334],0.2132562018348624,0.0587896149271137,[    0.         13088.55081851],[  0.         -66.15760684],[ 0.         -6.86365947]
50.24999999999857,[   0.         3989.18840886],[  0.         -20.18575337],[ 0.         -2.09154563],0.21320546687054026,0.0588505929154519,[    0.         13087.88889932],[  0.         -66.22622709],[ 0.         -6.86202656]
50.25999999999857,[   0.         3988.98644678],[  0.         -20.20666385],[ 0.         -2.09104749],0.21315468807339447,0.058911556413994176,[    0.         13087.22629405],[  0.         -66.29483103],[ 0.         -6.86039225]
50.26999999999857,[   0.         3988.78427561],[  0.         -20.22756934],[ 0.         -2.09054894],0.21310386748216106,0.058972505364431486,[    0.         13086.56300279],[  0.         -66.36341859],[ 0.         -6.85875658]
50.27999999999857,[   0.         3988.58189541],[  0.         -20.24846984],[ 0.         -2.09004996],0.21305300305810396,0.05903343976676385,[    0.         13085.89902574],[  0.         -66.43198979],[ 0.         -6.85711951]
50.28999999999856,[   0.         3988.37930624],[  0.         -20.26936534],[ 0.         -2.08955057],0.2130020968399592,0.05909435959183674,[    0.         13085.23436308],[  0.         -66.50054458],[ 0.         -6.85548109]
50.29999999999856,[   0.         3988.17650813],[  0.         -20.29025585],[ 0.         -2.08905076],0.2129511478083589,0.05915526486880466,[    0.         13084.56901493],[  0.       -66.569083],[ 0.        -6.8538413]
50.30999999999856,[   0.         3987.97350115],[  0.         -20.31114135],[ 0.         -2.08855053],0.21290015596330275,0.0592161555393586,[    0.         13083.90298151],[  0.         -66.63760499],[ 0.         -6.85220012]
50.31999999999856,[   0.         3987.77028533],[  0.         -20.33202185],[ 0.         -2.08804988],0.212849121304791,0.05927703163265306,[    0.         13083.23626292],[  0.         -66.70611057],[ 0.         -6.85055757]
50.32999999999856,[   0.         3987.56686073],[  0.         -20.35289734],[ 0.         -2.08754881],0.21279804383282366,0.059337893119533525,[    0.         13082.56885936],[  0.         -66.77459971],[ 0.         -6.84891364]
50.33999999999856,[   0.         3987.36322741],[  0.         -20.37376781],[ 0.         -2.08704733],0.21274692456676852,0.05939873997084547,[    0.         13081.90077102],[  0.         -66.84307238],[ 0.         -6.84726836]
50.34999999999855,[   0.        3987.1593854],[  0.         -20.39463327],[ 0.         -2.08654543],0.2126957624872579,0.05945957221574344,[    0.       13081.231998],[  0.         -66.91152862],[ 0.         -6.84562171]
50.35999999999855,[   0.         3986.95533477],[  0.        -20.4154937],[ 0.         -2.08604311],0.21264455759429152,0.059520389795918366,[    0.         13080.56254053],[  0.         -66.97996835],[ 0.         -6.84397368]
50.36999999999855,[   0.         3986.75107555],[  0.        -20.4363491],[ 0.         -2.08554038],0.2125933109072375,0.05958119271137026,[    0.         13079.89239871],[  0.         -67.04839158],[ 0.        -6.8423243]
50.37999999999855,[   0.         3986.54660781],[  0.         -20.45719948],[ 0.         -2.08503724],0.21254202242609585,0.05964198099125365,[    0.         13079.22157277],[  0.         -67.11679834],[ 0.         -6.84067358]
50.389999999998544,[   0.         3986.34193159],[  0.         -20.47804481],[ 0.         -2.08453367],0.21249069011213045,0.05970275454810496,[    0.         13078.55006284],[  0.         -67.18518853],[ 0.         -6.83902145]
50.39999999999854,[   0.         3986.13704694],[  0.         -20.49888511],[ 0.        -2.0840297],0.21243931702344546,0.059763513440233236,[    0.         13077.87786908],[  0.         -67.25356222],[ 0.       -6.837368]
50.40999999999854,[   0.         3985.93195391],[  0.         -20.51972036],[ 0.         -2.08352531],0.2123879011213048,0.05982425760932945,[    0.         13077.20499167],[  0.         -67.32191935],[ 0.         -6.83571318]
50.41999999999854,[   0.         3985.72665256],[  0.         -20.54055057],[ 0.        -2.0830205],0.21233644240570845,0.0598849870845481,[    0.         13076.53143078],[  0.         -67.39025993],[ 0.         -6.83405698]
50.42999999999854,[   0.         3985.52114293],[  0.         -20.56137572],[ 0.         -2.08251529],0.2122849429153925,0.05994570180758017,[    0.         13075.85718657],[  0.         -67.45858392],[ 0.         -6.83239946]
50.439999999998534,[   0.         3985.31542507],[  0.         -20.58219582],[ 0.         -2.08200966],0.2122334006116208,0.06000640180758018,[    0.         13075.18225919],[  0.         -67.52689133],[ 0.         -6.83074057]
50.44999999999853,[   0.         3985.10949904],[  0.         -20.60301085],[ 0.         -2.08150361],0.21218181549439347,0.06006708702623907,[    0.         13074.50664883],[  0.         -67.59518212],[ 0.        -6.8290803]
50.45999999999853,[   0.         3984.90336488],[  0.         -20.62382083],[ 0.         -2.08099716],0.21213018960244645,0.06012775752186589,[    0.         13073.83035563],[  0.         -67.66345633],[ 0.         -6.82741872]
50.46999999999853,[   0.         3984.69702264],[  0.         -20.64462573],[ 0.         -2.08049029],0.21207852089704385,0.06018841320699709,[    0.         13073.15337976],[  0.         -67.73171388],[ 0.         -6.82575576]
50.47999999999853,[   0.         3984.49047239],[  0.         -20.66542556],[ 0.         -2.07998301],0.2120268103975535,0.060249054110787174,[    0.         13072.47572144],[  0.         -67.79995479],[ 0.         -6.82409146]
50.48999999999853,[   0.         3984.28371416],[  0.         -20.68622031],[ 0.         -2.07947533],0.21197505912334352,0.060309680204081624,[    0.         13071.79738076],[  0.         -67.86817904],[ 0.         -6.82242584]
50.49999999999852,[   0.         3984.07674801],[  0.         -20.70700998],[ 0.         -2.07896723],0.21192326503567788,0.06037029148688047,[    0.         13071.11835794],[  0.         -67.93638662],[ 0.         -6.82075885]
50.50999999999852,[   0.         3983.86957398],[  0.         -20.72779457],[ 0.         -2.07845872],0.2118714291539245,0.06043088795918367,[    0.        13070.4386531],[  0.         -68.00457754],[ 0.         -6.81909051]
50.51999999999853,[   0.         3983.66219214],[  0.         -20.74857407],[ 0.        -2.0779498],0.2118195514780836,0.060491469591836725,[    0.         13069.75826646],[  0.         -68.07275175],[ 0.         -6.81742082]
50.52999999999852,[   0.         3983.45460253],[  0.         -20.76934847],[ 0.         -2.07744047],0.21176763200815493,0.060552036355685124,[    0.         13069.07719816],[  0.         -68.14090923],[ 0.         -6.81574979]
50.539999999998514,[   0.        3983.2468052],[  0.         -20.79011778],[ 0.         -2.07693073],0.2117156707441386,0.060612588279883375,[    0.         13068.39544837],[  0.         -68.20905002],[ 0.         -6.81407742]
50.54999999999851,[   0.        3983.0388002],[  0.         -20.81088199],[ 0.         -2.07642059],0.21166366870540265,0.060673125335276974,[    0.         13067.71301725],[  0.         -68.27717407],[ 0.         -6.81240373]
50.55999999999851,[   0.         3982.83058758],[  0.         -20.83164109],[ 0.         -2.07591004],0.21161162487257895,0.06073364749271137,[    0.         13067.02990496],[  0.         -68.34528135],[ 0.        -6.8107287]
50.56999999999852,[   0.        3982.6221674],[  0.         -20.85239508],[ 0.         -2.07539908],0.21155953924566767,0.06079415475218659,[    0.         13066.34611169],[  0.         -68.41337187],[ 0.         -6.80905232]
50.579999999998506,[   0.         3982.41353971],[  0.         -20.87314396],[ 0.         -2.07488771],0.2115074118246687,0.06085464711370263,[    0.         13065.66163762],[  0.         -68.48144563],[ 0.         -6.80737459]
50.589999999998504,[   0.         3982.20470455],[  0.         -20.89388771],[ 0.         -2.07437593],0.21145524260958204,0.06091512451895044,[    0.         13064.97648288],[  0.         -68.54950255],[ 0.         -6.80569553]
50.5999999999985,[   0.         3981.99566198],[  0.         -20.91462635],[ 0.         -2.07386375],0.21140303261977567,0.06097558702623905,[    0.         13064.29064765],[  0.         -68.61754271],[ 0.         -6.80401515]
50.6099999999985,[   0.         3981.78641205],[  0.         -20.93535986],[ 0.         -2.07335117],0.21135078185524966,0.06103603457725947,[    0.         13063.60413211],[  0.         -68.68556604],[ 0.         -6.80233345]
50.619999999998505,[   0.         3981.57695481],[  0.         -20.95608825],[ 0.         -2.07283818],0.21129848929663608,0.061096467201166176,[    0.         13062.91693642],[  0.         -68.75357257],[ 0.         -6.80065041]
50.6299999999985,[   0.         3981.36729031],[  0.         -20.97681149],[ 0.         -2.07232478],0.2112461549439348,0.06115688481049561,[    0.         13062.22906074],[  0.         -68.82156221],[ 0.         -6.79896603]
50.6399999999985,[   0.        3981.1574186],[  0.        -20.9975296],[ 0.         -2.07181098],0.2111937798165137,0.06121728746355685,[    0.         13061.54050524],[  0.         -68.88953501],[ 0.         -6.79728034]
50.64999999999849,[   0.         3980.94733974],[  0.         -21.01824257],[ 0.         -2.07129677],0.2111413628950051,0.061277675131195336,[    0.         13060.85127011],[  0.         -68.95749095],[ 0.         -6.79559329]
50.65999999999849,[   0.         3980.73705378],[  0.         -21.03895039],[ 0.         -2.07078216],0.21108890519877674,0.06133804778425656,[    0.         13060.16135552],[  0.      -69.02543],[ 0.         -6.79390494]
50.6699999999985,[   0.         3980.52656076],[  0.         -21.05965306],[ 0.         -2.07026715],0.21103640672782872,0.061398405422740526,[    0.        13059.4707616],[  0.         -69.09335215],[ 0.         -6.79221528]
50.67999999999849,[   0.         3980.31586074],[  0.         -21.08035058],[ 0.         -2.06975173],0.21098386646279307,0.061458748046647235,[    0.         13058.77948855],[  0.        -69.1612574],[ 0.         -6.79052427]
50.68999999999848,[   0.         3980.10495377],[  0.         -21.10104294],[ 0.         -2.06923591],0.2109312854230377,0.06151907562682216,[    0.         13058.08753653],[  0.         -69.22914572],[ 0.         -6.78883194]
50.699999999998475,[   0.         3979.89383991],[  0.         -21.12173014],[ 0.         -2.06871969],0.2108786636085627,0.06157938816326531,[    0.         13057.39490573],[  0.         -69.29701711],[ 0.         -6.78713831]
50.709999999998466,[   0.        3979.6825192],[  0.         -21.14241217],[ 0.         -2.06820307],0.210826001019368,0.06163968562682216,[    0.         13056.70159629],[  0.         -69.36487154],[ 0.         -6.78544336]
50.719999999998464,[   0.         3979.47099169],[  0.         -21.16308903],[ 0.         -2.06768605],0.2107732976554536,0.06169996801749271,[    0.         13056.00760838],[  0.         -69.43270901],[ 0.        -6.7837471]
50.729999999998476,[   0.         3979.25925744],[  0.         -21.18376071],[ 0.         -2.06716862],0.2107205524974516,0.06176023530612245,[    0.         13055.31294218],[  0.         -69.50052949],[ 0.        -6.7820495]
50.739999999998474,[   0.        3979.0473165],[  0.         -21.20442722],[ 0.        -2.0666508],0.21066776758409786,0.061820487521865884,[    0.         13054.61759787],[  0.       -69.568333],[ 0.         -6.78035061]
50.749999999998465,[   0.         3978.83516892],[  0.         -21.22508855],[ 0.         -2.06613257],0.21061494087665647,0.06188072463556851,[    0.        13053.9215756],[  0.         -69.63611952],[ 0.         -6.77865038]
50.75999999999846,[   0.         3978.62281476],[  0.         -21.24574469],[ 0.         -2.06561395],0.21056207441386332,0.0619409466180758,[    0.         13053.22487558],[  0.         -69.70388901],[ 0.         -6.77694887]
50.76999999999846,[   0.         3978.41025406],[  0.         -21.26639564],[ 0.         -2.06509492],0.21050916615698265,0.06200115346938776,[    0.         13052.52749793],[  0.         -69.77164147],[ 0.         -6.77524602]
50.779999999998466,[   0.         3978.19748687],[  0.         -21.28704139],[ 0.        -2.0645755],0.21045621814475027,0.06206134516034985,[    0.         13051.82944282],[  0.         -69.83937687],[ 0.         -6.77354188]
50.789999999998464,[   0.         3977.98451325],[  0.         -21.30768195],[ 0.         -2.06405568],0.21040322935779807,0.062121521720116625,[    0.         13051.13071045],[  0.         -69.90709525],[ 0.         -6.77183644]
50.79999999999846,[   0.         3977.77133326],[  0.        -21.3283173],[ 0.         -2.06353546],0.2103501997961264,0.06218168309037901,[    0.         13050.43130101],[  0.         -69.97479653],[ 0.         -6.77012968]
50.80999999999847,[   0.         3977.55794693],[  0.         -21.34894745],[ 0.         -2.06301484],0.21029712945973492,0.06224182930029155,[    0.         13049.73121461],[  0.         -70.04248075],[ 0.         -6.76842161]
50.819999999998466,[   0.         3977.34435433],[  0.         -21.36957239],[ 0.         -2.06249383],0.21024401936799186,0.0623019603206997,[    0.         13049.03045146],[  0.         -70.11014788],[ 0.         -6.76671226]
50.82999999999846,[   0.         3977.13055551],[  0.         -21.39019211],[ 0.         -2.06197242],0.21019086850152904,0.06236207612244898,[    0.         13048.32901174],[  0.         -70.17779788],[ 0.         -6.76500159]
50.839999999998454,[   0.         3976.91655052],[  0.         -21.41080662],[ 0.         -2.06145061],0.2101376768603466,0.06242217673469388,[    0.         13047.62689561],[  0.         -70.24543079],[ 0.         -6.76328962]
50.84999999999845,[   0.         3976.70233941],[  0.        -21.4314159],[ 0.         -2.06092841],0.2100844454638124,0.062482262099125364,[    0.         13046.92410323],[  0.         -70.31304654],[ 0.         -6.76157636]
50.859999999998465,[   0.         3976.48792223],[  0.         -21.45201996],[ 0.         -2.06040581],0.21003117329255852,0.06254233224489797,[    0.         13046.22063477],[  0.         -70.38064517],[ 0.        -6.7598618]
50.86999999999846,[   0.         3976.27329903],[  0.         -21.47261879],[ 0.         -2.05988282],0.2099778613659531,0.06260238714285714,[    0.         13045.51649039],[  0.         -70.44822663],[ 0.         -6.75814595]
50.879999999998454,[   0.         3976.05846988],[  0.         -21.49321239],[ 0.         -2.05935943],0.20992450866462795,0.06266242679300292,[    0.         13044.81167032],[  0.         -70.51579094],[ 0.         -6.75642879]
50.88999999999845,[   0.         3975.84343481],[  0.         -21.51380074],[ 0.         -2.05883565],0.20987111620795104,0.06272245113702624,[    0.         13044.10617466],[  0.         -70.58333802],[ 0.         -6.75471035]
50.899999999998435,[   0.         3975.62819389],[  0.         -21.53438386],[ 0.         -2.05831148],0.2098176839959225,0.06278246023323615,[    0.         13043.40000364],[  0.         -70.65086794],[ 0.         -6.75299064]
50.909999999998426,[   0.         3975.41274716],[  0.         -21.55496173],[ 0.         -2.05778691],0.2097642110091743,0.06284245402332361,[    0.         13042.69315739],[  0.         -70.71838064],[ 0.         -6.75126961]
50.91999999999844,[   0.         3975.19709468],[  0.         -21.57553435],[ 0.         -2.05726194],0.2097106972477064,0.06290243250728864,[    0.         13041.98563611],[  0.         -70.78587612],[ 0.         -6.74954726]
50.92999999999844,[   0.        3974.9812365],[  0.         -21.59610171],[ 0.         -2.05673659],0.2096571447502548,0.06296239565597668,[    0.         13041.27743996],[  0.         -70.85335433],[ 0.         -6.74782367]
50.939999999998435,[   0.         3974.76517267],[  0.         -21.61666382],[ 0.         -2.05621084],0.2096035514780836,0.06302234349854227,[    0.        13040.5685691],[  0.         -70.92081533],[ 0.         -6.74609877]
50.949999999998425,[   0.         3974.54890325],[  0.         -21.63722067],[ 0.         -2.05568471],0.20954991946992865,0.06308227600583091,[    0.         13039.85902374],[  0.         -70.98825906],[ 0.         -6.74437262]
50.95999999999842,[   0.         3974.33242829],[  0.         -21.65777225],[ 0.         -2.05515818],0.209496246687054,0.06314219314868805,[    0.         13039.14880403],[  0.         -71.05568551],[ 0.         -6.74264516]
50.96999999999843,[   0.         3974.11574783],[  0.         -21.67831856],[ 0.         -2.05463126],0.2094425341488277,0.0632020949271137,[    0.         13038.43791011],[  0.         -71.12309466],[ 0.         -6.74091642]
50.97999999999843,[   0.         3973.89886194],[  0.        -21.6988596],[ 0.         -2.05410395],0.20938878185524973,0.06326198134110787,[    0.         13037.72634221],[  0.         -71.19048653],[ 0.        -6.7391864]
50.989999999998425,[   0.         3973.68177067],[  0.         -21.71939536],[ 0.         -2.05357625],0.20933498980632007,0.06332185236151604,[    0.         13037.01410048],[  0.         -71.25786107],[ 0.        -6.7374551]
50.99999999999843,[   0.         3973.46447406],[  0.         -21.73992584],[ 0.         -2.05304816],0.20928115800203875,0.0633817079883382,[    0.         13036.30118508],[  0.         -71.32521829],[ 0.         -6.73572253]
51.00999999999843,[   0.         3973.24697218],[  0.         -21.76045104],[ 0.         -2.05251968],0.2092272864424057,0.06344154822157434,[    0.         13035.58759621],[  0.         -71.39255819],[ 0.         -6.73398867]
51.019999999998426,[   0.         3973.02926507],[  0.         -21.78097095],[ 0.         -2.05199081],0.20917337512742096,0.06350137303206997,[    0.         13034.87333401],[  0.         -71.45988073],[ 0.         -6.73225353]
51.029999999998424,[   0.         3972.81135278],[  0.         -21.80148556],[ 0.         -2.05146155],0.20911942405708456,0.06356118239067056,[    0.         13034.15839865],[  0.         -71.52718588],[ 0.         -6.73051711]
51.03999999999843,[   0.         3972.59323538],[  0.         -21.82199488],[ 0.         -2.05093191],0.2090654342507645,0.0636209763265306,[    0.         13033.44279036],[  0.         -71.59447368],[ 0.         -6.72877945]
51.049999999998406,[   0.         3972.37491291],[  0.        -21.8424989],[ 0.         -2.05040188],0.20901140468909274,0.06368075481049562,[    0.         13032.72650927],[  0.         -71.66174409],[ 0.        -6.7270405]
51.05999999999841,[   0.         3972.15638543],[  0.         -21.86299762],[ 0.         -2.04987146],0.20895733537206929,0.0637405178425656,[    0.         13032.00955557],[  0.         -71.72899711],[ 0.         -6.72530028]
51.06999999999841,[   0.         3971.93765299],[  0.         -21.88349102],[ 0.         -2.04934065],0.20890322629969416,0.0638002653644315,[    0.         13031.29192944],[  0.         -71.79623268],[ 0.         -6.72355878]
51.07999999999841,[   0.         3971.71871563],[  0.         -21.90397912],[ 0.         -2.04880946],0.20884907849133533,0.06385999743440234,[    0.         13030.57363099],[  0.         -71.86345086],[ 0.         -6.72181603]
51.089999999998405,[   0.         3971.49957343],[  0.        -21.9244619],[ 0.         -2.04827789],0.20879489194699288,0.0639197139941691,[    0.         13029.85466049],[  0.         -71.93065158],[ 0.         -6.72007203]
51.099999999998396,[   0.         3971.28022642],[  0.         -21.94493936],[ 0.         -2.04774592],0.20874066462793067,0.06397941504373178,[    0.         13029.13501805],[  0.         -71.99783485],[ 0.         -6.71832672]
51.1099999999984,[   0.         3971.06067467],[  0.         -21.96541149],[ 0.         -2.04721358],0.2086863995922528,0.06403910055393586,[    0.         13028.41470388],[  0.         -72.06500063],[ 0.        -6.7165802]
51.1199999999984,[   0.         3970.84091822],[  0.        -21.9858783],[ 0.         -2.04668084],0.20863209378185524,0.06409877055393585,[    0.         13027.69371813],[  0.         -72.13214896],[ 0.         -6.71483237]
51.1299999999984,[   0.         3970.62095713],[  0.         -22.00633978],[ 0.         -2.04614773],0.208577750254842,0.06415842501457726,[    0.         13026.97206099],[  0.        -72.1992798],[ 0.         -6.71308332]
51.139999999998395,[   0.         3970.40079145],[  0.         -22.02679592],[ 0.         -2.04561423],0.20852336697247706,0.06421806390670555,[    0.         13026.24973262],[  0.         -72.26639313],[ 0.         -6.71133299]
51.149999999998386,[   0.         3970.18042124],[  0.         -22.04724672],[ 0.         -2.04508035],0.2084689449541285,0.06427768723032071,[    0.         13025.52673322],[  0.         -72.33348893],[ 0.         -6.70958142]
51.15999999999839,[   0.         3969.95984654],[  0.         -22.06769218],[ 0.         -2.04454608],0.20841448318042813,0.06433729498542275,[    0.         13024.80306292],[  0.         -72.40056721],[ 0.         -6.70782856]
51.16999999999839,[   0.         3969.73906742],[  0.        -22.0881323],[ 0.         -2.04401143],0.20835998267074413,0.06439688717201167,[    0.         13024.07872195],[  0.         -72.46762798],[ 0.         -6.70607446]
51.17999999999839,[   0.         3969.51808392],[  0.         -22.10856706],[ 0.         -2.04347641],0.2083054444444444,0.06445646373177842,[    0.         13023.35371045],[  0.         -72.53467115],[ 0.         -6.70431914]
51.189999999998385,[   0.         3969.29689611],[  0.         -22.12899647],[ 0.         -2.04294099],0.20825086544342505,0.06451602469387756,[    0.         13022.62802863],[  0.         -72.60169678],[ 0.         -6.70256252]
51.199999999998376,[   0.         3969.07550402],[  0.         -22.14942052],[ 0.        -2.0424052],0.20819624872579,0.06457557002915451,[    0.         13021.90167661],[  0.         -72.66870482],[ 0.         -6.70080468]
51.20999999999838,[   0.         3968.85390772],[  0.         -22.16983922],[ 0.         -2.04186903],0.20814159327217124,0.06463509976676385,[    0.        13021.1746546],[  0.         -72.73569531],[ 0.         -6.69904559]
51.21999999999838,[   0.         3968.63210726],[  0.         -22.19025254],[ 0.         -2.04133248],0.2080868990825688,0.06469461381924198,[    0.         13020.44696278],[  0.         -72.80266814],[ 0.         -6.69728525]
51.22999999999838,[   0.        3968.4101027],[  0.        -22.2106605],[ 0.         -2.04079554],0.20803216513761466,0.06475411224489795,[    0.         13019.71860134],[  0.         -72.86962339],[ 0.         -6.69552364]
51.23999999999838,[   0.         3968.18789408],[  0.         -22.23106308],[ 0.         -2.04025823],0.20797739347604485,0.06481359498542273,[    0.         13018.98957041],[  0.       -72.936561],[ 0.         -6.69376081]
51.249999999998366,[   0.         3967.96548146],[  0.         -22.25146028],[ 0.         -2.03972054],0.20792258307849126,0.06487306204081633,[    0.         13018.25987019],[  0.         -73.00348095],[ 0.         -6.69199674]
51.25999999999837,[   0.        3967.7428649],[  0.         -22.27185211],[ 0.         -2.03918247],0.2078677339449541,0.06493251344023324,[    0.         13017.52950088],[  0.         -73.07038328],[ 0.         -6.69023141]
51.26999999999837,[   0.         3967.52004445],[  0.         -22.29223855],[ 0.         -2.03864402],0.2078128460754332,0.06499194912536442,[    0.         13016.79846263],[  0.         -73.13726792],[ 0.         -6.68846485]
51.27999999999837,[   0.         3967.29702016],[  0.        -22.3126196],[ 0.        -2.0381052],0.20775792048929664,0.06505136909620991,[    0.         13016.06675562],[  0.         -73.20413489],[ 0.         -6.68669706]
51.28999999999837,[   0.         3967.07379208],[  0.         -22.33299526],[ 0.       -2.037566],0.20770295616717635,0.06511077335276969,[    0.         13015.33438001],[  0.         -73.27098417],[ 0.         -6.68492804]
51.29999999999836,[   0.         3966.85036028],[  0.         -22.35336552],[ 0.         -2.03702642],0.2076479531090724,0.06517016186588921,[    0.         13014.60133602],[  0.         -73.33781573],[ 0.         -6.68315776]
51.30999999999836,[   0.        3966.6267248],[  0.         -22.37373039],[ 0.         -2.03648646],0.2075929113149847,0.06522953466472302,[    0.         13013.86762379],[  0.         -73.40462961],[ 0.         -6.68138624]
51.31999999999836,[   0.        3966.4028857],[  0.         -22.39408985],[ 0.         -2.03594613],0.2075378318042813,0.0652888916909621,[    0.         13013.13324352],[  0.         -73.47142574],[ 0.        -6.6796135]
51.32999999999836,[   0.         3966.17884303],[  0.        -22.4144439],[ 0.         -2.03540542],0.2074827135575943,0.06534823294460641,[    0.         13012.39819537],[  0.         -73.53820412],[ 0.         -6.67783952]
51.33999999999836,[   0.         3965.95459685],[  0.         -22.43479255],[ 0.         -2.03486434],0.20742755759429152,0.0654075584548105,[    0.         13011.66247953],[  0.         -73.60496479],[ 0.         -6.67606432]
51.34999999999835,[   0.         3965.73014721],[  0.         -22.45513578],[ 0.         -2.03432288],0.20737236289500507,0.0654668681632653,[    0.         13010.92609617],[  0.         -73.67170767],[ 0.         -6.67428788]
51.35999999999835,[   0.         3965.50549416],[  0.         -22.47547359],[ 0.         -2.03378105],0.2073171304791029,0.06552616206997085,[    0.         13010.18904546],[  0.         -73.73843277],[ 0.         -6.67251022]
51.36999999999835,[   0.         3965.28063776],[  0.         -22.49580598],[ 0.         -2.03323885],0.20726186034658511,0.06558544017492711,[    0.         13009.45132759],[  0.         -73.80514009],[ 0.         -6.67073135]
51.37999999999835,[   0.         3965.05557807],[  0.         -22.51613294],[ 0.         -2.03269627],0.2072065514780836,0.06564470244897959,[    0.         13008.71294276],[  0.         -73.87182959],[ 0.         -6.66895123]
51.38999999999834,[   0.         3964.83031513],[  0.         -22.53645447],[ 0.         -2.03215332],0.20715120489296635,0.06570394889212827,[    0.         13007.97389109],[  0.         -73.93850128],[ 0.        -6.6671699]
51.39999999999834,[   0.         3964.60484901],[  0.         -22.55677057],[ 0.      -2.03161],0.20709582059123344,0.06576317950437319,[    0.         13007.23417283],[  0.         -74.00515516],[ 0.         -6.66538735]
51.40999999999834,[   0.         3964.37917975],[  0.         -22.57708123],[ 0.        -2.0310663],0.2070403975535168,0.06582239425655978,[    0.         13006.49378809],[  0.         -74.07179118],[ 0.         -6.66360356]
51.41999999999834,[   0.         3964.15330741],[  0.         -22.59738646],[ 0.         -2.03052223],0.20698493679918448,0.06588159317784256,[    0.         13005.75273708],[  0.         -74.13840939],[ 0.         -6.66181855]
51.429999999998344,[   0.         3963.92723204],[  0.         -22.61768623],[ 0.         -2.02997779],0.2069294383282365,0.06594077618075801,[    0.         13005.01101997],[  0.         -74.20500969],[ 0.         -6.66003233]
51.43999999999834,[   0.         3963.70095371],[  0.         -22.63798056],[ 0.         -2.02943299],0.2068739031600408,0.06599994332361515,[    0.         13004.26863697],[  0.         -74.27159214],[ 0.         -6.65824493]
51.44999999999833,[   0.         3963.47447246],[  0.         -22.65826944],[ 0.         -2.02888781],0.20681832925586136,0.06605909457725948,[    0.         13003.52558823],[  0.         -74.33815671],[ 0.         -6.65645628]
51.45999999999833,[   0.         3963.24778835],[  0.         -22.67855287],[ 0.         -2.02834226],0.20676271763506626,0.06611822994169096,[    0.         13002.78187393],[  0.        -74.4047034],[ 0.         -6.65466642]
51.46999999999833,[   0.         3963.02090143],[  0.         -22.69883083],[ 0.         -2.02779634],0.20670706829765545,0.06617734935860058,[    0.         13002.03749425],[  0.         -74.47123214],[ 0.         -6.65287534]
51.47999999999834,[   0.         3962.79381176],[  0.         -22.71910333],[ 0.         -2.02725005],0.20665138124362886,0.06623645285714286,[    0.         13001.29244937],[  0.         -74.53774297],[ 0.         -6.65108305]
51.48999999999833,[   0.         3962.56651939],[  0.         -22.73937036],[ 0.         -2.02670339],0.20659565647298675,0.06629554040816328,[    0.         13000.54673948],[  0.         -74.60423585],[ 0.         -6.64928955]
51.49999999999832,[   0.         3962.33902438],[  0.         -22.75963193],[ 0.         -2.02615637],0.2065398950050968,0.06635461204081633,[    0.         12999.80036475],[  0.         -74.67071082],[ 0.         -6.64749486]
51.50999999999832,[   0.         3962.11132678],[  0.         -22.77988802],[ 0.         -2.02560897],0.20648409480122326,0.06641366769679301,[    0.         12999.05332535],[  0.         -74.73716781],[ 0.         -6.64569893]
51.51999999999832,[   0.         3961.88342665],[  0.         -22.80013863],[ 0.         -2.02506121],0.20642825790010194,0.06647270737609329,[    0.         12998.30562149],[  0.         -74.80360682],[ 0.         -6.64390182]
51.529999999998324,[   0.         3961.65532403],[  0.         -22.82038376],[ 0.         -2.02451309],0.20637238430173294,0.0665317310787172,[    0.         12997.55725329],[  0.         -74.87002786],[ 0.         -6.64210353]
