time,Gravity1,Gravity2,Gravity3,flipped,position1,position2,position3,velocity1,velocity2,velocity3,acceleration1,acceleration2,acceleration3,air speed,relative velocity1,relative velocity2,relative velocity3,Drag1,Drag2,Drag3,Lift1,Lift2,Lift3
0.0,0.0,0.0,-56.50557632961142,1,0.0,0.0,-0.02453350830566665,0.0,0.0,-0.490670166113333,0.0,0.0,-9.813403322266659,,,,,,,,,,
0.1,0.0,0.0,-56.49024184946644,0,-1.2423714962982018e-19,-0.0006763155423877803,-0.1091609178974344,-2.4847429925964034e-18,-0.013526310847755605,-1.2018780257220218,-4.9694859851928066e-17,-0.2705262169551121,-4.410753869907117,"[0, 0, 0]",0.0,0.0,-0.490670166113333,-0.0,-0.0,0.0012122551841619845,-1.8922173205618112e-19,-0.0010300751323452316,0.0
0.2,0.0,0.0,-56.45957351872995,0,-7.458752457629248e-19,-0.004060355722059249,-0.2378790537807569,-9.948018930065689e-18,-0.05415449274567376,-1.3724846919444282,-9.957065889745763e-17,-0.5420374210032509,0.9986205454589903,"[0, 0, 0]",-2.4847429925964034e-18,-0.013526310847755605,-1.2018780257220218,1.5037908290298408e-20,8.186255988675475e-05,0.007273883689695705,-1.1353854275252264e-18,-0.006180750391681509,6.95600961836904e-05
0.30000000000000004,0.0,0.0,-56.413571051039625,0,-2.363114828258048e-18,-0.012864197959789117,-0.35658683240358835,-2.2396772719836768e-17,-0.12192235200892357,-1.0016708805122003,-1.4940441689796393e-16,-0.8133197642617452,6.417655683185567,"[0, 0, 0]",-9.948018930065689e-18,-0.05415449274567376,-1.3724846919444282,6.880262759640939e-20,0.00037454405980190896,0.009492397813621933,-1.4816747984472556e-18,-0.00806586192567988,0.00031825685467064393
0.4,0.0,0.0,-56.352233485577585,0,-5.474043297271018e-18,-0.02979930377249593,-0.41108403813603767,-3.982179666042263e-17,-0.21677976424521267,-0.08827323413678545,-1.9909606191375325e-16,-1.0838284804640366,11.850297244322732,"[0, 0, 0]",-2.2396772719836768e-17,-0.12192235200892357,-1.0016708805122003,1.1379725706813487e-19,0.0006194834143056047,0.005089456419154243,-7.944166966153654e-19,-0.004324603072866774,0.0005263862496225526
0.5,0.0,0.0,-56.275559863709695,0,-1.0575929668412084e-17,-0.05757267959913262,-0.34703056073514793,-6.221593076239866e-17,-0.3386877522875211,1.3693427821545803,-2.4878662012576727e-16,-1.3543312803821324,17.30202308150458,"[0, 0, 0]",-3.982179666042263e-17,-0.21677976424521267,-0.08827323413678545,4.693362194693876e-20,0.00025549473790928006,0.00010403806323301958,-1.62393716949384e-20,-8.840302203184831e-05,0.00021709849494052185
0.6,0.0,0.0,-56.18354923088561,0,-1.8165207561700107e-17,-0.09888678419686628,-0.10989847985411788,-8.956962710336177e-17,-0.4875943396671521,3.373298835466021,-2.982873066934949e-16,-1.6238004672104869,22.777097984724236,"[0, 0, 0]",-6.221593076239866e-17,-0.3386877522875211,1.3693427821545803,4.419108694248153e-19,0.002405650727118441,-0.009726246187869393,1.5181763494339937e-18,0.008264567114322306,0.0020441248868124586
0.7,0.0,0.0,-56.07620063842834,0,-2.8734868188366724e-17,-0.15642533672224546,0.35506022605014165,-1.2182358542997058e-16,-0.6631767108404312,5.9258752826191685,-3.4679185983868107e-16,-1.887846956255094,28.274430958338712,"[0, 0, 0]",-8.956962710336177e-17,-0.4875943396671521,3.373298835466021,1.5371584861740057e-18,0.00836790105383438,-0.05789121936785274,9.036862202378113e-18,0.049194386542960385,0.007110815137263605
0.7999999999999999,0.0,0.0,-55.95351314561987,0,-4.277053839919758e-17,-0.23283196662077638,1.1028145475269757,-1.5888981878664652e-16,-0.8649558871301876,9.029211146917515,-3.945328072948377e-16,-2.1477365695400334,33.79228632762822,"[0, 0, 0]",-1.2182358542997058e-16,-0.6631767108404312,5.9258752826191685,3.687091961149868e-18,0.020071593778260337,-0.17935153558488656,2.4462188543877934e-17,0.13316595207102142,0.014902871538558739
0.8999999999999999,0.0,0.0,-55.815485822359356,0,-6.075711764283861e-17,-0.3307463435451489,2.1885330168477415,-2.0084176608617425e-16,-1.0933316513572628,12.685158239497797,-4.445061386957171e-16,-2.4197787150014713,39.326655523977436,"[0, 0, 0]",-1.5888981878664652e-16,-0.8649558871301876,9.029211146917515,7.336606546158049e-18,0.03993862584850903,-0.4169163896905744,4.208277682200783e-17,0.2290879669757707,0.021945547898060042
0.9999999999999999,0.0,0.0,-55.66211775222746,0,-8.320413503558755e-17,-0.452942214813923,3.667550392031198,-2.4809858176880427e-16,-1.3505857740182186,16.895189264171336,-5.006301749568828e-16,-2.725303738217643,44.87396496949333,"[0, 0, 0]",-2.0084176608617425e-16,-1.0933316513572628,12.685158239497797,1.286427798756492e-17,0.07002986764032174,-0.8125073040790334,6.413578258002086e-17,0.34913893880627295,0.03009222630976873
1.0999999999999999,0.0,0.0,-55.49340803576694,0,-1.1069151956365833e-16,-0.6025765667876708,5.595313151753796,-3.016491087926115e-16,-1.6421012654567362,21.660065930280627,-5.703803655192617e-16,-3.1050060905527093,50.42356835269249,"[0, 0, 0]",-2.4809858176880427e-16,-1.3505857740182186,16.895189264171336,2.1142632247117125e-17,0.11509512926141886,-1.4397856320302878,8.709537747545359e-17,0.4741251520361773,0.03790112531039774
1.2,0.0,0.0,-55.30935579413459,0,-1.4394522071960215e-16,-0.7836012844401201,8.027289998691142,-3.6342491432626476e-16,-1.9783930875922504,26.979471008466298,-6.651357451538034e-16,-3.620830352157574,55.96453321102094,"[0, 0, 0]",-3.016491087926115e-16,-1.6421012654567362,21.660065930280627,3.292573430195361e-17,0.17923934925497317,-2.3642489070754578,1.0178363237216795e-16,0.5540842875025067,0.04200645153187794
