,time,AOA,CD,CL,Stability [Calibers],Stability [Lengths],Thrust,Mass,Gravity1,Gravity2,Gravity3,Mach,Net Force1,Net Force2,Net Force3,Target Heading1,Target Heading2,position1,position2,position3,velocity1,velocity2,velocity3,acceleration1,acceleration2,acceleration3,rotation1,rotation2,angular_velocity1,angular_velocity2,angular_acceleration1,angular_acceleration2,air speed,relative velocity1,relative velocity2,relative velocity3,Drag1,Drag2,Drag3,Lift1,Lift2,Lift3,flipped
1550,15.509999999999714,0.0010120692840993985,0.9760953284005534,0.010263444259309765,3.9135419786411503,0.1373172624084614,5431.262427438986,73.18689768846349,0.0,0.0,-716.6435351170372,1.7421293861501033,2.6767154704692246e-14,437.14081028633916,1820.9752270184354,1.5707963267948966,0.18441501213442385,4.368358883338004e-14,713.4071450444998,4383.617056282029,5.772383410960676e-15,94.27017512281307,505.3768037827266,3.6573697683747527e-16,5.972938109046887,24.881164313998198,1.5707963267948966,0.1833785864621868,-7.135332822718164e-31,0.0006424222979829753,-1.3173977117190898e-31,0.10473706634134627,"[0, 0, 0]",5.768721053571836e-15,94.21036428769901,505.12799610621903,-3.206923960612977e-14,-523.730427882678,-2808.0870245692495,-1.8079745489725213e-15,-29.526465103755136,5.506919147218066,0.0
1560,15.609999999999713,0.000776819007599237,0.9735758418190328,0.007882437707490413,3.928827772753553,0.1378536060615282,5424.743067697203,72.9023683730552,0.0,0.0,-713.8460991334376,1.7507856465292018,2.7167659862404083e-14,443.68155587912173,1810.8201433084776,1.5707963267948966,0.18467185017845208,4.426265483732555e-14,722.8640105562323,4434.279109632838,5.8090523805833796e-15,94.86902484255651,507.8635615054294,3.7265812440251623e-16,6.085969026530376,24.838975519178863,1.5707963267948966,0.1839718767887775,-7.293302218988672e-31,0.0108275866875273,-3.754977908852015e-31,0.08108215074410656,"[0, 0, 0]",5.805335861589905e-15,94.80832948131338,507.6151311105231,-3.216959437549602e-14,-525.3693456414329,-2812.8902885245866,-1.3945189114340012e-15,-22.774222125184327,4.253588639489196,0.0
1570,15.709999999999711,0.0002096845777561089,0.9711254262609588,0.002128845968502259,3.961566579531505,0.13900233612391247,5418.223707955419,72.61818081509482,0.0,0.0,-711.0520428813986,1.7594350852813356,2.918105683262808e-14,476.56282371284635,1795.8132827564318,1.5707963267948966,0.18498983078733405,4.484546737426507e-14,732.382061595035,4485.189490640804,5.847687963858495e-15,95.49999180057276,510.3422279191453,4.0184230044168684e-16,6.5625827907518355,24.729527269886447,1.5707963267948966,0.18530524697001047,-7.5642827192054945e-31,0.014104005249085352,-1.9918737856830547e-32,-0.02216870707845364,"[0, 0, 0]",5.843685630319247e-15,95.43462873357196,510.0948742267526,-3.227846413135842e-14,-527.1473236827458,-2817.584679074961,3.782045484160641e-16,6.176549004650012,-1.1555824041696094,0.0
1580,15.809999999999707,0.0010031847339031263,0.968733776315229,0.010190083959158894,3.9703602359873416,0.13931088547324005,5411.704348213634,72.33433501458235,0.0,0.0,-708.2613670709227,1.7680782162999182,3.081207852438869e-14,503.1994293512426,1782.0250134827838,1.5707963267948966,0.18539847907636486,4.5432293857402845e-14,741.9656653499519,4536.34718041574,5.88924669397437e-15,96.17869736930994,512.8099964540827,4.2596753696812276e-16,6.956577802917512,24.635949347201905,1.5707963267948966,0.1864334802533449,-7.77377459334825e-31,0.007040204925684909,-3.076557530361946e-32,-0.10676550414757877,"[0, 0, 0]",5.884993751086185e-15,96.10924154104751,512.5636067756893,-3.240249805805798e-14,-529.172951427593,-2822.1510464841344,1.8177511593015313e-15,29.68612926710189,-5.56635572723895,0.0
1590,15.909999999999703,0.0008222896836646398,0.9664007750411274,0.00835646974766422,3.995737966499437,0.14020133215787495,5405.18498847185,72.05083097151777,0.0,0.0,-705.4740723925838,1.7767152332891218,3.0371605457845853e-14,496.00595827289595,1774.679939894594,1.5707963267948966,0.18583823264138025,4.6023354454258135e-14,751.6184174294382,4587.751309826715,5.9318909018532955e-15,96.8751301352081,515.2725088468485,4.215302592395079e-16,6.884111558254904,24.63094340433268,1.5707963267948966,0.1865856402773492,-7.724746888088763e-31,-0.003692780298426528,-7.888609052210117e-32,-0.08845046314588165,"[0, 0, 0]",5.9276662383366476e-15,96.80613614413102,515.0262193867982,-3.253246643618514e-14,-531.2954961191342,-2826.5884957547723,1.4966112958785964e-15,24.44151729168965,-4.5941133896580215,0.0
1600,16.009999999999703,0.0001737747878133041,0.96412610936196,0.0017667204686289692,4.02890477385218,0.14136507978428706,5398.6656287300675,71.7676686859011,0.0,0.0,-702.69015936243,1.7853465753859752,2.8165426754154413e-14,459.97632580698985,1772.841950372858,1.5707963267948966,0.18621636046042744,4.661860822697147e-14,761.3396492675117,4639.401818730513,5.972696198466465e-15,97.5415312010759,517.7388737965304,3.9245285892486524e-16,6.409241573947813,24.70251553149777,1.5707963267948966,0.18593311038326935,-7.7959662366882465e-31,-0.007555951076399741,-3.108111966570786e-31,0.018926074571600504,"[0, 0, 0]",5.968755244008726e-15,97.47717053054652,517.4918902676426,-3.2652592404301026e-14,-533.257302056969,-2830.984195976508,-3.1765251452496047e-16,-5.1876592458500745,0.9771715353837552,0.0
1610,16.109999999999722,0.0010077579874085564,0.9619095321495468,0.010249491442058231,4.036004391000768,0.14161418915792168,5392.146268988282,71.48484815773233,0.0,0.0,-699.9096283300737,1.7939723389559687,2.628070534483246e-14,429.1964893572599,1770.1454255515014,1.5707963267948966,0.18649812221041076,4.721779030434509e-14,771.1250351892454,4691.299344182433,6.010528248712971e-15,98.1593754688737,520.2126521202903,3.676402205799433e-16,6.004020438152598,24.762526201995286,1.5707963267948966,0.18545543136956869,-7.925339425144494e-31,-0.00045990095339431473,-1.0255191767873153e-32,0.11039425775477886,"[0, 0, 0]",6.0068449770174166e-15,98.0992230772108,519.9650399271677,-3.27547391606079e-14,-534.9254851833692,-2835.3185941392517,-1.8499108976544065e-15,-30.21133765167856,5.699823111511997,0.0
1620,16.209999999999734,0.0008368650886373738,0.9598602056144556,0.008514297546395832,4.060221306552272,0.14246390549306218,5385.626909246496,71.20236938701146,0.0,0.0,-697.1324796496057,1.8025927376841784,2.655163844609678e-14,433.6211626827117,1760.5335926020755,1.5707963267948966,0.18674370609809152,4.7820675811516716e-14,780.9709027094377,4743.444412422061,6.0472702458287466e-15,98.75941781808586,522.6881408217729,3.729038608501736e-16,6.089982207274858,24.725772579742646,1.5707963267948966,0.1859833576219608,-7.903211876753042e-31,0.010721414175029705,-1.35684075698014e-31,0.09258764033860437,"[0, 0, 0]",6.043551365891518e-15,98.6986838997052,522.4408316968264,-3.285225709956966e-14,-536.5180739857839,-2839.946164614964,-1.542523538242241e-15,-25.191321110971245,4.759103975994275,0.0
1630,16.30999999999975,0.00018746694859783666,0.9582977832656224,0.0019078639128057712,4.0924310204658285,0.14359407089353782,5379.107549504712,70.92023237373849,0.0,0.0,-694.3587138596484,1.8112028046840083,2.867497232139169e-14,468.29783642690103,1744.007991315017,1.5707963267948966,0.18705043336443095,4.842731386381307e-14,790.8780539422457,4795.836646785022,6.08601851327791e-15,99.3922250483198,525.1542941342941,4.0432710612507715e-16,6.6031627471134735,24.591120656858106,1.5707963267948966,0.18735047798469293,-7.98797498101904e-31,0.01471379533661774,-2.5776030078096555e-31,-0.020985558012629517,"[0, 0, 0]",6.081992965594421e-15,99.32648286557301,524.9083110907751,-3.2972347675336845e-14,-538.4793019227009,-2845.688811030608,3.4690868459369314e-16,5.665448761802902,-1.0720521803035326,0.0
1640,16.409999999999766,0.0010357604490036888,0.9566370193742668,0.010543646532089529,4.089698391086328,0.1434981891609238,5372.588189762927,70.63843711791344,0.0,0.0,-691.5883316961563,1.8198017929292207,3.0448316407458805e-14,497.25874315203424,1729.0632741220136,1.5707963267948966,0.18745471502088248,4.903799105600838e-14,800.8511693355249,4848.4748133152,6.127974378153993e-15,100.07741631988141,527.6071356340592,4.310445934220325e-16,7.039492427075977,24.477654725511112,1.5707963267948966,0.18852409549358398,-7.915981562656308e-31,0.007156567761831751,2.185144707462203e-31,-0.11629859510734898,"[0, 0, 0]",6.123671304034769e-15,100.00714178648585,527.362321605493,-3.310390557986461e-14,-540.6278055503489,-2850.8637439935515,1.923981855754305e-15,31.421008197527556,-5.958569835476125,0.0
1650,16.509999999999778,0.0008291030823963293,0.95498348651038,0.008441717201070465,4.1140083784148915,0.14435117117245236,5366.0688300211405,70.35698361953628,0.0,0.0,-688.8213338758791,1.8283914240298875,2.993426743615643e-14,488.8636863624316,1721.4876925045041,1.5707963267948966,0.18789238625257448,4.965294969236112e-14,810.894206018116,4901.357849504579,6.171104806724042e-15,100.78178967226481,530.053431105762,4.2546263208254534e-16,6.948332080380535,24.467900753301944,1.5707963267948966,0.1886394920940815,-7.80045288308669e-31,-0.004474193503849864,1.8617117363215878e-31,-0.09398187678482624,"[0, 0, 0]",6.16683932238466e-15,100.71212902656104,529.8087732731086,-3.3239953159427585e-14,-542.8496311356147,-2855.728499869846,1.5457267012269591e-15,25.243632732361732,-4.798599277876501,0.0
1660,16.609999999999793,0.00024269042335159518,0.9533366786639078,0.0024714305927206665,4.144588467879433,0.14542415676769938,5359.549470279358,70.07587187860703,0.0,0.0,-686.0577209150537,1.8369727661908617,2.7512618429779685e-14,449.3151568098625,1720.032601909145,1.5707963267948966,0.18826187897504396,5.027213836555412e-14,821.0063244448182,4954.485642040473,6.212116437722306e-15,101.4515604343624,532.5037258767891,3.9261186043378815e-16,6.411838265647478,24.545290066298005,1.5707963267948966,0.18790428761207603,-7.522881696525779e-31,-0.00818283717025738,7.145107649039315e-31,0.027810310814860482,"[0, 0, 0]",6.208172139643318e-15,101.38714515835407,532.258318075185,-3.336380183607293e-14,-544.8722335174864,-2860.4492031501923,-4.540641475516448e-16,-7.4154302753738115,1.4125271136398316,0.0
1670,16.709999999999813,0.0010773529482909544,0.951696376375082,0.010972616391580113,4.150239425840066,0.1456224359943883,5353.030110537571,69.79510189512564,0.0,0.0,-683.2974931439898,1.845546732359308,2.55870560137889e-14,417.8683361048015,1717.3504051487848,1.5707963267948966,0.1885290560825731,5.089525923563524e-14,831.1826605200844,5007.858872475011,6.249863274027018e-15,102.06801305288052,534.9619056641416,3.666024594710971e-16,5.9870725130925635,24.60560065847144,1.5707963267948966,0.18742409289129056,-7.126922825911405e-31,0.00019850049813036408,4.038967834731581e-31,0.1240342114879448,"[0, 0, 0]",6.246190981618473e-15,102.00803996658165,534.7158593683529,-3.3466236238896634e-14,-546.5451142680018,-2864.9343772817383,-2.0225874834470686e-15,-33.03136030495299,6.301410857940258,0.0
1680,16.809999999999828,0.0007882063103139594,0.950062343465876,0.008028451076248796,4.1750899114531945,0.14649438285800687,5346.510750795786,69.5146736690922,0.0,0.0,-680.5406509049955,1.85411429632479,2.6125647656445556e-14,426.66420513466096,1707.1729710102866,1.5707963267948966,0.18876564734485746,5.1522077810356926e-14,841.4193846948932,5061.478060927633,6.2866627693148536e-15,102.66899441850292,537.4210786628454,3.75829249818684e-16,6.1377574347207995,24.55845479670768,1.5707963267948966,0.18806853237940954,-6.986229483465238e-31,0.012147899771467852,-2.1535902712533624e-31,0.09158226781798244,"[0, 0, 0]",6.282917517884635e-15,102.60782982095812,537.1754451804202,-3.35596007829882e-14,-548.0698729846629,-2869.27107340865,-1.4846773958952167e-15,-24.246621914642674,4.631435180953562,0.0
1690,16.909999999999844,0.00034587354667757925,0.9484343464881712,0.003523158142406343,4.202299789284684,0.14744911541349767,5339.991391054002,69.23458720050665,0.0,0.0,-677.7871947374722,1.8626765683739248,2.854821454732588e-14,466.2277248787533,1691.3898445732432,1.5707963267948966,0.18907681675272972,5.215267932442788e-14,851.7178889576732,5115.342760538158,6.3259812881473295e-15,103.31111456056921,539.8707600335557,4.1234035908452657e-16,6.734029099191935,24.429839376017327,1.5707963267948966,0.18953842311657998,-7.09213652518149e-31,0.015027498734340387,-9.111343455302687e-32,-0.04057380170677222,"[0, 0, 0]",6.321877276377061e-15,103.24409096204063,539.6263936481719,-3.366144535338561e-14,-549.7331210406466,-2873.292784234852,6.535602086966358e-16,10.673448199949515,-2.0420988850899384,0.0
1700,17.00999999999986,0.001131796761503012,0.9468121479679756,0.011528952600774169,4.207948809814208,0.14764732666014765,5333.472031312216,68.95484248936901,0.0,0.0,-675.0371253491825,1.8712345201414728,3.022833896751742e-14,493.66623892804887,1678.0788281625428,1.5707963267948966,0.1894900357303209,5.278739487652965e-14,862.0835805602428,5169.4517888647115,6.36876784022725e-15,104.00987198368436,542.3082301468178,4.3837876900636556e-16,7.159268604002088,24.33590981548914,1.5707963267948966,0.19063835667120274,-7.06663659642022e-31,0.005412906709849768,1.2779546664580392e-31,-0.13334335446081752,"[0, 0, 0]",6.364389353224864e-15,103.93836586444351,542.0648491285906,-3.3779781258145717e-14,-551.6656930253608,-2877.0760264714754,2.1451527699773018e-15,35.033003335668866,-6.71741236105765,0.0
1710,17.109999999999875,0.0007133863798631494,0.9451962199589828,0.0072666555848093905,4.227934284046847,0.1483485713700648,5326.9526715704305,68.67543953567926,0.0,0.0,-672.2904433983292,1.8797893172631484,2.924825377094596e-14,477.6602329963186,1673.3518390532938,1.5707963267948966,0.189922653378076,5.342645951284927e-14,872.5202980981409,5223.804288217943,6.412315115221213e-15,104.72105295479015,544.7422690080792,4.258910313307932e-16,6.955328371042423,24.36608852257771,1.5707963267948966,0.19053280973320014,-7.078785054360623e-31,-0.006707410530177797,-2.0510383535746308e-31,-0.0846877375360865,"[0, 0, 0]",6.408041385090193e-15,104.65125764508949,544.498650449845,-3.390081793272288e-14,-553.6423719283952,-2880.5915106076836,1.356048219924748e-15,22.145948054066434,-4.2563949675301895,0.0
1720,17.20999999999989,0.00048786305857277315,0.9435859013812884,0.004969118358773774,4.250954139711732,0.1491562856039204,5320.433311828646,68.39637833943742,0.0,0.0,-669.5471493094931,1.8883418288432536,2.6511567190642425e-14,432.96674941870384,1674.3663129578588,1.5707963267948966,0.19026753297255253,5.4069759725300365e-14,883.0261878436412,5278.4005244466525,6.45304504709604e-15,105.3862232210773,547.1843797823344,3.8761653517779663e-16,6.3302584132448825,24.48033585416346,1.5707963267948966,0.18966582193995035,-7.223872598567904e-31,-0.008223463254127369,-1.6171648557030739e-31,0.0583901276028109,"[0, 0, 0]",6.449149700990064e-15,105.32260739145708,546.9396347664427,-3.400562252786209e-14,-555.3539608569283,-2883.94961006086,-9.299646105906172e-16,-15.187474645555731,2.924608727695805,0.0
1730,17.309999999999906,0.0011801668221634793,0.9419806941592812,0.01201934496831959,4.25782697462493,0.14939743770613784,5313.913952086861,68.11765890064348,0.0,0.0,-666.807243328979,1.8968931387508328,2.4885493703039098e-14,406.41095408676625,1672.1321855750152,1.5707963267948966,0.19050898349388887,5.4716950449976786e-14,893.5956144755,5333.241522339502,6.4903938414796374e-15,105.99617532170912,549.6367140880417,3.6533101848578083e-16,5.9663083060379085,24.54770484719667,1.5707963267948966,0.18932900352685345,-7.182575730179584e-31,0.0028927118350969925,2.571686551020498e-31,0.14184838021687576,"[0, 0, 0]",6.48673833772815e-15,105.93647641498708,549.3912430079888,-3.408891010895888e-14,-556.7141502789688,-2887.1441582007255,-2.255735234722698e-15,-36.838952035693815,7.103478301027324,0.0
1740,17.409999999999922,0.0005884895828589432,0.9403803642156464,0.0059926242657701075,4.28667118627914,0.15040951530803998,5307.3945923450765,67.83928121929746,0.0,0.0,-664.0707257681189,1.905444085737931,2.6123100216302783e-14,426.6226022799512,1661.1147066373567,1.5707963267948966,0.190743409833676,5.5367832408119134e-14,904.2253235245993,5388.327881290388,6.527576823098582e-15,106.60341949439356,552.0894292645438,3.850733637913583e-16,6.288725272616756,24.48603046467477,1.5707963267948966,0.1902721856304924,-7.081443762130252e-31,0.014788955408568873,-1.3252863207713e-31,0.07139067275022169,"[0, 0, 0]",6.523744399442325e-15,106.54083126636036,551.8445124734957,-3.4166220962064525e-14,-557.9767323256367,-2890.1257307818455,-1.1277454639164513e-15,-18.417481100699302,3.5557366286096963,0.0
1750,17.509999999999938,0.0006694613612180718,0.9387846626696426,0.006815998275400742,4.303641082162551,0.15100495025131758,5300.875232603291,67.56124529539932,0.0,0.0,-661.3375971761831,1.913995890114205,2.887336319768013e-14,471.5378053130571,1645.4996017219569,1.5707963267948966,0.19107691833068371,5.6022585565681016e-14,914.9182540580027,5443.659038247525,6.568197908281624e-15,107.26681215930437,554.5315127087883,4.2736576378124146e-16,6.979412579672612,24.35567305675477,1.5707963267948966,0.19185391479594907,-7.175559798503777e-31,0.014266806094081656,-8.519697776386926e-32,-0.0817315604028079,"[0, 0, 0]",6.563943857148804e-15,107.19733823203356,554.287896101908,-3.42576633638859e-14,-559.4701000768126,-2892.865716798476,1.286093718040089e-15,21.00350433995405,-4.062004194251319,0.0
1760,17.609999999999953,0.0012114285988818706,0.9371934208131878,0.012331402749239332,4.312400288741077,0.15131229083302022,5294.355872861505,67.28355112894909,0.0,0.0,-658.6078582474687,1.9225494887040944,3.004461234049729e-14,490.66575540663047,1635.0949970048637,1.5707963267948966,0.1915077629564678,5.6681591575765513e-14,925.6806389438872,5499.233820880828,6.6122452244342355e-15,107.98615942225851,556.9632262688403,4.465372566753607e-16,7.292506818884581,24.30155616892456,1.5707963267948966,0.1926965503156053,-7.441563695744301e-31,0.001460946303205535,-4.196740015775782e-31,-0.14853840608804764,"[0, 0, 0]",6.607779194275318e-15,107.91322361477465,556.7202169624929,-3.436466225607916e-14,-561.2175245957475,-2895.2998677107507,2.3326933841785866e-15,38.095773994637774,-7.3843874402322465,0.0
1770,17.70999999999997,0.0004099560179808096,0.9356063454468048,0.004172037682242606,4.344179331753294,0.15242734497379978,5287.836513119721,67.00619871994675,0.0,0.0,-655.8815095538844,1.9311060281569024,2.820154876273542e-14,460.5662429750421,1634.3996548273105,1.5707963267948966,0.1919242423319101,5.734502243219686e-14,936.5152870545627,5555.051748387297,6.6559401417038715e-15,108.69975157470705,559.3968359057774,4.2087969921416e-16,6.873487106767308,24.39176801624435,1.5707963267948966,0.19220283886917933,-7.537153915934458e-31,-0.009690690618318072,1.8656560408476924e-31,-0.05074855688175777,"[0, 0, 0]",6.651710734776343e-15,108.63068011785153,559.152988977155,-3.446973898238429e-14,-562.9335577634868,-2897.5790363966557,7.91172549767002e-16,12.920828279922038,-2.5102224103278585,0.0
1780,17.809999999999985,0.0008729135157641732,0.9340240310803782,0.008880995962899664,4.3497035551209065,0.1526211773726634,5281.317153377936,66.72918806839232,0.0,0.0,-653.1585513958157,1.9396664472492744,2.5255743645756754e-14,412.4575945217958,1637.4915097245887,1.5707963267948966,0.1922261912786598,5.801264683147396e-14,947.4184209171904,5611.113645877494,6.695833579033722e-15,109.35126084836253,561.8435988107046,3.7848120705247523e-16,6.181067183060256,24.53935911892536,1.5707963267948966,0.19125840277514292,-7.447192341562571e-31,-0.00651652177735665,1.5382787651809729e-31,0.10842037311438024,"[0, 0, 0]",6.692031241104109e-15,109.28916395753227,561.5982673670237,-3.4552500213133985e-14,-564.2851512320252,-2899.661336562025,-1.6882305555598588e-15,-27.570897286226643,5.365401727635004,0.0
1790,17.91,0.001197492629078348,0.9324457344516226,0.012179462649435351,4.3619201868222826,0.15304983111657133,5274.79779363615,66.45251917428581,0.0,0.0,-650.438983944071,1.9482316465114784,2.4449392966258224e-14,399.2888885722932,1633.9474269374853,1.5707963267948966,0.1924387525243065,5.868408474329373e-14,958.3838341659288,5667.420846556437,6.7327459944236625e-15,109.95408633920022,564.3012343859917,3.6792274047782165e-16,6.008634338226871,24.588193905066447,1.5707963267948966,0.19129183172282269,-7.221065363080968e-31,0.007877298268132611,2.335028279454195e-31,0.1494499270799285,"[0, 0, 0]",6.729072983034152e-15,109.89410151105112,564.0553413838946,-3.461615305548864e-14,-565.3246810360303,-2901.651695313719,-2.320762494821638e-15,-37.90092778485197,7.384183961688294,0.0
1800,18.010000000000016,0.00016489420517629564,0.9308709584207856,0.0016765319563720727,4.397362119497811,0.15429340770167754,5268.278433894366,66.17619203762719,0.0,0.0,-647.7228075281394,1.9568027476029541,2.671211101529277e-14,436.24187861987167,1620.882771604211,1.5707963267948966,0.19268856528960404,5.935924378737107e-14,969.4100181162312,5723.973799589419,6.7710358786178546e-15,110.57940760278171,566.7562294838565,4.036513766175077e-16,6.592127246787312,24.493442757821303,1.5707963267948966,0.1926665967511813,-6.847963737195374e-31,0.017454121118542838,2.289668777403987e-31,0.020785453621791454,"[0, 0, 0]",6.76702371182469e-15,110.5138839465576,566.5112271129419,-3.4681225231638084e-14,-566.38739031996,-2903.389185621433,-3.201905171400398e-16,-5.229107974038441,1.020083987979394,0.0
1810,18.11000000000003,0.0010851830011114057,0.9292995820711348,0.011029268585333693,4.398914739452842,0.15434788559483656,5261.759074152581,65.90020665841648,0.0,0.0,-645.0100227449817,1.9653806999973868,2.9492055705508775e-14,481.6418207444338,1606.3195674634949,1.5707963267948966,0.19306288164717567,6.003844685608666e-14,980.5022460008497,5780.771665231426,6.813764450252708e-15,111.27721813337065,569.1990814867877,4.475259972760978e-16,7.308654178293396,24.375030806649875,1.5707963267948966,0.19422195981620954,-6.675109521719477e-31,0.010992924530900141,2.098370007887891e-31,-0.1370839838375136,"[0, 0, 0]",6.809304849516482e-15,111.20438732632765,568.9552928697002,-3.4765828892116594e-14,-567.7690729493911,-2904.8783681019427,2.1110561241623007e-15,34.476162851722485,-6.738491785446367,0.0
1820,18.210000000000047,0.0011195166898778828,0.9277313987714576,0.011373603882990135,4.415564919791247,0.1549321024488157,5255.239714410795,65.62456303665365,0.0,0.0,-642.3006302588783,1.9739667289334368,2.953962144674975e-14,482.418628249653,1600.6593063831956,1.5707963267948966,0.1935076621206044,6.072208789115809e-14,991.666951376268,5837.813403123878,6.859100446892947e-15,112.01761114581808,571.6359372420013,4.501305620922889e-16,7.351189949717533,24.391161362692362,1.5707963267948966,0.19454453599073024,-6.525541494089575e-31,-0.004630622274235738,9.624103043696344e-32,-0.14219672689012428,"[0, 0, 0]",6.854588094930816e-15,111.94391884587864,571.3920736436841,-3.4862726421959096e-14,-569.3515297019825,-2906.1243749784667,2.181578758981403e-15,35.627884880771774,-6.9800146654331385,0.0
1830,18.310000000000066,0.0001408395570443976,0.9261661785119536,0.0014302194472219588,4.449508584412813,0.15612310822501094,5248.720354669012,65.34926117233874,0.0,0.0,-639.5946305058823,1.982561726551864,2.664653706778683e-14,435.17097478781693,1604.6515798644125,1.5707963267948966,0.19388458839957368,6.141018943520967e-14,1002.9045023914772,5895.099187107608,6.902216532937136e-15,112.72175026697869,574.0824934412416,4.0775575101782263e-16,6.659156767513964,24.55500721932622,1.5707963267948966,0.1935951717867342,-6.143881959977497e-31,-0.0116587464412317,5.208454126721729e-31,0.018055093573024938,"[0, 0, 0]",6.8981134858700415e-15,112.65474242324854,573.8370401630823,-3.494737006290764e-14,-570.733865262039,-2907.1854847649633,-2.7489532820668107e-16,-4.4893814020207445,0.8813479613320673,0.0
1840,18.41000000000008,0.0012722393431143608,0.9246036684978596,0.012913499700406634,4.446904504123936,0.15603173698680475,5242.200994927225,65.07430106547174,0.0,0.0,-636.8920236427728,1.9911667505066049,2.4022467365653595e-14,392.316664402814,1607.9554155640658,1.5707963267948966,0.1941283311078628,6.210237180960541e-14,1014.2086984237976,5952.630512423667,6.940779738298952e-15,113.35153520396892,576.5466044307489,3.6915444303403904e-16,6.028749567484425,24.70953032513234,1.5707963267948966,0.19281285458740569,-6.098354824984931e-31,-0.0015418880258094305,-1.057073612996156e-31,0.16324677238004304,"[0, 0, 0]",6.9370781198029235e-15,113.29108318631607,576.299557636277,-3.50064767747643e-14,-571.6991511207505,-2908.1721052140033,-2.4870774226642344e-15,-40.617056679457384,7.984650146062576,0.0
1850,18.510000000000094,0.0009476590649938527,0.9230444734867472,0.009614127243941357,4.4668632342983114,0.1567320433087127,5235.68163518544,64.79968271605264,0.0,0.0,-634.1928098120442,1.9997826961748395,2.4695803599708e-14,403.31307960633376,1600.9305117535737,1.5707963267948966,0.1943257992301424,6.27982914961558e-14,1025.5739293954528,6010.4087899813285,6.9778143800821414e-15,113.95635680329005,579.0188785248955,3.8110994629284156e-16,6.223997752791807,24.705838742586607,1.5707963267948966,0.19349442565764194,-5.823436799515407e-31,0.014486582370007274,2.9661170036310044e-31,0.12231473517734265,"[0, 0, 0]",6.974021792304074e-15,113.89441914451841,578.7717781681155,-3.505199080929202e-14,-572.4424517125523,-2908.953205654371,-1.8552602109018854e-15,-30.298698566699738,5.962372051050742,0.0
1860,18.61000000000011,0.0005012220790646658,0.9215598507237168,0.005082262962924791,4.4914229349675665,0.1575937871918444,5229.162275443656,64.52540612408143,0.0,0.0,-631.4969894268446,2.00841011009011,2.7938365364766638e-14,456.2681319090249,1585.5298559462408,1.5707963267948966,0.19462018858090527,6.349805854031046e-14,1037.0019924850208,6068.434004814367,7.018400103095222e-15,114.61917196013914,581.4831502351058,4.329824024825442e-16,7.07113925066396,24.572179412513727,1.5707963267948966,0.1952658619193541,-5.497070251883502e-31,0.01778186756671581,5.7271301719045455e-31,-0.06513511360943723,"[0, 0, 0]",7.0140974021734575e-15,114.5489035215206,581.2373584660511,-3.5113868529777154e-14,-573.4529915764251,-2909.781689579558,9.825956773369383e-16,16.047005194002217,-3.1625063719693176,0.0
1870,18.710000000000125,0.00140248648224614,0.9200851051739922,0.014212884855090169,4.492629132781032,0.15763610992214144,5222.64291570187,64.25147128955814,0.0,0.0,-628.8045631471225,2.0170493434829857,2.996060651775344e-14,489.2938362083338,1574.2219731930695,1.5707963267948966,0.195044588773624,6.420213872118387e-14,1048.5004944427058,6126.704998422498,7.063765329044055e-15,115.36004232342131,583.9355103620252,4.66302263845941e-16,7.6152938818048765,24.50094825219832,1.5707963267948966,0.19644963215246192,-5.0336933561566775e-31,0.003913643403435619,6.279332805559253e-31,-0.18252913164779616,"[0, 0, 0]",7.059106801571411e-15,115.2839627962322,583.690504595154,-3.519733092095678e-14,-574.8160358637699,-2910.3324858440383,2.752819275280414e-15,44.95695048069168,-8.879389618038307,0.0
1880,18.81000000000014,0.0006691505253946209,0.9186138408483832,0.006777225557847021,4.5218316582564935,0.1586607599388243,5216.123555960086,63.977878212482736,0.0,0.0,-626.1155315530384,2.0257013579152274,2.8267012185300064e-14,461.63534179782687,1575.0760125709146,1.5707963267948966,0.1954783001657862,6.491082952259553e-14,1060.0742935479673,6185.221173393597,7.109638456943597e-15,116.10920735502846,586.389964629603,4.418247834262324e-16,7.2155462903075325,24.619072350911466,1.5707963267948966,0.1960000734262521,-4.8898051270443655e-31,-0.011311461716324087,-3.2501069295105676e-31,-0.08775403236065614,"[0, 0, 0]",7.105196348193842e-15,116.03666221380327,586.1438716534285,-3.5283305911857176e-14,-576.2201140185526,-2910.6997918735137,1.3149136269476286e-15,21.474169170461302,-4.251159203158086,0.0
1890,18.91000000000016,0.0008839893564599117,0.9171481557206252,0.00894761554948015,4.5345953157901295,0.15910860757158352,5209.6041962183,63.70462689285525,0.0,0.0,-623.4298948954437,2.03436724739293,2.468706439784444e-14,403.17035760894834,1582.2225839449698,1.5707963267948966,0.19578416298798995,6.562391135470646e-14,1071.719803626586,6243.983630365402,7.151082243854145e-15,116.78603575876735,588.8628302988857,3.875238833023163e-16,6.3287452932899235,24.83685504674737,1.5707963267948966,0.19477341803314469,-5.363747828520493e-31,-0.009777749303749122,-6.5396569042821875e-31,0.11637860880686253,"[0, 0, 0]",7.14718276169641e-15,116.72235238229591,588.6145617991439,-3.5346154281494475e-14,-577.2465057860574,-2910.9737091357947,-1.7389494502268787e-15,-28.39919969475998,5.631565389780017,0.0
