,time,AOA,CD,CL,Stability [Calibers],Stability [Lengths],Thrust,Mass,Gravity1,Gravity2,Gravity3,Mach,Net Force1,Net Force2,Net Force3,Target Heading1,Target Heading2,position1,position2,position3,velocity1,velocity2,velocity3,acceleration1,acceleration2,acceleration3,rotation1,rotation2,angular_velocity1,angular_velocity2,angular_acceleration1,angular_acceleration2,air speed,relative velocity1,relative velocity2,relative velocity3,Drag1,Drag2,Drag3,Lift1,Lift2,Lift3,flipped
7810,78.11000000000304,0.014824705203498063,1.05123660261342,0.17569677912809736,5.223501486655125,0.1832807539177237,0.0,60.24400000000089,0.0,0.0,-588.4015010525151,0.6939866182439373,-4.2182319135722e-15,-68.88895502783444,-434.5019153985894,1.5707963267948966,2.8864632171804185,3.126880808796347e-13,5106.583891736623,12531.62040694531,3.164702498133925e-15,51.68351397868041,-198.16309913220758,-7.001912080160912e-17,-1.143499021111371,-7.212368292254548,1.5707963267948966,2.901197627428149,-3.947330417233422e-30,0.00462828520936296,-1.206957184988148e-31,-0.12846462413495852,"[0, 0, 0]",3.1654031435645985e-15,51.694956386910455,-198.090957131987,-2.5713996109936413e-15,-41.99414251985058,160.91821073284862,-1.6468323025785579e-15,-26.89481250798386,-7.018625078922887,0.0
7820,78.21000000000309,0.013365580558852971,1.0529288945592878,0.1584048736318807,5.247640832926941,0.18412774852375235,0.0,60.24400000000089,0.0,0.0,-588.4051579812327,0.6962491124402779,-4.086007588652273e-15,-66.72956792925237,-431.96234407142373,1.5707963267948966,2.887878208050558,3.1300420375385687e-13,5111.746570060566,12511.768101708309,3.157791241226936e-15,51.57064458790094,-198.88230983532517,-6.782430762652237e-17,-1.1076550018134816,-7.170213532823473,1.5707963267948966,2.9010321575979185,-3.9603623993876734e-30,-0.007756669961988962,-1.3962838022411908e-31,-0.1175002330621926,"[0, 0, 0]",3.1584710971985865e-15,51.58174747849967,-198.81058442346247,-2.5863322238418606e-15,-42.23801059444345,162.7971905113509,-1.499675364810412e-15,-24.491557334808927,-6.354376601541686,0.0
7830,78.31000000000316,0.010763054885844666,1.0546141427947566,0.12756185078308482,5.291335521892205,0.18566089550498965,0.0,60.24400000000089,0.0,0.0,-588.4088281641256,0.6985021738212676,-3.821308764460978e-15,-62.40670807487497,-428.85844004171037,1.5707963267948966,2.8892529091464687,3.133196502630769e-13,5116.89820250577,12491.844102304964,3.15121153768807e-15,51.463189874534656,-199.59682785717044,-6.34305285914103e-17,-1.0358991447260153,-7.118691322649628,1.5707963267948966,2.8997003791143503,-3.972605520636703e-30,-0.01852954325510984,-1.3489521479279303e-31,-0.09634531479329686,"[0, 0, 0]",3.151848491322235e-15,51.4735921167911,-199.5256132412693,-2.601550711489937e-15,-42.48654735881785,164.68938862937927,-1.2197580529710408e-15,-19.920160716057147,-5.139000506964131,0.0
7840,78.41000000000321,0.0072344600934985065,1.0558016525471714,0.08574246777386839,5.354693856752355,0.18788399497376687,0.0,60.24400000000089,0.0,0.0,-588.412511508482,0.7007457098995744,-3.4441225332163137e-15,-56.24678945168874,-425.3623699452643,1.5707963267948966,2.890571133045108,3.1363446404707745e-13,5122.039501763969,12471.848922498515,3.1451674574020237e-15,51.364482552713305,-200.30580165687002,-5.716955270593359e-17,-0.933649648955712,-7.060659483853298,1.5707963267948966,2.8974128695840413,-3.984402935474282e-30,-0.02672246396541783,-1.1990685759359381e-31,-0.0661745732530238,"[0, 0, 0]",3.1457426632346287e-15,51.37387637684293,-200.2351667384169,-2.616065467971315e-15,-42.72359132106856,166.51975741690882,-8.280570652449986e-16,-13.523198130620186,-3.46961585369111,0.0
7850,78.51000000000326,0.003084583992285922,1.0553709751426184,0.03655859978114725,5.424890692845658,0.1903470418542336,0.0,60.24400000000089,0.0,0.0,-588.4162079094582,0.7029808959401167,-2.98370392337994e-15,-48.72758293178547,-421.80049689030534,1.5707963267948966,2.891820516022742,3.139487073264521e-13,5127.17148397457,12451.78313640865,3.1398244154140066e-15,51.27722405513282,-201.00894381777508,-4.95269889678623e-17,-0.8088371112772186,-7.001535370996268,1.5707963267948966,2.89446983605924,-3.9977790581984366e-30,-0.031521719571196434,-1.1537090738857295e-31,-0.02885888923866096,"[0, 0, 0]",3.140323709556932e-15,51.28537814728859,-200.93889810691516,-2.627139509138623e-15,-42.904444137979,168.1019432910429,-3.5656441424131743e-16,-5.823138793806473,-1.4862322718899932,0.0
7860,78.61000000000331,0.0013141719949195099,1.0549418152654415,0.01557563369466861,5.4543216152520335,0.19137970579831687,0.0,60.24400000000089,0.0,0.0,-588.4199172585508,0.7052081925317002,-2.485462456750985e-15,-40.590682284580886,-418.0948512943017,1.5707963267948966,2.892993825500769,3.1426245587390704e-13,5132.295386599774,12431.6473370086,3.1352832054071585e-15,51.20306046755786,-201.70602838865207,-4.1256597449554287e-17,-0.6737713678470933,-6.940024754237692,1.5707963267948966,2.891241747961918,-4.0103952243739735e-30,-0.032356143864750636,-1.1990685759359381e-31,0.012479554352447426,"[0, 0, 0]",3.135699937929947e-15,51.209866226133784,-201.63659730599144,-2.638871581706553e-15,-43.096043423194935,169.68877666721315,1.5340912495556763e-16,2.505361138614038,0.6362892970359114,0.0
7870,78.71000000000336,0.00555329620749227,1.0545141937905205,0.06581763131537978,5.380895588802191,0.18880335399305934,0.0,60.24400000000089,0.0,0.0,-588.4236394434572,0.7074274913656194,-1.9966974527007236e-15,-32.608544015970644,-414.44106274364333,1.5707963267948966,2.8940899098496784,3.1457579172168564e-13,5137.412549327782,12411.442136626787,3.1315678269831e-15,51.14238373322687,-202.39697766976658,-3.3143507282064514e-17,-0.5412745504277631,-6.87937492104836,1.5707963267948966,2.888137095954073,-4.022101920207454e-30,-0.02907533448493488,-1.0176305677351053e-31,0.052516714882921985,"[0, 0, 0]",3.1319031685677533e-15,51.147860276910905,-202.32815425691527,-2.6512996983113107e-15,-43.29900997017665,171.2800637404633,6.546022456105863e-16,10.690465954206015,2.7025129593506003,0.0
7880,78.8100000000034,0.009236976291476823,1.054088131316986,0.10947559013663036,5.317013726850328,0.18656188515264308,0.0,60.24400000000089,0.0,0.0,-588.4273743528505,0.7096386845925263,-1.5650219316443687e-15,-25.55874775868377,-411.0292835862165,1.5707963267948966,2.8951140264056154,3.1488879532564285e-13,5142.524286102417,12391.168139032285,3.1286226720278307e-15,51.09428570272011,-203.08203920951027,-2.5978054771335654e-17,-0.42425383040109216,-6.822742241322132,1.5707963267948966,2.8855529680846783,-4.0350392390530775e-30,-0.02203538252352362,-1.4988357199199222e-31,0.08712809749380289,"[0, 0, 0]",3.128885716227723e-15,51.098581540509024,-203.01378475873761,-2.6644405585439808e-15,-43.51361650394327,172.8788492495166,1.0994186268996126e-15,17.9548687452595,4.519241517117368,0.0
7890,78.91000000000345,0.012025270338624409,1.0535657570760648,0.14252072511109468,5.272229327110593,0.18499050270563486,0.0,60.24400000000089,0.0,0.0,-588.4311218822161,0.7118416729437775,-1.2328100915266549e-15,-20.133316681756032,-408.04261315312806,1.5707963267948966,2.8960773971926024,3.152015377401709e-13,5147.631757329972,12370.82590796368,3.1263167653186675e-15,51.05662738832663,-203.76176410057457,-2.0463616153088046e-17,-0.3341962134279885,-6.773166010774884,1.5707963267948966,2.88383324642474,-4.0468958184585496e-30,-0.011922703190950344,-1.1990685759359381e-31,0.1135298905774841,"[0, 0, 0]",3.1265237000930054e-15,51.06000688965682,-203.69400959377444,-2.67799578495761e-15,-43.734990150991,174.47227382188598,1.4451856934309552e-15,23.601673469234967,5.91623490720187,0.0
7900,79.01000000000352,0.013662601212539423,1.053010324901989,0.1619248571573852,5.243374735525204,0.1839780608956212,0.0,60.24400000000089,0.0,0.0,-588.4348819393663,0.7140364486876232,-1.0340670529405283e-15,-16.887596548824558,-405.609510614234,1.5707963267948966,2.896996204615033,3.1551407362609825e-13,5152.735855689513,12350.415937458647,3.1244554842415275e-15,51.02623036155226,-204.43697923646243,-1.7164647980554295e-17,-0.28031997458376445,-6.73277854415756,1.5707963267948966,2.8832399410435583,-4.0615410211639775e-30,0.0003201587258644114,-1.475169892763292e-31,0.12948254279103413,"[0, 0, 0]",3.1246282204624855e-15,51.0290513581217,-204.3696335363693,-2.6918793367146645e-15,-43.96172575780793,176.06523232612713,1.6578122837741364e-15,27.07412920898337,6.76013899900517,0.0
7910,79.11000000000357,0.013998902091268688,1.052456984956569,0.16591033227954094,5.236806031795261,0.18374758006299166,0.0,60.24400000000089,0.0,0.0,-588.4386544486392,0.7162229478324363,-9.910359949605116e-16,-16.184846041331582,-403.80792056255933,1.5707963267948966,2.897890152375834,3.1582643565894717e-13,5157.837114812821,12329.938630218576,3.1227969955347612e-15,50.99914518551751,-205.10867201337973,-1.6450368417775993e-17,-0.2686549040789348,-6.7028736565061,1.5707963267948966,2.8839314895140684,-4.077803388725109e-30,0.01358121799321652,-1.7039395552773853e-31,0.1337408473265991,"[0, 0, 0]",3.122961245496671e-15,51.00182759095921,-205.04163078602107,-2.705980267865641e-15,-44.192011439537445,177.66426266033432,1.714944272905129e-15,28.007165398205863,6.966471225745681,0.0
7920,79.21000000000362,0.013001438739597538,1.0519057507086558,0.15408941999899198,5.253066118312906,0.18431810941448787,0.0,60.24400000000089,0.0,0.0,-588.442439353369,0.7184011188870472,-1.112073496594064e-15,-18.16153845122212,-402.664973344716,1.5707963267948966,2.898780717574064,3.161386308627801e-13,5162.935649411535,12309.394284906535,3.1210739017100123e-15,50.971004927837534,-205.7779213375205,-1.8459489685181055e-17,-0.30146634438652564,-6.683901688877066,1.5707963267948966,2.885950008816141,-4.093935594236879e-30,0.026657391452411312,-1.135959703518257e-31,0.12575821805762666,"[0, 0, 0]",3.12125688498413e-15,50.97399327148477,-205.71107525506488,-2.720069896728216e-15,-44.422112540889884,179.2702503650993,1.6079964001341527e-15,26.260574089667763,6.50721564355382,0.0
7930,79.31000000000367,0.010759060345263229,1.0513566412798976,0.12751451001136435,5.294391109395979,0.18576810910161326,0.0,60.24400000000089,0.0,0.0,-588.446236616876,0.7205709226064307,-1.3905867868606432e-15,-22.710005657611685,-402.14278256080627,1.5707963267948966,2.8996892249393524,3.1645063923950897e-13,5168.031132892094,12288.783091741885,3.119017256669052e-15,50.93741736540904,-206.44579942241032,-2.3082577299990417e-17,-0.3769670947747718,-6.675233758727847,1.5707963267948966,2.889215892466129,-4.104833707642505e-30,0.038331442150116635,-9.229672591085839e-32,0.105864373708984,"[0, 0, 0]",3.1192452243943947e-15,50.941140360896426,-206.37904485591727,-2.7339718670617623e-15,-44.649148945888044,180.88815145872417,1.3433850802011195e-15,21.93914328827635,5.4153025973455415,0.0
7940,79.41000000000372,0.007478042552991606,1.050809709283564,0.08862934225264983,5.349755567113862,0.187710721653118,0.0,60.24400000000089,0.0,0.0,-588.4500462215183,0.7227323019141162,-1.8048407869799586e-15,-29.47528688657893,-402.1456276443982,1.5707963267948966,2.9006348636473387,3.1676241486533506e-13,5173.1228152619515,12268.105138764658,3.1163816420916e-15,50.894374512901905,-207.11326157040725,-2.995884713797112e-17,-0.48926510335599394,-6.6752809847352825,1.5707963267948966,2.893530862353208,-4.1130851927111176e-30,0.0474588052031955,-7.020862056467005e-32,0.0750420477064805,"[0, 0, 0]",3.1166773621832606e-15,50.899203988500396,-207.04651044054054,-2.7474780564849788e-15,-44.869721758108184,182.51993324990318,9.426372695050203e-16,15.39443487152926,3.784485327216927,0.0
7950,79.51000000000377,0.003470075033746155,1.0502649114830935,0.04112743606978279,5.417539040185404,0.1900890891293124,0.0,60.24400000000089,0.0,0.0,-588.453868165934,0.7248852440049706,-2.3187408564039217e-15,-37.86791192396528,-402.5273260018572,1.5707963267948966,2.901632803238335,3.1707388948831763e-13,5178.209581882328,12247.36042759963,3.112969854766698e-15,50.83865579747675,-207.7810671474529,-3.848915836272305e-17,-0.6285756577246652,-6.681616858141083,1.5707963267948966,2.8985888685712333,-4.1212321537097875e-30,0.05304946645407648,-1.0215748722612103e-31,0.035589740931910516,"[0, 0, 0]",3.1133502162773736e-15,50.84486757234833,-207.7142551182095,-2.7603234386921574e-15,-45.079502769516886,184.16126909064525,4.415825822882355e-16,7.211590845551608,1.7652730734315034,0.0
7960,79.61000000000381,0.000870281094494015,1.0497222468470544,0.01031461770779448,5.461191147575566,0.19162074202019533,0.0,60.24400000000089,0.0,0.0,-588.4577024607472,0.7270297536674549,-2.8841743684682862e-15,-47.10214194780625,-403.0899533738497,1.5707963267948966,2.902692517739107,3.173849784868531e-13,5183.290050777559,12226.54889769236,3.108655002447521e-15,50.768188911478575,-208.44968610100122,-4.787488162253907e-17,-0.7818561507835728,-6.6909560018233165,1.5707963267948966,2.9039982516572147,-4.131047439967202e-30,0.054399463496391666,-1.1389179319128358e-31,-0.009080407142224913,"[0, 0, 0]",3.109128995543933e-15,50.77592980618783,-208.38278135972203,-2.7723761620024782e-15,-45.27633867875558,185.8126364140765,-1.1179820646580808e-16,-1.825803269050676,-0.4448873271790286,0.0
7970,79.71000000000387,0.005101196826066078,1.0491817131970935,0.06045940086122425,5.387950917710227,0.18905090939334127,0.0,60.24400000000089,0.0,0.0,-588.461549122693,0.7291658396392272,-3.4450871960495414e-15,-56.26254359131357,-403.6069433009748,1.5707963267948966,2.9038165541776744,3.176955887997306e-13,5188.362702142734,12205.670458869554,3.103397375425937e-15,50.682325346159274,-209.1192329565958,-5.718556530193032e-17,-0.9339111544936052,-6.699537602100937,1.5707963267948966,2.9093177217603263,-4.139879230839217e-30,0.05126426107413641,-4.693722386065019e-32,-0.05299086728297965,"[0, 0, 0]",3.103964729990359e-15,50.691590949348964,-209.05224115303886,-2.7835785634308945e-15,-45.45928777781364,187.4742104793801,-6.615086326186463e-16,-10.803255813499934,-2.619604657661896,0.0
7980,79.81000000000392,0.008788499261824352,1.048643341016018,0.10416043184020528,5.327864114844028,0.1869426005208431,0.0,60.24400000000089,0.0,0.0,-588.4654081678059,0.7312934970425636,-3.944498308063516e-15,-64.41854599725903,-403.8456957577912,1.5707963267948966,2.90500003322675,3.180056281292766e-13,5193.426028642454,12184.725028598994,3.097252203653192e-15,50.58196707507204,-209.78943856635638,-6.547537195510687e-17,-1.069293971138339,-6.703500693144301,1.5707963267948966,2.9141122225225984,-4.1498879035742085e-30,0.043995630084258976,-1.1122938763616263e-31,-0.09109823667586814,"[0, 0, 0]",3.097903169051794e-15,50.59259814680726,-209.7224039991886,-2.79405023134037e-15,-45.630303092870435,189.1521133601302,-1.150448076723146e-15,-18.78824290438857,-4.532400950115455,0.0
7990,79.91000000000399,0.011557929398905813,1.048107140192392,0.13698215991675575,5.279637975898224,0.1852504552946745,0.0,60.24400000000089,0.0,0.0,-588.4692796043834,0.7334126819432301,-4.331135331148304e-15,-70.73280776406351,-403.61050403353823,1.5707963267948966,2.9062311026618612,3.183150143046929e-13,5198.478688325749,12163.712570006172,3.0903652317904766e-15,50.469494289163315,-210.4596695389909,-7.189322307861761e-17,-1.1741054339695651,-6.699596707282589,1.5707963267948966,2.918003794595089,-4.1623400729631216e-30,0.033361587712404134,-1.3410635388757202e-31,-0.11979886553125868,"[0, 0, 0]",3.091081480589805e-15,50.48119151974159,-210.3926694708641,-2.8038638130730422e-15,-45.790571045058854,190.84336539476558,-1.5272715180752616e-15,-24.942236719004676,-5.984589823920383,0.0
8000,80.01000000000404,0.013131091148773718,1.0475730864770678,0.15562593625266266,5.251915602931682,0.1842777404537432,0.0,60.24400000000089,0.0,0.0,-588.4731634268696,0.7355233754212812,-4.564637894027235e-15,-74.54619400802409,-402.7547839673207,1.5707963267948966,2.9074921316463875,3.1862368371883087e-13,5203.519642409047,12142.63312424468,3.0829589848975263e-15,50.34854109844569,-211.1290117122452,-7.576917027466915e-17,-1.2374044553486323,-6.685392470076934,1.5707963267948966,2.9207075204713764,-4.1729896951836064e-30,0.02043504925263917,-8.519697776386926e-32,-0.13661576818522844,"[0, 0, 0]",3.0837153816261713e-15,50.360893994467155,-211.06214811474305,-2.8131492103423827e-15,-45.94221309035397,192.543487910693,-1.7514886836848525e-15,-28.60398091767012,-6.8251084511439934,0.0
8010,80.11000000000408,0.013349806250783464,1.0470411873002303,0.15821793235109788,5.247388531173884,0.18411889583066254,0.0,60.24400000000089,0.0,0.0,-588.4770596112572,0.7376255463792653,-4.619516629497023e-15,-75.44243177238188,-401.19010061408363,1.5707963267948966,2.9087614645600963,3.189315979736801e-13,5208.548263805251,12121.486834610198,3.075311045578461e-15,50.22364077086733,-211.79635251505593,-7.66801113720363e-17,-1.252281252446397,-6.6594200354239055,1.5707963267948966,2.9220565255666022,-4.18416785421059e-30,0.0064886539305192715,-8.67746995743113e-32,-0.14002508388403995,"[0, 0, 0]",3.076078089443353e-15,50.23616754781928,-211.7297425894928,-2.8221481613167006e-15,-46.08917711264322,194.25147423780945,-1.797368468180322e-15,-29.35325465973865,-6.964515240635833,0.0
8020,80.21000000000413,0.012190177926995987,1.0465114545577685,0.1444750755830432,5.266448349320264,0.1847876613796584,0.0,60.24400000000089,0.0,0.0,-588.4809681122081,0.7397191459966989,-4.487710987076345e-15,-73.28988227790809,-398.89783399345635,1.5707963267948966,2.9100155516590256,3.1923874807452144e-13,5213.56440561945,12100.273961091585,3.0677271180744382e-15,50.09978583556186,-212.46048979992068,-7.449224797616823e-17,-1.2165507316563813,-6.621370327226785,1.5707963267948966,2.922017181041223,-4.1951764081429475e-30,-0.007101476752612521,-8.914128228997431e-32,-0.12948314245663667,"[0, 0, 0]",3.0684738187265237e-15,50.11198038263624,-212.39425443489583,-2.831136541568932e-15,-46.23596850193996,195.96619377364644,-1.656574445507413e-15,-27.053913775968148,-6.383059654894764,0.0
8030,80.31000000000418,0.009766459726923709,1.045983956697384,0.1157507733452992,5.310919963231057,0.1863480688853002,0.0,60.24400000000089,0.0,0.0,-588.4848888622432,0.7418040843941199,-4.180136246917685e-15,-68.26680557737997,-395.92268233379235,1.5707963267948966,2.9112312973407137,3.1954515574409163e-13,5218.568422610854,12078.994883622563,3.06051063818024e-15,49.981931775122156,-213.1202439772535,-6.93867646058964e-17,-1.1331718607227106,-6.571985298681803,1.5707963267948966,2.92069424855007,-4.206776607754223e-30,-0.018962178332548492,-1.35684075698014e-31,-0.1055600055791662,"[0, 0, 0]",3.0612076579473077e-15,49.99331497177205,-213.0544971525949,-2.8405302832053434e-15,-46.389379945026256,197.6957523818692,-1.3396059637123414e-15,-21.877425632353724,-5.1335458534181635,0.0
8040,80.41000000000423,0.0063245546660416745,1.0454586910567754,0.07495846721045599,5.369058572626563,0.18838802009216013,0.0,60.24400000000089,0.0,0.0,-588.4888217729917,0.7438802437681715,-3.726037869684679e-15,-60.85081628889028,-392.39541221764205,1.5707963267948966,2.9123884368271367,3.1985087162586045e-13,5223.561141850095,12057.65009411854,3.0539315748155683e-15,49.87448751659389,-213.77457921602942,-6.184911144154813e-17,-1.01007264273437,-6.513435565660252,1.5707963267948966,2.9183258457040755,-4.2188895669538916e-30,-0.02781387860839164,-1.1122938763616263e-31,-0.06972899767108008,"[0, 0, 0]",3.0545542817455653e-15,49.88465709251457,-213.70941392943672,-2.8504744101368653e-15,-46.55177986210351,199.43113116427784,-8.755634595478145e-16,-14.299036426786767,-3.3377216089281827,0.0
8050,80.51000000000428,0.002225387750264022,1.044935666847154,0.026375395251334744,5.43842175821695,0.1908218160777877,0.0,60.24400000000089,0.0,0.0,-588.4927667388297,0.7459475301840758,-3.1720858590860642e-15,-51.80409341362045,-388.5018885072103,1.5707963267948966,2.9134717767549754,3.201559704349621e-13,5228.54378352791,12036.240175459152,3.0481965939490672e-15,49.780828171377046,-214.42272656591203,-5.2653971500664247e-17,-0.8599046114736686,-6.448806329380597,1.5707963267948966,2.9152677115031347,-4.2294386094089596e-30,-0.03261084821725325,-1.0965166582572065e-31,-0.025074583244528083,"[0, 0, 0]",3.048727968516681e-15,49.789506176626965,-214.35820534407245,-2.8611619252100466e-15,-46.726320228854526,201.17030506503883,-3.1092393387601635e-16,-5.077773184765931,-1.179426833419355,0.0
8060,80.61000000000433,0.002086216892719059,1.0444149092888724,0.02472593848954449,5.439989733959309,0.19087683277050205,0.0,60.24400000000089,0.0,0.0,-588.4967236424129,0.7480058434967707,-2.578574394304952e-15,-42.111315623414455,-384.47331274022036,1.5707963267948966,2.9144730889466546,3.2046054326809857e-13,5233.517835366345,12014.765770659504,3.043422925356533e-15,49.70286824699954,-215.0642649225877,-4.280217771570471e-17,-0.6990126091131703,-6.381935341946331,1.5707963267948966,2.9119626006032973,-4.241684010959042e-30,-0.03268343655462425,-1.3173977117190898e-31,0.02372223394731725,"[0, 0, 0]",3.043855862098542e-15,49.70993864055808,-215.0004122279442,-2.872725070986381e-15,-46.9151607302037,202.91272072712445,2.941506766814293e-16,4.803845106789247,1.1106901750680498,0.0
8070,80.71000000000437,0.006128994774110721,1.0438964441065341,0.07264072563958437,5.3700147928062805,0.18842157167741336,0.0,60.24400000000089,0.0,0.0,-588.5006923615762,0.7500550811322465,-2.0131882791515405e-15,-32.87785964987068,-380.56132971513375,1.5707963267948966,2.9153923585040054,3.207646876810758e-13,5238.484890572609,11993.227544822019,3.0396204794625398e-15,49.64076959297715,-215.6991796012959,-3.3417241204958353e-17,-0.5457449646416274,-6.316999696486425,1.5707963267948966,2.908891816343477,-4.257689998725976e-30,-0.02797722968379833,-1.6644965100163346e-31,0.06940388674724003,"[0, 0, 0]",3.039959078744664e-15,49.646299338898345,-215.6359781020247,-2.8852307862302195e-15,-47.11939455913373,204.6605057906717,8.720425070786791e-16,14.241534909263045,3.2788568557706324,0.0
8080,80.81000000000444,0.00945207171761472,1.0433803577397014,0.11202480155397386,5.316191059780347,0.18653301964141564,0.0,60.24400000000089,0.0,0.0,-588.5046727769101,0.7520951051840254,-1.5416175396431868e-15,-25.17652503099637,-377.00186420498346,1.5707963267948966,2.916238008890168,3.2106849659082333e-13,5243.446466595329,11971.626144014142,3.0366871187988612e-15,49.592864177869366,-216.327860771894,-2.5589561444179738e-17,-0.417909252888188,-6.257915546859072,1.5707963267948966,2.9065082724645097,-4.274914776591477e-30,-0.019074646629485697,-1.751271209590646e-31,0.10689634991159076,"[0, 0, 0]",3.036946437639455e-15,49.597099175923894,-216.26525393585223,-2.8986943176212158e-15,-47.33927071281935,206.42012480471274,1.3570767779780286e-15,22.16274568182297,5.082683767213894,0.0
8090,80.91000000000449,0.01168917058306036,1.0428666299787634,0.13853753251334475,5.2771183712894345,0.18516204811541875,0.0,60.24400000000089,0.0,0.0,-588.5086647790365,0.7541258100008496,-1.2193969187760865e-15,-19.914262947080488,-374.00560562144824,1.5707963267948966,2.9170260060886237,3.21372047486567e-13,5248.403828929598,11949.96215606171,3.034419223738045e-15,49.555826640803225,-216.95107701710683,-2.024096870685991e-17,-0.3305601046922548,-6.208180161035835,1.5707963267948966,2.9051834719488965,-4.293768552226258e-30,-0.00700027249474305,-1.8617117363215878e-31,0.13237788408565973,"[0, 0, 0]",3.03462364389182e-15,49.55916507526316,-216.88897283118263,-2.9128231761112262e-15,-47.57001248260712,208.18371595345943,1.6934262573351394e-15,27.655749535526628,6.319343204128816,0.0
8100,81.01000000000455,0.012595676502612702,1.0423552751815486,0.1492806977316559,5.260842008345395,0.1845909476612419,0.0,60.24400000000089,0.0,0.0,-588.5126682750683,0.7561471240742357,-1.0862110923965842e-15,-17.739173338023665,-371.71376410606086,1.5707963267948966,2.9177781218311054,3.216753932914181e-13,5253.357841875408,11928.236076316132,3.032533437953176e-15,49.5250294217817,-217.56988989868663,-1.803019541193428e-17,-0.29445543685717096,-6.170137509230057,1.5707963267948966,2.905170150774224,-4.31368729008309e-30,0.006916857449623504,-2.00370669926137e-31,0.14344992130835724,"[0, 0, 0]",3.032714078753105e-15,49.52797950992228,-217.50817234174542,-2.9273608584201595e-15,-47.807430852035026,209.9521727288977,1.841149766023575e-15,30.06825751401136,6.846731440109706,0.0
8110,81.1100000000046,0.012071856734121663,1.0418463073530169,0.1430728295356433,5.269052240496568,0.18487902598233572,0.0,60.24400000000089,0.0,0.0,-588.5166831931402,0.758158993913769,-1.1616256211114702e-15,-18.970786057174887,-370.1920528745099,1.5707963267948966,2.9185195971185487,3.219785558353361e-13,5258.308861943057,11906.448284270766,3.030696772472168e-15,49.4950343981996,-218.18553431244626,-1.928201349696988e-17,-0.3148991776305459,-6.1448783758466305,1.5707963267948966,2.9065780002379866,-4.33435544579988e-30,0.021165090476549825,-2.0352611354702105e-31,0.13890263209174367,"[0, 0, 0]",3.0308881795781734e-15,49.498160313461646,-218.12407578833856,-2.941993649063793e-15,-48.04640245844141,211.7265988237526,1.780368027952323e-15,29.07561640126652,6.598031494877745,0.0
8120,81.21000000000464,0.010173494351773085,1.0413397377904658,0.12057473012969465,5.300777320165159,0.1859921866724617,0.0,60.24400000000089,0.0,0.0,-588.5207094846344,0.7601613730274398,-1.4426639028571946e-15,-23.56048950377488,-369.4148176466958,1.5707963267948966,2.9192764320615363,3.222815226418941e-13,5263.25668537703,11884.599032849674,3.0285622698612362e-15,49.460175325160435,-218.7992815290804,-2.3947013857930644e-17,-0.3910844151081359,-6.131976921298227,1.5707963267948966,2.9093615918621243,-4.3573586297961234e-30,0.034174601657186464,-2.5085776786028176e-31,0.11879512454574688,"[0, 0, 0]",3.028798686599181e-15,49.46403630349492,-218.73795788542526,-2.956482032516293e-15,-48.283015716445036,213.51529409295017,1.5138181296590983e-15,24.72252621267016,5.590597744988365,0.0
8130,81.31000000000469,0.007109381595130621,1.0408356340682323,0.08426006871405331,5.356282893443142,0.18793975064712776,0.0,60.24400000000089,0.0,0.0,-588.5247471237074,0.7621541957237025,-1.903136694012299e-15,-31.0805808717629,-369.28050097280817,1.5707963267948966,2.920072527697978,3.2258424743169483e-13,5268.200556377409,11862.688452486947,3.0258071967812056e-15,49.415181567254905,-219.4122897513392,-3.159047696056489e-17,-0.5159116405245742,-6.12974737688073,1.5707963267948966,2.913321405696342,-4.38081540881287e-30,0.044455949863842784,-2.3744713247152446e-31,0.08461820460372389,"[0, 0, 0]",3.0261187100793383e-15,49.420268965488425,-219.3509931947913,-2.970467184473917e-15,-48.5114105804558,215.31704126366085,1.0673304904616178e-15,17.4308297086929,3.92720488723842,0.0
8140,81.41000000000473,0.003225763762464545,1.040333949060408,0.038231861789129344,5.4220057539894215,0.19024581592945336,0.0,60.24400000000089,0.0,0.0,-588.5287961043797,0.7641374566575477,-2.4950139127423542e-15,-40.74666939854683,-369.6099819120643,1.5707963267948966,2.920926940133149,3.228866544499701e-13,5273.13923777495,11840.716568060976,3.022170768859807e-15,49.3557941924799,-220.025490110695,-4.1415143628283596e-17,-0.6763606234404461,-6.135216484829343,1.5707963267948966,2.918117848724076,-4.4055225323643934e-30,0.050722327891302224,-2.8556764769000626e-31,0.039203003005215134,"[0, 0, 0]",3.0225796639639448e-15,49.36247195629593,-219.96414185782925,-2.9836096428778467e-15,-48.72604321433979,217.1281513466169,4.885957301354931e-16,7.979373815792962,1.7906628456985978,0.0
8150,81.5100000000048,0.0010237639716269274,1.0398346791855215,0.01213370432326732,5.458918562194654,0.19154100218226855,0.0,60.24400000000089,0.0,0.0,-588.5328564353438,0.7661111669210411,-3.152162214467106e-15,-51.478715604559774,-370.1544919437194,1.5707963267948966,2.9218514550899415,3.2318864638764783e-13,5278.071140391901,11818.683328408526,3.0174876560075017e-15,49.27931315557089,-220.63945334933013,-5.2323255668067514e-17,-0.8545036120536321,-6.144254895818902,1.5707963267948966,2.9233007352815643,-4.431899329325621e-30,0.05207770779237267,-2.4287055119491893e-31,-0.012634718997582749,"[0, 0, 0]",3.018005370116379e-15,49.28776806859949,-220.5780154554101,-2.995720189204561e-15,-48.92382344509932,218.94925063336342,-1.5644202526254495e-16,-2.5548921594604344,-0.5708861417390951,0.0
