time,Gravity1,Gravity2,Gravity3,flipped,position1,position2,position3,velocity1,velocity2,velocity3,acceleration1,acceleration2,acceleration3,air speed,relative velocity1,relative velocity2,relative velocity3,Drag1,Drag2,Drag3,Lift1,Lift2,Lift3
0.0,0.0,0.0,-56.50557632961142,1,0.0,0.0,-0.02453350830566665,0.0,0.0,-0.490670166113333,0.0,0.0,-9.813403322266659,,,,,,,,,,
0.1,0.0,0.0,-56.46388609874444,0,-3.3777690860986955e-19,-0.0018387718474967255,-0.08593117322387704,-6.755538172197391e-18,-0.03677543694993451,-0.7372831322508748,-1.351107634439478e-16,-0.7355087389986902,4.881143999515821,"[0, 0, 0]",0.0,0.0,-0.490670166113333,-0.0,-0.0,0.0012122551841619845,-1.8922173205618112e-19,-0.0010300751323452316,0.0
0.2,0.0,0.0,-56.38050585332277,0,-2.027657428033535e-18,-0.011038052927833388,-0.09840854758978837,-2.7042072216275912e-17,-0.14721018465679875,0.4877356449326484,-2.7061991743762256e-16,-1.4731862151385946,19.619231544154644,"[0, 0, 0]",-6.755538172197391e-18,-0.03677543694993451,-0.7372831322508748,2.511024719095517e-20,0.00013669381903113018,0.0027404717771758623,-4.2776209423824304e-19,-0.00232862838240962,0.00011615120773981192
0.30000000000000004,0.0,0.0,-56.25543407311982,0,-6.425011692426992e-18,-0.03497613459870136,0.08549511213018932,-6.090501307159323e-17,-0.3315514487605606,3.1903375494669053,-4.0663889966872377e-16,-2.2136390669366417,34.43280654653049,"[0, 0, 0]",-2.7042072216275912e-17,-0.14721018465679875,0.4877356449326484,6.937035146872105e-20,0.0003776346046169905,-0.0012511760504964973,1.9529691642096055e-19,0.001063146895670566,0.0003208829464382863
0.4,0.0,0.0,-56.088668167026086,0,-1.4888376877500957e-17,-0.08104854878901588,0.6139825053783303,-1.0836229062988609e-16,-0.5898968350457299,7.379410315495914,-5.425066514971334e-16,-2.9532686587667434,49.34864877404968,"[0, 0, 0]",-6.090501307159323e-17,-0.3315514487605606,3.1903375494669053,9.987257308231302e-19,0.005436809652755837,-0.05231543414855488,6.172358998211817e-18,0.03360075739121546,0.003491912570308081
0.5,0.0,0.0,-55.880205573357536,0,-2.8777607475965154e-17,-0.15665799856743046,1.6362420669919875,-1.6942232133939784e-16,-0.9222921605225618,13.065780916777229,-6.786939626931013e-16,-3.694637850769895,64.3787632515766,"[0, 0, 0]",-1.0836229062988609e-16,-0.5898968350457299,7.379410315495914,4.0376581328888135e-18,0.021979987131527715,-0.2749622207420202,1.8471652642458085e-17,0.10055499351768893,0.008038185964475832
0.6,0.0,0.0,-55.63004377519193,0,-4.9460566785914767e-17,-0.269250784908493,3.3025766557456926,-2.442368648595944e-16,-1.3295635662986893,20.260910858296867,-8.1759690771083045e-16,-4.450790264752653,79.52383557881616,"[0, 0, 0]",-1.6942232133939784e-16,-0.9222921605225618,13.065780916777229,1.1163518879475995e-17,0.06077136628154594,-0.8609260620821227,3.940220827210884e-17,0.21449563144542116,0.015140896713981463
0.7,0.0,0.0,-55.338180317985824,0,-7.834583923143815e-17,-0.42649488427186016,5.764406580927665,-3.3346858405087326e-16,-1.8153184209686533,28.975687645342582,-9.67037476114746e-16,-5.264306828646623,94.77170016209814,"[0, 0, 0]",-2.442368648595944e-16,-1.3295635662986893,20.260910858296867,2.4928536677972184e-17,0.13570463307095784,-2.0679714331844745,6.800018584923615e-17,0.37017577038854815,0.024291712296521377
0.7999999999999999,0.0,0.0,-55.00461282963732,0,-1.1697172455186588e-16,-0.636764410404187,9.174141683187333,-4.390491223576812e-16,-2.3900721016778843,39.219014399850785,-1.144573290021413e-15,-6.230766785538,110.0948349280659,"[0, 0, 0]",-3.3346858405087326e-16,-1.8153184209686533,28.975687645342582,4.861825865172371e-17,0.2646654729922872,-4.22452831819955,9.346264711605818e-17,0.5087869535451941,0.031875354967373336
0.8999999999999999,0.0,0.0,-54.62933904301694,0,-1.6719202410337854e-16,-0.9101509878591615,13.684900037644233,-5.653568686725721e-16,-3.0776594474216052,50.9961526892872,-1.381581636276404e-15,-7.5209801293364205,125.44793086066234,"[0, 0, 0]",-4.390491223576812e-16,-2.3900721016778843,39.219014399850785,8.652586594019026e-17,0.47102487563724743,-7.729110501451642,8.092462352340339e-17,0.4405331321093086,0.02684682328282814
