time,AOA1,AOA,CD,CL,Thrust,Gravity1,Gravity2,Gravity3,flipped,Net Force1,Net Force2,Net Force3,Target Heading1,Target Heading2,position1,position2,position3,velocity1,velocity2,velocity3,acceleration1,acceleration2,acceleration3,rotation1,rotation2,angular_velocity1,angular_velocity2,angular_acceleration1,angular_acceleration2,air speed,relative velocity1,relative velocity2,relative velocity3,Drag1,Drag2,Drag3,Lift1,Lift2,Lift3
0.0,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,0.0,0.0,0.0,-56.70184439605676,0,0.0,0.0,-56.70184439605676,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.01,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,1.9990283021811717,0.0,0.0,-56.70174594648855,0,6.1177092399935435e-18,0.09990977389158949,-54.7052159091482,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.02,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,3.9980566043623433,0.0,0.0,-56.701549047352145,0,1.2235418479987087e-17,0.19981954778317898,-52.70848897267144,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.03,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,5.997084906543514,0.0,0.0,-56.70125369864753,0,1.8353127719980627e-17,0.29972932167476846,-50.71166358662647,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.04,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,7.996113208724687,0.0,0.0,-56.70085990037471,0,2.4470836959974174e-17,0.39963909556635796,-48.7147397510133,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.05,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,9.995141510905858,0.0,0.0,-56.700367652533686,0,3.0588546199967715e-17,0.49954886945794746,-46.717717465831925,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.060000000000000005,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,11.99416981308703,0.0,0.0,-56.69977695512446,0,3.670625543996126e-17,0.5994586433495369,-44.720596731082345,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.07,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,13.993198115268202,0.0,0.0,-56.699087808147034,0,4.2823964679954804e-17,0.6993684172411264,-42.72337754676457,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.08,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,15.992226417449373,0.0,0.0,-56.6983002116014,0,4.894167391994835e-17,0.7992781911327159,-40.72605991287858,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.09,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,17.991254719630543,0.0,0.0,-56.69741416548756,0,5.5059383159941886e-17,0.8991879650243053,-38.728643829424385,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.09999999999999999,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,19.990283021811713,0.0,0.0,-56.69642966980552,0,6.117709239993543e-17,0.9990977389158947,-36.731129296401996,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.10999999999999999,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,21.989311323992883,0.0,0.0,-56.69534672455528,0,6.729480163992897e-17,1.099007512807484,-34.73351631381141,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.11999999999999998,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,23.988339626174056,0.0,0.0,-56.69416532973681,0,7.341251087992251e-17,1.1989172866990738,-32.735804881652584,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.12999999999999998,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,25.987367928355226,0.0,0.0,-56.69288548535017,0,7.953022011991605e-17,1.298827060590663,-30.73799499992559,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.13999999999999999,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,27.986396230536396,0.0,0.0,-56.691507191395296,0,8.564792935990958e-17,1.3987368344822526,-28.74008666863037,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.15,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,29.985424532717573,0.0,0.0,-56.69003044787224,0,9.176563859990315e-17,1.4986466083738423,-26.742079887766952,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.16,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,31.984452834898747,0.0,0.0,-56.68845525478097,0,9.78833478398967e-17,1.5985563822654318,-24.74397465733533,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.17,1.5707963267948966,1.5707963267948966,1.05474675781,0.89623738179238,239.58333949983088,0.0,0.0,-56.676656084005366,0,7.332068326433276e-16,11.974176279296442,182.60726662774633,1.5707963267948966,0.06547963934224985,3.173817434071065e-21,5.183237217915893e-05,0.0007904483436437584,6.34763486814213e-19,0.010366474435831786,0.1580896687287517,1.2695269736284258e-16,2.073294887166357,31.617933745750335,1.5707963267948966,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,
0.18000000000000002,0.015479639342245898,0.015479639342245898,1.0547550438696827,0.20160891738805364,452.1300978201898,0.0,0.0,-56.65438924518355,0,1.3836705119347344e-15,22.597054316364517,394.9105391539689,1.5707963267948966,0.06115670077007273,1.8687090041949186e-20,0.0003051833402897859,0.004871906415948748,2.4678910347614107e-18,0.04030371918629359,0.6582019457322463,2.3967281222659693e-16,3.914154062926004,68.40452165494858,1.5707963267948966,0.050000000271257936,2.4424024206157572e-39,5.425158629247453e-08,4.8848048412315145e-37,1.0850317258494906e-05,"[0, 0, 0]",6.34763486814213e-19,0.010366474435831786,0.1580896687287517,-5.063657147566142e-22,-8.269579687942122e-06,-0.00012611183498161837,-1.4760287870303838e-21,-2.410537941319985e-05,1.580671282711799e-06
0.19000000000000003,0.011156700498813366,0.011156700498813366,1.054760992399022,0.14553170653359337,664.6768561405488,0.0,0.0,-56.621654693893404,0,2.034111508253872e-15,33.21956191238322,607.2223614124226,1.5707963267948966,0.05801924759584754,5.817139065814534e-20,0.0009500109043464047,0.015795063194110427,5.4289690884778186e-18,0.08866179362503013,1.5264294099000895,3.525427985166845e-16,5.757460824821304,105.24097117862004,1.5707963267948966,0.05000000447853022,-1.8571473775314512e-38,7.872028714272584e-07,-4.691255723309205e-36,0.00013573993976846187,"[0, 0, 0]",2.4678910347614107e-18,0.04030371918629359,0.6582019457322463,-8.194401947568776e-21,-0.00013382473956203596,-0.0021854981561304277,-1.8464385650008973e-20,-0.0003015463015600022,1.846460275382678e-05
0.20000000000000004,0.0080192431173308,0.0080192431173308,1.054765309660487,0.10472322546949255,877.2236144609078,0.0,0.0,-56.57845236721279,0,2.684490815551052e-15,43.841062050218866,819.5371767427048,1.5707963267948966,0.056201708815876404,1.3291512144407736e-19,0.0021706686619622577,0.03724405283637013,9.519777068708584e-18,0.15546975789814046,2.763368518551852,4.656187975294687e-16,7.604132029800764,142.14685055173248,1.5707963267948966,0.05000002887912302,-3.2366582414378605e-37,4.092915687838674e-06,-5.63276143503851e-35,0.0005254026235138212,"[0, 0, 0]",5.4289690884778186e-18,0.08866179362503013,1.5264294099000895,-4.1797111985163845e-20,-0.0006825986401020214,-0.011751833532898236,-7.144529918565601e-20,-0.0011667902816616005,6.777235716596284e-05
