time,position,velocity,acceleration,rotation,angular_velocity,angular_acceleration,Angle to Body
29.850000000001867,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.91242500e-06 -5.64528458e+00],[360.32235965],[9.43118548],[3.73986948],[-168.11790137]
29.860000000001868,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.91401295e-06 -5.63899703e+00],[360.32235965],[9.43118548],[3.72239025],[-168.19425667]
29.87000000000187,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.91559141e-06 -5.63271066e+00],[360.32235965],[9.43118548],[3.68283741],[-168.27098541]
29.88000000000187,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.91716040e-06 -5.62642548e+00],[360.32235965],[9.43118548],[3.62106088],[-168.34808584]
29.890000000001873,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.91871992e-06 -5.62014151e+00],[360.32235965],[9.43118548],[3.53705251],[-168.42555399]
29.900000000001874,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.92026999e-06 -5.61385877e+00],[360.32235965],[9.43118548],[3.43095398],[-168.5033837]
29.910000000001876,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.92181060e-06 -5.60757725e+00],[360.32235965],[9.43118548],[3.30306378],[-168.58156656]
29.920000000001878,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.92334177e-06 -5.60129699e+00],[360.32235965],[9.43118548],[3.15384264],[-168.66009197]
29.93000000000188,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.92486352e-06 -5.59501798e+00],[360.32235965],[9.43118548],[2.98391746],[-168.73894715]
29.94000000000188,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.92637584e-06 -5.58874024e+00],[360.32235965],[9.43118548],[2.79408343],[-168.8181172]
29.950000000001882,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.92787875e-06 -5.58246379e+00],[360.32235965],[9.43118548],[2.58530406],[-168.89758514]
29.960000000001884,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.92937225e-06 -5.57618863e+00],[360.32235965],[9.43118548],[2.3587091],[-168.97733202]
29.970000000001885,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.93085636e-06 -5.56991479e+00],[360.32235965],[9.43118548],[2.11559013],[-169.05733698]
29.980000000001887,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.93233108e-06 -5.56364226e+00],[360.32235965],[9.43118548],[1.85739378],[-169.1375774]
29.99000000000189,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.93379643e-06 -5.55737107e+00],[360.32235965],[9.43118548],[1.58571256],[-169.218029]
30.00000000000189,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.93525241e-06 -5.55110123e+00],[360.32235965],[9.43118548],[1.30227327],[-169.29866601]
30.01000000000189,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.93669904e-06 -5.54483274e+00],[360.32235965],[9.43118548],[1.00892327],[-169.37946129]
30.020000000001893,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.93813631e-06 -5.53856563e+00],[360.32235965],[9.43118548],[0.70761448],[-169.46038655]
30.030000000001895,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.93956424e-06 -5.53229990e+00],[360.32235965],[9.43118548],[0.40038564],[-169.54141251]
30.040000000001896,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.94098285e-06 -5.52603557e+00],[360.32235965],[9.43118548],[0.08934287],[-169.62250908]
30.050000000001898,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.94239213e-06 -5.51977265e+00],[360.32235965],[9.43118548],[-0.22336105],[-169.70364559]
30.0600000000019,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.94379210e-06 -5.51351114e+00],[360.32235965],[9.43118548],[-0.53554836],[-169.78479099]
30.0700000000019,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.94518277e-06 -5.50725108e+00],[360.32235965],[9.43118548],[-0.84503845],[-169.86591408]
30.080000000001903,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.94656415e-06 -5.50099245e+00],[360.32235965],[9.43118548],[-1.14967022],[-169.94698367]
30.090000000001904,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.94793624e-06 -5.49473529e+00],[360.32235965],[9.43118548],[-1.44732414],[-170.02796888]
30.100000000001906,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.94929906e-06 -5.48847959e+00],[360.32235965],[9.43118548],[-1.73594355],[-170.1088393]
30.110000000001907,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.95065261e-06 -5.48222538e+00],[360.32235965],[9.43118548],[-2.01355495],[-170.18956521]
30.12000000000191,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.95199691e-06 -5.47597266e+00],[360.32235965],[9.43118548],[-2.27828682],[-170.27011781]
30.13000000000191,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.95333196e-06 -5.46972144e+00],[360.32235965],[9.43118548],[-2.52838665],[-170.35046937]
30.140000000001912,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.95465778e-06 -5.46347175e+00],[360.32235965],[9.43118548],[-2.76223604],[-170.43059346]
30.150000000001913,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.95597437e-06 -5.45722358e+00],[360.32235965],[9.43118548],[-2.97836346],[-170.51046513]
30.160000000001915,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.95728174e-06 -5.45097696e+00],[360.32235965],[9.43118548],[-3.17545472],[-170.59006101]
30.170000000001917,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.95857990e-06 -5.44473189e+00],[360.32235965],[9.43118548],[-3.35236091],[-170.66935954]
30.180000000001918,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.95986887e-06 -5.43848839e+00],[360.32235965],[9.43118548],[-3.50810396],[-170.74834102]
30.19000000000192,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.96114864e-06 -5.43224647e+00],[360.32235965],[9.43118548],[-3.64187963],[-170.8269878]
30.20000000000192,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.96241924e-06 -5.42600614e+00],[360.32235965],[9.43118548],[-3.75305826],[-170.90528431]
30.210000000001923,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.96368066e-06 -5.41976741e+00],[360.32235965],[9.43118548],[-3.84118333],[-170.9832172]
30.220000000001924,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.96493293e-06 -5.41353030e+00],[360.32235965],[9.43118548],[-3.90596788],[-171.06077536]
30.230000000001926,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.96617605e-06 -5.40729481e+00],[360.32235965],[9.43118548],[-3.94728932],[-171.13794999]
30.240000000001928,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.96741002e-06 -5.40106096e+00],[360.32235965],[9.43118548],[-3.96518253],[-171.21473461]
30.25000000000193,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.96863487e-06 -5.39482875e+00],[360.32235965],[9.43118548],[-3.95983176],[-171.29112508]
30.26000000000193,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.96985059e-06 -5.38859821e+00],[360.32235965],[9.43118548],[-3.93156148],[-171.36711962]
30.270000000001932,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.97105720e-06 -5.38236935e+00],[360.32235965],[9.43118548],[-3.88082642],[-171.44271875]
30.280000000001934,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.97225471e-06 -5.37614217e+00],[360.32235965],[9.43118548],[-3.8082012],[-171.51792528]
30.290000000001935,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.97344313e-06 -5.36991668e+00],[360.32235965],[9.43118548],[-3.71436959],[-171.59274427]
30.300000000001937,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.97462246e-06 -5.36369290e+00],[360.32235965],[9.43118548],[-3.60011378],[-171.66718298]
30.31000000000194,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.97579272e-06 -5.35747085e+00],[360.32235965],[9.43118548],[-3.46630379],[-171.74125076]
30.32000000000194,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.97695392e-06 -5.35125052e+00],[360.32235965],[9.43118548],[-3.31388719],[-171.81495902]
30.33000000000194,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.97810607e-06 -5.34503194e+00],[360.32235965],[9.43118548],[-3.14387932],[-171.88832111]
30.340000000001943,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.97924917e-06 -5.33881511e+00],[360.32235965],[9.43118548],[-2.95735407],[-171.96135226]
30.350000000001945,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.98038323e-06 -5.33260005e+00],[360.32235965],[9.43118548],[-2.75543538],[-172.03406942]
30.360000000001946,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.98150828e-06 -5.32638676e+00],[360.32235965],[9.43118548],[-2.53928944],[-172.10649124]
30.370000000001948,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.98262431e-06 -5.32017527e+00],[360.32235965],[9.43118548],[-2.31011772],[-172.17863787]
30.38000000000195,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.98373400e-06 -5.31396358e+00],[360.32235965],[9.43118548],[-2.0691517],[-172.2505309]
30.39000000000195,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.98483592e-06 -5.30775277e+00],[360.32235965],[9.43118548],[-1.81764487],[-172.32219321]
30.400000000001953,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.98592886e-06 -5.30154377e+00],[360.32235965],[9.43118548],[-1.55687007],[-172.39364887]
30.410000000001954,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.98701282e-06 -5.29533661e+00],[360.32235965],[9.43118548],[-1.28811585],[-172.46492299]
30.420000000001956,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.98808782e-06 -5.28913129e+00],[360.32235965],[9.43118548],[-1.01268276],[-172.53604163]
30.430000000001957,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.98915387e-06 -5.28292781e+00],[360.32235965],[9.43118548],[-0.73188075],[-172.60703162]
30.44000000000196,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99021096e-06 -5.27672620e+00],[360.32235965],[9.43118548],[-0.44702712],[-172.67792048]
30.45000000000196,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99125913e-06 -5.27052647e+00],[360.32235965],[9.43118548],[-0.15944489],[-172.74873626]
30.460000000001962,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99229836e-06 -5.26432861e+00],[360.32235965],[9.43118548],[0.12953846],[-172.81950739]
30.470000000001964,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99332869e-06 -5.25813266e+00],[360.32235965],[9.43118548],[0.41859207],[-172.89026262]
30.480000000001965,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99435010e-06 -5.25193861e+00],[360.32235965],[9.43118548],[0.70638251],[-172.96103081]
30.490000000001967,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99536263e-06 -5.24574648e+00],[360.32235965],[9.43118548],[0.9915747],[-173.03184082]
30.500000000001968,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99636626e-06 -5.23955628e+00],[360.32235965],[9.43118548],[1.27283276],[-173.1027214]
30.51000000000197,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99736102e-06 -5.23336802e+00],[360.32235965],[9.43118548],[1.54882117],[-173.17370105]
30.52000000000197,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99834692e-06 -5.22718171e+00],[360.32235965],[9.43118548],[1.8182061],[-173.24480784]
30.530000000001973,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99932396e-06 -5.22099736e+00],[360.32235965],[9.43118548],[2.07965722],[-173.31606936]
30.540000000001974,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00029216e-06 -5.21481499e+00],[360.32235965],[9.43118548],[2.33184989],[-173.38751249]
30.550000000001976,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00125152e-06 -5.20863461e+00],[360.32235965],[9.43118548],[2.5734681],[-173.45916336]
30.560000000001978,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00220206e-06 -5.20245622e+00],[360.32235965],[9.43118548],[2.80320789],[-173.53104715]
30.57000000000198,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00314378e-06 -5.19627983e+00],[360.32235965],[9.43118548],[3.01978163],[-173.60318799]
30.58000000000198,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00407670e-06 -5.19010546e+00],[360.32235965],[9.43118548],[3.22192309],[-173.67560882]
30.590000000001982,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00500083e-06 -5.18393313e+00],[360.32235965],[9.43118548],[3.40839336],[-173.74833127]
30.600000000001984,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00591617e-06 -5.17776283e+00],[360.32235965],[9.43118548],[3.57798768],[-173.82137552]
30.610000000001985,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00682274e-06 -5.17159458e+00],[360.32235965],[9.43118548],[3.72954312],[-173.89476019]
30.620000000001987,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00772054e-06 -5.16542839e+00],[360.32235965],[9.43118548],[3.86194727],[-173.9685022]
30.63000000000199,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00860960e-06 -5.15926428e+00],[360.32235965],[9.43118548],[3.9741477],[-174.04261669]
30.64000000000199,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.00948991e-06 -5.15310225e+00],[360.32235965],[9.43118548],[4.06516229],[-174.11711687]
30.65000000000199,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01036148e-06 -5.14694231e+00],[360.32235965],[9.43118548],[4.13409023],[-174.19201394]
30.660000000001993,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01122434e-06 -5.14078447e+00],[360.32235965],[9.43118548],[4.1801237],[-174.26731697]
30.670000000001995,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01207848e-06 -5.13462875e+00],[360.32235965],[9.43118548],[4.20255994],[-174.34303283]
30.680000000001996,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01292392e-06 -5.12847516e+00],[360.32235965],[9.43118548],[4.20081356],[-174.41916612]
30.690000000001998,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01376068e-06 -5.12232370e+00],[360.32235965],[9.43118548],[4.17442901],[-174.49571906]
30.700000000002,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01458875e-06 -5.11617439e+00],[360.32235965],[9.43118548],[4.12309274],[-174.57269147]
30.710000000002,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01540815e-06 -5.11002723e+00],[360.32235965],[9.43118548],[4.04664496],[-174.65008069]
30.720000000002003,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01621889e-06 -5.10388224e+00],[360.32235965],[9.43118548],[3.94509064],[-174.7278816]
30.730000000002004,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01702098e-06 -5.09773944e+00],[360.32235965],[9.43118548],[3.81860941],[-174.80608654]
30.740000000002006,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01781443e-06 -5.09159881e+00],[360.32235965],[9.43118548],[3.66756412],[-174.88468537]
30.750000000002007,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01859925e-06 -5.08546039e+00],[360.32235965],[9.43118548],[3.49250767],[-174.96366544]
30.76000000000201,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01937546e-06 -5.07932418e+00],[360.32235965],[9.43118548],[3.29418786],[-175.04301167]
30.77000000000201,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02014305e-06 -5.07319019e+00],[360.32235965],[9.43118548],[3.07354996],[-175.12270657]
30.780000000002012,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02090205e-06 -5.06705843e+00],[360.32235965],[9.43118548],[2.83173672],[-175.20273033]
30.790000000002014,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02165247e-06 -5.06092891e+00],[360.32235965],[9.43118548],[2.57008564],[-175.28306092]
30.800000000002015,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02239430e-06 -5.05480164e+00],[360.32235965],[9.43118548],[2.2901234],[-175.36367419]
30.810000000002017,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02312757e-06 -5.04867663e+00],[360.32235965],[9.43118548],[1.99355723],[-175.444544]
30.82000000000202,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02385229e-06 -5.04255389e+00],[360.32235965],[9.43118548],[1.68226335],[-175.52564241]
30.83000000000202,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02456846e-06 -5.03643344e+00],[360.32235965],[9.43118548],[1.35827242],[-175.60693981]
30.84000000000202,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02527610e-06 -5.03031527e+00],[360.32235965],[9.43118548],[1.02375221],[-175.68840512]
30.850000000002023,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02597521e-06 -5.02419941e+00],[360.32235965],[9.43118548],[0.68098775],[-175.770006]
30.860000000002024,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02666581e-06 -5.01808586e+00],[360.32235965],[9.43118548],[0.3323591],[-175.85170904]
30.870000000002026,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02734791e-06 -5.01197463e+00],[360.32235965],[9.43118548],[-0.01968269],[-175.93348003]
30.880000000002028,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02802151e-06 -5.00586574e+00],[360.32235965],[9.43118548],[-0.3726411],[-176.01528418]
30.89000000000203,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02868664e-06 -4.99975919e+00],[360.32235965],[9.43118548],[-0.72400076],[-176.09708633]
30.90000000000203,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02934329e-06 -4.99365499e+00],[360.32235965],[9.43118548],[-1.07125436],[-176.17885126]
30.910000000002032,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.02999148e-06 -4.98755315e+00],[360.32235965],[9.43118548],[-1.41192966],[-176.26054389]
30.920000000002034,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03063123e-06 -4.98145369e+00],[360.32235965],[9.43118548],[-1.74361584],[-176.34212957]
30.930000000002035,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03126253e-06 -4.97535661e+00],[360.32235965],[9.43118548],[-2.06398874],[-176.42357427]
30.940000000002037,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03188541e-06 -4.96926192e+00],[360.32235965],[9.43118548],[-2.37083453],[-176.50484489]
30.95000000000204,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03249987e-06 -4.96316964e+00],[360.32235965],[9.43118548],[-2.66207132],[-176.58590946]
30.96000000000204,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03310593e-06 -4.95707976e+00],[360.32235965],[9.43118548],[-2.9357684],[-176.66673733]
30.97000000000204,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03370358e-06 -4.95099231e+00],[360.32235965],[9.43118548],[-3.19016279],[-176.74729943]
30.980000000002043,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03429286e-06 -4.94490729e+00],[360.32235965],[9.43118548],[-3.42367284],[-176.82756844]
30.990000000002045,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03487376e-06 -4.93882472e+00],[360.32235965],[9.43118548],[-3.63490877],[-176.90751895]
31.000000000002046,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03544629e-06 -4.93274459e+00],[360.32235965],[9.43118548],[-3.82268018],[-176.98712765]
31.010000000002048,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03601047e-06 -4.92666693e+00],[360.32235965],[9.43118548],[-3.98600036],[-177.06637345]
31.02000000000205,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03656631e-06 -4.92059173e+00],[360.32235965],[9.43118548],[-4.12408774],[-177.14523759]
31.03000000000205,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03711382e-06 -4.91451902e+00],[360.32235965],[9.43118548],[-4.23636445],[-177.22370377]
31.040000000002053,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03765301e-06 -4.90844880e+00],[360.32235965],[9.43118548],[-4.32245239],[-177.30175818]
31.050000000002054,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03818389e-06 -4.90238108e+00],[360.32235965],[9.43118548],[-4.38216687],[-177.3793896]
31.060000000002056,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03870647e-06 -4.89631587e+00],[360.32235965],[9.43118548],[-4.41550843],[-177.45658944]
31.070000000002057,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03922076e-06 -4.89025318e+00],[360.32235965],[9.43118548],[-4.42265283],[-177.53335173]
31.08000000000206,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.03972677e-06 -4.88419301e+00],[360.32235965],[9.43118548],[-4.40393983],[-177.60967312]
31.09000000000206,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04022452e-06 -4.87813539e+00],[360.32235965],[9.43118548],[-4.35986097],[-177.68555289]
31.100000000002062,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04071401e-06 -4.87208031e+00],[360.32235965],[9.43118548],[-4.29104666],[-177.7609929]
31.110000000002064,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04119526e-06 -4.86602779e+00],[360.32235965],[9.43118548],[-4.19825296],[-177.83599754]
31.120000000002065,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04166827e-06 -4.85997784e+00],[360.32235965],[9.43118548],[-4.08234831],[-177.91057367]
31.130000000002067,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04213306e-06 -4.85393046e+00],[360.32235965],[9.43118548],[-3.94430049],[-177.98473056]
31.14000000000207,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04258964e-06 -4.84788567e+00],[360.32235965],[9.43118548],[-3.78516394],[-178.05847977]
31.15000000000207,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04303802e-06 -4.84184348e+00],[360.32235965],[9.43118548],[-3.60606781],[-178.13183508]
31.16000000000207,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04347821e-06 -4.83580388e+00],[360.32235965],[9.43118548],[-3.40820464],[-178.20481236]
31.170000000002073,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04391022e-06 -4.82976691e+00],[360.32235965],[9.43118548],[-3.19282009],[-178.27742951]
31.180000000002075,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04433406e-06 -4.82373255e+00],[360.32235965],[9.43118548],[-2.96120352],[-178.34970628]
31.190000000002076,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04474974e-06 -4.81770083e+00],[360.32235965],[9.43118548],[-2.71467962],[-178.42166417]
31.200000000002078,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04515728e-06 -4.81167175e+00],[360.32235965],[9.43118548],[-2.45460115],[-178.49332632]
31.21000000000208,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04555668e-06 -4.80564532e+00],[360.32235965],[9.43118548],[-2.18234263],[-178.56471733]
31.22000000000208,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04594795e-06 -4.79962155e+00],[360.32235965],[9.43118548],[-1.89929509],[-178.63586319]
31.230000000002082,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04633112e-06 -4.79360045e+00],[360.32235965],[9.43118548],[-1.60686175],[-178.70679109]
31.240000000002084,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04670618e-06 -4.78758203e+00],[360.32235965],[9.43118548],[-1.30645465],[-178.77752929]
31.250000000002085,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04707315e-06 -4.78156629e+00],[360.32235965],[9.43118548],[-0.99949199],[-178.848107]
31.260000000002087,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04743203e-06 -4.77555325e+00],[360.32235965],[9.43118548],[-0.68739626],[-178.91855423]
31.27000000000209,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04778285e-06 -4.76954292e+00],[360.32235965],[9.43118548],[-0.37159298],[-178.98890164]
31.28000000000209,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04812562e-06 -4.76353530e+00],[360.32235965],[9.43118548],[-0.05350984],[-179.0591804]
