time,position,velocity,acceleration,rotation,angular_velocity,angular_acceleration,Angle to Body
6.349999999999909,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[-6.62128289e-04 -5.82831615e+01],[360.32235965],[9.43118548],[0.02282681],[-3.142101]
6.359999999999909,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[-5.77096267e-04 -5.82938716e+01],[360.32235965],[9.43118548],[0.02427076],[-3.1421357]
6.369999999999909,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[-4.77351719e-04 -5.83049947e+01],[360.32235965],[9.43118548],[0.02580207],[-3.14217269]
6.379999999999908,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[-3.61342648e-04 -5.83165302e+01],[360.32235965],[9.43118548],[0.02742576],[-3.14221211]
6.389999999999908,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[-2.27382164e-04 -5.83284775e+01],[360.32235965],[9.43118548],[0.02914715],[-3.14225412]
6.399999999999908,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[-7.36381069e-05 -5.83408361e+01],[360.32235965],[9.43118548],[0.03097179],[-3.14229888]
6.409999999999908,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.49324711e-05 -5.83047009e+01],[360.32235965],[9.43118548],[0.03290558],[-3.14234656]
6.419999999999908,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.47773401e-05 -5.80735284e+01],[360.32235965],[9.43118548],[0.03495483],[-3.14239734]
6.429999999999907,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.44934017e-05 -5.78435309e+01],[360.32235965],[9.43118548],[0.03712635],[-3.14245143]
6.439999999999907,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.42111715e-05 -5.76150235e+01],[360.32235965],[9.43118548],[0.03942723],[-3.14250901]
6.449999999999907,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.39307567e-05 -5.73879939e+01],[360.32235965],[9.43118548],[0.04186485],[-3.14257031]
6.459999999999907,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.36521414e-05 -5.71624295e+01],[360.32235965],[9.43118548],[0.04444697],[-3.14263555]
6.4699999999999065,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.33753103e-05 -5.69383176e+01],[360.32235965],[9.43118548],[0.04718178],[-3.14270498]
6.479999999999906,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.31002480e-05 -5.67156456e+01],[360.32235965],[9.43118548],[0.05007791],[-3.14277886]
6.489999999999906,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.28269392e-05 -5.64944012e+01],[360.32235965],[9.43118548],[0.05314447],[-3.14285747]
6.499999999999906,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.25553689e-05 -5.62745722e+01],[360.32235965],[9.43118548],[0.05639104],[-3.14294108]
6.509999999999906,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.22855223e-05 -5.60561465e+01],[360.32235965],[9.43118548],[0.05982772],[-3.14303002]
6.519999999999905,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.20173845e-05 -5.58391121e+01],[360.32235965],[9.43118548],[0.06346516],[-3.1431246]
6.529999999999905,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.17509411e-05 -5.56234572e+01],[360.32235965],[9.43118548],[0.06731458],[-3.14322516]
6.539999999999905,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.14861776e-05 -5.54091701e+01],[360.32235965],[9.43118548],[0.07138777],[-3.14333208]
6.549999999999905,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.12230798e-05 -5.51962391e+01],[360.32235965],[9.43118548],[0.07569718],[-3.14344574]
6.559999999999905,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.09616336e-05 -5.49846528e+01],[360.32235965],[9.43118548],[0.08025591],[-3.14356654]
6.569999999999904,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.0701825e-05 -5.4774400e+01],[360.32235965],[9.43118548],[0.08507773],[-3.14369491]
6.579999999999904,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.04436403e-05 -5.45654692e+01],[360.32235965],[9.43118548],[0.09017718],[-3.14383132]
6.589999999999904,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 6.01870657e-05 -5.43578495e+01],[360.32235965],[9.43118548],[0.09556952],[-3.14397624]
6.599999999999904,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.99320877e-05 -5.41515298e+01],[360.32235965],[9.43118548],[0.10127085],[-3.14413019]
6.6099999999999035,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.96786931e-05 -5.39464993e+01],[360.32235965],[9.43118548],[0.10729807],[-3.1442937]
6.619999999999903,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.94268684e-05 -5.37427473e+01],[360.32235965],[9.43118548],[0.113669],[-3.14446735]
6.629999999999903,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.91766007e-05 -5.35402630e+01],[360.32235965],[9.43118548],[0.12040238],[-3.14465174]
6.639999999999903,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.89278770e-05 -5.33390359e+01],[360.32235965],[9.43118548],[0.1275179],[-3.1448475]
6.649999999999903,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.86806845e-05 -5.31390557e+01],[360.32235965],[9.43118548],[0.1350363],[-3.14505531]
6.659999999999902,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.84350104e-05 -5.29403119e+01],[360.32235965],[9.43118548],[0.14297938],[-3.14527589]
6.669999999999902,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.81908423e-05 -5.27427945e+01],[360.32235965],[9.43118548],[0.15137006],[-3.14550997]
6.679999999999902,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.79481676e-05 -5.25464932e+01],[360.32235965],[9.43118548],[0.16023245],[-3.14575837]
6.689999999999902,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.77069742e-05 -5.23513981e+01],[360.32235965],[9.43118548],[0.16959188],[-3.14602192]
6.699999999999902,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.74672498e-05 -5.21574993e+01],[360.32235965],[9.43118548],[0.17947499],[-3.1463015]
6.709999999999901,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.72289823e-05 -5.19647870e+01],[360.32235965],[9.43118548],[0.18990977],[-3.14659805]
6.719999999999901,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.69921599e-05 -5.17732515e+01],[360.32235965],[9.43118548],[0.20092566],[-3.14691257]
6.729999999999901,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.67567707e-05 -5.15828832e+01],[360.32235965],[9.43118548],[0.21255357],[-3.14724609]
6.739999999999901,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.65228031e-05 -5.13936726e+01],[360.32235965],[9.43118548],[0.22482598],[-3.14759972]
6.7499999999999005,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.62902455e-05 -5.12056104e+01],[360.32235965],[9.43118548],[0.23777701],[-3.14797462]
6.7599999999999,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.60590865e-05 -5.10186871e+01],[360.32235965],[9.43118548],[0.25144252],[-3.14837202]
6.7699999999999,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.58293147e-05 -5.08328936e+01],[360.32235965],[9.43118548],[0.26586015],[-3.14879321]
6.7799999999999,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.56009189e-05 -5.06482209e+01],[360.32235965],[9.43118548],[0.28106945],[-3.14923957]
6.7899999999999,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.53738881e-05 -5.04646597e+01],[360.32235965],[9.43118548],[0.29711193],[-3.14971254]
6.7999999999998995,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.51482111e-05 -5.02822014e+01],[360.32235965],[9.43118548],[0.31403117],[-3.15021363]
6.809999999999899,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.49238773e-05 -5.01008369e+01],[360.32235965],[9.43118548],[0.33187295],[-3.15074445]
6.819999999999899,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.47008757e-05 -4.99205575e+01],[360.32235965],[9.43118548],[0.35068528],[-3.1513067]
6.829999999999899,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.44793078e-05 -4.97414367e+01],[360.32235965],[9.43118548],[0.37051935],[-3.15190217]
6.839999999999899,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.42590503e-05 -4.95633832e+01],[360.32235965],[9.43118548],[0.39142738],[-3.15253272]
6.849999999999898,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.40400921e-05 -4.93863881e+01],[360.32235965],[9.43118548],[0.41346488],[-3.15320036]
6.859999999999898,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.38224226e-05 -4.92104428e+01],[360.32235965],[9.43118548],[0.43669011],[-3.15390717]
6.869999999999898,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.36060318e-05 -4.90355390e+01],[360.32235965],[9.43118548],[0.46116416],[-3.15465535]
6.879999999999898,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.33909095e-05 -4.88616686e+01],[360.32235965],[9.43118548],[0.48695113],[-3.15544723]
6.8899999999998975,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.31770458e-05 -4.86888233e+01],[360.32235965],[9.43118548],[0.51411823],[-3.15628526]
6.899999999999897,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.29644305e-05 -4.85169952e+01],[360.32235965],[9.43118548],[0.54273593],[-3.15717202]
6.909999999999897,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.27530541e-05 -4.83461762e+01],[360.32235965],[9.43118548],[0.57287815],[-3.15811023]
6.919999999999897,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.25429066e-05 -4.81763585e+01],[360.32235965],[9.43118548],[0.60462236],[-3.15910276]
6.929999999999897,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.23339786e-05 -4.80075341e+01],[360.32235965],[9.43118548],[0.63804976],[-3.16015261]
6.9399999999998965,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.21262604e-05 -4.78396954e+01],[360.32235965],[9.43118548],[0.67324547],[-3.16126296]
6.949999999999896,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.19197426e-05 -4.76728346e+01],[360.32235965],[9.43118548],[0.71029868],[-3.16243716]
6.959999999999896,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.17144159e-05 -4.75069443e+01],[360.32235965],[9.43118548],[0.74930285],[-3.16367874]
6.969999999999896,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.15102710e-05 -4.73420167e+01],[360.32235965],[9.43118548],[0.79035588],[-3.16499139]
6.979999999999896,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.13072988e-05 -4.71780446e+01],[360.32235965],[9.43118548],[0.83356033],[-3.16637902]
6.989999999999895,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.11054901e-05 -4.70150204e+01],[360.32235965],[9.43118548],[0.8790236],[-3.16784575]
6.999999999999895,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.0904836e-05 -4.6852937e+01],[360.32235965],[9.43118548],[0.92685816],[-3.16939588]
7.009999999999895,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.07053275e-05 -4.66917870e+01],[360.32235965],[9.43118548],[0.97718177],[-3.17103398]
7.019999999999895,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.05069559e-05 -4.65315633e+01],[360.32235965],[9.43118548],[1.03011768],[-3.17276483]
7.0299999999998946,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.03097124e-05 -4.63722588e+01],[360.32235965],[9.43118548],[1.08579493],[-3.17459345]
7.039999999999894,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 5.01135884e-05 -4.62138664e+01],[360.32235965],[9.43118548],[1.1443485],[-3.17652516]
7.049999999999894,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.99185753e-05 -4.60563793e+01],[360.32235965],[9.43118548],[1.20591963],[-3.17856552]
7.059999999999894,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.97246646e-05 -4.58997904e+01],[360.32235965],[9.43118548],[1.27065609],[-3.1807204]
7.069999999999894,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.95318479e-05 -4.57440930e+01],[360.32235965],[9.43118548],[1.33871236],[-3.18299594]
7.0799999999998935,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.93401169e-05 -4.55892803e+01],[360.32235965],[9.43118548],[1.41025],[-3.18539863]
7.089999999999893,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.91494633e-05 -4.54353456e+01],[360.32235965],[9.43118548],[1.48543788],[-3.18793528]
7.099999999999893,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.89598790e-05 -4.52822822e+01],[360.32235965],[9.43118548],[1.56445246],[-3.19061304]
7.109999999999893,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.87713559e-05 -4.51300836e+01],[360.32235965],[9.43118548],[1.64747814],[-3.19343945]
7.119999999999893,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.85838860e-05 -4.49787433e+01],[360.32235965],[9.43118548],[1.73470746],[-3.1964224]
7.129999999999892,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.83974614e-05 -4.48282548e+01],[360.32235965],[9.43118548],[1.82634151],[-3.1995702]
7.139999999999892,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.82120741e-05 -4.46786118e+01],[360.32235965],[9.43118548],[1.92259015],[-3.20289159]
7.149999999999892,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.80277164e-05 -4.45298078e+01],[360.32235965],[9.43118548],[2.02367236],[-3.20639572]
7.159999999999892,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.78443806e-05 -4.43818367e+01],[360.32235965],[9.43118548],[2.12981654],[-3.21009223]
7.169999999999892,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.76620591e-05 -4.42346921e+01],[360.32235965],[9.43118548],[2.2412608],[-3.21399124]
7.179999999999891,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.74807442e-05 -4.40883681e+01],[360.32235965],[9.43118548],[2.35825326],[-3.21810336]
7.189999999999891,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.73004285e-05 -4.39428584e+01],[360.32235965],[9.43118548],[2.48105234],[-3.22243975]
7.199999999999891,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.71211046e-05 -4.37981570e+01],[360.32235965],[9.43118548],[2.60992705],[-3.2270121]
7.209999999999891,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.6942765e-05 -4.3654258e+01],[360.32235965],[9.43118548],[2.74515724],[-3.23183272]
7.2199999999998905,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.67654025e-05 -4.35111554e+01],[360.32235965],[9.43118548],[2.88703383],[-3.23691448]
7.22999999999989,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.65890100e-05 -4.33688433e+01],[360.32235965],[9.43118548],[3.03585906],[-3.24227093]
7.23999999999989,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.64135801e-05 -4.32273160e+01],[360.32235965],[9.43118548],[3.19194661],[-3.24791625]
7.24999999999989,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.62391058e-05 -4.30865676e+01],[360.32235965],[9.43118548],[3.35562179],[-3.25386535]
7.25999999999989,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.60655802e-05 -4.29465925e+01],[360.32235965],[9.43118548],[3.52722161],[-3.26013382]
7.269999999999889,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.58930414e-05 -4.28074175e+01],[360.32235965],[9.43118548],[3.70709844],[-3.26673806]
7.279999999999889,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.57214596e-05 -4.26690204e+01],[360.32235965],[9.43118548],[3.89561132],[-3.27369522]
7.289999999999889,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.55508050e-05 -4.25313792e+01],[360.32235965],[9.43118548],[4.09313045],[-3.28102332]
7.299999999999889,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.53810706e-05 -4.23944883e+01],[360.32235965],[9.43118548],[4.30003911],[-3.28874119]
7.309999999999889,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.52122499e-05 -4.22583422e+01],[360.32235965],[9.43118548],[4.51673147],[-3.29686862]
7.319999999999888,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.50443362e-05 -4.21229355e+01],[360.32235965],[9.43118548],[4.74361212],[-3.30542629]
7.329999999999888,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.48773229e-05 -4.19882630e+01],[360.32235965],[9.43118548],[4.98109535],[-3.31443589]
7.339999999999888,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.47112035e-05 -4.18543193e+01],[360.32235965],[9.43118548],[5.22960427],[-3.32392012]
7.349999999999888,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.45459715e-05 -4.17210992e+01],[360.32235965],[9.43118548],[5.48956969],[-3.33390273]
7.3599999999998875,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.43816206e-05 -4.15885974e+01],[360.32235965],[9.43118548],[5.76142869],[-3.34440859]
7.369999999999887,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.42181444e-05 -4.14568088e+01],[360.32235965],[9.43118548],[6.04562292],[-3.35546371]
7.379999999999887,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.40555365e-05 -4.13257282e+01],[360.32235965],[9.43118548],[6.34259653],[-3.36709527]
7.389999999999887,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.38937908e-05 -4.11953508e+01],[360.32235965],[9.43118548],[6.65279362],[-3.37933172]
7.399999999999887,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.37329011e-05 -4.10656713e+01],[360.32235965],[9.43118548],[6.97665528],[-3.39220276]
7.4099999999998865,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.35728613e-05 -4.09366848e+01],[360.32235965],[9.43118548],[7.31461602],[-3.40573942]
7.419999999999886,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.34136653e-05 -4.08083865e+01],[360.32235965],[9.43118548],[7.66709959],[-3.41997409]
7.429999999999886,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.32553072e-05 -4.06807713e+01],[360.32235965],[9.43118548],[8.03451408],[-3.4349406]
7.439999999999886,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.30977808e-05 -4.05538345e+01],[360.32235965],[9.43118548],[8.41724611],[-3.45067418]
7.449999999999886,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.29410805e-05 -4.04275713e+01],[360.32235965],[9.43118548],[8.81565425],[-3.4672116]
7.459999999999885,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.27852002e-05 -4.03019770e+01],[360.32235965],[9.43118548],[9.23006121],[-3.48459113]
7.469999999999885,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.26301342e-05 -4.01770467e+01],[360.32235965],[9.43118548],[9.66074493],[-3.50285263]
7.479999999999885,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.24758767e-05 -4.00527758e+01],[360.32235965],[9.43118548],[10.10792835],[-3.52203755]
7.489999999999885,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.23224221e-05 -3.99291598e+01],[360.32235965],[9.43118548],[10.5717676],[-3.54218895]
7.4999999999998845,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.21697648e-05 -3.98061940e+01],[360.32235965],[9.43118548],[11.05233867],[-3.56335156]
7.509999999999884,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.20178990e-05 -3.96838738e+01],[360.32235965],[9.43118548],[11.54962209],[-3.58557176]
7.519999999999884,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.18668193e-05 -3.95621948e+01],[360.32235965],[9.43118548],[12.06348576],[-3.60889762]
7.529999999999884,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.17165202e-05 -3.94411525e+01],[360.32235965],[9.43118548],[12.59366551],[-3.63337885]
7.539999999999884,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.15669961e-05 -3.93207424e+01],[360.32235965],[9.43118548],[13.13974329],[-3.65906684]
7.5499999999998835,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.14182418e-05 -3.92009601e+01],[360.32235965],[9.43118548],[13.70112289],[-3.6860146]
7.559999999999883,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.12702519e-05 -3.90818014e+01],[360.32235965],[9.43118548],[14.27700299],[-3.71427671]
7.569999999999883,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.11230209e-05 -3.89632619e+01],[360.32235965],[9.43118548],[14.86634739],[-3.74390929]
7.579999999999883,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.09765438e-05 -3.88453373e+01],[360.32235965],[9.43118548],[15.46785242],[-3.77496992]
7.589999999999883,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.08308152e-05 -3.87280233e+01],[360.32235965],[9.43118548],[16.07991161],[-3.80751748]
7.599999999999882,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.06858300e-05 -3.86113158e+01],[360.32235965],[9.43118548],[16.70057755],[-3.84161209]
7.609999999999882,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.05415831e-05 -3.84952107e+01],[360.32235965],[9.43118548],[17.32752128],[-3.8773149]
7.619999999999882,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.03980694e-05 -3.83797036e+01],[360.32235965],[9.43118548],[17.95798962],[-3.91468794]
7.629999999999882,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.02552838e-05 -3.82647907e+01],[360.32235965],[9.43118548],[18.58876089],[-3.95379381]
7.6399999999998816,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 4.01132213e-05 -3.81504677e+01],[360.32235965],[9.43118548],[19.21609996],[-3.99469549]
7.649999999999881,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.99718771e-05 -3.80367308e+01],[360.32235965],[9.43118548],[19.83571365],[-4.03745595]
7.659999999999881,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.98312461e-05 -3.79235758e+01],[360.32235965],[9.43118548],[20.44270786],[-4.08213784]
7.669999999999881,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.96913235e-05 -3.78109989e+01],[360.32235965],[9.43118548],[21.03154835],[-4.12880298]
7.679999999999881,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.95521046e-05 -3.76989960e+01],[360.32235965],[9.43118548],[21.5960273],[-4.17751194]
7.6899999999998805,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.94135844e-05 -3.75875634e+01],[360.32235965],[9.43118548],[22.12923834],[-4.22832344]
7.69999999999988,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.92757582e-05 -3.74766971e+01],[360.32235965],[9.43118548],[22.62356325],[-4.28129377]
7.70999999999988,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.91386215e-05 -3.73663934e+01],[360.32235965],[9.43118548],[23.07067394],[-4.33647604]
7.71999999999988,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.90021694e-05 -3.72566484e+01],[360.32235965],[9.43118548],[23.46155374],[-4.3939195]
7.72999999999988,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.88663973e-05 -3.71474584e+01],[360.32235965],[9.43118548],[23.78654245],[-4.45366861]
7.739999999999879,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.87313007e-05 -3.70388197e+01],[360.32235965],[9.43118548],[24.03540974],[-4.51576223]
7.749999999999879,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.85968768e-05 -3.69307297e+01],[360.32235965],[9.43118548],[24.19746246],[-4.58023261]
7.759999999999879,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.84631775e-05 -3.68232245e+01],[360.32235965],[9.43118548],[24.26172162],[-4.64710435]
7.769999999999879,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.83301395e-05 -3.67162591e+01],[360.32235965],[9.43118548],[24.21699935],[-4.71639339]
7.779999999999879,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.81977584e-05 -3.66098298e+01],[360.32235965],[9.43118548],[24.05223506],[-4.78810589]
7.789999999999878,[-0.00534751 -0.32757871],[-1.62957780e-05 -1.09416424e+02],[ 3.80660297e-05 -3.65039332e+01],[360.32235965],[9.43118548],[23.75673011],[-4.86223708]
