Time (s),acceleration,altitude,speed
31.9,-9.32,11140.83,261.74
31.91,-9.32,11149.72,261.62
31.92,-14.71,11147.71,261.5
31.93,-13.73,11150,261.38
31.94,-13.73,11161.2,261.25
31.95,-11.77,11161.2,261.12
31.96,-11.77,11161.2,260.99
31.97,-13.73,11163.5,260.87
31.98,-10.79,11173.29,260.74
31.99,-14.22,11173.29,260.61
32,-12.75,11170.12,260.47
32.01,-15.69,11183.95,260.34
32.02,-15.69,11172.14,260.2
32.02,-15.69,11172.14,260.2
32.03,-14.22,11184.53,260.07
32.04,-9.32,11185.97,259.94
32.05,-9.32,11185.39,259.82
32.06,-11.28,11201.28,259.71
32.07,-13.24,11194.63,259.59
32.08,-13.24,11197.52,259.46
32.09,-12.75,11211.41,259.33
32.1,-14.71,11214.89,259.2
32.11,-13.73,11211.12,259.06
32.12,-14.71,11217.5,258.92
32.13,-14.71,11224.46,258.78
32.14,-10.3,11225.04,258.65
32.15,-13.73,11229.4,258.52
32.16,-13.73,11222.72,258.39
32.17,-12.26,11242.2,258.25
32.18,-14.71,11241.03,258.12
32.19,-14.71,11246.86,257.99
32.19,-14.71,11246.86,257.99
32.19,-14.71,11246.86,257.99
32.19,-14.71,11246.86,257.99
32.19,-14.71,11246.86,257.99
32.19,-14.71,11246.86,257.99
32.2,-9.81,11244.82,257.85
32.21,-16.18,11250.06,257.72
32.22,-12.75,11250.06,257.59
32.23,-12.26,11254.73,257.46
32.24,-12.26,11261.15,257.33
32.25,-12.26,11258.81,257.2
32.26,-14.22,11259.98,257.07
32.27,-12.75,11271.96,256.94
32.28,-12.26,11271.08,256.81
32.29,-16.67,11273.13,256.67
32.3,-9.81,11276.06,256.53
32.31,-16.18,11272.54,256.38
32.32,-21.08,11283.96,256.22
32.33,-14.71,11281.03,256.06
32.34,-15.2,11284.84,255.9
32.34,-15.2,11284.84,255.9
32.35,-15.2,11293.05,255.75
32.36,-15.69,11292.76,255.6
32.37,-14.22,11298.04,255.45
32.38,-12.75,11300.69,255.31
32.39,-14.22,11302.74,255.17
32.4,-12.26,11303.92,255.04
32.41,-14.22,11305.98,254.9
32.42,-13.73,11313.33,254.77
32.43,-13.73,11309.8,254.63
32.44,-10.79,11316.87,254.49
32.45,-16.18,11314.51,254.36
32.46,-16.18,11319.81,254.22
32.47,-11.77,11321.29,254.07
32.48,-12.75,11330.14,253.93
32.49,-18.14,11322.47,253.79
32.5,-14.71,11332.79,253.64
32.51,-12.26,11334.86,253.5
32.52,-13.73,11343.14,253.37
32.53,-13.24,11341.96,253.24
32.54,-10.79,11345.8,253.11
32.55,-12.26,11346.98,252.98
32.56,-14.22,11345.8,252.84
32.57,-14.22,11352.31,252.7
32.58,-17.65,11349.35,252.56
32.59,-13.24,11357.06,252.41
32.6,-16.67,11359.43,252.27
32.61,-12.26,11368.03,252.13
32.62,-14.22,11366.25,252
32.63,-6.86,11370.71,251.87
32.64,-13.73,11370.41,251.75
32.65,-12.75,11378.14,251.63
32.66,-12.75,11375.76,251.51
32.66,-12.75,11375.76,251.51
32.67,-12.75,11384.68,251.38
32.68,-12.75,11386.17,251.25
32.69,-13.24,11390.94,251.12
32.7,-13.24,11390.64,250.99
32.71,-12.26,11397.8,250.87
32.72,-14.22,11401.68,250.74
32.73,-9.32,11404.36,250.61
32.74,-15.2,11413.63,250.48
32.75,-12.75,11409.74,250.35
32.76,-13.73,11409.74,250.22
32.77,-16.67,11422.31,250.09
32.78,-8.34,11422.31,249.97
32.79,-8.34,11421.71,249.86
32.8,-9.32,11425.3,249.75
32.81,-12.75,11431.6,249.65
32.82,-11.77,11434.6,249.53
32.83,-11.28,11430.7,249.42
32.84,-12.26,11438.2,249.3
32.85,-14.22,11442.11,249.17
32.86,-12.26,11448.42,249.05
32.87,-9.81,11443.01,248.92
32.88,-13.24,11444.81,248.78
32.89,-16.67,11449.92,248.64
32.9,-16.67,11454.44,248.49
32.91,-18.14,11455.04,248.33
32.92,-13.73,11454.14,248.18
32.93,-14.71,11460.46,248.02
32.94,-16.18,11462.27,247.86
32.95,-16.18,11463.78,247.71
32.96,-15.69,11468.9,247.57
32.97,-11.77,11465.28,247.43
32.98,-13.73,11468.3,247.29
32.98,-13.73,11468.3,247.29
32.99,-7.85,11471.01,247.16
33,-16.67,11480.08,247.03
33.01,-16.67,11479.47,246.89
33.02,-13.73,11478.26,246.75
33.03,-8.83,11483.1,246.62
33.04,-16.67,11491.27,246.48
33.05,-14.22,11493.69,246.34
33.06,-13.73,11497.93,246.21
33.07,-11.77,11500.36,246.08
33.08,-11.28,11500.36,245.96
33.09,-13.24,11509.46,245.84
33.1,-11.28,11513.11,245.72
33.11,-11.28,11510.37,245.6
33.12,-11.28,11520.1,245.48
33.13,-11.28,11518.58,245.37
33.14,-11.77,11521.92,245.25
33.15,-13.24,11525.88,245.14
33.16,-10.3,11524.97,245.02
33.17,-11.28,11528.92,244.9
33.18,-13.24,11532.88,244.78
33.19,-10.79,11534.71,244.67
33.19,-10.79,11534.71,244.67
33.19,-10.79,11534.71,244.67
33.19,-10.79,11534.71,244.67
33.19,-10.79,11534.71,244.67
33.19,-10.79,11534.71,244.67
33.2,-11.77,11539.29,244.55
33.21,-10.79,11539.9,244.42
33.22,-14.71,11544.78,244.29
33.23,-14.71,11548.75,244.16
33.24,-13.73,11543.56,244.02
33.25,-16.18,11550.28,243.88
33.26,-9.32,11548.45,243.75
33.27,-17.16,11553.34,243.61
33.28,-10.3,11561.29,243.47
33.29,-16.67,11568.34,243.34
33.3,-10.79,11567.11,243.21
33.3,-10.79,11567.11,243.21
33.31,-14.22,11563.74,243.07
33.32,-14.71,11569.56,242.93
33.33,-13.24,11570.48,242.79
33.34,-13.24,11576,242.66
33.35,-15.69,11579.69,242.52
33.36,-12.26,11587.06,242.38
33.37,-15.2,11588.6,242.25
33.38,-9.81,11585.22,242.13
33.39,-9.81,11596.6,242.01
33.4,-14.71,11596.9,241.89
33.41,-10.3,11599.06,241.77
33.42,-12.26,11602.76,241.64
33.43,-15.2,11601.52,241.52
33.44,-12.26,11608.92,241.39
33.45,-12.26,11614.17,241.26
33.46,-13.24,11611.39,241.12
33.47,-14.71,11617.25,240.99
33.48,-12.75,11618.8,240.85
33.49,-14.22,11620.65,240.71
33.5,-16.18,11624.36,240.57
33.51,-14.71,11622.51,240.43
33.52,-11.77,11625.6,240.29
33.53,-12.75,11637.05,240.16
33.54,-14.22,11630.86,240.04
33.55,-9.81,11632.1,239.92
33.56,-9.81,11630.24,239.8
33.57,-13.24,11638.6,239.69
33.58,-10.3,11639.84,239.57
33.59,-12.75,11644.8,239.46
33.6,-7.85,11645.73,239.35
33.61,-11.77,11650.39,239.23
33.62,-14.71,11651.32,239.09
33.62,-14.71,11651.32,239.09
33.63,-16.67,11656.29,238.95
33.64,-16.67,11659.71,238.81
33.65,-12.26,11655.67,238.65
33.66,-17.16,11662.82,238.5
33.67,-17.16,11668.73,238.35
33.68,-13.73,11670.6,238.2
33.69,-12.26,11670.91,238.06
33.7,-14.71,11677.14,237.92
33.71,-12.75,11675.27,237.79
33.72,-13.24,11684.01,237.67
33.73,-9.32,11684.01,237.55
33.74,-12.26,11687.75,237.43
33.75,-7.85,11693.38,237.32
33.76,-16.67,11693.38,237.2
33.77,-10.3,11699.63,237.09
33.78,-10.3,11703.7,236.97
33.79,-10.3,11699.95,236.86
33.8,-12.75,11700.26,236.74
33.81,-12.26,11700.57,236.62
33.82,-12.26,11708.09,236.5
33.83,-14.22,11709.97,236.37
33.84,-11.77,11719.06,236.24
33.85,-11.77,11713.1,236.12
33.86,-15.2,11719.69,235.99
33.87,-10.79,11719.38,235.86
33.88,-13.73,11720.63,235.72
33.89,-13.73,11724.09,235.58
33.9,-17.65,11731.63,235.43
33.91,-17.65,11730.37,235.28
33.92,-13.73,11737.61,235.13
33.93,-12.75,11729.74,235
33.94,-9.32,11737.29,234.87
33.94,-9.32,11737.29,234.87
33.95,-12.75,11744.22,234.74
33.96,-15.2,11750.84,234.62
33.97,-11.28,11741.7,234.5
33.98,-9.32,11743.9,234.38
33.99,-12.75,11749.89,234.26
34,-12.75,11750.52,234.14
34.01,-11.28,11764.73,234.02
34.02,-12.26,11765.05,233.9
34.03,-12.26,11772.32,233.78
34.04,-12.26,11768.53,233.65
34.05,-11.77,11774.54,233.52
34.06,-15.69,11775.17,233.39
34.07,-18.63,11781.83,233.25
34.08,-8.83,11778.34,233.11
34.09,-11.28,11779.29,232.98
34.1,-15.2,11781.83,232.84
34.11,-15.2,11783.09,232.7
34.12,-16.67,11785,232.57
34.13,-12.75,11786.58,232.45
34.14,-6.37,11789.44,232.33
34.15,-6.37,11800.24,232.23
34.16,-11.77,11797.06,232.12
34.17,-11.77,11802.46,232.01
34.18,-11.77,11800.56,231.89
34.18,-11.77,11800.56,231.89
34.18,-11.77,11800.56,231.89
34.18,-11.77,11800.56,231.89
34.18,-11.77,11800.56,231.89
34.18,-11.77,11800.56,231.89
34.19,-17.65,11806.92,231.75
34.2,-17.65,11803.74,231.61
34.21,-10.3,11812.33,231.48
34.22,-10.3,11819.34,231.35
34.23,-14.22,11815.52,231.23
34.24,-9.32,11810.1,231.11
34.25,-13.24,11822.21,230.99
34.26,-10.79,11826.68,230.88
34.26,-10.79,11826.68,230.88
34.27,-12.75,11829.23,230.76
34.28,-10.79,11832.11,230.64
34.29,-11.28,11831.79,230.52
34.3,-12.75,11842.34,230.39
34.31,-13.73,11837.54,230.25
34.32,-18.14,11846.82,230.12
34.33,-18.14,11844.9,229.98
34.34,-3.92,11847.46,229.84
34.35,-12.75,11846.82,229.7
34.36,-21.08,11845.22,229.55
34.37,-15.69,11851.95,229.41
34.38,-16.18,11864.14,229.26
34.39,-7.35,11861.25,229.12
34.4,-15.69,11869.28,228.98
34.41,-14.71,11861.89,228.83
34.42,-12.75,11870.24,228.67
34.43,-21.08,11865.1,228.51
34.44,-21.08,11873.46,228.33
34.45,-20.1,11870.56,228.15
34.46,-14.71,11876.35,227.99
34.47,-11.77,11879.89,227.82
34.48,-15.2,11882.47,227.67
34.49,-14.71,11880.53,227.53
34.5,-18.63,11890.52,227.39
34.51,-8.83,11889.56,227.26
34.52,-10.3,11896.33,227.14
34.53,-9.81,11889.88,227.03
34.54,-11.77,11896.01,226.91
34.55,-11.77,11899.88,226.79
34.56,-11.77,11891.81,226.67
34.57,-21.08,11903.11,226.55
34.58,-5.88,11906.67,226.43
34.58,-5.88,11906.67,226.43
34.59,-8.83,11910.22,226.32
34.6,-7.85,11917.34,226.22
34.61,-11.77,11918.31,226.12
34.62,-7.85,11914.11,226.01
34.63,-17.65,11919.61,225.89
34.64,-8.34,11933.88,225.76
34.65,-17.65,11929.34,225.62
34.66,-17.65,11930.96,225.48
34.67,-14.71,11930.63,225.33
34.68,-13.24,11930.31,225.18
34.69,-13.24,11941.03,225.04
34.7,-14.22,11937.45,224.91
34.71,-11.28,11943.95,224.79
34.72,-12.75,11946.23,224.67
34.73,-6.37,11951.44,224.56
34.74,-7.85,11944.28,224.45
34.75,-25.01,11955.67,224.34
34.76,-2.94,11950.46,224.24
34.77,-2.94,11954.37,224.14
34.78,-15.69,11955.02,224.05
34.79,-0.49,11955.99,223.95
34.8,-21.08,11969.37,223.85
34.81,-7.85,11961.86,223.74
34.82,-12.26,11962.51,223.62
34.83,-9.81,11972.63,223.49
34.84,-14.71,11974.59,223.35
34.85,-22.56,11979.82,223.21
34.86,-13.24,11975.25,223.07
34.87,-10.3,11977.86,222.94
34.88,-10.3,11978.19,222.81
34.89,-12.75,11979.82,222.69
34.9,-10.3,11991.28,222.58
34.9,-10.3,11991.28,222.58
34.91,-15.69,11991.28,222.48
34.92,-6.86,11993.24,222.39
34.93,8.83,11994.88,222.3
34.94,-24.03,12002.43,222.22
34.95,-8.34,12009.32,222.12
34.96,-8.34,12007.68,222.01
34.97,-8.83,12008.99,221.87
34.98,-23.05,12009.65,221.73
34.99,-23.05,12014.91,221.57
35,-9.81,12011.95,221.41
35.01,-17.65,12015.57,221.26
35.02,-11.28,12017.87,221.12
35.03,-15.69,12019.19,221
35.04,-1.96,12022.81,220.87
35.05,-15.69,12032.69,220.75
35.06,-9.81,12027.75,220.61
35.07,-27.46,12032.69,220.47
35.08,-12.75,12027.75,220.32
35.09,-10.79,12037.31,220.17
35.1,-10.79,12035,220.01
35.11,-23.54,12038.63,219.85
35.12,-14.71,12042.26,219.69
35.13,-16.67,12043.58,219.53
35.14,-21.08,12052.51,219.37
35.15,-8.83,12060.78,219.22
35.16,-15.69,12053.83,219.08
35.17,-12.75,12052.18,218.95
35.18,-9.32,12058.47,218.83
35.19,-7.85,12063.77,218.71
35.19,-7.85,12063.77,218.71
35.19,-7.85,12063.77,218.71
35.19,-7.85,12063.77,218.71
35.19,-7.85,12063.77,218.71
35.19,-7.85,12063.77,218.71
35.2,-16.18,12066.75,218.58
35.21,-16.18,12065.75,218.45
35.22,-13.73,12064.76,218.32
35.22,-13.73,12064.76,218.32
35.23,-6.86,12069.07,218.18
35.24,-18.14,12069.07,218.05
35.25,-17.16,12072.72,217.91
35.26,-10.3,12085.34,217.77
35.27,-13.73,12086.34,217.63
35.28,-15.2,12078.7,217.49
35.29,-11.77,12088.67,217.37
35.3,-19.12,12089.33,217.25
35.31,-3.92,12088.34,217.15
35.32,-3.92,12093.33,217.06
35.33,5.88,12093.99,216.98
35.34,-31.38,12094.33,216.88
35.35,-2.94,12109.33,216.76
35.36,-13.73,12095.66,216.63
35.37,-29.91,12101.32,216.49
35.38,-0.49,12104.32,216.36
35.39,-11.77,12100.32,216.23
35.4,-15.69,12106.33,216.1
35.41,-8.83,12115.67,215.97
35.42,-15.69,12113.34,215.83
35.43,-15.69,12117.68,215.69
35.44,-18.14,12095.33,215.54
35.45,-16.67,12122.02,215.38
35.46,-11.28,12132.4,215.23
35.47,-15.69,12118.68,215.09
35.48,-16.18,12129.72,214.96
35.49,-7.35,12139.44,214.83
35.5,-10.79,12138.1,214.71
35.51,-13.24,12142.12,214.59
35.52,-10.3,12137.43,214.48
35.53,-12.75,12143.8,214.36
35.54,-12.75,12155.89,214.24
35.54,-12.75,12155.89,214.24
35.55,-11.28,12145.81,214.12
35.56,-10.3,12154.21,214
35.57,-12.75,12160.94,213.88
35.58,-12.75,12156.57,213.76
35.59,-14.22,12166.66,213.63
35.6,-15.2,12164.3,213.5
35.61,-10.3,12166.66,213.37
35.62,-12.26,12170.37,213.24
35.63,-12.26,12161.27,213.1
35.64,-15.69,12176.1,212.97
35.65,-15.69,12180.49,212.83
35.66,-15.2,12175.09,212.69
35.67,-12.75,12174.75,212.55
35.68,-12.75,12179.14,212.42
35.69,-11.28,12176.77,212.29
35.7,-12.26,12183.19,212.17
35.71,-10.3,12186.9,212.05
35.72,-12.26,12176.44,211.92
35.73,-15.2,12186.23,211.79
35.74,-12.75,12186.23,211.66
35.75,-14.71,12186.9,211.52
35.76,-14.71,12190.96,211.39
35.77,-13.24,12192.99,211.26
35.78,-10.3,12198.74,211.12
35.79,-13.73,12200.77,211
35.8,-12.75,12200.77,210.87
35.81,-14.22,12203.82,210.74
35.82,-11.77,12210.6,210.61
35.83,-11.77,12215.01,210.48
35.84,-12.75,12212.97,210.36
35.85,-14.71,12216.37,210.23
35.86,-12.26,12219.08,210.1
35.86,-12.26,12219.08,210.1
35.87,-12.26,12221.12,209.96
35.88,-14.22,12230.3,209.83
35.89,-14.71,12226.56,209.69
35.9,-14.71,12227.92,209.56
35.91,-11.77,12237.11,209.42
35.92,-13.24,12240.85,209.29
35.93,-12.26,12239.15,209.17
35.94,-12.26,12246.65,209.04
35.95,-12.26,12253.82,208.92
35.96,-11.77,12241.19,208.79
35.97,-12.75,12249.04,208.67
35.98,-12.75,12253.13,208.55
35.99,-11.28,12256.21,208.42
36,-13.24,12254.16,208.3
36.01,-13.24,12257.91,208.18
36.02,-11.28,12262.7,208.06
36.03,-10.79,12263.38,207.94
36.04,-12.26,12261.67,207.82
36.05,-12.26,12264.75,207.7
36.06,-11.77,12265.09,207.58
36.07,-11.77,12271.94,207.45
36.08,-14.71,12270.23,207.32
36.09,-14.71,12271.6,207.19
36.09,-14.71,12271.6,207.19
36.1,-12.75,12266.46,207.05
36.11,-13.24,12276.39,206.92
36.12,-11.28,12282.22,206.79
36.13,-15.2,12283.25,206.66
36.14,-12.75,12275.36,206.52
36.15,-13.24,12292.52,206.39
36.16,-13.24,12291.49,206.26
36.17,-11.77,12290.11,206.12
36.18,-16.18,12297.67,205.98
36.18,-16.18,12297.67,205.98
36.18,-16.18,12297.67,205.98
36.18,-16.18,12297.67,205.98
36.18,-16.18,12297.67,205.98
36.18,-16.18,12297.67,205.98
36.18,-16.18,12297.67,205.98
36.19,-16.18,12298.36,205.85
36.2,-11.77,12296.64,205.71
36.21,-10.79,12297.67,205.57
36.22,-15.69,12303.87,205.44
36.23,-12.75,12309.72,205.31
36.24,-12.75,12307.31,205.17
36.25,-16.18,12311.1,205.03
36.26,-13.73,12310.75,204.9
36.27,-11.77,12314.2,204.76
36.28,-13.24,12314.89,204.63
36.29,-12.26,12325.59,204.5
36.3,-13.24,12319.03,204.38
36.31,-13.24,12332.15,204.25
36.32,-11.28,12320.41,204.12
36.33,-12.26,12334.57,203.99
36.34,-14.71,12334.92,203.86
36.35,-14.71,12335.26,203.72
36.36,-12.75,12336.65,203.59
36.37,-13.73,12336.65,203.45
36.38,-14.22,12338.38,203.32
36.39,-12.75,12342.53,203.19
36.4,-11.28,12349.81,203.06
36.41,-13.24,12349.81,202.93
36.42,-13.24,12345.3,202.8
36.43,-14.71,12339.76,202.67
36.44,-11.77,12345.99,202.53
36.45,-14.22,12356.74,202.41
36.46,-10.79,12358.48,202.28
36.47,-12.75,12370.29,202.15
36.48,-12.75,12358.13,202.03
36.49,-12.75,12362.65,201.9
36.5,-12.75,12370.99,201.77
36.5,-12.75,12370.99,201.77
36.51,-14.71,12373.08,201.63
36.52,-14.22,12372.38,201.49
36.53,-14.22,12380.39,201.35
36.54,-12.26,12377.95,201.22
36.55,-16.67,12385.61,201.08
36.56,-10.3,12387.01,200.94
36.57,-13.73,12386.66,200.81
36.58,-15.2,12388.75,200.67
36.59,-12.26,12389.45,200.53
36.6,-16.67,12396.08,200.4
36.61,-13.24,12399.23,200.26
36.62,-10.79,12403.07,200.13
36.63,-12.26,12403.07,200
36.64,-12.26,12396.78,199.87
36.65,-12.75,12413.22,199.74
36.66,-17.65,12409.02,199.61
36.67,-12.26,12405.87,199.47
36.68,-14.71,12406.22,199.34
36.69,-10.79,12414.27,199.21
36.7,-11.28,12418.12,199.09
36.71,-11.28,12418.12,198.97
36.72,-13.24,12421.98,198.85
36.73,-11.28,12421.98,198.72
36.74,-13.24,12421.27,198.6
36.75,-13.24,12424.78,198.47
36.76,-12.26,12416.02,198.35
36.77,-12.26,12429.69,198.22
36.78,-13.73,12434.61,198.1
36.79,-9.81,12428.64,197.98
36.8,-12.75,12434.61,197.85
36.81,-12.26,12434.61,197.73
36.82,-13.24,12434.96,197.6
36.82,-13.24,12434.96,197.6
36.83,-14.22,12438.48,197.47
36.84,-15.2,12445.16,197.33
36.85,-11.77,12436.02,197.2
36.86,-11.77,12447.62,197.08
36.87,-12.26,12448.68,196.95
36.88,-11.77,12445.16,196.83
36.89,-12.26,12450.09,196.71
36.9,-10.3,12457.14,196.6
36.91,-13.24,12461.72,196.48
36.92,-11.77,12463.13,196.36
36.93,-12.75,12463.13,196.24
36.94,-10.3,12466.66,196.12
36.95,-10.3,12468.43,196.01
36.96,-12.75,12474.79,195.89
36.97,-12.75,12473.73,195.77
36.98,-11.77,12479.39,195.65
36.99,-12.26,12476.56,195.52
37,-14.22,12481.87,195.4
37.01,-11.28,12487.53,195.28
37.02,-11.77,12488.24,195.15
37.03,-12.75,12491.78,195.03
37.04,-13.73,12490.01,194.91
37.05,-10.3,12491.43,194.79
37.06,-11.28,12491.78,194.67
37.07,-11.77,12493.56,194.56
37.08,-11.77,12502.43,194.44
37.09,-11.77,12499.59,194.32
37.1,-9.81,12491.78,194.21
37.11,-12.26,12506.69,194.09
37.12,-13.73,12506.34,193.97
37.13,-12.26,12510.96,193.85
37.14,-11.28,12516.29,193.72
37.14,-11.28,12516.29,193.72
37.15,-13.24,12510.25,193.59
37.16,-13.24,12519.14,193.46
37.17,-14.71,12516.29,193.33
37.18,-13.24,12518.07,193.2
37.18,-13.24,12518.07,193.2
37.18,-13.24,12518.07,193.2
37.18,-13.24,12518.07,193.2
37.18,-13.24,12518.07,193.2
37.18,-13.24,12518.07,193.2
37.19,-13.24,12519.85,193.07
37.2,-11.77,12520.57,192.94
37.21,-12.75,12530.9,192.81
37.22,-11.77,12531.97,192.69
37.23,-12.75,12535.9,192.57
37.24,-9.81,12534.83,192.46
37.25,-13.24,12538.4,192.34
37.26,-10.3,12533.4,192.23
37.27,-10.3,12540.54,192.11
37.28,-10.79,12544.83,191.99
37.29,-14.22,12538.04,191.87
37.3,-14.22,12540.54,191.75
37.31,-12.26,12548.76,191.62
37.32,-12.75,12557,191.49
37.33,-12.26,12554.85,191.36
37.34,-13.24,12549.48,191.23
37.35,-14.22,12554.85,191.1
37.36,-12.26,12556.64,190.98
37.37,-11.77,12555.92,190.85
37.38,-10.3,12557.71,190.73
37.39,-14.22,12564.16,190.61
37.4,-11.77,12566.32,190.49
37.41,-11.77,12563.8,190.36
37.42,-13.24,12577.8,190.24
37.43,-11.28,12565.96,190.11
37.44,-12.75,12568.83,189.99
37.45,-13.73,12574.93,189.86
37.46,-13.24,12576.73,189.73
37.46,-13.24,12576.73,189.73
37.47,-11.28,12577.09,189.61
37.48,-13.73,12580.32,189.48
37.49,-12.75,12582.84,189.36
37.5,-11.28,12590.75,189.24
37.51,-10.3,12582.12,189.13
37.52,-10.3,12581.4,189.01
37.53,-11.28,12589.67,188.9
37.54,-11.77,12594.72,188.78
37.55,-13.24,12592.19,188.67
37.56,-12.75,12604.45,188.54
37.57,-12.26,12605.9,188.42
37.58,-10.79,12606.26,188.3
37.59,-13.73,12608.78,188.17
37.6,-12.26,12610.95,188.05
37.61,-11.77,12607.34,187.92
37.62,-13.24,12617.82,187.8
37.63,-13.24,12624.33,187.68
37.64,-11.77,12622.16,187.56
37.65,-8.83,12630.85,187.45
37.66,-11.28,12626.5,187.33
37.67,-11.28,12631.58,187.22
37.68,-12.75,12635.56,187.11
37.69,-11.28,12641.01,186.99
37.7,-12.26,12638.1,186.87
37.71,-11.28,12640.64,186.74
37.72,-13.73,12638.83,186.62
37.73,-14.22,12639.19,186.49
37.74,-14.22,12639.55,186.36
37.75,-12.26,12648.27,186.23
37.76,-10.79,12645.36,186.1
37.77,-11.77,12657,185.98
37.78,-12.75,12650.09,185.86
37.78,-12.75,12650.09,185.86
37.79,-13.73,12651.9,185.74
37.8,-11.28,12650.81,185.62
37.81,-11.28,12654.09,185.5
37.82,-11.28,12655.9,185.38
37.83,-11.77,12656.27,185.26
37.84,-11.28,12653.36,185.15
37.85,-11.28,12662.82,185.03
37.86,-12.75,12662.46,184.92
37.87,-11.28,12661,184.8
37.88,-12.26,12666.83,184.68
37.89,-11.77,12661.36,184.56
37.9,-11.77,12666.83,184.43
37.91,-12.75,12669.02,184.3
37.92,-14.71,12675.95,184.17
37.93,-14.71,12673.39,184.04
37.94,-13.24,12682.52,183.91
37.95,-12.26,12683.98,183.78
37.96,-12.26,12678.5,183.65
37.97,-10.79,12679.96,183.53
37.98,-9.81,12690.2,183.41
37.99,-14.22,12693.12,183.29
38,-13.24,12693.85,183.17
38.01,-12.26,12698.98,183.05
38.02,-10.79,12692.39,182.93
38.03,-11.77,12700.08,182.81
38.04,-11.77,12708.14,182.7
38.05,-11.77,12704.48,182.58
38.06,-11.28,12708.14,182.46
38.07,-11.28,12708.88,182.35
38.08,-10.3,12704.48,182.23
38.09,-14.22,12715.85,182.11
38.1,-12.26,12716.22,181.99
38.1,-12.26,12716.22,181.99
38.11,-10.79,12710.71,181.88
38.12,-12.26,12718.79,181.76
38.13,-10.79,12715.49,181.64
38.14,-12.26,12730.93,181.52
38.15,-12.26,12719.53,181.4
38.16,-14.22,12734.24,181.27
38.17,-11.28,12725.04,181.15
38.18,-11.28,12733.87,181.03
38.18,-11.28,12733.87,181.03
38.18,-11.28,12733.87,181.03
38.18,-11.28,12733.87,181.03
38.18,-11.28,12733.87,181.03
38.18,-11.28,12733.87,181.03
38.19,-12.26,12735.35,180.91
38.2,-12.26,12729.46,180.79
38.21,-12.75,12730.56,180.68
38.22,-9.81,12736.45,180.56
38.23,-10.79,12737.93,180.45
38.24,-11.28,12741.98,180.34
38.25,-9.32,12734.24,180.22
38.26,-14.22,12748.62,180.1
38.27,-13.24,12744.93,179.98
38.28,-12.26,12745.67,179.86
38.29,-12.26,12749.73,179.75
38.3,-9.81,12746.04,179.63
38.31,-8.83,12754.16,179.53
38.32,-11.28,12755.27,179.42
38.33,-11.28,12765.63,179.31
38.34,-10.79,12753.06,179.2
38.35,-9.32,12763.41,179.09
38.36,-15.69,12762.3,178.97
38.37,-11.28,12767.85,178.86
38.38,-9.81,12765.63,178.74
38.39,-11.77,12770.81,178.63
38.4,-11.77,12780.82,178.52
38.41,-10.3,12773.41,178.41
38.42,-10.3,12778.23,178.29
38.42,-10.3,12778.23,178.29
38.43,-11.77,12778.6,178.18
38.44,-13.24,12784.91,178.06
38.45,-12.75,12785.28,177.94
38.46,-11.28,12796.43,177.81
38.47,-13.73,12793.08,177.68
38.48,-13.73,12791.22,177.56
38.49,-12.75,12788.62,177.44
38.5,-9.81,12792.71,177.32
38.51,-9.81,12791.59,177.21
38.52,-9.81,12794.57,177.1
38.53,-12.26,12792.71,176.99
38.54,-11.77,12802.75,176.88
38.55,-9.81,12802.38,176.77
38.56,-13.24,12803.13,176.65
38.57,-12.26,12806.85,176.53
38.58,-13.73,12808.71,176.4
38.59,-11.28,12817.66,176.28
38.6,-12.26,12813.19,176.17
38.61,-9.81,12818.04,176.05
38.62,-9.81,12813.93,175.93
38.63,-14.71,12812.81,175.81
38.64,-13.73,12816.17,175.69
38.65,-13.24,12819.53,175.56
38.66,-10.79,12826.25,175.44
38.67,-11.28,12822.89,175.32
38.68,-9.81,12824.39,175.2
38.69,-14.22,12830.74,175.08
38.7,-12.26,12833.73,174.97
38.71,-11.77,12825.13,174.85
38.72,-11.28,12836.35,174.73
38.73,-11.28,12836.73,174.61
38.74,-12.26,12852.84,174.49
38.74,-12.26,12852.84,174.49
38.75,-13.73,12840.47,174.37
38.76,-8.34,12846.47,174.25
38.77,-15.2,12843.84,174.13
38.78,-12.26,12847.22,174.01
38.79,-12.26,12844.59,173.89
38.8,-11.28,12852.84,173.77
38.81,-10.3,12855.85,173.65
38.82,-11.77,12852.84,173.53
38.83,-12.26,12861.48,173.41
38.84,-12.26,12864.49,173.29
38.85,-13.24,12858.1,173.17
38.86,-13.24,12860.73,173.04
38.87,-14.22,12868.25,172.91
38.88,-10.79,12866.74,172.79
38.89,-10.3,12866.74,172.67
38.9,-13.73,12858.85,172.55
38.91,-10.3,12875.4,172.44
38.92,-11.28,12869.38,172.33
38.93,-9.81,12876.53,172.22
38.94,-9.81,12878.79,172.11
38.95,-12.26,12876.15,172
38.96,-10.79,12880.68,171.88
38.97,-13.73,12877.66,171.76
38.98,-13.24,12880.68,171.64
38.99,-11.28,12890.48,171.53
39,-11.28,12891.62,171.41
39.01,-8.83,12886.33,171.3
39.02,-11.77,12891.24,171.19
39.03,-11.77,12895.39,171.08
39.04,-10.79,12901.82,170.96
39.05,-12.75,12898.04,170.84
39.06,-12.75,12889.35,170.72
39.06,-12.75,12889.35,170.72
39.07,-12.75,12901.44,170.6
39.08,-11.28,12905.6,170.49
39.09,-8.83,12903.33,170.38
