,Time (s),acceleration,altitude,speed,Weight,Net Force,Drag,Thrust
4979,45.51,-9.32,13848.38,97.86,-496.1496098878835,-471.36741734506364,24.78219254281987,0.0
4980,45.52,-9.32,13858.93,97.75,-496.1496098878835,-471.36741734506364,24.78219254281987,0.0
4981,45.53,-11.77,13862.01,97.64,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
4982,45.54,-12.26,13851.02,97.53,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
4983,45.55,-12.26,13859.81,97.41,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
4984,45.56,-11.77,13860.25,97.29,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
4985,45.57,-10.79,13865.09,97.17,-496.1496098878835,-545.7139949735232,-49.564385085639685,0.0
4986,45.58,-13.24,13864.65,97.05,-496.1496098878835,-669.6249576876226,-173.47534779973904,0.0
4987,45.59,-12.26,13873.02,96.93,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
4988,45.6,-11.28,13875.67,96.82,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
4989,45.61,-12.26,13867.73,96.7,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
4990,45.62,-9.32,13865.09,96.59,-496.1496098878835,-471.36741734506364,24.78219254281987,0.0
4991,45.63,-11.77,13871.7,96.48,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
4992,45.64,-8.83,13871.26,96.38,-496.1496098878835,-446.5852248022438,49.56438508563974,0.0
4993,45.65,-11.28,13866.41,96.27,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
4994,45.66,-11.28,13878.75,96.16,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
4995,45.67,-13.24,13866.41,96.05,-496.1496098878835,-669.6249576876226,-173.47534779973904,0.0
4996,45.68,-8.34,13864.65,95.94,-496.1496098878835,-421.8030322594239,74.34657762845961,0.0
4997,45.69,-12.26,13880.96,95.83,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
4998,45.7,-11.28,13876.55,95.71,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
4999,45.71,-10.3,13880.52,95.6,-496.1496098878835,-520.9318024307034,-24.782192542819928,0.0
5000,45.72,-11.77,13877.43,95.49,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5001,45.73,-11.77,13877.87,95.39,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5002,45.74,-9.32,13885.38,95.28,-496.1496098878835,-471.36741734506364,24.78219254281987,0.0
5003,45.75,-8.83,13891.12,95.18,-496.1496098878835,-446.5852248022438,49.56438508563974,0.0
5004,45.76,-10.3,13893.33,95.08,-496.1496098878835,-520.9318024307034,-24.782192542819928,0.0
5005,45.77,-10.3,13883.61,94.98,-496.1496098878835,-520.9318024307034,-24.782192542819928,0.0
5006,45.78,-9.32,13886.7,94.88,-496.1496098878835,-471.36741734506364,24.78219254281987,0.0
5007,45.78,-9.32,13886.7,94.88,-496.1496098878835,-471.36741734506364,24.78219254281987,0.0
5008,45.79,-9.32,13888.03,94.78,-496.1496098878835,-471.36741734506364,24.78219254281987,0.0
5009,45.8,-11.77,13885.82,94.68,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5010,45.81,-10.3,13890.24,94.57,-496.1496098878835,-520.9318024307034,-24.782192542819928,0.0
5011,45.82,-12.75,13895.1,94.46,-496.1496098878835,-644.8427651448027,-148.69315525691917,0.0
5012,45.83,-10.3,13889.79,94.35,-496.1496098878835,-520.9318024307034,-24.782192542819928,0.0
5013,45.84,-11.77,13900.41,94.24,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5014,45.85,-10.3,13907.05,94.13,-496.1496098878835,-520.9318024307034,-24.782192542819928,0.0
5015,45.86,-10.3,13899.97,94.01,-496.1496098878835,-520.9318024307034,-24.782192542819928,0.0
5016,45.87,-12.26,13909.27,93.9,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
5017,45.88,-12.26,13903.51,93.79,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
5018,45.89,-11.28,13893.33,93.67,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5019,45.9,-11.28,13902.18,93.56,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5020,45.91,-11.77,13900.85,93.44,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5021,45.92,-10.3,13902.62,93.33,-496.1496098878835,-520.9318024307034,-24.782192542819928,0.0
5022,45.93,-11.28,13905.28,93.21,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5023,45.94,-13.24,13905.72,93.1,-496.1496098878835,-669.6249576876226,-173.47534779973904,0.0
5024,45.95,-10.3,13910.6,92.99,-496.1496098878835,-520.9318024307034,-24.782192542819928,0.0
5025,45.96,-12.75,13907.94,92.88,-496.1496098878835,-644.8427651448027,-148.69315525691917,0.0
5026,45.97,-8.83,13910.6,92.77,-496.1496098878835,-446.5852248022438,49.56438508563974,0.0
5027,45.98,-10.79,13909.71,92.66,-496.1496098878835,-545.7139949735232,-49.564385085639685,0.0
5028,45.99,-10.79,13912.37,92.57,-496.1496098878835,-545.7139949735232,-49.564385085639685,0.0
5029,46.0,-7.35,13912.82,92.47,-496.1496098878835,-371.732888142298,124.4167217455855,0.0
5030,46.01,-7.35,13911.04,92.39,-496.1496098878835,-371.732888142298,124.4167217455855,0.0
5031,46.02,-8.83,13909.71,92.29,-496.1496098878835,-446.5852248022438,49.56438508563974,0.0
5032,46.03,-9.81,13912.82,92.2,-496.1496098878835,-496.1496098878835,-0.0,0.0
5033,46.04,-11.28,13918.14,92.1,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5034,46.05,-9.81,13911.93,92.0,-496.1496098878835,-496.1496098878835,-0.0,0.0
5035,46.06,-11.28,13915.48,91.9,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5036,46.07,-10.79,13920.81,91.79,-496.1496098878835,-545.7139949735232,-49.564385085639685,0.0
5037,46.08,-10.3,13918.14,91.68,-496.1496098878835,-520.9318024307034,-24.782192542819928,0.0
5038,46.09,-11.77,13922.14,91.57,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5039,46.1,-11.77,13923.92,91.45,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5040,46.1,-11.77,13923.92,91.45,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5041,46.11,-11.28,13922.14,91.34,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5042,46.12,-11.28,13925.69,91.23,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5043,46.13,-10.79,13925.25,91.12,-496.1496098878835,-545.7139949735232,-49.564385085639685,0.0
5044,46.14,-11.28,13915.92,91.01,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5045,46.15,-9.81,13919.47,90.9,-496.1496098878835,-496.1496098878835,-0.0,0.0
5046,46.16,-11.28,13926.14,90.79,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5047,46.17,-10.79,13925.69,90.68,-496.1496098878835,-545.7139949735232,-49.564385085639685,0.0
5048,46.18,-11.28,13925.69,90.57,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5049,46.18,-11.28,13925.69,90.57,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5050,46.18,-11.28,13925.69,90.57,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5051,46.18,-11.28,13925.69,90.57,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5052,46.18,-11.28,13925.69,90.57,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5053,46.18,-11.28,13925.69,90.57,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5054,46.19,-12.26,13927.47,90.45,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
5055,46.2,-12.26,13927.47,90.34,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
5056,46.21,-12.26,13927.03,90.22,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
5057,46.22,-10.79,13928.36,90.11,-496.1496098878835,-545.7139949735232,-49.564385085639685,0.0
5058,46.23,-8.34,13937.26,90.01,-496.1496098878835,-421.8030322594239,74.34657762845961,0.0
