Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s),Total velocity (m/s),Total acceleration (m/s),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (),Lateral velocity (m/s),Lateral acceleration (m/s),Latitude (),Longitude (),Gravitational acceleration (m/s),Angle of attack (),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kgm),Rotational moment of inertia (kgm),CP location (in),CG location (in),Stability margin calibers (),Mach number (),Reynolds number (),Thrust (N),Drag force (N),Drag coefficient (),Axial drag coefficient (),Friction drag coefficient (),Pressure drag coefficient (),Base drag coefficient (),Normal force coefficient (),Pitch moment coefficient (),Yaw moment coefficient (),Side force coefficient (),Roll moment coefficient (),Roll forcing coefficient (),Roll damping coefficient (),Pitch damping coefficient (),Coriolis acceleration (m/s),Reference length (in),Reference area (cm),Vertical orientation (zenith) (),Lateral orientation (azimuth) (),Wind velocity (m/s),Air temperature (C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
1364.9,1082.7,-8.3639,0.0059824,8.3677,0.13976,-4555.1,16.863,4555.2,179.79,9.5102,0.13963,28.61,-80.647,9.7848,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024353,3004527,0,596.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017606,NaN,NaN,NaN,NaN,9.4616,20.308,894.85,343.61,0.5,0.26481
1365.2,1080.2,-8.3228,0.13587,8.4787,1.6558,-4557.9,16.863,4558,179.79,9.0119,1.6502,28.61,-80.647,9.7849,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024674,3045178,0,613.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017523,NaN,NaN,NaN,NaN,8.1197,20.345,895.29,343.63,0.30197,0.26483
1365.7,1076,-8.3685,-0.091249,8.3236,0.16129,-4562.4,16.862,4562.5,179.79,8.9454,0.133,28.61,-80.647,9.7849,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024222,2.99e6,0,591.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001692,NaN,NaN,NaN,NaN,8.8986,20.367,895.55,343.64,0.5,0.26484
1366.2,1071.8,-8.3589,0.019139,8.3695,0.15302,-4566.9,16.862,4566.9,179.79,9.0213,0.15181,28.61,-80.647,9.7849,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024354,3007231,0,597.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016882,NaN,NaN,NaN,NaN,9.0759,20.405,895.99,343.66,0.5,0.26485
1366.7,1067.7,-8.3523,0.01324,8.371,0.52803,-4571.4,16.862,4571.4,179.79,8.7573,0.52787,28.61,-80.647,9.7849,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024356,3008558,0,598.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001696,NaN,NaN,NaN,NaN,8.5718,20.442,896.43,343.69,0.5,0.26487
1367.2,1063.5,-8.3559,-0.0073171,8.357,0.33083,-4575.7,16.862,4575.7,179.79,8.592,0.33075,28.61,-80.647,9.7849,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024314,3004335,0,596.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016657,NaN,NaN,NaN,NaN,8.4757,20.479,896.87,343.71,0.5,0.26488
1367.6,1060.8,-8.3175,0.12073,8.4597,1.5695,-4578.5,16.861,4578.5,179.79,9.0905,1.5648,28.61,-80.647,9.7849,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024611,3042053,0,611.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016476,NaN,NaN,NaN,NaN,9.913,20.516,897.31,343.73,0.31858,0.2649
1368.1,1056.6,-8.3613,-0.087725,8.318,0.13911,-4583.1,16.861,4583.1,179.79,9.1445,0.10796,28.61,-80.647,9.7849,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024198,2991591,0,591.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017005,NaN,NaN,NaN,NaN,9.184,20.54,897.59,343.75,0.5,0.26491
1368.4,1053.7,-8.3199,0.11802,8.4469,1.4239,-4586.4,16.861,4586.4,179.79,9.6428,1.419,28.61,-80.647,9.7849,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024571,3038741,0,609.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017101,NaN,NaN,NaN,NaN,10.344,20.577,898.03,343.77,0.35115,0.26493
1368.7,1051.5,-8.2934,0.10054,8.4718,1.8988,-4589,16.861,4589,179.79,10.142,1.8962,28.61,-80.647,9.7849,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024643,3048254,0,613.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017642,NaN,NaN,NaN,NaN,11.24,20.603,898.34,343.78,0.26332,0.26494
1369.2,1047.4,-8.3558,-0.12478,8.3035,0.49231,-4594,16.861,4594,179.79,9.9039,0.47624,28.61,-80.647,9.785,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024152,2988099,0,589.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018208,NaN,NaN,NaN,NaN,9.7341,20.623,898.57,343.8,0.5,0.26495
1369.5,1044.5,-8.3151,0.1198,8.4471,1.4719,-4597.4,16.86,4597.5,179.79,10.402,1.467,28.61,-80.647,9.785,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024569,3040595,0,610.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017974,NaN,NaN,NaN,NaN,11.143,20.66,899.01,343.82,0.33969,0.26497
1370,1040.4,-8.3365,-0.042762,8.347,0.85425,-4602.7,16.86,4602.8,179.79,10.829,0.85318,28.61,-80.647,9.785,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024276,3005098,0,596.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018533,NaN,NaN,NaN,NaN,11.131,20.685,899.31,343.83,0.5,0.26498
1370.3,1037.7,-8.3058,0.097072,8.4421,1.5814,-4606.1,16.86,4606.1,179.79,10.33,1.5784,28.61,-80.647,9.785,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024551,3040100,0,610.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019061,NaN,NaN,NaN,NaN,9.4981,20.722,899.75,343.86,0.31618,0.265
1370.7,1034.7,-8.3076,-0.004922,8.3839,1.3454,-4609.8,16.86,4609.9,179.79,9.8298,1.3454,28.61,-80.647,9.785,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024381,3019666,0,601.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001844,NaN,NaN,NaN,NaN,9.1879,20.746,900.03,343.87,0.37162,0.26501
1371.2,1030.5,-8.3484,-0.0815,8.3143,0.39767,-4614.7,16.859,4614.7,179.79,9.6352,0.38923,28.61,-80.647,9.785,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024177,2995158,0,592.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017851,NaN,NaN,NaN,NaN,9.4974,20.773,900.35,343.89,0.5,0.26503
1371.7,1026.3,-8.3361,0.024482,8.3611,0.54292,-4619.5,16.859,4619.5,179.79,9.364,0.54237,28.61,-80.647,9.785,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024312,3012804,0,598.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017655,NaN,NaN,NaN,NaN,9.1745,20.811,900.79,343.91,0.5,0.26504
1372.2,1022.2,-8.3437,-0.015045,8.3366,0.1076,-4624.1,16.859,4624.2,179.79,9.4173,0.10654,28.61,-80.647,9.785,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024239,3004781,0,595.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017332,NaN,NaN,NaN,NaN,9.4558,20.848,901.23,343.93,0.5,0.26505
1372.7,1018,-8.3409,0.005562,8.3437,0.025544,-4628.9,16.858,4628.9,179.79,9.4297,0.024931,28.61,-80.647,9.785,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024258,3008103,0,596.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00174,NaN,NaN,NaN,NaN,9.4394,20.885,901.67,343.96,0.5,0.26507
1373,1015.3,-8.3013,0.12434,8.4447,1.572,-4631.9,16.858,4632,179.79,9.9282,1.5671,28.61,-80.647,9.7851,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.02455,3045312,0,611.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017412,NaN,NaN,NaN,NaN,10.75,20.922,902.11,343.98,0.31806,0.26508
1373.5,1011.2,-8.3452,-0.087661,8.3014,0.10072,-4636.9,16.858,4636.9,179.79,9.9034,0.049606,28.61,-80.648,9.7851,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024133,2994141,0,591.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017961,NaN,NaN,NaN,NaN,9.8866,20.946,902.39,343.99,0.5,0.2651
1374,1007,-8.3272,0.035935,8.3601,0.59002,-4641.8,16.858,4641.8,179.79,9.6089,0.58892,28.61,-80.648,9.7851,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024302,3016083,0,599.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017966,NaN,NaN,NaN,NaN,9.4038,20.983,902.83,344.01,0.5,0.26511
1374.5,1002.8,-8.3371,-0.019818,8.3276,0.10137,-4646.6,16.857,4646.6,179.79,9.5592,0.099416,28.61,-80.648,9.7851,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024206,3005142,0,595.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017608,NaN,NaN,NaN,NaN,9.525,21.02,903.26,344.04,0.5,0.26513
1375,998.67,-8.329,0.01612,8.3454,0.4373,-4651.3,16.857,4651.3,179.79,9.3407,0.437,28.61,-80.648,9.7851,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024256,3012320,0,598.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017558,NaN,NaN,NaN,NaN,9.1884,21.057,903.7,344.06,0.5,0.26514
1375.5,994.51,-8.3268,0.0044429,8.3405,0.5148,-4655.9,16.857,4655.9,179.79,9.0833,0.51478,28.61,-80.648,9.7851,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.02424,3011352,0,597.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00173,NaN,NaN,NaN,NaN,8.9036,21.094,904.14,344.08,0.5,0.26515
1376,990.35,-8.3096,0.034375,8.3653,0.94639,-4660.3,16.857,4660.4,179.79,8.6104,0.94576,28.61,-80.648,9.7851,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.02431,3021076,0,601.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017004,NaN,NaN,NaN,NaN,8.2821,21.131,904.58,344.1,0.5,0.26517
1376.5,986.19,-8.326,-0.032662,8.3224,0.54118,-4664.7,16.856,4664.7,179.79,8.8805,0.54019,28.61,-80.648,9.7851,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024184,3006376,0,595.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016458,NaN,NaN,NaN,NaN,9.0717,21.169,905.02,344.13,0.5,0.26518
1377,982.03,-8.3282,-0.0045366,8.3271,0.15945,-4669.1,16.856,4669.1,179.79,8.8008,0.15938,28.61,-80.648,9.7852,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024196,3008824,0,596.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016774,NaN,NaN,NaN,NaN,8.7458,21.206,905.46,344.15,0.5,0.2652
1377.5,977.86,-8.3207,0.015055,8.3385,0.48791,-4673.5,16.856,4673.5,179.79,8.557,0.48768,28.61,-80.648,9.7852,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024228,3013734,0,598.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016686,NaN,NaN,NaN,NaN,8.3873,21.243,905.9,344.17,0.5,0.26521
1378,973.71,-8.3118,0.01791,8.3455,0.75672,-4677.8,16.856,4677.9,179.79,8.9353,0.75651,28.61,-80.648,9.7852,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024247,3017049,0,599.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016408,NaN,NaN,NaN,NaN,9.2001,21.28,906.34,344.19,0.5,0.26523
1378.5,969.55,-8.3081,0.0072683,8.3424,0.84098,-4682.4,16.855,4682.4,179.79,9.3557,0.84095,28.61,-80.648,9.7852,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024236,3016707,0,599.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016824,NaN,NaN,NaN,NaN,9.65,21.317,906.77,344.22,0.5,0.26524
1379,965.39,-8.3239,-0.031465,8.3101,0.21218,-4687.1,16.855,4687.1,179.79,9.4607,0.20983,28.61,-80.648,9.7852,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.02414,3005773,0,594.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017301,NaN,NaN,NaN,NaN,9.5354,21.354,907.21,344.24,0.5,0.26526
1379.5,961.24,-8.3072,0.033215,8.3464,0.72252,-4691.9,16.855,4692,179.79,9.8215,0.72176,28.61,-80.648,9.7852,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024244,3019685,0,600.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017434,NaN,NaN,NaN,NaN,10.074,21.391,907.65,344.26,0.5,0.26527
1379.9,957.72,-8.2899,0.040917,8.3666,1.1785,-4696,16.854,4696,179.79,9.3218,1.1778,28.61,-80.648,9.7852,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024301,3027782,0,603.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017841,NaN,NaN,NaN,NaN,8.8266,21.428,908.09,344.28,0.42426,0.26528
1380.4,954.19,-8.2886,0.0029617,8.3493,1.1748,-4699.8,16.854,4699.9,179.79,8.8218,1.1748,28.61,-80.648,9.7852,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.02425,3022167,0,601.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017247,NaN,NaN,NaN,NaN,8.3276,21.46,908.46,344.3,0.4256,0.2653
1380.9,950.09,-8.2959,-0.014701,8.333,1.0117,-4704.3,16.854,4704.4,179.79,9.3218,1.0116,28.61,-80.648,9.7853,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024201,3016938,0,598.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016678,NaN,NaN,NaN,NaN,9.681,21.491,908.83,344.32,0.49422,0.26531
1381.3,946.22,-8.2903,0.012034,8.3455,1.0724,-4708.8,16.854,4708.8,179.79,9.8217,1.0723,28.61,-80.648,9.7853,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024236,3022229,0,600.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017252,NaN,NaN,NaN,NaN,10.231,21.528,909.26,344.34,0.46624,0.26533
1381.8,942.07,-8.3124,-0.044287,8.3004,0.48206,-4713.8,16.853,4713.8,179.8,10.062,0.48002,28.61,-80.648,9.7853,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024103,3006590,0,594.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017828,NaN,NaN,NaN,NaN,10.231,21.562,909.67,344.37,0.5,0.26534
1382.3,937.92,-8.3124,2.0329e-5,8.313,0.11286,-4718.8,16.853,4718.8,179.8,10.005,0.11286,28.61,-80.648,9.7853,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024138,3011915,0,596.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018127,NaN,NaN,NaN,NaN,9.9668,21.599,910.11,344.39,0.5,0.26535
1382.8,933.76,-8.3037,0.017436,8.3248,0.53517,-4723.8,16.853,4723.9,179.8,10.273,0.53489,28.61,-80.648,9.7853,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024171,3016983,0,598.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018061,NaN,NaN,NaN,NaN,10.46,21.636,910.55,344.41,0.5,0.26537
1383.3,929.61,-8.3083,-0.0092325,8.3079,0.31123,-4729,16.853,4729.1,179.8,10.428,0.31109,28.61,-80.648,9.7853,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024121,3011625,0,596.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018371,NaN,NaN,NaN,NaN,10.538,21.673,910.98,344.43,0.5,0.26538
1383.8,925.46,-8.2887,0.039289,8.3416,0.8817,-4734.1,16.852,4734.2,179.8,9.9879,0.88082,28.61,-80.648,9.7853,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024217,3024587,0,601.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001856,NaN,NaN,NaN,NaN,9.6842,21.71,911.42,344.46,0.5,0.2654
1384.3,921.31,-8.3021,-0.026897,8.3021,0.55777,-4739.1,16.852,4739.1,179.8,9.7093,0.55712,28.61,-80.649,9.7853,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024101,3011049,0,595.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018022,NaN,NaN,NaN,NaN,9.5155,21.747,911.86,344.48,0.5,0.26541
1384.8,917.17,-8.2837,0.036863,8.3399,0.93798,-4744,16.852,4744.1,179.8,10.178,0.93726,28.61,-80.649,9.7854,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024209,3025528,0,601.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017706,NaN,NaN,NaN,NaN,10.503,21.784,912.3,344.5,0.5,0.26543
1385.1,915.05,-8.2483,0.13801,8.4415,1.95,-4746.7,16.852,4746.7,179.8,10.677,1.9451,28.61,-80.649,9.7854,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024502,3063167,0,616.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018243,NaN,NaN,NaN,NaN,11.803,21.821,912.73,344.52,0.25641,0.26544
1385.6,910.91,-8.3095,-0.12239,8.2537,0.36997,-4752.1,16.851,4752.1,179.8,10.851,0.34914,28.61,-80.649,9.7854,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.023956,2995401,0,589.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018814,NaN,NaN,NaN,NaN,10.976,21.84,912.96,344.53,0.5,0.26545
1386.1,906.76,-8.294,0.030995,8.3201,0.49707,-4757.4,16.851,4757.5,179.8,10.603,0.49611,28.61,-80.649,9.7854,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024147,3020241,0,599.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019069,NaN,NaN,NaN,NaN,10.432,21.877,913.39,344.56,0.5,0.26547
1386.4,904.47,-8.2539,0.14528,8.4297,1.8106,-4760.3,16.851,4760.3,179.8,10.105,1.8047,28.61,-80.649,9.7854,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024464,3060825,0,615.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018759,NaN,NaN,NaN,NaN,9.0966,21.914,913.83,344.58,0.27616,0.26548
1386.9,900.33,-8.2907,-0.073592,8.2824,0.81277,-4765.3,16.85,4765.3,179.8,9.7001,0.80943,28.61,-80.649,9.7854,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024036,3007761,0,594.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018134,NaN,NaN,NaN,NaN,9.4177,21.934,914.07,344.59,0.5,0.2655
1387.1,898.29,-8.246,0.18094,8.4589,2.0246,-4767.7,16.85,4767.7,179.8,10.198,2.0165,28.61,-80.649,9.7854,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024546,3072615,0,619.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017686,NaN,NaN,NaN,NaN,11.379,21.971,914.51,344.61,0.24697,0.26551
1387.6,894.16,-8.3016,-0.11126,8.2539,0.43619,-4772.9,16.85,4772.9,179.8,10.409,0.42176,28.61,-80.649,9.7854,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.02395,2998516,0,590.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018239,NaN,NaN,NaN,NaN,10.559,21.989,914.72,344.62,0.5,0.26553
1388.1,890.01,-8.2797,0.043933,8.3272,0.7716,-4778.2,16.85,4778.2,179.8,10.794,0.77034,28.61,-80.649,9.7854,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024161,3025902,0,601.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018532,NaN,NaN,NaN,NaN,11.061,22.026,915.16,344.65,0.5,0.26554
1388.6,885.87,-8.2754,0.0085867,8.3163,0.92294,-4783.4,16.849,4783.5,179.8,10.333,0.9229,28.61,-80.649,9.7854,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024128,3022706,0,599.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018979,NaN,NaN,NaN,NaN,10.015,22.063,915.59,344.67,0.5,0.26555
1389,882.36,-8.2633,0.028306,8.3345,1.1762,-4787.7,16.849,4787.8,179.8,9.8329,1.1759,28.61,-80.649,9.7855,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024179,3030084,0,602.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018421,NaN,NaN,NaN,NaN,9.342,22.1,916.03,344.69,0.42509,0.26557
1389.5,878.22,-8.2903,-0.054009,8.2742,0.5006,-4792.7,16.849,4792.7,179.8,10.082,0.49768,28.61,-80.649,9.7855,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024003,3008808,0,594.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017821,NaN,NaN,NaN,NaN,10.256,22.132,916.4,344.71,0.5,0.26558
1389.8,875.91,-8.2466,0.15679,8.4229,1.7929,-4795.5,16.849,4795.5,179.8,9.5836,1.7861,28.61,-80.649,9.7855,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024433,3063666,0,615.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018134,NaN,NaN,NaN,NaN,8.5931,22.168,916.84,344.73,0.27887,0.2656
1390.1,873.21,-8.2416,0.015367,8.3455,1.5237,-4798.5,16.848,4798.5,179.8,9.0837,1.5236,28.61,-80.649,9.7855,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024208,3035949,0,604.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017517,NaN,NaN,NaN,NaN,8.3024,22.189,917.08,344.75,0.32815,0.26561
1390.6,869.07,-8.2953,-0.1075,8.2441,0.26301,-4803.1,16.848,4803.1,179.8,9.2037,0.24003,28.61,-80.649,9.7855,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.023913,2999544,0,590.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016936,NaN,NaN,NaN,NaN,9.289,22.213,917.37,344.76,0.5,0.26562
1391.1,864.93,-8.2852,0.020143,8.2958,0.11288,-4807.7,16.848,4807.7,179.8,9.1481,0.11107,28.61,-80.649,9.7855,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.024061,3019117,0,597.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017116,NaN,NaN,NaN,NaN,9.1106,22.25,917.8,344.78,0.5,0.26564
