,Total Impulse,Total Specific Impulse,Used Specific Impulse,Burn Time,Average Thrust,Combustion Efficiency,Launch Temperature,Average OF,Average Regression,Length Regressed
0,82299.33913631635,148.4768206928303,168.8610538053286,17.8029999999998,4622.77925834507,0.8418166603143339,290.58024186892237,10.102491908061873,0.0009851307841865567,0.012734882022973007
1,81776.67041472757,147.53387034995393,173.8439905495421,16.456999999999827,4969.11164943358,0.8041759886662353,296.4561057246395,9.951905742739632,0.0009565015612613984,0.010720233167137478
2,93818.86891310969,169.25928596028126,190.1021481636655,20.101999999999748,4667.141026420797,0.8380501299125033,289.770424186331,7.7977694978472725,0.0010365708755180603,0.015970790184218448
3,82115.15182475603,148.14452705937668,167.65807681274472,17.061999999999813,4812.750663741468,0.8131496651570173,292.2276546192481,8.354768540821171,0.0011368526518495147,0.014779024425815378
4,67558.73694022017,121.88319585765431,139.56520747819545,18.981999999999772,3559.0947708471704,0.7537088373430356,282.6200600474469,10.416964367933463,0.0009034788813789181,0.01213918988182922
5,94110.67838058923,169.78574148755672,186.92215312041685,23.268999999999682,4044.4659581671117,0.8509459891443726,282.86262467155547,6.449901625585153,0.0010266784075790767,0.0194263825884698
6,88816.6416347954,160.2347322948276,173.4749562257818,18.428999999999785,4819.395606641512,0.8119100589980169,291.7074013816244,6.376166097986377,0.0013812215280950939,0.021194895578968538
7,78825.6218295305,142.20986269401897,164.52886931293355,15.81699999999984,4983.601304263217,0.9415441576590142,294.4712169517617,15.447186864800571,0.0008276366240638165,0.008101685205988305
8,91058.51634172931,164.27931433364418,180.57734862824486,23.621999999999673,3854.81823476973,0.8982008987773005,280.1585255038395,6.706805153266712,0.0010017071946092158,0.01913041757581984
9,73510.60493917472,132.62100307387547,152.00931700113247,21.11599999999973,3481.275096570168,0.7349579757273779,280.351287517841,10.63675154445781,0.0008106090692544249,0.012116361347524878
10,87324.55486233169,157.54284797961714,183.42670623894247,21.969999999999708,3974.718018312829,0.8856373032843677,283.1195083336118,12.151496265435583,0.0006782151383482401,0.009698277519652937
11,86055.46089016572,155.25326655496522,175.15953624146275,17.581999999999802,4894.520582992077,0.8771357301455359,291.7185332660969,7.611241791253241,0.0011621109491286147,0.015763453555027295
12,76513.44530369407,138.03844864574629,161.89006466611673,16.390999999999828,4668.015697864369,0.8469615247896877,293.87048880943826,14.666619506147297,0.0008073093583013165,0.008163103462237245
13,89404.09889025088,161.29456809057433,184.78385937628494,17.475999999999807,5115.821634827871,0.8978280757071266,294.33766619086356,10.534547755979812,0.0009744650307401754,0.011880414771220569
14,76529.93699419603,138.06820142139767,151.16118342432617,18.62899999999978,4108.107627580489,0.7834499823921602,286.345951525513,6.4186727374576975,0.0013246053764604754,0.02010954331405153
15,86574.92267616917,156.19043124263618,172.45066909209822,17.35599999999981,4988.184067536881,0.7889363789827639,295.2265472031458,7.109972353041912,0.0013079160559523416,0.018093476841316403
16,72607.33014746034,130.99139862391033,145.8921104973045,16.26199999999983,4464.84627643962,0.742648889712377,291.17638584014986,7.568636229273147,0.0013181273855828457,0.01701547598084176
17,98903.34201233013,178.43221989380962,195.2901672150795,22.694999999999695,4357.935316692287,0.9101990193881898,283.11347842544905,6.703042846643364,0.0010665841588288938,0.019543505273454283
18,78441.92399165197,141.517630706827,163.99058135349094,18.26399999999979,4294.892903616561,0.8563533647182889,288.7859303291506,14.304089905661067,0.0007630791420182551,0.008701788904235792
19,94489.04538333377,170.46835607732314,191.28990571487554,19.308999999999767,4893.523506309747,0.8419026368181456,291.3679830440994,8.39344443221562,0.001069137827238183,0.015491774304280235
20,83439.99844896143,150.53469223848984,172.26327360159215,27.407999999999593,3044.3665516988713,0.8247175454898437,271.7251037802212,8.96123328678266,0.0006735567894442508,0.013601291420100749
21,83899.17186881386,151.3630902577427,170.44224192382393,15.028999999999856,5582.485319636347,0.8544566928953121,298.8906880593429,9.9641187902508,0.0012136855600643178,0.01362299111348259
22,94716.8387225959,170.87931965423138,181.71666621979415,25.381999999999636,3731.6538776533475,0.8246278652091108,278.8085869687984,5.565483949281267,0.0011021720227446844,0.0241525847394432
23,84470.60721429354,152.39402081221286,171.5674452037791,17.7089999999998,4769.925304325174,0.8938772983951255,291.6842531859828,9.243742310352902,0.0010832996893217998,0.014161876241851215
24,102147.83334090942,184.28562968164513,206.7580080195832,22.101999999999705,4621.655657447777,0.9534454915697649,286.8127459768744,8.468087340356984,0.0009147648156196549,0.015307799761468451
25,91251.7622797932,164.6279506993385,182.19680998076683,20.97499999999973,4350.501181396632,0.8767324155356341,285.0969001209589,7.2440006434423205,0.0010658765331203475,0.01786491488361657
26,85487.26425292344,154.22817897696714,172.77719915045893,17.7089999999998,4827.334364047908,0.7799349316023076,292.9070361810318,8.562732466182084,0.0011477345638648453,0.015482588521478076
27,101423.09532013471,182.978124684775,196.5625376636332,21.50899999999972,4715.379390958949,0.8595763438792559,287.8262075213528,6.183404757334072,0.0012323583870197082,0.022296325188616847
28,75620.46072834998,136.42740884802424,151.16773971859428,15.228999999999852,4965.55655186491,0.7496770430601928,296.1734273817831,9.466394893085969,0.0013069965265291893,0.015152924096470764
29,86595.98019658224,156.2284212643717,176.00918116132613,14.82899999999986,5839.637210640169,0.8004560680441815,300.50480185040135,8.77175728488269,0.001311042386242475,0.0147135680537959
30,90699.11120001228,163.63090897167146,177.16626695149284,18.74899999999978,4837.543933010473,0.8474229017916681,290.98171325486675,6.695860549679691,0.0013117481944256674,0.020632453666358533
31,92474.03950876191,166.83306970596774,186.45901040499717,16.555999999999827,5585.530291662411,0.8841912679400239,297.9277082927683,7.83972148679819,0.0012640791546415279,0.016420378030856365
