,Chamber Pressure [bar],O/F Ratio,C-star [m/s],Specific Impulse [s],Chamber Temperature [K],Chamber Density [kg/m^3],Molar Mass [g/mol],Throat Velocity [m/s],Exit Pressure [bar],gamma,Exit Velocity [m/s],Thrust Coefficient
0,1.0,0.1,961.9299872126287,10.814640420589544,1030.3697817176196,0.2662983668560259,22.813922647015175,632.2971705884449,0.039353606430365826,1.1330606599848632,632.2960343637172,0.6573212033097066
1,1.595959595959596,0.1,965.18425656365,51.01901066872684,1049.1881421458882,0.4226148965572883,23.10014129059525,633.9147213873131,0.06286090779031782,1.1322096176461827,633.9147778167883,0.6567820789128535
2,2.191919191919192,0.1,967.3720967228528,67.9754571672314,1063.1192640460533,0.5782334874702543,23.31841591983138,635.0065530841188,0.0863881121918282,1.1316401615442868,635.0068679577647,0.6564256054930535
3,2.7878787878787876,0.1,969.0045842008078,78.34705067145651,1074.27693083722,0.7333896318569734,23.497166046847077,635.8161093210217,0.10993261634449768,1.1312040739174583,635.8166723655861,0.6561554303352197
4,3.3838383838383836,0.1,970.2967868548304,85.63223274916417,1083.6272100805631,0.888211706183147,23.64967302107305,636.4472753682078,0.13349271313772235,1.130840260177231,636.4479841082896,0.6559322273854652
5,3.9797979797979797,0.1,971.359387884163,91.15790880388812,1091.6983286068294,1.0427796756327554,23.78332266308669,636.9570553063357,0.15706718916208634,1.1305235684782706,636.9578589963073,0.6557395915655762
6,4.575757575757575,0.1,972.2569520939974,95.56074579117215,1098.8126743104895,1.19714756318261,23.902685201057565,637.3792884674274,0.18065508052829274,1.13024028198282,637.3801593821344,0.6555685798049422
7,5.171717171717171,0.1,973.0304034644728,99.19169460185107,1105.1823562747481,1.351354062343252,24.01080288769544,637.7356592280869,0.20425559608466007,1.1299821161778252,637.7365810096735,0.6554137765662881
8,5.767676767676767,0.1,973.7073240745652,102.26303609534187,1110.954788702229,1.5054280091257801,24.109811722706368,638.0408662355153,0.22786805845645633,1.1297436673748882,638.0418285882602,0.6552716239331843
9,6.363636363636363,0.1,974.307022459688,104.91215156764109,1116.2368058048683,1.659391592874899,24.201273799059095,638.3052869448736,0.2514919169483216,1.1295211711284887,638.306314309689,0.6551397566509749
10,6.959595959595959,0.1,974.8437669457958,107.23267094482456,1121.1084377648024,1.8132623198271298,24.28636889191313,638.5366924721959,0.27512663715817237,1.1293120028209245,638.5360470304478,0.6550147011364307
11,7.555555555555555,0.1,975.3281922447245,108.5584053075756,1125.6312668338267,1.967054301638149,24.36601161797627,638.7405888299907,0.2987717883688996,1.1291141006777887,638.7400076827953,0.654898489242849
12,8.15151515151515,0.1,975.7685174997201,111.34106691647467,1129.8537424467336,2.120779040974364,24.44092649697839,638.9215045264631,0.32242696559643147,1.1289259211546292,638.9209802939372,0.6547884268033513
13,8.747474747474747,0.1,976.1711697657128,113.8473755951551,1133.814703986486,2.2744461356674446,24.51169805053668,639.0828881849818,0.3460918228378803,1.1287462026896524,639.0824146193881,0.6546837141454461
14,9.343434343434343,0.1,976.5413831638333,116.12148051356057,1137.5457865198516,2.4280636359938956,24.57880521257984,639.2275691827153,0.36976600180739677,1.1285740314896784,639.2271409575936,0.6545837223475605
15,9.93939393939394,0.1,976.8833275344008,118.19818313431868,1141.0731153964587,2.581638377205237,24.642645713845827,639.3577741543215,0.3934492135592448,1.1284085658908531,639.3573866522825,0.6544879224424068
16,10.535353535353535,0.1,977.2004469678819,120.10534626223631,1144.4185271774215,2.7351762155332686,24.703553743416684,639.4753518923917,0.41714118481933754,1.1282491351763024,1492.528969485919,1.5273539947849106
17,11.13131313131313,0.1,977.4956189915825,122.49043614130221,1147.600468576525,2.8886822261201024,24.761813019304448,639.5818373395803,0.4408416583204672,1.1280951747639647,1133.0557781957896,1.159144243055046
18,11.727272727272727,0.1,977.7712587387578,124.7337322119758,1150.6346686359711,3.0421607717142467,24.81766660177895,639.6785174983297,0.46455039692349764,1.1279462040503303,1007.5593590944391,1.0304685398043174
19,12.323232323232322,0.1,978.0294150206009,126.76261978144603,1153.5346542234622,3.1956157191127827,24.871324465281443,639.7664811294308,0.48826717985830514,1.1278018097630234,924.2548203127932,0.9450157083949361
20,12.919191919191919,0.1,978.2718399826953,128.60658343760815,1156.3121453871047,3.349050455619249,24.92296931890496,639.8466566089635,0.5119918008768921,1.127661633444657,861.0006809798582,0.8801220544078389
21,13.515151515151514,0.1,978.5000431617391,130.2899277378568,1158.9773665763362,3.5024679772576284,24.97276121232787,639.91984128509,0.5357240667269132,1.1275253617155694,809.7956704384378,0.8275854145054844
22,14.11111111111111,0.1,978.715333828495,131.83286802883939,1161.5392930066664,3.655870946075192,25.02084119500725,639.9867244686849,0.5594637958215378,1.1273927186655053,766.7864730690104,0.7834602259029166
23,14.707070707070706,0.1,978.9188347030428,133.25235689002324,1164.0058480176249,3.8092617371760884,25.0673342583595,640.047898997635,0.5832108326034647,1.1272634530474885,729.755067087893,0.7454648488490482
24,15.303030303030301,0.1,979.1115869507086,134.56271652614583,1166.3840629895922,3.9626424953955284,25.112351729358085,640.103902045765,0.6069649860643013,1.1271373601592836,697.2641063073785,0.7121476561110202
25,15.898989898989898,0.1,979.2944560586625,135.77613184206749,1168.6802065505387,4.116015096786967,25.15599320590411,640.1551880426656,0.6307261174851119,1.1270142384337944,668.3469232200788,0.6825002971580119
26,16.494949494949495,0.1,979.4682257578919,136.9030343783884,1170.8998934432375,4.269381282358981,25.198348202932625,640.2021638202114,0.6544940820231239,1.1268939121536234,642.4183522441413,0.6559959900670976
