,Chamber Pressure [psia],O/F Ratio,Exit Pressure [psia],gamma,Exit Velocity [m/s],Thrust Coefficient
3662,529.1,9.3,21.101539443247987,1.2344,1986.0663,1.4357
3663,543.8,9.3,21.69126445951336,1.2344,1986.6017000000002,1.4357
3664,558.4,9.3,22.27629951729365,1.2343,1987.1371,1.4357
3665,573.1,9.3,22.865464411107567,1.2343,1987.6725000000001,1.4357
3666,587.8,9.3,23.454770360320815,1.2342,1987.9402,1.4357
3667,602.5,9.3,24.044217415595817,1.2342,1988.4756,1.4356
3668,617.2,9.3,24.63380562761924,1.2341,1989.011,1.4356
3669,631.9,9.3,25.22353504710203,1.2341,1989.2787,1.4356
3670,646.6,9.3,25.813405724779432,1.234,1989.8140999999998,1.4356
3671,661.3,9.3,26.403417711411002,1.234,1990.0818,1.4356
3672,676.0,9.3,26.99249321194697,1.2339,1989.8736000000001,1.4356
3673,690.7,9.3,27.582764266602773,1.2339,1990.1412000000003,1.4356
3674,705.4,9.3,28.17317677130761,1.2338,1990.6764,1.4356
3675,367.4,9.5,14.621139764406239,1.2354,1973.6193,1.4357
3676,382.1,9.5,15.209170879273973,1.2353,1974.4229999999998,1.4357
3677,396.8,9.5,15.797436101600447,1.2352,1974.9587999999999,1.4357
3678,411.5,9.5,16.385283109022854,1.2351,1975.0249999999999,1.4357
3679,426.2,9.5,16.97331740342493,1.2351,1975.5606,1.4357
3680,440.9,9.5,17.562238597888864,1.235,1976.364,1.4357
3681,455.6,9.5,18.150671287996495,1.2349,1976.8996,1.4357
3682,470.3,9.5,18.739291548790693,1.2348,1977.4352,1.4357
3683,485.0,9.5,19.327329242049892,1.2348,1977.9708,1.4357
3684,499.7,9.5,19.916301315265045,1.2347,1978.5063999999998,1.4357
3685,514.4,9.5,20.505461213425814,1.2347,1979.042,1.4357
3686,529.1,9.5,21.093968026153174,1.2346,1979.5776,1.4357
3687,543.8,9.5,21.68261562998405,1.2345,1979.3738,1.4357
3688,558.4,9.5,22.268304354761522,1.2345,1979.9092,1.4357
3689,573.1,9.5,22.857256810114468,1.2344,1980.4445999999998,1.4357
3690,587.8,9.5,23.446350219385717,1.2344,1980.7123,1.4357
3691,602.5,9.5,24.03558463318307,1.2343,1981.2477000000001,1.4357
3692,617.2,9.5,24.624960102138527,1.2343,1981.7830999999999,1.4357
3693,631.9,9.5,25.213470592929532,1.2342,1982.0508,1.4357
3694,646.6,9.5,25.803104672971788,1.2342,1982.5862000000002,1.4356
3695,661.3,9.5,26.39287994891443,1.2341,1982.8539,1.4356
3696,676.0,9.5,26.981719485910435,1.2341,1983.3893,1.4356
3697,690.7,9.5,27.57175362260988,1.2341,1983.657,1.4356
3698,705.4,9.5,28.160804822547806,1.234,1983.9247,1.4356
3699,367.4,9.7,14.613579412115667,1.2356,1966.1181,1.4357
3700,382.1,9.7,15.20130490133673,1.2355,1966.9218,1.4357
3701,396.8,9.7,15.789264255302216,1.2354,1967.7254999999998,1.4357
3702,411.5,9.7,16.376805826401878,1.2354,1968.2613,1.4357
3703,426.2,9.7,16.964534490307685,1.2353,1968.7970999999998,1.4357
3704,440.9,9.7,17.552450336398742,1.2352,1969.6008,1.4357
3705,455.6,9.7,18.140553454111092,1.2351,1969.4011999999998,1.4357
3706,470.3,9.7,18.728843932937757,1.2351,1969.9368,1.4357
3707,485.0,9.7,19.317321862428805,1.235,1970.4723999999999,1.4357
3708,499.7,9.7,19.90519439133206,1.235,1971.008,1.4357
3709,514.4,9.7,20.49402390438247,1.2349,1971.5436,1.4357
3710,529.1,9.7,21.082201059887637,1.2348,1972.0792,1.4357
3711,543.8,9.7,21.67051884912728,1.2348,1972.347,1.4357
3712,558.4,9.7,22.254991829739744,1.2347,1972.8826000000001,1.4357
3713,573.1,9.7,22.843590561224488,1.2347,1973.4181999999998,1.4357
3714,587.8,9.7,23.432330077735696,1.2346,1973.9538,1.4357
3715,602.5,9.7,24.021210429790287,1.2346,1974.2216,1.4357
3716,617.2,9.7,24.610231667929344,1.2345,1974.0198,1.4357
3717,631.9,9.7,25.199393842718134,1.2345,1974.2875000000001,1.4357
3718,646.6,9.7,25.78766850123634,1.2344,1974.8229000000001,1.4357
3719,661.3,9.7,26.377089067049575,1.2344,1975.0906,1.4357
3720,676.0,9.7,26.96557501296422,1.2344,1975.3582999999999,1.4357
3721,690.7,9.7,27.555254129099183,1.2343,1975.8937,1.4357
3722,705.4,9.7,28.143951484200446,1.2343,1976.1614000000002,1.4357
3723,367.4,9.9,14.604285089637079,1.2359,1959.0800000000002,1.4358
3724,382.1,9.9,15.191030890947404,1.2358,1959.884,1.4357
3725,396.8,9.9,15.77859074280261,1.2357,1959.6885,1.4357
3726,411.5,9.9,16.36573337575565,1.2356,1960.4921999999997,1.4357
3727,426.2,9.9,16.953062848050916,1.2356,1961.0279999999998,1.4357
3728,440.9,9.9,17.54057924888606,1.2355,1961.5638,1.4357
3729,455.6,9.9,18.128282667515517,1.2354,1962.0995999999998,1.4357
3730,470.3,9.9,18.715428389510127,1.2354,1962.6354,1.4357
3731,485.0,9.9,19.303482587064675,1.2353,1963.1711999999998,1.4357
3732,499.7,9.9,19.890932250616988,1.2353,1963.7069999999999,1.4357
3733,514.4,9.9,20.47933752687316,1.2352,1964.2428,1.4357
3734,529.1,9.9,21.067091379653597,1.2351,1964.0451999999998,1.4357
3735,543.8,9.9,21.654985664224274,1.2351,1964.3129999999999,1.4357
3736,558.4,9.9,22.23903779521287,1.235,1964.8486,1.4357
3737,573.1,9.9,22.82721261849757,1.235,1965.3842,1.4357
3738,587.8,9.9,23.415528024538897,1.2349,1965.652,1.4357
3739,602.5,9.9,24.003027767818015,1.2349,1966.1876,1.4357
3740,617.2,9.9,24.591600924376447,1.2349,1966.4553999999998,1.4357
3741,631.9,9.9,25.180314803745766,1.2348,1966.991,1.4357
3742,646.6,9.9,25.76814250986331,1.2348,1967.2588,1.4357
3743,661.3,9.9,26.35711438820247,1.2347,1967.7943999999998,1.4357
3744,676.0,9.9,26.945153061224488,1.2347,1968.0621999999998,1.4357
3745,690.7,9.9,27.53438309746861,1.2346,1968.33,1.4357
3746,705.4,9.9,28.122632858908425,1.2346,1968.8656,1.4357
3747,367.4,10.1,14.592683798705167,1.2362,1951.3080000000002,1.4358
3748,382.1,10.1,15.178961585826086,1.2361,1951.844,1.4358
3749,396.8,10.1,15.76542572211848,1.2361,1952.38,1.4358
3750,411.5,10.1,16.352076296443474,1.236,1953.184,1.4358
3751,426.2,10.1,16.93891339771869,1.2359,1953.72,1.4358
3752,440.9,10.1,17.52593711491831,1.2359,1954.2560000000003,1.4358
3753,455.6,10.1,18.113147537073115,1.2358,1954.7920000000001,1.4357
3754,470.3,10.1,18.699801192842944,1.2357,1954.5983999999999,1.4357
3755,485.0,10.1,19.287361807046846,1.2357,1955.1341999999997,1.4357
3756,499.7,10.1,19.874318895915362,1.2356,1955.4020999999998,1.4357
3757,514.4,10.1,20.461416070007953,1.2356,1955.9379,1.4357
3758,529.1,10.1,21.04865337948045,1.2355,1956.4736999999998,1.4357
3759,543.8,10.1,21.63603087451261,1.2355,1956.7415999999998,1.4357
3760,558.4,10.1,22.219569456050294,1.2354,1957.2774,1.4357
3761,573.1,10.1,22.807226997771412,1.2354,1957.8131999999998,1.4357
3762,587.8,10.1,23.39409376741224,1.2353,1958.0810999999999,1.4357
3763,602.5,10.1,23.982008518090993,1.2353,1958.6169,1.4357
3764,617.2,10.1,24.570063694267517,1.2352,1958.8848,1.4357
3765,631.9,10.1,25.157257743450913,1.2352,1959.1526999999996,1.4357
3766,646.6,10.1,25.744545309762703,1.2352,1958.9569999999999,1.4357
3767,661.3,10.1,26.332974953211483,1.2351,1959.2248,1.4357
3768,676.0,10.1,26.920473099438492,1.2351,1959.4926,1.4357
3769,690.7,10.1,27.50806483730933,1.235,1959.7604,1.4357
3770,705.4,10.1,28.09686927427706,1.235,1960.296,1.4357
3771,367.4,10.3,14.578786556089042,1.2366,1943.7250000000001,1.4358
3772,382.1,10.3,15.165105572313065,1.2365,1944.2612000000001,1.4358
3773,396.8,10.3,15.751032073674182,1.2365,1944.7974,1.4358
3774,411.5,10.3,16.337144672066064,1.2364,1945.3336000000002,1.4358
3775,426.2,10.3,16.922771490966845,1.2363,1945.412,1.4358
3776,440.9,10.3,17.509233151979664,1.2363,1945.68,1.4358
3777,455.6,10.3,18.09516244340297,1.2362,1946.2160000000003,1.4358
3778,470.3,10.3,18.681973464685786,1.2362,1946.752,1.4358
3779,485.0,10.3,19.26820547455405,1.2361,1947.2880000000002,1.4358
3780,499.7,10.3,19.854577240940877,1.236,1947.824,1.4358
3781,514.4,10.3,20.44108881382873,1.236,1948.092,1.4358
3782,529.1,10.3,21.02774024322391,1.2359,1948.6280000000002,1.4358
3783,543.8,10.3,21.614531579156562,1.2359,1948.8960000000002,1.4358
3784,558.4,10.3,22.197487676896166,1.2358,1949.432,1.4357
3785,573.1,10.3,22.78365269937187,1.2358,1949.7,1.4357
3786,587.8,10.3,23.370840125641127,1.2358,1950.2360000000003,1.4357
3787,602.5,10.3,23.957214998608293,1.2357,1949.7761999999998,1.4357
3788,617.2,10.3,24.54465919032848,1.2357,1950.312,1.4357
3789,631.9,10.3,25.131244034362076,1.2356,1950.5799,1.4357
3790,646.6,10.3,25.71792220189325,1.2356,1950.8478,1.4357
3791,661.3,10.3,26.305740085126693,1.2356,1951.1156999999998,1.4357
3792,676.0,10.3,26.892628396387796,1.2355,1951.6515,1.4357
3793,690.7,10.3,27.479610105430673,1.2355,1951.9194,1.4357
3794,705.4,10.3,28.066685234552182,1.2354,1952.1873,1.4357
3795,367.4,10.5,14.564338381035439,1.237,1935.8675999999998,1.4358
3796,382.1,10.5,15.1494726825787,1.237,1936.6722,1.4358
3797,396.8,10.5,15.734168682342677,1.2369,1936.4862999999998,1.4358
3798,411.5,10.5,16.319651001388063,1.2368,1937.0225,1.4358
3799,426.2,10.5,16.90531910673912,1.2368,1937.5587,1.4358
3800,440.9,10.5,17.49047921294827,1.2367,1937.8267999999998,1.4358
3801,455.6,10.5,18.0757786153541,1.2367,1938.363,1.4358
3802,470.3,10.5,18.661217363701294,1.2366,1938.8992,1.4358
3803,485.0,10.5,19.247559330105563,1.2366,1939.4354,1.4358
3804,499.7,10.5,19.832513097317033,1.2365,1939.7035,1.4358
3805,514.4,10.5,20.418370182193463,1.2365,1940.2397,1.4358
3806,529.1,10.5,21.004366812227072,1.2364,1940.5077999999999,1.4358
3807,543.8,10.5,21.590503037281135,1.2364,1941.044,1.4358
3808,558.4,10.5,22.171927734762757,1.2363,1940.5880000000002,1.4358
3809,573.1,10.5,22.75831943451672,1.2363,1941.124,1.4358
3810,587.8,10.5,23.343923749007146,1.2362,1941.392,1.4358
3811,602.5,10.5,23.930571553401915,1.2362,1941.66,1.4358
3812,617.2,10.5,24.516385302879844,1.2362,1941.928,1.4358
3813,631.9,10.5,25.10229213840226,1.2361,1942.464,1.4358
3814,646.6,10.5,25.68829208215804,1.2361,1942.732,1.4358
3815,661.3,10.5,26.27438515634312,1.2361,1943.0000000000002,1.4358
3816,676.0,10.5,26.860571383160487,1.236,1943.2680000000003,1.4358
3817,690.7,10.5,27.44685078482019,1.236,1943.5360000000003,1.4358
3818,705.4,10.5,28.033223383539323,1.236,1943.804,1.4358
3819,367.4,10.7,14.547614333795288,1.2375,1927.2852,1.4359
3820,382.1,10.7,15.132073977268227,1.2374,1927.8215999999998,1.4358
3821,396.8,10.7,15.716718818077396,1.2374,1928.358,1.4358
3822,411.5,10.7,16.300903184915228,1.2373,1928.8944000000001,1.4358
3823,426.2,10.7,16.885226417336874,1.2373,1929.4307999999999,1.4358
3824,440.9,10.7,17.47038079010976,1.2372,1929.9672,1.4358
3825,455.6,10.7,18.055005151779344,1.2372,1930.2354,1.4358
3826,470.3,10.7,18.639768538702388,1.2371,1930.7718,1.4358
3827,485.0,10.7,19.22467100047566,1.2371,1931.3082,1.4358
3828,499.7,10.7,19.808927297233012,1.237,1931.5764000000001,1.4358
3829,514.4,10.7,20.39408476390596,1.237,1932.1127999999999,1.4358
3830,529.1,10.7,20.97938144329897,1.2369,1931.6605,1.4358
3831,543.8,10.7,21.563962249187085,1.2369,1931.9286000000002,1.4358
3832,558.4,10.7,22.14554828475114,1.2368,1932.4648,1.4358
3833,573.1,10.7,22.730337524293024,1.2368,1932.7329,1.4358
3834,587.8,10.7,23.315219547023123,1.2368,1933.001,1.4358
3835,602.5,10.7,23.900194375024792,1.2367,1933.2691000000002,1.4358
3836,617.2,10.7,24.486233436483378,1.2367,1933.8053,1.4358
3837,631.9,10.7,25.071417235359466,1.2367,1934.0734,1.4358
3838,646.6,10.7,25.656693913181492,1.2366,1934.3415,1.4358
3839,661.3,10.7,26.24206349206349,1.2366,1934.6096,1.4358
3840,676.0,10.7,26.827525994126518,1.2366,1934.8777000000002,1.4358
3841,690.7,10.7,27.41308144149865,1.2365,1935.1458,1.4358
3842,705.4,10.7,27.99761857511411,1.2365,1935.4139,1.4358
3843,367.4,10.9,14.529779324527405,1.238,1919.4181999999998,1.4359
3844,382.1,10.9,15.113519500039555,1.238,1919.9548,1.4359
3845,396.8,10.9,15.696823450294712,1.2379,1920.2231,1.4359
3846,411.5,10.9,16.280909990108803,1.2379,1920.7596999999998,1.4359
3847,426.2,10.9,16.86451408673631,1.2378,1921.2963,1.4359
3848,440.9,10.9,17.448256757291542,1.2378,1921.8328999999997,1.4359
3849,455.6,10.9,18.032138051135917,1.2377,1922.1011999999998,1.4359
3850,470.3,10.9,18.616158017654275,1.2377,1922.6378,1.4359
3851,485.0,10.9,19.199556628795378,1.2376,1922.9061,1.4359
3852,499.7,10.9,19.783830865468367,1.2376,1923.4426999999998,1.4359
3853,514.4,10.9,20.36743744060817,1.2375,1922.994,1.4359
3854,529.1,10.9,20.951966103037265,1.2375,1923.2622000000001,1.4358
3855,543.8,10.9,21.53578076115797,1.2374,1923.7985999999999,1.4358
3856,558.4,10.9,22.11660329531052,1.2374,1924.0667999999998,1.4358
3857,573.1,10.9,22.700625841717503,1.2374,1924.335,1.4358
3858,587.8,10.9,23.284740928537474,1.2373,1924.6032,1.4358
3859,602.5,10.9,23.868948577767213,1.2373,1924.8714,1.4358
3860,617.2,10.9,24.453248811410464,1.2373,1925.1395999999997,1.4358
3861,631.9,10.9,25.03764165147793,1.2372,1925.4078,1.4358
3862,646.6,10.9,25.62212711998732,1.2372,1925.676,1.4358
3863,661.3,10.9,26.2067052389633,1.2372,1925.9442,1.4358
3864,676.0,10.9,26.79137603043754,1.2371,1926.2124000000001,1.4358
3865,690.7,10.9,27.375054496452776,1.2371,1926.4805999999999,1.4358
3866,705.4,10.9,27.95988743113084,1.2371,1926.7487999999998,1.4358
3867,367.4,11.0,14.520591257608094,1.2383,1915.5708000000002,1.4359
3868,382.1,11.0,15.103960787414026,1.2382,1916.1076,1.4359
3869,396.8,11.0,15.68689464321012,1.2382,1916.6444000000001,1.4359
3870,411.5,11.0,16.269966787917127,1.2381,1917.1812,1.4359
3871,426.2,11.0,16.853177270750127,1.2381,1916.7351999999998,1.4359
3872,440.9,11.0,17.436526140947556,1.238,1917.2718,1.4359
3873,455.6,11.0,18.02001344777123,1.238,1917.5401,1.4359
3874,470.3,11.0,18.60363924050633,1.2379,1918.0766999999998,1.4359
3875,485.0,11.0,19.18664451301527,1.2379,1918.3449999999998,1.4359
3876,499.7,11.0,19.770524233432244,1.2379,1918.8816,1.4359
3877,514.4,11.0,20.353737189886438,1.2378,1919.1498999999997,1.4359
3878,529.1,11.0,20.937870993272657,1.2378,1919.4181999999998,1.4359
3879,543.8,11.0,21.52129175241412,1.2377,1919.6864999999998,1.4359
3880,558.4,11.0,22.100846988047177,1.2377,1920.2231,1.4359
3881,573.1,11.0,22.68445218492717,1.2377,1920.4913999999997,1.4359
3882,587.8,11.0,23.268149790198716,1.2376,1920.7596999999998,1.4359
3883,602.5,11.0,23.85193982581156,1.2376,1921.0279999999998,1.4359
3884,617.2,11.0,24.435822313722387,1.2376,1921.2963,1.4359
3885,631.9,11.0,25.019797275894835,1.2375,1920.8484,1.4359
3886,646.6,11.0,25.603864734299517,1.2375,1921.1165999999998,1.4358
3887,661.3,11.0,26.188024710913986,1.2375,1921.3847999999998,1.4358
3888,676.0,11.0,26.77227722772277,1.2374,1921.653,1.4358
3889,690.7,11.0,27.35553883322112,1.2374,1921.9212,1.4358
3890,705.4,11.0,27.939953261773674,1.2374,1922.1894,1.4358
3891,367.4,12.3,14.381899318875753,1.2424,1861.9028999999998,1.4361
3892,382.1,12.3,14.958502975258378,1.2424,1862.1719999999998,1.4361
3893,396.8,12.3,15.535196930545768,1.2423,1862.4411,1.4361
3894,411.5,12.3,16.111981205951448,1.2423,1862.7102,1.4361
3895,426.2,12.3,16.68885582269559,1.2423,1862.2869999999998,1.4361
3896,440.9,12.3,17.26582080200501,1.2422,1862.5559999999998,1.4361
3897,455.6,12.3,17.842876165113186,1.2422,1862.825,1.4361
3898,470.3,12.3,18.41930051306153,1.2422,1863.094,1.4361
3899,485.0,12.3,18.996514041753162,1.2421,1863.363,1.4361
3900,499.7,12.3,19.573051312181747,1.2421,1863.6319999999998,1.4361
3901,514.4,12.3,20.150423064869948,1.2421,1863.6319999999998,1.4361
3902,529.1,12.3,20.72707329494261,1.2421,1863.9009999999998,1.4361
3903,543.8,12.3,21.30460333006856,1.242,1864.17,1.4361
3904,558.4,12.3,21.87744867575615,1.242,1864.439,1.4361
3905,573.1,12.3,22.45425694471653,1.242,1864.439,1.4361
3906,587.8,12.3,23.032012852160964,1.242,1864.708,1.4361
3907,602.5,12.3,23.608934169278996,1.242,1864.9769999999999,1.4361
3908,617.2,12.3,24.185900701438147,1.2419,1864.9769999999999,1.4361
3909,631.9,12.3,24.76291245395407,1.2419,1865.2459999999999,1.4361
3910,646.6,12.3,25.339969432143278,1.2419,1865.2459999999999,1.4361
3911,661.3,12.3,25.91707164132309,1.2419,1865.5149999999999,1.4361
3912,676.0,12.3,26.49421908681168,1.2419,1865.784,1.4361
3913,690.7,12.3,27.07141177392804,1.2418,1865.784,1.4361
3914,705.4,12.3,27.648649707992,1.2418,1866.053,1.4361
3915,367.4,12.5,14.358292949820227,1.2431,1853.442,1.4362
3916,382.1,12.5,14.933948252950835,1.243,1853.7112000000002,1.4362
3917,396.8,12.5,15.509693558474046,1.243,1853.9804000000001,1.4362
3918,411.5,12.5,16.085528887499024,1.243,1854.2496,1.4362
3919,426.2,12.5,16.661454261141518,1.243,1854.5188,1.4362
3920,440.9,12.5,17.23679580906212,1.2429,1854.788,1.4362
3921,455.6,12.5,17.812878758259373,1.2429,1855.0572000000002,1.4362
3922,470.3,12.5,18.38833281201126,1.2429,1855.3264000000001,1.4362
3923,485.0,12.5,18.96457339485415,1.2429,1854.6372000000001,1.4362
3924,499.7,12.5,19.540139991397176,1.2428,1854.9062999999999,1.4362
3925,514.4,12.5,20.116538266004458,1.2428,1855.1753999999999,1.4362
3926,529.1,12.5,20.692217442315215,1.2428,1855.4444999999998,1.4362
3927,543.8,12.5,21.267941648089483,1.2428,1855.4444999999998,1.4362
3928,558.4,12.5,21.840653968005633,1.2427,1855.7136,1.4362
3929,573.1,12.5,22.41649065164672,1.2427,1855.9827,1.4362
3930,587.8,12.5,22.99237238411891,1.2427,1855.9827,1.4362
3931,602.5,12.5,23.56829917070881,1.2427,1856.2517999999998,1.4362
3932,617.2,12.5,24.144271016703833,1.2427,1856.2517999999998,1.4362
3933,631.9,12.5,24.72028792739222,1.2426,1856.5208999999998,1.4362
3934,646.6,12.5,25.296349908063064,1.2426,1856.5208999999998,1.4362
3935,661.3,12.5,25.872456964006258,1.2426,1856.79,1.4362
3936,676.0,12.5,26.448609100512538,1.2426,1856.79,1.4362
3937,690.7,12.5,27.024806322873467,1.2426,1857.0591,1.4362
3938,705.4,12.5,27.60104863638142,1.2426,1857.0591,1.4362
3939,367.4,12.7,14.334763948497853,1.2438,1845.2436000000002,1.4362
3940,382.1,12.7,14.908892270474853,1.2438,1845.2436000000002,1.4362
3941,396.8,12.7,15.483669567253289,1.2437,1845.5129,1.4362
3942,411.5,12.7,16.058536585365854,1.2437,1845.7821999999999,1.4362
3943,426.2,12.7,16.63349334582211,1.2437,1846.0515,1.4362
3944,440.9,12.7,17.207868238232766,1.2436,1846.3208000000002,1.4362
3945,455.6,12.7,17.782982045277127,1.2436,1846.5901000000001,1.4362
3946,470.3,12.7,18.35746906592763,1.2436,1846.5901000000001,1.4362
3947,485.0,12.7,18.932000936841284,1.2436,1846.8593999999998,1.4362
3948,499.7,12.7,19.50733916302311,1.2436,1847.1287,1.4362
3949,514.4,12.7,20.081983212961156,1.2435,1847.3980000000001,1.4362
3950,529.1,12.7,20.65667213242758,1.2435,1847.3980000000001,1.4362
3951,543.8,12.7,21.23140592667786,1.2435,1847.6673,1.4362
3952,558.4,12.7,21.80228018116508,1.2435,1847.6673,1.4362
3953,573.1,12.7,22.377103588301903,1.2435,1847.2504000000001,1.4362
3954,587.8,12.7,22.952868132297237,1.2434,1847.5196,1.4362
3955,602.5,12.7,23.527803811308967,1.2434,1847.5196,1.4362
3956,617.2,12.7,24.102784394892023,1.2434,1847.7888,1.4362
3957,631.9,12.7,24.676846174874058,1.2434,1847.7888,1.4362
3958,646.6,12.7,25.251894087323283,1.2434,1848.0580000000002,1.4362
3959,661.3,12.7,25.826986916617845,1.2434,1848.0580000000002,1.4362
3960,676.0,12.7,26.402124668020623,1.2433,1848.3272000000002,1.4362
3961,690.7,12.7,26.977307346795296,1.2433,1848.3272000000002,1.4362
3962,705.4,12.7,27.55253495820639,1.2433,1848.3272000000002,1.4362
3963,367.4,12.9,14.310754489152027,1.2445,1836.7692,1.4363
3964,382.1,12.9,14.883920224368962,1.2445,1837.0385999999999,1.4363
3965,396.8,12.9,15.457732761978964,1.2444,1837.308,1.4363
3966,411.5,12.9,16.031010167906814,1.2444,1837.5774000000001,1.4363
3967,426.2,12.9,16.604979156114855,1.2444,1837.5774000000001,1.4363
3968,440.9,12.9,17.178368269305697,1.2444,1837.8468,1.4363
3969,455.6,12.9,17.752493765586035,1.2443,1838.1162,1.4363
3970,470.3,12.9,18.325994622608423,1.2443,1838.3855999999998,1.4363
3971,485.0,12.9,18.899540176135922,1.2443,1838.3855999999998,1.4363
3972,499.7,12.9,19.473130431393944,1.2443,1838.655,1.4363
3973,514.4,12.9,20.04754666978448,1.2443,1838.655,1.4363
3974,529.1,12.9,20.62124873333853,1.2442,1838.9244,1.4363
3975,543.8,12.9,21.194995517792414,1.2442,1839.1938,1.4363
3976,558.4,12.9,21.764889304646086,1.2442,1839.1938,1.4363
3977,573.1,12.9,22.33872539465991,1.2442,1839.4632,1.4363
3978,587.8,12.9,22.912606221252044,1.2442,1839.4632,1.4363
3979,602.5,12.9,23.486531789654233,1.2442,1839.7325999999998,1.4363
3980,617.2,12.9,24.06050210509902,1.2441,1839.7325999999998,1.4363
3981,631.9,12.9,24.633556837673474,1.2441,1840.002,1.4362
3982,646.6,12.9,25.20759424583837,1.2441,1840.002,1.4362
3983,661.3,12.9,25.78167641325536,1.2441,1840.002,1.4362
3984,676.0,12.9,26.355803345159654,1.2441,1840.2714,1.4362
3985,690.7,12.9,26.929975046787277,1.2441,1840.2714,1.4362
3986,705.4,12.9,27.503119151590766,1.2441,1840.5408,1.4362
3987,367.4,13.1,14.286269782634054,1.2452,1828.5575,1.4363
3988,382.1,13.1,14.858453880852387,1.2452,1828.827,1.4363
3989,396.8,13.1,15.431282569806333,1.2452,1828.827,1.4363
3990,411.5,13.1,16.00357795667561,1.2451,1829.0965,1.4363
3991,426.2,13.1,16.576562560771656,1.2451,1829.3659999999998,1.4363
3992,440.9,13.1,17.14896927265655,1.2451,1829.3659999999998,1.4363
3993,455.6,13.1,17.721420514216813,1.2451,1829.6354999999999,1.4363
3994,470.3,13.1,18.293916290648827,1.2451,1829.905,1.4363
3995,485.0,13.1,18.867190539173734,1.245,1829.905,1.4363
3996,499.7,13.1,19.439797704726708,1.245,1830.1744999999999,1.4363
3997,514.4,13.1,20.01244942421413,1.245,1830.1744999999999,1.4363
3998,529.1,13.1,20.585145702836247,1.245,1830.444,1.4363
3999,543.8,13.1,21.1578865457941,1.245,1830.7134999999998,1.4363
4000,558.4,13.1,21.72678105910276,1.245,1830.7134999999998,1.4363
4001,573.1,13.1,22.299610894941637,1.2449,1830.7134999999998,1.4363
4002,587.8,13.1,22.872485310712477,1.2449,1830.9829999999997,1.4363
4003,602.5,13.1,23.444492003579903,1.2449,1830.9829999999997,1.4363
4004,617.2,13.1,24.01743326328897,1.2449,1831.2524999999998,1.4363
4005,631.9,13.1,24.5904191150718,1.2449,1831.2524999999998,1.4363
4006,646.6,13.1,25.163449564134496,1.2449,1831.522,1.4363
4007,661.3,13.1,25.736524615683983,1.2449,1831.522,1.4363
4008,676.0,13.1,26.308620354154506,1.2448,1831.522,1.4363
4009,690.7,13.1,26.88176227913132,1.2448,1831.7915,1.4363
4010,705.4,13.1,27.454948818744402,1.2448,1831.7915,1.4363
4011,367.4,13.3,14.261868716276542,1.2459,1821.0144000000003,1.4364
4012,382.1,13.3,14.83307453416149,1.2459,1821.0144000000003,1.4364
4013,396.8,13.3,15.40492274244895,1.2459,1821.2840999999999,1.4364
4014,411.5,13.3,15.976239468882245,1.2459,1821.5538,1.4364
4015,426.2,13.3,16.547600559093027,1.2458,1821.5538,1.4364
4016,440.9,13.3,17.119006018248882,1.2458,1821.8235,1.4364
4017,455.6,13.3,17.691142779482004,1.2458,1821.4176000000002,1.4363
4018,470.3,13.3,18.262659210935073,1.2458,1821.4176000000002,1.4363
4019,485.0,13.3,18.834220030290084,1.2458,1821.6872000000003,1.4363
4020,499.7,13.3,19.405825242718446,1.2458,1821.6872000000003,1.4363
4021,514.4,13.3,19.977474853392366,1.2457,1821.9568,1.4363
4022,529.1,13.3,20.549168867484852,1.2457,1821.9568,1.4363
4023,543.8,13.3,21.120907290169725,1.2457,1822.2264,1.4363
4024,558.4,13.3,21.687963646250047,1.2457,1822.2264,1.4363
4025,573.1,13.3,22.25976850772936,1.2457,1822.496,1.4363
4026,587.8,13.3,22.831617789862108,1.2457,1822.496,1.4363
4027,602.5,13.3,23.403511497824738,1.2457,1822.496,1.4363
4028,617.2,13.3,23.975449636794472,1.2456,1822.7656000000002,1.4363
4029,631.9,13.3,24.546478654391485,1.2456,1822.7656000000002,1.4363
4030,646.6,13.3,25.118483412322274,1.2456,1823.0352000000003,1.4363
4031,661.3,13.3,25.690532613340583,1.2456,1823.0352000000003,1.4363
4032,676.0,13.3,26.261605998212968,1.2456,1823.0352000000003,1.4363
4033,690.7,13.3,26.83372183372184,1.2456,1823.3048,1.4363
4034,705.4,13.3,27.405882124402655,1.2456,1823.3048,1.4363
4035,367.4,13.5,14.237550862236,1.2467,1812.7862,1.4364
4036,382.1,13.5,14.807781739265232,1.2466,1813.056,1.4364
4037,396.8,13.5,15.37805681509902,1.2466,1813.056,1.4364
4038,411.5,13.5,15.948376094876366,1.2466,1813.3258,1.4364
4039,426.2,13.5,16.518739583737066,1.2466,1813.3258,1.4364
4040,440.9,13.5,17.089809682545834,1.2466,1813.5956,1.4364
4041,455.6,13.5,17.66028374292581,1.2465,1813.5956,1.4364
4042,470.3,13.5,18.230802031243943,1.2465,1813.8654,1.4364
4043,485.0,13.5,18.801364552643822,1.2465,1814.1352,1.4364
4044,499.7,13.5,19.37122034423942,1.2465,1814.1352,1.4364
4045,514.4,13.5,19.941849195580538,1.2465,1814.1352,1.4364
4046,529.1,13.5,20.512522292005894,1.2465,1814.405,1.4364
4047,543.8,13.5,21.083239638661652,1.2465,1814.405,1.4364
4048,558.4,13.5,21.650124069478906,1.2464,1814.6748,1.4364
