,Chamber Pressure [psia],O/F Ratio,Exit Pressure [psia],gamma,Exit Velocity [m/s],Thrust Coefficient
1064,132.3,10.9,5.211123365369466,1.2398,1906.7913999999998,1.436
1065,147.0,10.9,5.792646884974584,1.2396,1908.403,1.436
1066,161.7,10.9,6.374423463555011,1.2394,1909.7459999999999,1.436
1067,176.4,10.9,6.956658910754427,1.2392,1910.3775,1.436
1068,191.0,10.9,7.534813996607361,1.2391,1911.4515,1.4359
1069,205.7,10.9,8.116959987372741,1.239,1912.5255,1.4359
1070,220.4,10.9,8.699427669232287,1.2389,1913.5995000000003,1.4359
1071,235.1,10.9,9.28221730890714,1.2387,1914.6735,1.4359
1072,249.8,10.9,9.864939578232368,1.2386,1914.7656,1.4359
1073,264.5,10.9,10.447525378204368,1.2386,1915.5708000000002,1.4359
1074,279.2,10.9,11.030777132472048,1.2385,1916.3760000000002,1.4359
1075,293.9,10.9,11.6133876002687,1.2384,1916.9128000000003,1.4359
1076,308.6,10.9,12.196664295312624,1.2383,1917.718,1.4359
1077,323.3,10.9,12.780171561845279,1.2382,1918.2548000000002,1.4359
1078,338.0,10.9,13.363381172656467,1.2382,1918.7916,1.4359
1079,352.7,10.9,13.946775277788761,1.2381,1918.8816,1.4359
1080,14.7,11.0,0.5727198348073401,1.2444,1870.4442,1.4363
1081,29.4,11.0,1.1495151704723177,1.2429,1881.2781,1.4362
1082,44.1,11.0,1.7276502389720285,1.2421,1887.573,1.4361
1083,58.8,11.0,2.3066059940373447,1.2415,1891.9804000000001,1.4361
1084,73.5,11.0,2.886201209455745,1.2411,1894.7712000000001,1.4361
1085,88.2,11.0,3.4662998624484183,1.2407,1897.728,1.436
1086,102.9,11.0,4.04672015101463,1.2404,1899.4402999999998,1.436
1087,117.6,11.0,4.627370740536712,1.2402,1901.5899,1.436
1088,132.3,11.0,5.208456359985828,1.24,1903.4707999999998,1.436
1089,147.0,11.0,5.789680976762504,1.2398,1904.374,1.436
1090,161.7,11.0,6.371158392434988,1.2396,1905.7169999999999,1.436
1091,176.4,11.0,6.952546113826266,1.2395,1907.06,1.436
1092,191.0,11.0,7.530357987699101,1.2393,1908.1344,1.436
1093,205.7,11.0,8.112478308881526,1.2392,1908.4979999999998,1.436
1094,220.4,11.0,8.69462306205373,1.2391,1909.5720000000001,1.4359
1095,235.1,11.0,9.276723355561693,1.239,1910.3775,1.4359
1096,249.8,11.0,9.859099340884873,1.2389,1911.183,1.4359
1097,264.5,11.0,10.441339017843044,1.2388,1911.9885000000002,1.4359
1098,279.2,11.0,11.023808583724877,1.2387,1912.0816,1.4359
1099,293.9,11.0,11.606508174709738,1.2386,1912.6184,1.4359
1100,308.6,11.0,12.188956473655107,1.2386,1913.4236,1.4359
1101,323.3,11.0,12.772093390747838,1.2385,1913.9604000000002,1.4359
1102,338.0,11.0,13.35493302777668,1.2384,1914.4972,1.4359
1103,352.7,11.0,13.937956925508793,1.2384,1915.034,1.4359
1104,14.7,12.3,0.5695908245505269,1.2467,1829.7836,1.4364
1105,29.4,12.3,1.1423242802191398,1.2455,1838.4024000000002,1.4363
1106,44.1,12.3,1.7159533073929962,1.2449,1842.8409999999997,1.4363
1107,58.8,12.3,2.29016553067186,1.2445,1845.6594,1.4363
1108,73.5,12.3,2.8648269410664176,1.2442,1848.3534,1.4363
1109,88.2,12.3,3.4396692925668826,1.244,1849.8217,1.4362
1110,102.9,12.3,4.014826375341397,1.2438,1851.4375,1.4362
1111,117.6,12.3,4.590163934426229,1.2436,1852.784,1.4362
1112,132.3,12.3,5.165749092186951,1.2435,1853.442,1.4362
1113,147.0,12.3,5.741290423371348,1.2433,1854.2496,1.4362
1114,161.7,12.3,6.317146540610227,1.2432,1855.3264000000001,1.4362
1115,176.4,12.3,6.893048337306084,1.2431,1856.134,1.4362
1116,191.0,12.3,7.465019932775737,1.243,1856.9416,1.4362
1117,205.7,12.3,8.041124271920566,1.243,1857.48,1.4362
1118,220.4,12.3,8.617116941001681,1.2429,1858.2875999999999,1.4362
1119,235.1,12.3,9.193289797833652,1.2428,1858.1354999999999,1.4362
1120,249.8,12.3,9.769642926981893,1.2428,1858.6737,1.4362
1121,264.5,12.3,10.346176413064736,1.2427,1859.2118999999998,1.4362
1122,279.2,12.3,10.922463031061731,1.2427,1859.481,1.4362
1123,293.9,12.3,11.498884932900348,1.2426,1860.0192,1.4362
1124,308.6,12.3,12.075442166223196,1.2426,1860.5574,1.4362
1125,323.3,12.3,12.652134778695261,1.2425,1860.8265,1.4362
1126,338.0,12.3,13.228445070643028,1.2425,1861.0955999999999,1.4361
1127,352.7,12.3,13.805385940191014,1.2424,1861.6337999999998,1.4361
1128,14.7,12.5,0.5690175737400325,1.2471,1823.7143,1.4364
1129,29.4,12.5,1.1409942950285248,1.246,1831.5327000000002,1.4364
1130,44.1,12.5,1.7138193688792167,1.2454,1835.976,1.4363
1131,58.8,12.5,2.2872257662984286,1.2451,1838.529,1.4363
1132,73.5,12.5,2.861035422343324,1.2448,1840.9545,1.4363
1133,88.2,12.5,3.4349807220469684,1.2445,1842.1571999999999,1.4363
1134,102.9,12.5,4.009195044027118,1.2444,1843.7736,1.4363
1135,117.6,12.5,4.583723105706268,1.2442,1845.1206,1.4363
1136,132.3,12.5,5.158296943231441,1.2441,1846.1981999999998,1.4362
1137,147.0,12.5,5.733005733005734,1.244,1846.5901000000001,1.4362
1138,161.7,12.5,6.307782328847278,1.2439,1847.3980000000001,1.4362
1139,176.4,12.5,6.882559500585252,1.2438,1848.2059,1.4362
1140,191.0,12.5,7.453658536585366,1.2437,1849.0138000000002,1.4362
1141,205.7,12.5,8.02888368462139,1.2436,1849.5523999999998,1.4362
1142,220.4,12.5,8.603997501561524,1.2435,1850.0910000000001,1.4362
1143,235.1,12.5,9.179290957363737,1.2435,1850.6296000000002,1.4362
1144,249.8,12.5,9.754383224647585,1.2434,1850.4808,1.4362
1145,264.5,12.5,10.329610247598218,1.2434,1851.0192000000002,1.4362
1146,279.2,12.5,10.904972073585126,1.2433,1851.2884000000001,1.4362
1147,293.9,12.5,11.480468749999998,1.2433,1851.8268,1.4362
1148,308.6,12.5,12.056100324256748,1.2432,1852.096,1.4362
1149,323.3,12.5,12.631373315100607,1.2432,1852.6344000000001,1.4362
1150,338.0,12.5,13.20725226633323,1.2432,1852.9036,1.4362
1151,352.7,12.5,13.782727627979678,1.2431,1853.1728,1.4362
1152,14.7,12.7,0.5684015157373753,1.2476,1816.6969,1.4365
1153,29.4,12.7,1.1396232266067137,1.2465,1824.9271999999999,1.4364
1154,44.1,12.7,1.711690731252911,1.246,1829.1054000000001,1.4364
1155,58.8,12.7,2.2842048014917253,1.2456,1831.3928,1.4363
1156,73.5,12.7,2.8570317966259817,1.2454,1833.8192000000001,1.4363
1157,88.2,12.7,3.430171508575429,1.2451,1834.7559999999999,1.4363
1158,102.9,12.7,4.003423724857021,1.245,1836.3729999999998,1.4363
1159,117.6,12.7,4.5769440336265275,1.2448,1837.4509999999998,1.4363
1160,132.3,12.7,5.150665732305536,1.2447,1838.529,1.4363
1161,147.0,12.7,5.724299065420561,1.2446,1838.9244,1.4363
1162,161.7,12.7,6.298200514138817,1.2445,1839.7325999999998,1.4363
1163,176.4,12.7,6.872102536133079,1.2444,1840.2714,1.4363
1164,191.0,12.7,7.442331670822942,1.2443,1841.0795999999998,1.4363
1165,205.7,12.7,8.016367887763055,1.2443,1841.6184,1.4363
1166,220.4,12.7,8.59058309946991,1.2442,1842.1571999999999,1.4363
1167,235.1,12.7,9.164620122402837,1.2442,1842.696,1.4363
1168,249.8,12.7,9.73879142300195,1.2441,1842.9654,1.4362
1169,264.5,12.7,10.313097048387727,1.2441,1842.8199,1.4362
1170,279.2,12.7,10.887537045702699,1.244,1843.0892,1.4362
1171,293.9,12.7,11.462111462111462,1.244,1843.6278000000002,1.4362
1172,308.6,12.7,12.036350871718867,1.2439,1843.8971000000001,1.4362
1173,323.3,12.7,12.61067987674065,1.2439,1844.1663999999998,1.4362
1174,338.0,12.7,13.18561285792307,1.2438,1844.4357,1.4362
1175,352.7,12.7,13.760143570536828,1.2438,1844.7050000000002,1.4362
1176,14.7,12.9,0.5677867902665121,1.248,1810.6200000000001,1.4365
1177,29.4,12.9,1.1382113821138211,1.2471,1818.3163,1.4364
1178,44.1,12.9,1.7094348399100707,1.2465,1821.9594,1.4364
1179,58.8,12.9,2.281103309151569,1.2462,1824.2508,1.4364
1180,73.5,12.9,2.8530393602981134,1.2459,1826.4084000000003,1.4364
1181,88.2,12.9,3.425242718446602,1.2458,1827.3488,1.4363
1182,102.9,12.9,3.997668997668998,1.2456,1828.6968,1.4363
1183,117.6,12.9,4.570184983677911,1.2455,1829.7752000000003,1.4363
1184,132.3,12.9,5.142857142857143,1.2453,1830.8536000000001,1.4363
1185,147.0,12.9,5.715618803219409,1.2452,1831.6624000000002,1.4363
1186,161.7,12.9,6.2884032044800495,1.2452,1831.7915,1.4363
1187,176.4,12.9,6.861410401026878,1.2451,1832.3304999999998,1.4363
1188,191.0,12.9,7.430460999805486,1.245,1833.1390000000001,1.4363
1189,205.7,12.9,8.003579627251858,1.2449,1833.6779999999999,1.4363
1190,220.4,12.9,8.576542921628143,1.2449,1833.9475,1.4363
1191,235.1,12.9,9.149996108040789,1.2448,1834.4865,1.4363
1192,249.8,12.9,9.723249386944845,1.2448,1835.0254999999997,1.4363
1193,264.5,12.9,10.296235742924987,1.2447,1835.2949999999998,1.4363
1194,279.2,12.9,10.86973448571206,1.2447,1835.834,1.4363
1195,293.9,12.9,11.44292166329232,1.2447,1836.1034999999997,1.4363
1196,308.6,12.9,12.016666017678439,1.2446,1835.6915999999999,1.4363
1197,323.3,12.9,12.590054129833717,1.2446,1835.961,1.4363
1198,338.0,12.9,13.163531565214004,1.2446,1836.2304,1.4363
1199,352.7,12.9,13.73709834469328,1.2445,1836.4998,1.4363
1200,14.7,13.1,0.5671296296296295,1.2485,1804.268,1.4365
1201,29.4,13.1,1.1367590766732398,1.2476,1811.43,1.4365
1202,44.1,13.1,1.707118801532923,1.2471,1815.0774999999999,1.4364
1203,58.8,13.1,2.2779219772982606,1.2468,1817.103,1.4364
1204,73.5,13.1,2.8489476336292103,1.2466,1818.9916,1.4364
1205,88.2,13.1,3.420195439739414,1.2464,1819.9356,1.4364
1206,102.9,13.1,3.9916210869312234,1.2462,1821.2840999999999,1.4364
1207,117.6,13.1,4.56326879050095,1.2461,1822.0932,1.4364
1208,132.3,13.1,5.134872889578887,1.246,1823.172,1.4364
1209,147.0,13.1,5.706743274195427,1.2459,1823.9811,1.4364
1210,161.7,13.1,6.2786363283373445,1.2458,1824.5205,1.4364
1211,176.4,13.1,6.850485436893204,1.2458,1824.6528,1.4363
1212,191.0,13.1,7.41862813640954,1.2457,1825.192,1.4363
1213,205.7,13.1,7.990521695218118,1.2456,1825.4616,1.4363
1214,220.4,13.1,8.562881230817048,1.2456,1826.0008,1.4363
1215,235.1,13.1,9.135063723966429,1.2455,1826.5400000000002,1.4363
1216,249.8,13.1,9.707002409264009,1.2455,1826.8096000000003,1.4363
1217,264.5,13.1,10.279429481947844,1.2454,1827.3488,1.4363
1218,279.2,13.1,10.85156826926814,1.2454,1827.6184,1.4363
1219,293.9,13.1,11.424240068413278,1.2454,1827.8880000000001,1.4363
1220,308.6,13.1,11.996579070129064,1.2453,1828.1576000000002,1.4363
1221,323.3,13.1,12.569007075655081,1.2453,1828.4272000000003,1.4363
1222,338.0,13.1,13.141524105754277,1.2453,1828.6968,1.4363
1223,352.7,13.1,13.71359695166997,1.2452,1828.9664,1.4363
1224,14.7,13.3,0.5664521598396979,1.249,1797.9107999999999,1.4365
1225,29.4,13.3,1.1352666332007568,1.2482,1804.1400000000003,1.4365
1226,44.1,13.3,1.7047431288414705,1.2477,1807.92,1.4365
1227,58.8,13.3,2.2746615087040616,1.2474,1809.6795,1.4364
1228,73.5,13.3,2.844757518287727,1.2472,1811.5688,1.4364
1229,88.2,13.3,3.415030781740039,1.247,1813.1881999999998,1.4364
1230,102.9,13.3,3.9855914478270975,1.2469,1813.5956,1.4364
1231,117.6,13.3,4.556196970283987,1.2468,1814.6748,1.4364
1232,132.3,13.3,5.126913388878125,1.2467,1815.4841999999999,1.4364
1233,147.0,13.3,5.697674418604651,1.2466,1816.0238,1.4364
1234,161.7,13.3,6.2684137075515585,1.2465,1816.8331999999998,1.4364
1235,176.4,13.3,6.839595207630569,1.2464,1817.3728,1.4364
1236,191.0,13.3,7.406545680161315,1.2464,1817.2386,1.4364
1237,205.7,13.3,7.977506302113632,1.2463,1817.5083,1.4364
1238,220.4,13.3,8.548599798308897,1.2463,1818.0477,1.4364
1239,235.1,13.3,9.119826215136351,1.2462,1818.3174000000001,1.4364
1240,249.8,13.3,9.691185599006829,1.2462,1818.8568,1.4364
1241,264.5,13.3,10.262279816869713,1.2461,1819.1265,1.4364
1242,279.2,13.3,10.833462672668013,1.2461,1819.3962000000001,1.4364
1243,293.9,13.3,11.404734187039193,1.2461,1819.6659000000002,1.4364
1244,308.6,13.3,11.976094380627135,1.246,1819.9356,1.4364
1245,323.3,13.3,12.547543274082125,1.246,1820.2053,1.4364
1246,338.0,13.3,13.11908088806086,1.246,1820.4750000000001,1.4364
1247,352.7,13.3,13.690175833559755,1.246,1820.7447000000002,1.4364
1248,14.7,13.5,0.5657763066738511,1.2495,1791.5483999999997,1.4366
1249,29.4,13.5,1.133778103428329,1.2487,1797.2454,1.4365
1250,44.1,13.5,1.7023740590619572,1.2483,1800.7567000000001,1.4365
1251,58.8,13.5,2.2713226205191592,1.248,1802.5200000000002,1.4365
1252,73.5,13.5,2.840469933529139,1.2478,1804.41,1.4365
1253,88.2,13.5,3.409881697981907,1.2477,1805.76,1.4365
1254,102.9,13.5,3.979426096372496,1.2475,1806.1708,1.4365
1255,117.6,13.5,4.548971066068389,1.2474,1806.9805,1.4364
1256,132.3,13.5,5.118780468931363,1.2473,1807.7901999999997,1.4364
1257,147.0,13.5,5.688634340776286,1.2473,1808.33,1.4364
1258,161.7,13.5,6.258466540232999,1.2472,1808.8698,1.4364
1259,176.4,13.5,6.828475206131692,1.2471,1809.4095999999997,1.4364
1260,191.0,13.5,7.394502516453737,1.2471,1809.9494,1.4364
1261,205.7,13.5,7.964533240407325,1.247,1810.4891999999998,1.4364
1262,220.4,13.5,8.534696406443619,1.247,1810.0882,1.4364
1263,235.1,13.5,9.104639454728526,1.2469,1810.358,1.4364
1264,249.8,13.5,9.67504550912119,1.2469,1810.8976,1.4364
1265,264.5,13.5,10.245187279699422,1.2469,1811.1673999999998,1.4364
1266,279.2,13.5,10.815417392988572,1.2468,1811.4371999999998,1.4364
1267,293.9,13.5,11.385735869523108,1.2468,1811.7069999999999,1.4364
1268,308.6,13.5,11.955679528901287,1.2468,1811.9768000000001,1.4364
1269,323.3,13.5,12.526152654010074,1.2467,1812.2466000000002,1.4364
1270,338.0,13.5,13.096714197148172,1.2467,1812.2466000000002,1.4364
1271,352.7,13.5,13.66683457976518,1.2467,1812.5163999999997,1.4364
1272,14.7,13.7,0.5650586200269075,1.2501,1785.1808000000003,1.4366
1273,29.4,13.7,1.1322062617938151,1.2493,1790.3452,1.4366
1274,44.1,13.7,1.6999460334592553,1.2489,1793.8578,1.4365
1275,58.8,13.7,2.267993520018514,1.2486,1795.3547,1.4365
1276,73.5,13.7,2.8361952537140653,1.2484,1796.9752999999998,1.4365
1277,88.2,13.7,3.404616691114028,1.2483,1798.0557000000001,1.4365
1278,102.9,13.7,3.973126375535735,1.2482,1799.1361000000002,1.4365
1279,117.6,13.7,4.5417680454176805,1.2481,1799.28,1.4365
1280,132.3,13.7,5.110475896168109,1.248,1800.0900000000001,1.4365
1281,147.0,13.7,5.679403469458718,1.2479,1800.63,1.4365
1282,161.7,13.7,6.2483094400865555,1.2479,1801.17,1.4365
1283,176.4,13.7,6.817127840469934,1.2478,1801.71,1.4365
1284,191.0,13.7,7.3822131179221575,1.2478,1802.2500000000002,1.4365
1285,205.7,13.7,7.951294936219559,1.2477,1802.5200000000002,1.4365
1286,220.4,13.7,8.52050875633046,1.2477,1802.7900000000002,1.4365
1287,235.1,13.7,9.089503189638508,1.2476,1803.3300000000002,1.4365
1288,249.8,13.7,9.658585624250861,1.2476,1803.6000000000001,1.4365
1289,264.5,13.7,10.227756080584664,1.2476,1803.2019,1.4365
1290,279.2,13.7,10.797014579063381,1.2475,1803.4718,1.4365
1291,293.9,13.7,11.366361140116796,1.2475,1803.7416999999998,1.4365
1292,308.6,13.7,11.935334158415841,1.2475,1803.7416999999998,1.4364
1293,323.3,13.7,12.504834841803977,1.2475,1804.0115999999998,1.4364
1294,338.0,13.7,13.073917920550805,1.2474,1804.2814999999998,1.4364
1295,352.7,13.7,13.643572782484236,1.2474,1804.5514,1.4364
1296,14.7,13.9,0.5643427518427518,1.2506,1778.8080000000002,1.4366
1297,29.4,13.9,1.1306387724493328,1.2499,1783.4393999999998,1.4366
1298,44.1,13.9,1.697459584295612,1.2495,1786.683,1.4366
1299,58.8,13.9,2.264586943963027,1.2493,1788.1835999999998,1.4366
1300,73.5,13.9,2.8318243113080332,1.2491,1789.5346,1.4365
1301,88.2,13.9,3.399367917983504,1.249,1790.8855999999998,1.4365
1302,102.9,13.9,3.966846569005397,1.2489,1791.6962,1.4365
1303,117.6,13.9,4.534587799799491,1.2488,1791.8434,1.4365
1304,132.3,13.9,5.102395001735509,1.2487,1792.3836000000001,1.4365
1305,147.0,13.9,5.670202507232401,1.2486,1792.9238,1.4365
1306,161.7,13.9,6.237944603039888,1.2486,1793.464,1.4365
1307,176.4,13.9,6.805818125699294,1.2485,1794.0042,1.4365
1308,191.0,13.9,7.369964500694551,1.2485,1794.2742999999998,1.4365
1309,205.7,13.9,7.938100567282831,1.2484,1794.8145,1.4365
1310,220.4,13.9,8.5060399058315,1.2484,1795.0846000000001,1.4365
1311,235.1,13.9,9.07406692655062,1.2483,1795.3547,1.4365
1312,249.8,13.9,9.642181649747172,1.2483,1795.6247999999998,1.4365
1313,264.5,13.9,10.210384095734414,1.2483,1795.8949,1.4365
1314,279.2,13.9,10.778674284831872,1.2483,1796.165,1.4365
1315,293.9,13.9,11.346614161068642,1.2482,1796.4351000000001,1.4365
1316,308.6,13.9,11.915057915057917,1.2482,1796.4351000000001,1.4365
1317,323.3,13.9,12.483107455886328,1.2482,1796.7052,1.4365
1318,338.0,13.9,13.05170483067537,1.2482,1796.31,1.4365
1319,352.7,13.9,13.6198640716713,1.2481,1796.31,1.4365
1320,14.7,14.1,0.5636070853462157,1.2512,1772.1594,1.4367
1321,29.4,14.1,1.129032258064516,1.2505,1776.7984000000001,1.4366
1322,44.1,14.1,1.6949152542372883,1.2501,1779.7728000000002,1.4366
1323,58.8,14.1,2.2611036339165547,1.2499,1781.0067,1.4366
1324,73.5,14.1,2.827466820542412,1.2497,1782.3582,1.4366
1325,88.2,14.1,3.39400469465502,1.2496,1783.4393999999998,1.4366
1326,102.9,14.1,3.960586582502598,1.2495,1784.2503,1.4366
1327,117.6,14.1,4.5272559285494305,1.2494,1784.7908999999997,1.4366
1328,132.3,14.1,5.093947327891576,1.2494,1785.6018,1.4366
1329,147.0,14.1,5.660813308687615,1.2493,1785.4815999999998,1.4366
1330,161.7,14.1,6.227614095898324,1.2493,1785.7518,1.4366
1331,176.4,14.1,6.794545874740005,1.2492,1786.2922,1.4366
1332,191.0,14.1,7.357756462113333,1.2492,1786.5624,1.4366
1333,205.7,14.1,7.924644604538274,1.2491,1786.8326,1.4365
1334,220.4,14.1,8.49194729136164,1.2491,1787.373,1.4365
1335,235.1,14.1,9.059032059186189,1.2491,1787.6432,1.4365
1336,249.8,14.1,9.625833301221533,1.249,1787.6432,1.4365
1337,264.5,14.1,10.193071023931557,1.249,1787.9134000000001,1.4365
1338,279.2,14.1,10.760396192238023,1.249,1788.1835999999998,1.4365
1339,293.9,14.1,11.327372234641176,1.249,1788.4538,1.4365
1340,308.6,14.1,11.894391983041048,1.2489,1788.724,1.4365
1341,323.3,14.1,12.461935782291947,1.2489,1788.724,1.4365
1342,338.0,14.1,13.029064836943952,1.2489,1788.9942,1.4365
1343,352.7,14.1,13.596237616128908,1.2489,1788.9942,1.4365
1344,14.7,14.3,0.5628517823639775,1.2517,1765.7760999999998,1.4367
1345,29.4,14.3,1.127430302565479,1.2511,1769.8815,1.4367
1346,44.1,14.3,1.6923785401795994,1.2508,1772.5865,1.4366
1347,58.8,14.3,2.2576310232290266,1.2506,1774.48,1.4366
1348,73.5,14.3,2.8230142879090487,1.2504,1774.9056,1.4366
1349,88.2,14.3,3.3886583679114803,1.2503,1775.9872,1.4366
1350,102.9,14.3,3.9541943665219232,1.2502,1776.7984000000001,1.4366
1351,117.6,14.3,4.519947728495657,1.2501,1777.3392,1.4366
1352,132.3,14.3,5.085723072191898,1.2501,1777.88,1.4366
1353,147.0,14.3,5.651455153588866,1.25,1778.4208000000003,1.4366
1354,161.7,14.3,6.217317748385112,1.25,1778.9616,1.4366
1355,176.4,14.3,6.7833109017496644,1.2499,1778.5739999999998,1.4366
1356,191.0,14.3,7.3455888008614725,1.2499,1778.8443,1.4366
1357,205.7,14.3,7.911538461538461,1.2498,1779.1146,1.4366
1358,220.4,14.3,8.477575198092161,1.2498,1779.3848999999998,1.4366
1359,235.1,14.3,9.043699030620095,1.2498,1779.6552,1.4366
1360,249.8,14.3,9.60954029621081,1.2497,1779.9254999999998,1.4366
1361,264.5,14.3,10.175816565998538,1.2497,1780.1958,1.4366
1362,279.2,14.3,10.741766697445367,1.2497,1780.4661,1.4366
1363,293.9,14.3,11.307760378592588,1.2497,1780.4661,1.4366
1364,308.6,14.3,11.874254492285198,1.2497,1780.7363999999998,1.4366
1365,323.3,14.3,12.440357087886717,1.2496,1781.0067,1.4366
1366,338.0,14.3,13.006503251625814,1.2496,1781.0067,1.4366
1367,352.7,14.3,13.572692988532285,1.2496,1781.2769999999998,1.4366
1368,14.7,14.5,0.5620985010706637,1.2523,1759.3876000000002,1.4367
1369,29.4,14.5,1.12578977599081,1.2517,1763.8812,1.4367
1370,44.1,14.5,1.6898494079779285,1.2514,1765.665,1.4367
1371,58.8,14.5,2.2541690626797006,1.2512,1767.2886,1.4367
1372,73.5,14.5,2.8185757564136975,1.2511,1767.7175,1.4367
1373,88.2,14.5,3.383199079401611,1.251,1768.7995,1.4367
1374,102.9,14.5,3.9478227508152695,1.2509,1769.3405,1.4367
1375,117.6,14.5,4.512663085188028,1.2508,1769.8815,1.4366
1376,132.3,14.5,5.0773304678205475,1.2507,1770.4225000000001,1.4366
1377,147.0,14.5,5.6421278882321335,1.2507,1770.9635,1.4366
1378,161.7,14.5,6.207055391347741,1.2507,1771.234,1.4366
1379,176.4,14.5,6.772113022113023,1.2506,1771.775,1.4366
1380,191.0,14.5,7.333179758888122,1.2506,1772.0455000000002,1.4366
1381,205.7,14.5,7.89817232375979,1.2505,1772.3160000000003,1.4366
1382,220.4,14.5,8.463251670378618,1.2505,1771.9312,1.4366
1383,235.1,14.5,9.028071118620636,1.2505,1772.2016,1.4366
1384,249.8,14.5,9.593302354161066,1.2505,1772.2016,1.4366
1385,264.5,14.5,10.158230278823257,1.2504,1772.4720000000002,1.4366
1386,279.2,14.5,10.723613458288522,1.2504,1772.7424,1.4366
1387,293.9,14.5,11.28864989437296,1.2504,1772.7424,1.4366
1388,308.6,14.5,11.853729738034879,1.2504,1773.0128000000002,1.4366
1389,323.3,14.5,12.418852994276495,1.2504,1773.2832,1.4366
1390,338.0,14.5,12.9840196681008,1.2503,1773.2832,1.4366
1391,352.7,14.5,13.549229764511544,1.2503,1773.5536,1.4366
1392,14.7,14.7,0.5613257980754544,1.2529,1752.9939000000002,1.4368
1393,29.4,14.7,1.1241110346409726,1.2523,1756.9504,1.4367
1394,44.1,14.7,1.6872632666335081,1.252,1758.7379,1.4367
1395,58.8,14.7,2.250631554773023,1.2519,1760.0914,1.4367
1396,73.5,14.7,2.814151160119458,1.2517,1761.1742,1.4367
1397,88.2,14.7,3.3777573529411766,1.2516,1761.3354,1.4367
1398,102.9,14.7,3.9414716359597044,1.2516,1762.1472,1.4367
1399,117.6,14.7,4.505229283990346,1.2515,1762.6884,1.4367
1400,132.3,14.7,5.06896551724138,1.2514,1763.2296000000001,1.4367
1401,147.0,14.7,5.632831359926428,1.2514,1763.5002000000002,1.4367
1402,161.7,14.7,6.196826856748677,1.2514,1763.7707999999998,1.4367
1403,176.4,14.7,6.760692932699679,1.2513,1764.0413999999998,1.4367
1404,191.0,14.7,7.3208125718666155,1.2513,1764.312,1.4367
1405,205.7,14.7,7.884851272615761,1.2513,1764.5826,1.4367
1406,220.4,14.7,8.448976462470291,1.2512,1764.8532,1.4367
1407,235.1,14.7,9.012842629863906,1.2512,1765.1237999999998,1.4367
1408,249.8,14.7,9.577119196411457,1.2512,1765.3944,1.4367
1409,264.5,14.7,10.141093474426807,1.2512,1765.3944,1.4367
1410,279.2,14.7,10.70511100034508,1.2511,1765.665,1.4367
1411,293.9,14.7,11.269171779141104,1.2511,1765.9356,1.4367
1412,308.6,14.7,11.833275815790483,1.2511,1765.9356,1.4367
1413,323.3,14.7,12.397423115269577,1.2511,1765.5535000000002,1.4367
1414,338.0,14.7,12.961613682555507,1.2511,1765.5535000000002,1.4367
1415,352.7,14.7,13.525847522626169,1.2511,1765.8239999999998,1.4367
1416,14.7,14.9,0.5605338417540514,1.2534,1746.595,1.4368
1417,29.4,14.9,1.122437292406368,1.2529,1750.2849,1.4368
1418,44.1,14.9,1.6846850288421134,1.2527,1751.8052,1.4368
1419,58.8,14.9,2.247105132418695,1.2525,1753.1592,1.4367
1420,73.5,14.9,2.8097404335028098,1.2524,1753.9716000000003,1.4367
1421,88.2,14.9,3.372333103922918,1.2523,1754.784,1.4367
1422,102.9,14.9,3.9351409231710583,1.2522,1754.6774,1.4367
1423,117.6,14.9,4.497819934215558,1.2522,1755.2187999999999,1.4367
1424,132.3,14.9,5.060628083999541,1.2521,1755.7602,1.4367
1425,147.0,14.9,5.623565416985463,1.2521,1756.0309,1.4367
1426,161.7,14.9,6.186395286555971,1.2521,1756.3015999999998,1.4367
1427,176.4,14.9,6.749569542758753,1.252,1756.8429999999998,1.4367
1428,191.0,14.9,7.308487028392133,1.252,1756.8429999999998,1.4367
1429,205.7,14.9,7.871575080361242,1.252,1757.1136999999999,1.4367
1430,220.4,14.9,8.43474933027172,1.2519,1757.3844,1.4367
1431,235.1,14.9,8.997665429216578,1.2519,1757.6550999999997,1.4367
1432,249.8,14.9,9.56062461726883,1.2519,1757.6550999999997,1.4367
1433,264.5,14.9,10.123626899376125,1.2519,1757.9257999999998,1.4367
1434,279.2,14.9,10.687081339712918,1.2519,1758.1965,1.4367
1435,293.9,14.9,11.250191394885928,1.2518,1758.1965,1.4367
1436,308.6,14.9,11.81334456226314,1.2518,1758.4672,1.4367
1437,323.3,14.9,12.376067067335299,1.2518,1758.4672,1.4367
1438,338.0,14.9,12.939284893959115,1.2518,1758.7379,1.4367
1439,352.7,14.9,13.502545844339803,1.2518,1758.7379,1.4367
1440,14.7,15.1,0.5597441169750971,1.254,1739.9198,1.4368
1441,29.4,15.1,1.120768526989936,1.2536,1743.3429999999998,1.4368
1442,44.1,15.1,1.6821146584277378,1.2533,1744.8669000000002,1.4368
1443,58.8,15.1,2.2435897435897436,1.2532,1745.9505000000001,1.4368
1444,73.5,15.1,2.8052364413572,1.2531,1747.0341,1.4368
1445,88.2,15.1,3.3669262482821805,1.253,1747.5759,1.4368
1446,102.9,15.1,3.9286805131337816,1.2529,1748.1177,1.4368
1447,117.6,15.1,4.490434915422505,1.2529,1748.6595,1.4368
1448,132.3,15.1,5.05231803253647,1.2528,1748.5556000000001,1.4368
