time,thrust
0.01,4121.95503
0.08,6809.955307
0.18,7157.170526
0.46,6297.675791
4.14,5494.459801
8.8,5342.094623
11.73,5219.713767
15.33,5033.159428
18.73,4810.09669
19.31,4691.475827
19.42,0
