Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.98,4,0.781036719439454,0.85055181730551,0.809279358620786,0.784855800789989,0.743482558967598,0.914975089537146,0.969198730536814,0.79965055087319,0.169548179663624,13.882747147617,166.199113847173,166.199120780619,128736000
0.99,4,0.796238453553754,0.865322160137149,0.822338530547538,0.800131867720924,0.757043276488696,0.90732910268917,0.962482330712142,0.792934151048518,0.169548179663624,13.786541806748,166.348941174158,166.348948177235,130049700
1.00,4,0.811440187668054,0.880092502968788,0.83539770247429,0.815407934651859,0.770603994009795,0.899683115841194,0.95576593088747,0.786217751223846,0.169548179663624,13.690336465879,166.498768501142,166.498775573852,131363300
1.01,4,0.826641921782353,0.894862845800427,0.848456874401041,0.830684001582794,0.784164711530893,0.892037128993217,0.949049531062798,0.779501351399174,0.169548179663624,13.5941311250099,166.648595828126,166.648602970468,132676900
1.02,4,0.841843655896652,0.909633188632066,0.861516046327792,0.845960068513729,0.797725429051991,0.88439114214524,0.942333131238125,0.772784951574501,0.169548179663624,13.4979257841409,166.79842315511,166.798430367084,133990600
1.03,4,0.857045390010952,0.924403531463704,0.874575218254544,0.861236135444664,0.81128614657309,0.876745155297264,0.935616731413453,0.766068551749829,0.169548179663624,13.4017204432719,166.948250482095,166.948257763701,135304200
1.04,4,0.872247124125252,0.939173874295344,0.887634390181295,0.876512202375599,0.824846864094188,0.869099168449288,0.928900331588781,0.759352151925156,0.169548179663624,13.3055151024028,167.098077809079,167.098085160317,136617800
1.05,4,0.8874488582395510770753182337,0.953944217126982,0.900693562108046,0.891788269306534,0.838407581615286,0.861453181601311,0.9221839317641082606401835071,0.7526357521004842606401835071,0.169548179663624,13.209309761533813696805874578,167.24790513606344116774269273,167.2479125569336990097594991,137931500
1.06,4,0.8859757803991541944126297196,0.952811269774487,0.899786205330814,0.890307988470467,0.837153442223675,0.866456199545776,0.9271114685991035232568620119,0.7575632889354795232568620119,0.169548179663624,13.279891527543933696805874577,167.42019164209600489174401326,167.42019905005147412536276702,139245100
1.07,4,0.8845033643714898405157635766,0.951653331332607,0.898853857464197,0.888828372683238,0.835899967880902,0.871092294396068,0.9316712328558719954302782740,0.7621230531922479954302782740,0.169548179663624,13.345205339415793696805874578,167.57883770622142284227939358,167.57884510222795333587936974,140558700
1.08,4,0.8830317286059488031593675148,0.950476017594575,0.897902134301428,0.887349540973425,0.834647277615545,0.87544006939243,0.9359420280390461443452214635,0.7663938483754221443452214635,0.169548179663624,13.406379974205963696805874578,167.72683901967153048086601534,167.72684640450186269078757492,141872400
1.09,4,0.8815609625486872013577827756,0.949283204245185,0.896934911527301,0.885871583224556,0.833395461311132,0.879553660876483,0.9399781289709439028629194555,0.7704299493073199028629194555,0.169548179663624,13.464192861477603696805874578,167.86608855020906918362487155,167.86609592447676749770340019,143186000
1.10,4,0.8800911834094948272107474395,0.948077778185886,0.895955076043265,0.884394617219548,0.83214463675058,0.883472664975107,0.9438192367043361931180454180,0.7742710570407121931180454180,0.169548179663624,13.519212676922213696805874579,167.99813018250382257313617639,167.99813754673042692713850069,144499600
1.11,4,0.8786224899013640177677618834,0.946861914889643,0.894964803322284,0.882918742154076,0.830894903129563,0.887226770372896,0.9474951193569966909944369932,0.7779469396933726909944369932,0.169548179663624,13.571865817417913696805874578,168.12403278053716364314361605,168.12404013516163441705724807,145813200
1.12,4,0.8771549959415415793959832822,0.945637330691229,0.893965809699134,0.881444072502414,0.829646374922357,0.890838880744709,0.9510287445370435394820122757,0.7814805648734195394820122757,0.169548179663624,13.622481269717373696805874578,168.24463619645183633117670985,168.24464354185170294334943506,147126900
1.13,4,0.8756887743915814914281596570,0.944405379175426,0.892959448758594,0.879970681482392,0.828399125346791,0.894327303634178,0.9544384696131558721505911379,0.7848902899495318721505911379,0.169548179663624,13.671321983757663696805874577,168.36062726098433191327749085,168.36063459749041925373816253,148440500
1.14,4,0.8742239048996416761590405448,0.94317590304368,0.891955563202111,0.878498649131628,0.827153234440483,0.897831648843511,0.9578642508972233116653639292,0.7883160712335993116653639292,0.169548179663624,13.720392686035656696805874578,168.45909180925993472231624406,168.45909913420084244391397348,149754100
1.15,4,0.8727604903435649116156080978,0.941966980894064,0.890972231627758,0.877028078831013,0.825908805584324,0.901608970344394,0.9615637772896300274169882704,0.7920155976260060274169882704,0.169548179663624,13.773384498156197696805874578,168.51426364783199222763873379,168.5142709527812253374434981,151067800
1.16,4,0.8703838175371814190531556792,0.93983559003386,0.889066431342818,0.874639784667316,0.823746652865083,0.905350484988141,0.9651632358842146211683477291,0.7956150562205906211683477291,0.169548179663624,13.824942944656644696805874577,168.56790395745652276679479181,168.56791124309613167465468415,152381400
1.17,4,0.8679790839660765200428428006,0.937669768448074,0.887126200332294,0.872223292528521,0.821556302170744,0.909003851842319,0.9686723596468100243023388351,0.7991241799831860243023388351,0.169548179663624,13.875207440003090696805874578,168.62019877079379307302790079,168.62020603774663782441639936,153695000
1.18,4,0.8655799086903820570763074632,0.935503816623018,0.8851858390825,0.869812385863861,0.819371536950539,0.912575285137634,0.9720997403515416521084650601,0.8025515606879176521084650601,0.169548179663624,13.924301052294514696805874578,168.67119643168363541646895548,168.67120368050365182781521821,155008700
1.19,4,0.8630102176212110405713527832,0.933161724982476,0.883069338017222,0.867230129624584,0.817015422155718,0.916084198456001,0.9754524664824336946455406988,0.8059042868188096946455406988,0.169548179663624,13.972325316585349696805874579,168.72104821559339565360975148,168.72105544679371082828191737,156322300
1.20,4,0.8599873287908336354662679837,0.930360563068942,0.880347132783204,0.864192459596256,0.81405690161107,0.919566978658639,0.9787368713696084019377771196,0.8091886917059844019377771196,0.169548179663624,14.019370951147162696805874578,168.76983577361074764294651132,168.76984298766041024235157128,157636000
1.21,4,0.8569758423297028350615701972,0.92730218567258,0.877288755386843,0.861166247692012,0.811030689706827,0.919212668339224,0.9781700825097748937098583955,0.8086219028461508937098583955,0.169548179663624,14.011252298761289696805874578,168.6502310582605415550427174,168.65023825903621150761426598,158949600
